table_id,row_id,_b_type_of_position_sex_and_degree_field_b_full_path,_b_type_of_position_sex_and_degree_field_b_level_1,_b_type_of_position_sex_and_degree_field_b_level_2,_b_type_of_position_sex_and_degree_field_b_level_3,_b_type_of_position_sex_and_degree_field_b_level_4,_b_type_of_position_sex_and_degree_field_b_level_5,_b_type_of_position_sex_and_degree_field_b_hierarchy_depth,field_2003,field_2006,field_2008,field_2010,field_2013,field_2015,field_2017,field_2019,field_2021
9330,r031,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Life sciences",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields",Life sciences,,4,43.4,43.7,44.8,47.2,49.8,49.7,48.4,54.2,54.3
9330,r032,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Psychology",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields",Psychology,,4,15.8,16.1,17.0,17.0,18.0,19.1,19.5,20.7,20.8
9330,r033,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Social sciences",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields",Social sciences,,4,30.7,29.3,32.0,32.8,33.0,35.9,34.6,39.0,35.5
9330,r034,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Engineering",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields",Engineering,,4,16.8,16.2,17.6,17.7,18.5,21.8,21.0,24.6,26.0
9330,r035,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Male, all fields",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Male, all fields",,4,109.7,104.6,108.1,109.9,111.4,116.1,109.7,122.2,116.6
9330,r036,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Male, all fields -> Physical sciences",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Male, all fields",Physical sciences,5,18.9,17.6,17.9,18.9,18.2,18.6,17.6,19.6,18.7
9330,r037,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Male, all fields -> Mathematics and statistics",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Male, all fields",Mathematics and statistics,5,9.9,9.2,9.6,9.4,9.9,10.4,9.4,9.8,9.5
9330,r038,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Male, all fields -> Computer and information sciences",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Male, all fields",Computer and information sciences,5,2.4,2.6,3.1,3.5,3.9,4.3,4.0,4.7,5.1
9330,r039,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Male, all fields -> Life sciences",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Male, all fields",Life sciences,5,30.9,30.4,30.2,31.0,32.2,30.4,29.4,32.6,31.4
9330,r040,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Male, all fields -> Psychology",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Male, all fields",Psychology,5,9.5,9.1,9.3,9.3,9.2,9.9,9.7,9.8,9.5
9330,r041,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Male, all fields -> Social sciences",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Male, all fields",Social sciences,5,22.4,20.7,21.7,21.9,21.5,23.8,21.8,24.7,21.3
9330,r042,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Male, all fields -> Engineering",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Male, all fields",Engineering,5,15.7,15.0,16.3,16.0,16.5,18.8,17.9,21.0,21.1
9330,r043,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Female, all fields",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Female, all fields",,4,32.3,34.8,39.4,42.8,46.6,52.0,52.7,59.8,63.2
9330,r044,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Female, all fields -> Physical sciences",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Female, all fields",Physical sciences,5,2.4,2.7,3.1,3.6,4.0,4.6,4.5,5.4,5.8
9330,r045,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Female, all fields -> Mathematics and statistics",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Female, all fields",Mathematics and statistics,5,1.3,1.4,1.9,2.1,1.8,2.7,2.4,2.8,2.7
9330,r046,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Female, all fields -> Computer and information sciences",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Female, all fields",Computer and information sciences,5,0.5,0.6,0.6,0.7,0.9,1.0,1.0,1.1,1.5
9330,r047,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Female, all fields -> Life sciences",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Female, all fields",Life sciences,5,12.5,13.3,14.6,16.2,17.5,19.3,19.0,21.6,22.9
9330,r048,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Female, all fields -> Psychology",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Female, all fields",Psychology,5,6.3,7.0,7.7,7.6,8.7,9.2,9.8,10.9,11.3
9330,r049,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Female, all fields -> Social sciences",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Female, all fields",Social sciences,5,8.3,8.7,10.2,10.9,11.6,12.2,12.8,14.3,14.1
9330,r050,"All positions -> Full-time senior faculty<sup>a</sup> -> Both sexes, all fields -> Female, all fields -> Engineering",All positions,Full-time senior faculty<sup>a</sup>,"Both sexes, all fields","Female, all fields",Engineering,5,1.1,1.2,1.3,1.7,2.0,3.0,3.1,3.7,4.8
9330,r051,All positions -> Full-time junior faculty<sup>b</sup>,All positions,Full-time junior faculty<sup>b</sup>,,,,2,,,,,,,,,
9330,r052,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields",,,3,48.6,53.7,51.6,54.1,56.4,59.5,61.0,64.8,63.6
9330,r053,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Physical sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields",Physical sciences,,4,6.4,6.7,6.6,6.9,7.3,7.9,7.2,7.9,6.8
9330,r054,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Mathematics and statistics",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields",Mathematics and statistics,,4,2.8,3.3,3.2,3.6,3.8,3.7,3.6,3.8,4.2
9330,r055,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Computer and information sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields",Computer and information sciences,,4,1.3,1.7,1.9,1.5,1.5,1.9,2.1,2.8,3.1
9330,r056,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Life sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields",Life sciences,,4,18.3,19.1,18.7,19.5,20.8,21.1,21.9,22.9,22.4
9330,r057,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Psychology",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields",Psychology,,4,5.7,7.1,6.1,6.4,6.1,6.8,6.8,7.2,6.9
9330,r058,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Social sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields",Social sciences,,4,8.9,9.9,10.1,10.4,10.5,10.7,11.8,11.4,10.9
9330,r059,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Engineering",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields",Engineering,,4,5.1,5.9,5.1,5.7,6.5,7.4,7.7,8.8,9.3
9330,r060,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Male, all fields",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Male, all fields",,4,29.2,31.1,30.1,30.1,31.1,34.2,34.9,35.9,34.6
9330,r061,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Male, all fields -> Physical sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Male, all fields",Physical sciences,5,4.9,4.9,4.8,4.9,5.3,5.6,5.0,5.6,4.5
9330,r062,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Male, all fields -> Mathematics and statistics",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Male, all fields",Mathematics and statistics,5,2.0,2.3,2.3,2.5,2.4,2.3,2.5,2.6,3.1
9330,r063,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Male, all fields -> Computer and information sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Male, all fields",Computer and information sciences,5,1.0,1.2,1.4,1.1,1.1,1.4,1.6,2.1,2.3
9330,r064,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Male, all fields -> Life sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Male, all fields",Life sciences,5,10.3,10.4,9.8,9.7,10.2,10.6,10.9,10.7,10.4
9330,r065,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Male, all fields -> Psychology",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Male, all fields",Psychology,5,2.3,2.6,2.4,2.2,2.0,2.5,2.4,2.3,1.8
9330,r066,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Male, all fields -> Social sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Male, all fields",Social sciences,5,4.5,5.0,5.6,5.7,5.4,5.9,6.4,5.8,5.6
9330,r067,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Male, all fields -> Engineering",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Male, all fields",Engineering,5,4.3,4.6,3.8,3.9,4.8,5.8,6.1,6.8,6.9
9330,r068,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Female, all fields",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Female, all fields",,4,19.3,22.6,21.5,23.9,25.3,25.3,26.1,28.9,29.0
9330,r069,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Female, all fields -> Physical sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Female, all fields",Physical sciences,5,1.5,1.8,1.8,2.0,2.1,2.3,2.1,2.3,2.3
9330,r070,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Female, all fields -> Mathematics and statistics",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Female, all fields",Mathematics and statistics,5,0.8,1.0,1.0,1.1,1.4,1.3,1.1,1.2,1.1
9330,r071,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Female, all fields -> Computer and information sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Female, all fields",Computer and information sciences,5,0.3,0.4,0.5,0.4,0.3,0.5,0.5,0.7,0.8
9330,r072,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Female, all fields -> Life sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Female, all fields",Life sciences,5,8.0,8.7,8.9,9.8,10.6,10.5,11.1,12.2,12.0
9330,r073,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Female, all fields -> Psychology",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Female, all fields",Psychology,5,3.4,4.5,3.7,4.2,4.1,4.4,4.4,4.9,5.0
9330,r074,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Female, all fields -> Social sciences",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Female, all fields",Social sciences,5,4.4,4.9,4.4,4.7,5.2,4.8,5.3,5.6,5.3
9330,r075,"All positions -> Full-time junior faculty<sup>b</sup> -> Both sexes, all fields -> Female, all fields -> Engineering",All positions,Full-time junior faculty<sup>b</sup>,"Both sexes, all fields","Female, all fields",Engineering,5,0.8,1.3,1.3,1.8,1.6,1.6,1.6,2.0,2.3
9330,r076,All positions -> Other full-time positions<sup>c</sup>,All positions,Other full-time positions<sup>c</sup>,,,,2,,,,,,,,,
9330,r077,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields",,,3,39.9,40.6,43.9,48.2,55.8,62.6,64.2,65.7,65.8
9330,r078,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Physical sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields",Physical sciences,,4,8.4,7.2,7.4,7.9,8.8,11.2,11.1,11.0,10.5
9330,r079,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Mathematics and statistics",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields",Mathematics and statistics,,4,1.4,1.3,1.7,1.8,2.1,2.4,2.2,2.2,2.5
9330,r080,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Computer and information sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields",Computer and information sciences,,4,0.7,0.6,0.9,1.0,1.5,1.3,1.3,1.6,1.6
9330,r081,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Life sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields",Life sciences,,4,14.2,15.5,16.2,18.4,22.2,25.0,26.6,26.4,27.1
9330,r082,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Psychology",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields",Psychology,,4,6.3,6.5,6.8,7.1,6.9,7.9,7.4,7.8,7.0
9330,r083,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Social sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields",Social sciences,,4,5.0,6.1,6.2,6.9,7.7,8.3,8.0,9.2,9.7
9330,r084,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Engineering",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields",Engineering,,4,3.9,3.3,4.7,5.1,6.3,6.5,7.6,7.6,7.3
9330,r085,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Male, all fields",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Male, all fields",,4,26.0,25.6,26.2,28.1,32.3,35.2,35.9,35.5,35.2
9330,r086,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Male, all fields -> Physical sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Male, all fields",Physical sciences,5,7.1,5.9,5.6,5.9,6.5,8.5,8.0,7.9,7.2
9330,r087,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Male, all fields -> Mathematics and statistics",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Male, all fields",Mathematics and statistics,5,1.0,0.9,1.2,1.1,1.3,1.8,1.6,1.3,1.8
9330,r088,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Male, all fields -> Computer and information sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Male, all fields",Computer and information sciences,5,0.6,0.6,0.7,0.9,1.1,1.0,0.9,1.0,1.1
9330,r089,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Male, all fields -> Life sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Male, all fields",Life sciences,5,8.3,9.0,8.6,9.5,11.1,12.3,13.0,12.6,12.7
9330,r090,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Male, all fields -> Psychology",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Male, all fields",Psychology,5,2.6,2.8,2.6,2.7,2.5,2.4,2.6,2.4,2.3
9330,r091,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Male, all fields -> Social sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Male, all fields",Social sciences,5,3.1,3.5,3.3,3.7,4.3,4.1,4.0,4.6,4.9
9330,r092,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Male, all fields -> Engineering",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Male, all fields",Engineering,5,3.3,2.8,3.9,4.3,5.2,5.2,5.8,5.7,5.1
9330,r093,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Female, all fields",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Female, all fields",,4,13.9,15.0,17.7,20.1,23.5,27.5,28.3,30.2,30.5
9330,r094,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Female, all fields -> Physical sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Female, all fields",Physical sciences,5,1.3,1.4,1.6,2.0,2.3,2.6,3.1,3.2,3.3
9330,r095,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Female, all fields -> Mathematics and statistics",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Female, all fields",Mathematics and statistics,5,0.3,0.3,0.5,0.7,0.7,0.7,0.7,0.9,0.7
9330,r096,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Female, all fields -> Computer and information sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Female, all fields",Computer and information sciences,5,0.1,0.1,0.2,0.2,0.2,0.2,0.4,0.5,0.5
9330,r097,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Female, all fields -> Life sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Female, all fields",Life sciences,5,5.9,6.5,7.6,8.9,11.0,12.9,13.6,13.9,14.4
9330,r098,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Female, all fields -> Psychology",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Female, all fields",Psychology,5,3.5,3.7,4.2,4.4,4.4,5.4,4.8,5.3,4.7
9330,r099,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Female, all fields -> Social sciences",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Female, all fields",Social sciences,5,1.9,2.6,2.9,3.2,3.3,4.2,4.0,4.6,4.8
9330,r100,"All positions -> Other full-time positions<sup>c</sup> -> Both sexes, all fields -> Female, all fields -> Engineering",All positions,Other full-time positions<sup>c</sup>,"Both sexes, all fields","Female, all fields",Engineering,5,0.6,0.5,0.8,0.7,0.9,1.5,1.8,1.9,2.2
9330,r101,All positions -> Postdoctorates,All positions,Postdoctorates,,,,2,,,,,,,,,
9330,r102,"All positions -> Postdoctorates -> Both sexes, all fields",All positions,Postdoctorates,"Both sexes, all fields",,,3,15.7,23.3,17.8,22.8,20.2,19.2,18.4,18.6,19.7
9330,r103,"All positions -> Postdoctorates -> Both sexes, all fields -> Physical sciences",All positions,Postdoctorates,"Both sexes, all fields",Physical sciences,,4,2.6,3.9,3.3,4.6,4.0,3.3,3.4,3.6,4.1
9330,r104,"All positions -> Postdoctorates -> Both sexes, all fields -> Mathematics and statistics",All positions,Postdoctorates,"Both sexes, all fields",Mathematics and statistics,,4,0.5,1.0,0.5,0.7,0.4,0.5,0.5,0.7,0.6
9330,r105,"All positions -> Postdoctorates -> Both sexes, all fields -> Computer and information sciences",All positions,Postdoctorates,"Both sexes, all fields",Computer and information sciences,,4,0.1,0.1,0.2,0.3,0.2,0.3,0.1,0.2,0.2
9330,r106,"All positions -> Postdoctorates -> Both sexes, all fields -> Life sciences",All positions,Postdoctorates,"Both sexes, all fields",Life sciences,,4,10.0,12.8,10.3,12.2,11.9,11.7,10.5,10.5,10.4
9330,r107,"All positions -> Postdoctorates -> Both sexes, all fields -> Psychology",All positions,Postdoctorates,"Both sexes, all fields",Psychology,,4,0.9,1.7,1.0,1.1,1.0,0.8,0.7,0.8,0.7
9330,r108,"All positions -> Postdoctorates -> Both sexes, all fields -> Social sciences",All positions,Postdoctorates,"Both sexes, all fields",Social sciences,,4,0.5,0.9,0.3,0.8,0.4,0.4,0.5,0.5,0.8
9330,r109,"All positions -> Postdoctorates -> Both sexes, all fields -> Engineering",All positions,Postdoctorates,"Both sexes, all fields",Engineering,,4,1.1,3.0,2.1,3.1,2.4,2.2,2.6,2.3,2.9
9330,r110,"All positions -> Postdoctorates -> Both sexes, all fields -> Male, all fields",All positions,Postdoctorates,"Both sexes, all fields","Male, all fields",,4,9.8,13.8,10.8,13.8,12.0,11.0,10.8,10.7,11.5
9330,r111,"All positions -> Postdoctorates -> Both sexes, all fields -> Male, all fields -> Physical sciences",All positions,Postdoctorates,"Both sexes, all fields","Male, all fields",Physical sciences,5,2.1,2.9,2.5,3.4,2.8,2.3,2.5,2.5,2.8
