table_id,row_id,sex_occupation_and_job_satisfaction_full_path,sex_occupation_and_job_satisfaction_level_1,sex_occupation_and_job_satisfaction_level_2,sex_occupation_and_job_satisfaction_level_3,sex_occupation_and_job_satisfaction_level_4,sex_occupation_and_job_satisfaction_level_5,sex_occupation_and_job_satisfaction_hierarchy_depth,field_total,field_years_since_highest_degree_5,field_years_since_highest_degree_5_9,field_years_since_highest_degree_10_14,field_years_since_highest_degree_15_19,field_years_since_highest_degree_20_24,field_years_since_highest_degree_25_29,field_years_since_highest_degree_30_34,field_years_since_highest_degree_35
5315,r017,All sexes -> S&E occupations -> Computer and mathematical scientists -> Very satisfied,All sexes,S&E occupations,Computer and mathematical scientists,Very satisfied,,4,1655000,281000,332000,261000,226000,189000,141000,112000,113000
5315,r018,All sexes -> S&E occupations -> Computer and mathematical scientists -> Somewhat satisfied,All sexes,S&E occupations,Computer and mathematical scientists,Somewhat satisfied,,4,1764000,277000,350000,292000,220000,217000,168000,123000,117000
5315,r019,All sexes -> S&E occupations -> Computer and mathematical scientists -> Somewhat dissatisfied,All sexes,S&E occupations,Computer and mathematical scientists,Somewhat dissatisfied,,4,299000,77000,70000,52000,34000,21000,20000,18000,7000
5315,r020,All sexes -> S&E occupations -> Computer and mathematical scientists -> Very dissatisfied,All sexes,S&E occupations,Computer and mathematical scientists,Very dissatisfied,,4,57000,11000,15000,8000,6000,7000,5000,S,S
5315,r021,All sexes -> S&E occupations -> Physical and related scientists,All sexes,S&E occupations,Physical and related scientists,,,3,409000,112000,81000,53000,38000,34000,27000,27000,38000
5315,r022,All sexes -> S&E occupations -> Physical and related scientists -> Very satisfied,All sexes,S&E occupations,Physical and related scientists,Very satisfied,,4,180000,31000,34000,23000,19000,15000,17000,15000,25000
5315,r023,All sexes -> S&E occupations -> Physical and related scientists -> Somewhat satisfied,All sexes,S&E occupations,Physical and related scientists,Somewhat satisfied,,4,188000,69000,33000,26000,14000,16000,9000,9000,12000
5315,r024,All sexes -> S&E occupations -> Physical and related scientists -> Somewhat dissatisfied,All sexes,S&E occupations,Physical and related scientists,Somewhat dissatisfied,,4,32000,10000,11000,2000,3000,3000,1000,S,1000
5315,r025,All sexes -> S&E occupations -> Physical and related scientists -> Very dissatisfied,All sexes,S&E occupations,Physical and related scientists,Very dissatisfied,,4,9000,S,S,S,,,,,
5315,r026,All sexes -> S&E occupations -> Social and related scientists,All sexes,S&E occupations,Social and related scientists,,,3,663000,176000,142000,93000,78000,58000,37000,32000,47000
5315,r027,All sexes -> S&E occupations -> Social and related scientists -> Very satisfied,All sexes,S&E occupations,Social and related scientists,Very satisfied,,4,353000,75000,68000,50000,49000,36000,23000,22000,30000
5315,r028,All sexes -> S&E occupations -> Social and related scientists -> Somewhat satisfied,All sexes,S&E occupations,Social and related scientists,Somewhat satisfied,,4,263000,85000,61000,39000,23000,18000,13000,9000,14000
5315,r029,All sexes -> S&E occupations -> Social and related scientists -> Somewhat dissatisfied,All sexes,S&E occupations,Social and related scientists,Somewhat dissatisfied,,4,41000,14000,12000,3000,5000,3000,2000,S,S
5315,r030,All sexes -> S&E occupations -> Social and related scientists -> Very dissatisfied,All sexes,S&E occupations,Social and related scientists,Very dissatisfied,,4,6000,S,1000,S,,,,,
5315,r031,All sexes -> S&E occupations -> Engineers,All sexes,S&E occupations,Engineers,,,3,1921000,359000,404000,256000,192000,185000,173000,146000,207000
5315,r032,All sexes -> S&E occupations -> Engineers -> Very satisfied,All sexes,S&E occupations,Engineers,Very satisfied,,4,886000,157000,177000,104000,88000,80000,88000,76000,115000
5315,r033,All sexes -> S&E occupations -> Engineers -> Somewhat satisfied,All sexes,S&E occupations,Engineers,Somewhat satisfied,,4,878000,166000,193000,132000,88000,92000,72000,58000,76000
5315,r034,All sexes -> S&E occupations -> Engineers -> Somewhat dissatisfied,All sexes,S&E occupations,Engineers,Somewhat dissatisfied,,4,126000,26000,27000,17000,14000,10000,10000,9000,13000
5315,r035,All sexes -> S&E occupations -> Engineers -> Very dissatisfied,All sexes,S&E occupations,Engineers,Very dissatisfied,,4,32000,11000,6000,S,S,3000,S,2000,S
5315,r036,All sexes -> S&E-related occupations,All sexes,S&E-related occupations,,,,2,8893000,1726000,1855000,1280000,976000,875000,683000,561000,936000
5315,r037,All sexes -> S&E-related occupations -> Very satisfied,All sexes,S&E-related occupations,Very satisfied,,,3,4254000,773000,860000,525000,488000,391000,370000,314000,533000
5315,r038,All sexes -> S&E-related occupations -> Somewhat satisfied,All sexes,S&E-related occupations,Somewhat satisfied,,,3,3815000,783000,801000,609000,406000,409000,261000,210000,336000
5315,r039,All sexes -> S&E-related occupations -> Somewhat dissatisfied,All sexes,S&E-related occupations,Somewhat dissatisfied,,,3,649000,132000,151000,113000,69000,57000,33000,31000,62000
5315,r040,All sexes -> S&E-related occupations -> Very dissatisfied,All sexes,S&E-related occupations,Very dissatisfied,,,3,176000,38000,44000,34000,14000,17000,19000,6000,S
5315,r041,All sexes -> Non-S&E occupations,All sexes,Non-S&E occupations,,,,2,34165000,4951000,6467000,4970000,3953000,3529000,3115000,2691000,4488000
5315,r042,All sexes -> Non-S&E occupations -> Very satisfied,All sexes,Non-S&E occupations,Very satisfied,,,3,15025000,1801000,2332000,2044000,1881000,1608000,1441000,1401000,2516000
5315,r043,All sexes -> Non-S&E occupations -> Somewhat satisfied,All sexes,Non-S&E occupations,Somewhat satisfied,,,3,15476000,2446000,3238000,2331000,1728000,1584000,1366000,1101000,1681000
5315,r044,All sexes -> Non-S&E occupations -> Somewhat dissatisfied,All sexes,Non-S&E occupations,Somewhat dissatisfied,,,3,2705000,560000,655000,388000,272000,253000,219000,133000,224000
5315,r045,All sexes -> Non-S&E occupations -> Very dissatisfied,All sexes,Non-S&E occupations,Very dissatisfied,,,3,958000,145000,241000,206000,71000,85000,88000,56000,66000
5315,r046,All sexes -> Female,All sexes,Female,,,,2,26341000,4749000,5611000,4000000,2992000,2690000,2088000,1710000,2502000
5315,r047,All sexes -> Female -> Very satisfied,All sexes,Female,Very satisfied,,,3,11532000,1780000,2268000,1624000,1414000,1181000,1016000,890000,1359000
5315,r048,All sexes -> Female -> Somewhat satisfied,All sexes,Female,Somewhat satisfied,,,3,12152000,2384000,2693000,1917000,1350000,1238000,895000,715000,961000
5315,r049,All sexes -> Female -> Somewhat dissatisfied,All sexes,Female,Somewhat dissatisfied,,,3,1948000,471000,470000,304000,161000,199000,120000,83000,141000
5315,r050,All sexes -> Female -> Very dissatisfied,All sexes,Female,Very dissatisfied,,,3,709000,114000,180000,155000,66000,73000,58000,23000,42000
5315,r051,All sexes -> Female -> S&E occupations,All sexes,Female,S&E occupations,,,3,2193000,499000,493000,329000,251000,215000,166000,128000,112000
5315,r052,All sexes -> Female -> S&E occupations -> Very satisfied,All sexes,Female,S&E occupations,Very satisfied,,4,966000,205000,199000,151000,120000,87000,87000,59000,60000
5315,r053,All sexes -> Female -> S&E occupations -> Somewhat satisfied,All sexes,Female,S&E occupations,Somewhat satisfied,,4,1021000,240000,237000,152000,107000,110000,69000,59000,46000
5315,r054,All sexes -> Female -> S&E occupations -> Somewhat dissatisfied,All sexes,Female,S&E occupations,Somewhat dissatisfied,,4,167000,44000,48000,22000,18000,13000,9000,8000,6000
5315,r055,All sexes -> Female -> S&E occupations -> Very dissatisfied,All sexes,Female,S&E occupations,Very dissatisfied,,4,38000,11000,9000,5000,6000,S,S,S,0.05
5315,r056,"All sexes -> Female -> S&E occupations -> Biological, agricultural, and other life scientists",All sexes,Female,S&E occupations,"Biological, agricultural, and other life scientists",,4,337000,77000,89000,44000,38000,37000,16000,16000,21000
5315,r057,"All sexes -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> Very satisfied",All sexes,Female,S&E occupations,"Biological, agricultural, and other life scientists",Very satisfied,5,160000,38000,39000,20000,21000,16000,10000,9000,8000
5315,r058,"All sexes -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> Somewhat satisfied",All sexes,Female,S&E occupations,"Biological, agricultural, and other life scientists",Somewhat satisfied,5,145000,29000,40000,21000,13000,19000,4000,6000,13000
5315,r059,"All sexes -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> Somewhat dissatisfied",All sexes,Female,S&E occupations,"Biological, agricultural, and other life scientists",Somewhat dissatisfied,5,25000,8000,8000,2000,2000,S,2000,0.05,
5315,r060,"All sexes -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> Very dissatisfied",All sexes,Female,S&E occupations,"Biological, agricultural, and other life scientists",Very dissatisfied,5,7000,S,S,0.05,,0.05,,,
5315,r061,All sexes -> Female -> S&E occupations -> Computer and mathematical scientists,All sexes,Female,S&E occupations,Computer and mathematical scientists,,4,975000,174000,189000,153000,120000,104000,106000,76000,54000
5315,r062,All sexes -> Female -> S&E occupations -> Computer and mathematical scientists -> Very satisfied,All sexes,Female,S&E occupations,Computer and mathematical scientists,Very satisfied,5,392000,62000,70000,68000,46000,35000,55000,28000,29000
5315,r063,All sexes -> Female -> S&E occupations -> Computer and mathematical scientists -> Somewhat satisfied,All sexes,Female,S&E occupations,Computer and mathematical scientists,Somewhat satisfied,5,483000,88000,98000,69000,61000,59000,44000,41000,22000
5315,r064,All sexes -> Female -> S&E occupations -> Computer and mathematical scientists -> Somewhat dissatisfied,All sexes,Female,S&E occupations,Computer and mathematical scientists,Somewhat dissatisfied,5,84000,20000,19000,13000,10000,7000,6000,S,S
5315,r065,All sexes -> Female -> S&E occupations -> Computer and mathematical scientists -> Very dissatisfied,All sexes,Female,S&E occupations,Computer and mathematical scientists,Very dissatisfied,5,16000,4000,3000,S,,,,,
5315,r066,All sexes -> Female -> S&E occupations -> Physical and related scientists,All sexes,Female,S&E occupations,Physical and related scientists,,4,142000,45000,38000,19000,12000,12000,6000,5000,6000
5315,r067,All sexes -> Female -> S&E occupations -> Physical and related scientists -> Very satisfied,All sexes,Female,S&E occupations,Physical and related scientists,Very satisfied,5,57000,14000,15000,6000,5000,6000,3000,3000,5000
5315,r068,All sexes -> Female -> S&E occupations -> Physical and related scientists -> Somewhat satisfied,All sexes,Female,S&E occupations,Physical and related scientists,Somewhat satisfied,5,70000,28000,15000,12000,5000,5000,2000,2000,1000
5315,r069,All sexes -> Female -> S&E occupations -> Physical and related scientists -> Somewhat dissatisfied,All sexes,Female,S&E occupations,Physical and related scientists,Somewhat dissatisfied,5,11000,2000,6000,1000,S,S,,,
5315,r070,All sexes -> Female -> S&E occupations -> Physical and related scientists -> Very dissatisfied,All sexes,Female,S&E occupations,Physical and related scientists,Very dissatisfied,5,4000,S,S,0.05,,,,,
5315,r071,All sexes -> Female -> S&E occupations -> Social and related scientists,All sexes,Female,S&E occupations,Social and related scientists,,4,428000,124000,99000,66000,53000,35000,20000,13000,18000
5315,r072,All sexes -> Female -> S&E occupations -> Social and related scientists -> Very satisfied,All sexes,Female,S&E occupations,Social and related scientists,Very satisfied,5,214000,51000,40000,38000,35000,21000,9000,9000,11000
5315,r073,All sexes -> Female -> S&E occupations -> Social and related scientists -> Somewhat satisfied,All sexes,Female,S&E occupations,Social and related scientists,Somewhat satisfied,5,179000,61000,49000,25000,13000,13000,10000,3000,5000
5315,r074,All sexes -> Female -> S&E occupations -> Social and related scientists -> Somewhat dissatisfied,All sexes,Female,S&E occupations,Social and related scientists,Somewhat dissatisfied,5,31000,10000,S,3000,4000,S,,,
5315,r075,All sexes -> Female -> S&E occupations -> Social and related scientists -> Very dissatisfied,All sexes,Female,S&E occupations,Social and related scientists,Very dissatisfied,5,5000,S,1000,,,,,,
5315,r076,All sexes -> Female -> S&E occupations -> Engineers,All sexes,Female,S&E occupations,Engineers,,4,310000,80000,77000,47000,28000,27000,19000,18000,13000
5315,r077,All sexes -> Female -> S&E occupations -> Engineers -> Very satisfied,All sexes,Female,S&E occupations,Engineers,Very satisfied,5,144000,40000,34000,18000,13000,10000,10000,11000,7000
5315,r078,All sexes -> Female -> S&E occupations -> Engineers -> Somewhat satisfied,All sexes,Female,S&E occupations,Engineers,Somewhat satisfied,5,143000,34000,35000,25000,14000,15000,9000,7000,5000
5315,r079,All sexes -> Female -> S&E occupations -> Engineers -> Somewhat dissatisfied,All sexes,Female,S&E occupations,Engineers,Somewhat dissatisfied,5,16000,3000,6000,4000,1000,1000,,,
5315,r080,All sexes -> Female -> S&E occupations -> Engineers -> Very dissatisfied,All sexes,Female,S&E occupations,Engineers,Very dissatisfied,5,6000,3000,S,,,,,,
5315,r081,All sexes -> Female -> S&E-related occupations,All sexes,Female,S&E-related occupations,,,3,5109000,1134000,1169000,771000,508000,466000,327000,293000,440000
5315,r082,All sexes -> Female -> S&E-related occupations -> Very satisfied,All sexes,Female,S&E-related occupations,Very satisfied,,4,2435000,498000,543000,323000,259000,225000,172000,175000,241000
5315,r083,All sexes -> Female -> S&E-related occupations -> Somewhat satisfied,All sexes,Female,S&E-related occupations,Somewhat satisfied,,4,2224000,534000,522000,358000,216000,193000,132000,106000,163000
5315,r084,All sexes -> Female -> S&E-related occupations -> Somewhat dissatisfied,All sexes,Female,S&E-related occupations,Somewhat dissatisfied,,4,335000,80000,70000,68000,24000,34000,16000,9000,33000
5315,r085,All sexes -> Female -> S&E-related occupations -> Very dissatisfied,All sexes,Female,S&E-related occupations,Very dissatisfied,,4,114000,21000,34000,21000,9000,15000,7000,S,
5315,r086,All sexes -> Female -> Non-S&E occupations,All sexes,Female,Non-S&E occupations,,,3,19040000,3116000,3949000,2900000,2233000,2009000,1595000,1289000,1949000
5315,r087,All sexes -> Female -> Non-S&E occupations -> Very satisfied,All sexes,Female,Non-S&E occupations,Very satisfied,,4,8130000,1077000,1526000,1151000,1036000,869000,757000,657000,1058000
5315,r088,All sexes -> Female -> Non-S&E occupations -> Somewhat satisfied,All sexes,Female,Non-S&E occupations,Somewhat satisfied,,4,8907000,1609000,1934000,1407000,1027000,934000,693000,550000,752000
5315,r089,All sexes -> Female -> Non-S&E occupations -> Somewhat dissatisfied,All sexes,Female,Non-S&E occupations,Somewhat dissatisfied,,4,1446000,347000,352000,214000,120000,152000,94000,66000,102000
5315,r090,All sexes -> Female -> Non-S&E occupations -> Very dissatisfied,All sexes,Female,Non-S&E occupations,Very dissatisfied,,4,557000,82000,137000,129000,51000,54000,51000,16000,38000
5315,r091,All sexes -> Male,All sexes,Male,,,,2,24183000,3392000,4281000,3347000,2803000,2492000,2320000,2042000,3506000
5315,r092,All sexes -> Male -> Very satisfied,All sexes,Male,Very satisfied,,,3,11132000,1413000,1600000,1418000,1374000,1167000,1086000,1070000,2005000
5315,r093,All sexes -> Male -> Somewhat satisfied,All sexes,Male,Somewhat satisfied,,,3,10545000,1518000,2068000,1553000,1157000,1132000,1010000,811000,1297000
5315,r094,All sexes -> Male -> Somewhat dissatisfied,All sexes,Male,Somewhat dissatisfied,,,3,1962000,363000,478000,276000,241000,153000,167000,115000,170000
5315,r095,All sexes -> Male -> Very dissatisfied,All sexes,Male,Very dissatisfied,,,3,544000,98000,136000,100000,32000,41000,58000,46000,34000
5315,r096,All sexes -> Male -> S&E occupations,All sexes,Male,S&E occupations,,,3,5274000,964000,1077000,768000,614000,564000,444000,371000,471000
5315,r097,All sexes -> Male -> S&E occupations -> Very satisfied,All sexes,Male,S&E occupations,Very satisfied,,4,2419000,414000,477000,323000,299000,261000,204000,186000,255000
5315,r098,All sexes -> Male -> S&E occupations -> Somewhat satisfied,All sexes,Male,S&E occupations,Somewhat satisfied,,4,2384000,433000,485000,379000,265000,266000,207000,156000,194000
5315,r099,All sexes -> Male -> S&E occupations -> Somewhat dissatisfied,All sexes,Male,S&E occupations,Somewhat dissatisfied,,4,389000,99000,94000,57000,43000,29000,25000,25000,18000
5315,r100,All sexes -> Male -> S&E occupations -> Very dissatisfied,All sexes,Male,S&E occupations,Very dissatisfied,,4,81000,19000,22000,9000,7000,7000,8000,5000,4000
5315,r101,"All sexes -> Male -> S&E occupations -> Biological, agricultural, and other life scientists",All sexes,Male,S&E occupations,"Biological, agricultural, and other life scientists",,4,361000,94000,89000,38000,33000,29000,23000,22000,32000
5315,r102,"All sexes -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> Very satisfied",All sexes,Male,S&E occupations,"Biological, agricultural, and other life scientists",Very satisfied,5,153000,37000,25000,16000,16000,12000,12000,10000,24000
5315,r103,"All sexes -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> Somewhat satisfied",All sexes,Male,S&E occupations,"Biological, agricultural, and other life scientists",Somewhat satisfied,5,167000,47000,44000,19000,15000,14000,10000,10000,8000
5315,r104,"All sexes -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> Somewhat dissatisfied",All sexes,Male,S&E occupations,"Biological, agricultural, and other life scientists",Somewhat dissatisfied,5,32000,7000,14000,3000,3000,2000,S,2000,
5315,r105,"All sexes -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> Very dissatisfied",All sexes,Male,S&E occupations,"Biological, agricultural, and other life scientists",Very dissatisfied,5,8000,2000,S,,,,,0.05,
5315,r106,All sexes -> Male -> S&E occupations -> Computer and mathematical scientists,All sexes,Male,S&E occupations,Computer and mathematical scientists,,4,2799000,471000,577000,460000,366000,331000,228000,180000,184000
5315,r107,All sexes -> Male -> S&E occupations -> Computer and mathematical scientists -> Very satisfied,All sexes,Male,S&E occupations,Computer and mathematical scientists,Very satisfied,5,1263000,218000,262000,193000,180000,154000,86000,85000,83000
5315,r108,All sexes -> Male -> S&E occupations -> Computer and mathematical scientists -> Somewhat satisfied,All sexes,Male,S&E occupations,Computer and mathematical scientists,Somewhat satisfied,5,1280000,189000,252000,223000,158000,158000,124000,82000,95000
5315,r109,All sexes -> Male -> S&E occupations -> Computer and mathematical scientists -> Somewhat dissatisfied,All sexes,Male,S&E occupations,Computer and mathematical scientists,Somewhat dissatisfied,5,215000,57000,51000,39000,24000,14000,14000,12000,4000
5315,r110,All sexes -> Male -> S&E occupations -> Computer and mathematical scientists -> Very dissatisfied,All sexes,Male,S&E occupations,Computer and mathematical scientists,Very dissatisfied,5,41000,S,12000,5000,4000,S,5000,S,
5315,r111,All sexes -> Male -> S&E occupations -> Physical and related scientists,All sexes,Male,S&E occupations,Physical and related scientists,,4,267000,67000,42000,34000,26000,22000,22000,22000,32000
5315,r112,All sexes -> Male -> S&E occupations -> Physical and related scientists -> Very satisfied,All sexes,Male,S&E occupations,Physical and related scientists,Very satisfied,5,123000,17000,19000,17000,14000,9000,14000,12000,20000
5315,r113,All sexes -> Male -> S&E occupations -> Physical and related scientists -> Somewhat satisfied,All sexes,Male,S&E occupations,Physical and related scientists,Somewhat satisfied,5,118000,41000,18000,15000,9000,11000,7000,7000,11000
5315,r114,All sexes -> Male -> S&E occupations -> Physical and related scientists -> Somewhat dissatisfied,All sexes,Male,S&E occupations,Physical and related scientists,Somewhat dissatisfied,5,21000,8000,5000,S,2000,S,1000,S,0.05
5315,r115,All sexes -> Male -> S&E occupations -> Physical and related scientists -> Very dissatisfied,All sexes,Male,S&E occupations,Physical and related scientists,Very dissatisfied,5,5000,,S,S,,,,,
5315,r116,All sexes -> Male -> S&E occupations -> Social and related scientists,All sexes,Male,S&E occupations,Social and related scientists,,4,235000,52000,42000,27000,26000,23000,17000,19000,29000
5315,r117,All sexes -> Male -> S&E occupations -> Social and related scientists -> Very satisfied,All sexes,Male,S&E occupations,Social and related scientists,Very satisfied,5,139000,24000,27000,12000,14000,16000,13000,13000,19000
5315,r118,All sexes -> Male -> S&E occupations -> Social and related scientists -> Somewhat satisfied,All sexes,Male,S&E occupations,Social and related scientists,Somewhat satisfied,5,84000,24000,12000,15000,10000,5000,3000,6000,9000
5315,r119,All sexes -> Male -> S&E occupations -> Social and related scientists -> Somewhat dissatisfied,All sexes,Male,S&E occupations,Social and related scientists,Somewhat dissatisfied,5,11000,4000,3000,0.05,0.05,,,,
5315,r120,All sexes -> Male -> S&E occupations -> Social and related scientists -> Very dissatisfied,All sexes,Male,S&E occupations,Social and related scientists,Very dissatisfied,5,S,,,,,,,,
5315,r121,All sexes -> Male -> S&E occupations -> Engineers,All sexes,Male,S&E occupations,Engineers,,4,1612000,279000,327000,209000,164000,158000,155000,128000,193000
5315,r122,All sexes -> Male -> S&E occupations -> Engineers -> Very satisfied,All sexes,Male,S&E occupations,Engineers,Very satisfied,5,742000,117000,143000,86000,75000,70000,78000,66000,108000
5315,r123,All sexes -> Male -> S&E occupations -> Engineers -> Somewhat satisfied,All sexes,Male,S&E occupations,Engineers,Somewhat satisfied,5,734000,132000,159000,107000,73000,77000,64000,51000,71000
5315,r124,All sexes -> Male -> S&E occupations -> Engineers -> Somewhat dissatisfied,All sexes,Male,S&E occupations,Engineers,Somewhat dissatisfied,5,110000,22000,21000,13000,13000,9000,10000,9000,13000
5315,r125,All sexes -> Male -> S&E occupations -> Engineers -> Very dissatisfied,All sexes,Male,S&E occupations,Engineers,Very dissatisfied,5,25000,8000,4000,S,S,2000,S,2000,S
5315,r126,All sexes -> Male -> S&E-related occupations,All sexes,Male,S&E-related occupations,,,3,3785000,592000,687000,510000,469000,408000,356000,268000,495000
5315,r127,All sexes -> Male -> S&E-related occupations -> Very satisfied,All sexes,Male,S&E-related occupations,Very satisfied,,4,1818000,275000,317000,202000,228000,166000,198000,140000,292000
5315,r128,All sexes -> Male -> S&E-related occupations -> Somewhat satisfied,All sexes,Male,S&E-related occupations,Somewhat satisfied,,4,1591000,249000,278000,250000,190000,216000,129000,104000,173000
5315,r129,All sexes -> Male -> S&E-related occupations -> Somewhat dissatisfied,All sexes,Male,S&E-related occupations,Somewhat dissatisfied,,4,314000,51000,81000,45000,46000,23000,17000,22000,29000
5315,r130,All sexes -> Male -> S&E-related occupations -> Very dissatisfied,All sexes,Male,S&E-related occupations,Very dissatisfied,,4,62000,17000,10000,13000,4000,2000,12000,S,1000
5315,r131,All sexes -> Male -> Non-S&E occupations,All sexes,Male,Non-S&E occupations,,,3,15125000,1836000,2518000,2070000,1720000,1520000,1520000,1402000,2539000
5315,r132,All sexes -> Male -> Non-S&E occupations -> Very satisfied,All sexes,Male,Non-S&E occupations,Very satisfied,,4,6895000,724000,806000,894000,846000,739000,684000,745000,1458000
5315,r133,All sexes -> Male -> Non-S&E occupations -> Somewhat satisfied,All sexes,Male,Non-S&E occupations,Somewhat satisfied,,4,6570000,837000,1305000,925000,701000,649000,673000,551000,929000
5315,r134,All sexes -> Male -> Non-S&E occupations -> Somewhat dissatisfied,All sexes,Male,Non-S&E occupations,Somewhat dissatisfied,,4,1259000,213000,303000,174000,152000,101000,125000,68000,123000
5315,r135,All sexes -> Male -> Non-S&E occupations -> Very dissatisfied,All sexes,Male,Non-S&E occupations,Very dissatisfied,,4,401000,62000,104000,78000,21000,31000,38000,39000,29000
