table_id,row_id,employer_location_full_path,employer_location_level_1,employer_location_level_2,employer_location_level_3,employer_location_hierarchy_depth,field_all_fields_median_salary,field_all_fields_se,field_science_total_median_salary,field_science_total_se,field_science_biological_agricultural_and_environmental_life_sciences_median_salary,field_science_biological_agricultural_and_environmental_life_sciences_se,field_science_computer_and_information_sciences_median_salary,field_science_computer_and_information_sciences_se,field_science_mathematics_and_statistics_median_salary,field_science_mathematics_and_statistics_se,field_science_physical_sciences_median_salary,field_science_physical_sciences_se,field_science_psychology_median_salary,field_science_psychology_se,field_science_social_sciences_median_salary,field_science_social_sciences_se,field_engineering_median_salary,field_engineering_se,field_health_median_salary,field_health_se
8149,r050,All locations -> Mountain -> Idaho,All locations,Mountain,Idaho,3,109000,4000,103000,6000,99000,11000,,,,,121000,19000,105000,21000,73000,8000,125000,8500,,
8149,r051,All locations -> Mountain -> Montana,All locations,Mountain,Montana,3,89000,2000,87000,5500,87000,5000,,,S,S,90000,8500,,,78000,6000,122000,32500,64000,19000
8149,r052,All locations -> Mountain -> Nevada,All locations,Mountain,Nevada,3,105000,6500,104000,6500,110000,9000,S,S,,,94000,13500,104000,27000,87000,24000,100000,20500,,
8149,r053,All locations -> Mountain -> New Mexico,All locations,Mountain,New Mexico,3,136000,4500,120000,6500,99000,7500,101000,19500,128000,20000,150000,10500,113000,7000,81000,7500,151000,7000,146000,59000
8149,r054,All locations -> Mountain -> Utah,All locations,Mountain,Utah,3,100000,2500,100000,3000,96000,5000,152000,14500,107000,26000,102000,3000,105000,10000,96000,7500,106000,19500,88000,12500
8149,r055,All locations -> Mountain -> Wyoming,All locations,Mountain,Wyoming,3,85000,9500,85000,10000,81000,8500,,,,,80000,9500,114000,11500,97000,13000,,,,
8149,r056,All locations -> Pacific,All locations,Pacific,,2,150000,500,138000,3000,129000,3000,190000,7500,148000,7500,144000,4000,119000,4500,119000,2000,169000,4000,130000,5500
8149,r057,All locations -> Pacific -> Alaska,All locations,Pacific,Alaska,3,105000,6000,104000,9000,105000,11500,,,,,122000,12000,103000,11500,,,106000,11500,,
8149,r058,All locations -> Pacific -> California,All locations,Pacific,California,3,153000,3000,145000,3500,135000,3500,198000,3500,159000,9500,150000,500,124000,6000,125000,7000,174000,3500,139000,6000
8149,r059,All locations -> Pacific -> Hawaii,All locations,Pacific,Hawaii,3,101000,9000,99000,6000,94000,11000,S,S,,,108000,8000,81000,14500,91000,10500,122000,25500,S,S
8149,r060,All locations -> Pacific -> Oregon,All locations,Pacific,Oregon,3,125000,3500,110000,4000,99000,4500,150000,12500,102000,17000,130000,3500,90000,5000,99000,9500,146000,7000,110000,9500
8149,r061,All locations -> Pacific -> Washington,All locations,Pacific,Washington,3,140000,4500,129000,3000,119000,7500,180000,7500,139000,30500,120000,5000,120000,6000,106000,6500,155000,6000,113000,7000
8149,r062,All locations -> Puerto Rico,All locations,Puerto Rico,,2,71000,4000,70000,7500,78000,8000,S,S,80000,3500,70000,5000,54000,3500,69000,9500,89000,5000,S,S
8149,r063,All locations -> U.S. territories and other areas,All locations,U.S. territories and other areas,,2,111000,10000,100000,3000,100000,26000,95000,14000,,,97000,15000,,,39000,13000,146000,37000,110000,29500
