table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012
10322,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,479,591,533,442,501,381,361,368,357,341,517
10322,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,249,263,222,203,209,211,215,324,198,201,224
10322,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,358,404,356,340,329,351,355,285,272,241,319
10322,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,499,583,607,551,542,500,461,631,725,627,565
10322,r020,All fields -> Life sciences,All fields,Life sciences,,2,11453,13007,13239,12880,12993,13820,13361,15680,16161,14076,14990
10322,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,517,518,583,583,594,606,526,589,560,538,462
10322,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,6119,8172,5869,5744,5991,6354,6184,7777,7796,6901,7141
10322,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,444,394,341,360,342,406,490,497,381,420,390
10322,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,3066,3241,5422,5159,5138,5287,5073,5645,5890,5117,5551
10322,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1306,682,1024,1034,928,1166,1089,1172,1533,1100,1447
10322,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,1577,1568,1549,1755,1836,1592,1669,1700,1887,1612,1851
10322,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,148,176,155,107,106,63,45,54,56,57,174
10322,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,433,389,415,434,406,417,423,439,483,332,327
10322,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,760,680,694,1045,1091,927,982,986,1093,994,1140
10322,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,237,323,284,170,233,184,219,222,255,229,209
10322,r031,All fields -> Psychology,All fields,Psychology,,2,441,561,876,852,802,859,805,986,1026,908,999
10322,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,3,13,5,2,2,2,21,0.05,4,3,1
10322,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,48,46,47,42,36,31,12,32,56,38,48
10322,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,391,501,824,807,764,825,771,953,967,867,949
10322,r035,All fields -> Social sciences,All fields,Social sciences,,2,621,673,670,706,743,786,647,725,838,891,743
10322,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,1,2,2,3,1,1,2,2,0.05,0.05,3
10322,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,182,186,157,165,156,198,169,178,230,344,289
10322,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,13,13,12,22,34,33,13,12,5,3,3
10322,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,77,76,72,52,125,177,81,106,103,97,116
10322,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,349,397,428,464,427,378,382,428,501,447,332
10322,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,619,627,880,861,1075,717,986,1485,1130,1378,1142
