table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_level_5,_b_detailed_field_b_level_6,_b_detailed_field_b_hierarchy_depth,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10676,r136,All fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,,,4,4145,3981,3982,3546,3486,3640
10676,r137,All fields -> Health -> Other health,All fields,Health,Other health,,,,3,2553,2742,2828,2191,2238,2112
10676,r138,All fields -> Health -> Other health -> Communication disorders sciences,All fields,Health,Other health,Communication disorders sciences,,,4,79,83,75,82,88,72
10676,r139,All fields -> Health -> Other health -> Dental sciences,All fields,Health,Other health,Dental sciences,,,4,282,311,316,292,304,311
10676,r140,All fields -> Health -> Other health -> Nursing science,All fields,Health,Other health,Nursing science,,,4,98,121,120,127,122,141
10676,r141,All fields -> Health -> Other health -> Pharmaceutical sciences,All fields,Health,Other health,Pharmaceutical sciences,,,4,978,1063,1091,1141,1101,1107
10676,r142,All fields -> Health -> Other health -> Veterinary biomedical and clinical sciences<sup>b</sup>,All fields,Health,Other health,Veterinary biomedical and clinical sciences<sup>b</sup>,,,4,602,636,679,na,na,na
10676,r143,All fields -> Health -> Other health -> Other health nec<sup>c</sup>,All fields,Health,Other health,Other health nec<sup>c</sup>,,,4,na,na,na,549,623,481
10676,r144,All fields -> Health -> Other health -> Other health nec<sup>c</sup> -> Kinesiology and exercise science<sup>d</sup>,All fields,Health,Other health,Other health nec<sup>c</sup>,Kinesiology and exercise science<sup>d</sup>,,5,NA,NA,NA,84,67,71
10676,r145,All fields -> Health -> Other health -> Other health nec<sup>c</sup> -> Other health nec<sup>d</sup>,All fields,Health,Other health,Other health nec<sup>c</sup>,Other health nec<sup>d</sup>,,5,514,528,547,465,556,410
