table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_non_medical_school_r_d_expenditures,field_all_medical_school_r_d_expenditures,field_all_r_d_expenditures
10128,r124,All institutions -> U. Colorado Anschutz Medical Campus<sup>d</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>d</sup>,2,123,"['148,067', '']","['463,291', '']","['611,358', '']"
10128,r125,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,124,"['147,629', '']","['0', '']","['147,629', '']"
10128,r126,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,125,"['145,427', '']","['36,355', '']","['181,782', '']"
10128,r127,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,126,"['139,764', '']","['0', '']","['139,764', '']"
10128,r128,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,127,"['133,770', '']","['0', '']","['133,770', '']"
10128,r129,All institutions -> Tulane U.,All institutions,Tulane U.,2,128,"['131,740', '']","['90,865', '']","['222,605', '']"
10128,r130,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,129,"['130,914', '']","['0', '']","['130,914', '']"
10128,r131,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,130,"['130,882', '']","['0', '']","['130,882', '']"
10128,r132,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,131,"['130,501', '']","['0', '']","['130,501', '']"
10128,r133,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,132,"['130,263', '']","['182,957', '']","['313,220', '']"
10128,r134,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,133,"['129,796', '']","['0', '']","['129,796', '']"
10128,r135,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,134,"['129,102', '']","['0', '']","['129,102', '']"
10128,r136,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,135,"['125,603', '']","['0', '']","['125,603', '']"
10128,r137,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,136,"['123,856', '']","['0', '']","['123,856', '']"
10128,r138,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,137,"['123,425', '']","['491,645', '']","['615,070', '']"
10128,r139,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,138,"['121,809', '']","['0', '']","['121,809', '']"
10128,r140,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,139,"['121,472', '']","['0', '']","['121,472', '']"
10128,r141,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,140,"['120,154', '']","['926,944', '']","['1,047,098', '']"
10128,r142,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,141,"['118,034', '']","['0', '']","['118,034', '']"
10128,r143,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,142,"['117,121', '']","['30,596', '']","['147,717', '']"
10128,r144,All institutions -> U. Idaho,All institutions,U. Idaho,2,143,"['115,603', '']","['0', '']","['115,603', '']"
10128,r145,All institutions -> Drexel U.,All institutions,Drexel U.,2,144,"['111,290', '']","['40,613', '']","['151,903', '']"
10128,r146,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,145,"['111,144', '']","['0', '']","['111,144', '']"
10128,r147,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,146,"['110,319', '']","['0', '']","['110,319', '']"
10128,r148,All institutions -> Texas State U.,All institutions,Texas State U.,2,147,"['110,102', '']","['0', '']","['110,102', '']"
10128,r149,All institutions -> U. Miami,All institutions,U. Miami,2,148,"['105,520', '']","['333,780', '']","['439,300', '']"
10128,r150,All institutions -> U. Vermont,All institutions,U. Vermont,2,149,"['104,401', '']","['111,906', '']","['216,307', '']"
10128,r151,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,150,"['102,378', '']","['0', '']","['102,378', '']"
10128,r152,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,151,"['98,404', '']","['0', '']","['98,404', '']"
10128,r153,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,152,"['93,538', '']","['0', '']","['93,538', '']"
10128,r154,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,153,"['91,084', '']","['0', '']","['91,084', '']"
10128,r155,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,154,"['90,057', '']","['62,846', '']","['152,903', '']"
10128,r156,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,155,"['89,900', '']","['0', '']","['89,900', '']"
10128,r157,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,156,"['89,011', '']","['5,956', '']","['94,967', '']"
10128,r158,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,157,"['87,295', '']","['189,945', '']","['277,240', '']"
10128,r159,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,158,"['84,173', '']","['121,080', '']","['205,253', '']"
10128,r160,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,159,"['81,225', '']","['0', '']","['81,225', '']"
10128,r161,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,160,"['78,626', '']","['0', '']","['78,626', '']"
10128,r162,All institutions -> William & Mary,All institutions,William & Mary,2,161,"['75,953', '']","['0', '']","['75,953', '']"
10128,r163,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,162,"['75,743', '']","['166,504', '']","['242,247', '']"
10128,r164,All institutions -> U. Louisville,All institutions,U. Louisville,2,163,"['74,975', '']","['154,607', '']","['229,582', '']"
10128,r165,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,164,"['72,720', '']","['394,669', '']","['467,389', '']"
10128,r166,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,165,"['72,477', '']","['0', '']","['72,477', '']"
10128,r167,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,166,"['71,695', '']","['0', '']","['71,695', '']"
10128,r168,All institutions -> U. Memphis,All institutions,U. Memphis,2,167,"['71,271', '']","['0', '']","['71,271', '']"
10128,r169,All institutions -> Boston C.,All institutions,Boston C.,2,168,"['68,958', '']","['0', '']","['68,958', '']"
10128,r170,All institutions -> American U.,All institutions,American U.,2,169,"['67,616', '']","['0', '']","['67,616', '']"
10128,r171,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,170,"['66,729', '']","['0', '']","['66,729', '']"
10128,r172,All institutions -> Baylor U.,All institutions,Baylor U.,2,171,"['66,014', '']","['0', '']","['66,014', '']"
10128,r173,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,172,"['65,215', '']","['0', '']","['65,215', '']"
10128,r174,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,173,"['64,877', '']","['0', '']","['64,877', '']"
10128,r175,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,174,"['64,162', '']","['0', '']","['64,162', '']"
10128,r176,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,175,"['64,055', '']","['0', '']","['64,055', '']"
10128,r177,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,176,"['62,383', '']","['0', '']","['62,383', '']"
10128,r178,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,177,"['61,090', '']","['4,479', '']","['65,569', '']"
10128,r179,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,178,"['59,590', '']","['0', '']","['59,590', '']"
10128,r180,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,179,"['57,544', '']","['0', '']","['57,544', '']"
10128,r181,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,180,"['56,904', '']","['0', '']","['56,904', '']"
10128,r182,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,181,"['56,822', '']","['0', '']","['56,822', '']"
10128,r183,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,182,"['54,640', '']","['0', '']","['54,640', '']"
10128,r184,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,183,"['54,013', '']","['7,735', '']","['61,748', '']"
10128,r185,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,184,"['53,718', '']","['0', '']","['53,718', '']"
10128,r186,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,185,"['53,563', '']","['0', '']","['53,563', '']"
10128,r187,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,186,"['53,357', '']","['0', '']","['53,357', '']"
10128,r188,All institutions -> Kent State U.,All institutions,Kent State U.,2,187,"['52,175', '']","['0', '']","['52,175', '']"
10128,r189,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,188,"['51,883', '']","['186,627', '']","['238,510', '']"
10128,r190,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,189,"['51,769', '']","['0', '']","['51,769', '']"
10128,r191,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,190,"['51,501', '']","['233,052', '']","['284,553', '']"
10128,r192,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,191,"['50,636', '']","['0', '']","['50,636', '']"
10128,r193,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,192,"['49,414', '']","['33,326', '']","['82,740', '']"
10128,r194,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,193,"['48,147', '']","['0', '']","['48,147', '']"
10128,r195,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,194,"['47,908', '']","['0', '']","['47,908', '']"
10128,r196,All institutions -> Boise State U.,All institutions,Boise State U.,2,195,"['47,617', '']","['0', '']","['47,617', '']"
10128,r197,All institutions -> Howard U.,All institutions,Howard U.,2,196,"['46,495', '']","['21,099', '']","['67,594', '']"
10128,r198,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,197,"['45,610', '']","['0', '']","['45,610', '']"
10128,r199,All institutions -> U. Denver,All institutions,U. Denver,2,198,"['45,561', '']","['0', '']","['45,561', '']"
10128,r200,All institutions -> Mercer U.,All institutions,Mercer U.,2,199,"['44,729', '']","['5,493', '']","['50,222', '']"
10128,r201,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,200,"['44,391', '']","['0', '']","['44,391', '']"
