table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3122,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,703332,738892,757967,812240,1203073,1101946,744005,735883,762996,791260
3122,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,1805283,1922269,1993410,2083852,2011428,2021209,2259978,2114066,1971463,2191067
3122,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,2899059,3286376,3530026,3658762,3433064,3614476,4126000,4294662,4636624,4863072
3122,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,370015,400376,443079,476091,482883,569708,642427,725952,784662,873015
3122,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,130396,153743,159920,148900,166910,168525,166418,203330,192310,209159
3122,r043,All R&D fields -> Non-S&E -> Education,All R&D fields,Non-S&E,Education,,3,993588,1120766,1233437,1221444,1245185,1292776,1334918,1377709,1496716,1520025
3122,r044,All R&D fields -> Non-S&E -> Humanities,All R&D fields,Non-S&E,Humanities,,3,260374,313032,339633,386759,402242,430204,443159,493248,504656,540935
3122,r045,All R&D fields -> Non-S&E -> Law,All R&D fields,Non-S&E,Law,,3,98109,124779,131514,173479,149252,174703,184344,223852,267031,255618
3122,r046,All R&D fields -> Non-S&E -> Social work,All R&D fields,Non-S&E,Social work,,3,177331,194667,199046,212331,226089,214223,211560,235460,245139,285714
3122,r047,All R&D fields -> Non-S&E -> Visual and performing arts,All R&D fields,Non-S&E,Visual and performing arts,,3,68717,77358,84596,87765,95819,100645,133871,124962,137234,159452
3122,r048,All R&D fields -> Non-S&E -> Non-S&E nec,All R&D fields,Non-S&E,Non-S&E nec,,3,800529,901655,938801,951993,664684,663692,1009303,910149,1008876,1019154
