table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_total,field_worldwide_male,field_worldwide_female,field_domestic_total,field_domestic_male,field_domestic_female,field_foreign_total,field_foreign_male,field_foreign_female
12319,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['5', '  ']","['3', '  ']","['2', '  ']","['4', '  ']","['3', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['*', '  ']"
12319,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['233', '  ']","['107', '  ']","['126', '  ']","['172', '  ']","['81', '  ']","['91', '  ']","['61', '  ']","['26', '  ']","['35', '  ']"
12319,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['19', '  ']","['8', '  ']","['11', '  ']","['12', '  ']","['5', '  ']","['7', '  ']","['7', '  ']","['3', '  ']","['4', '  ']"
12319,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['12', '  ']","['9', '  ']","['4', 'i ']","['9', '  ']","['6', '  ']","['2', '  ']","['3', '  ']","['2', '  ']","['1', '  ']"
12319,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['30', '  ']","['23', '  ']","['7', '  ']","['22', '  ']","['17', '  ']","['5', '  ']","['8', '  ']","['6', '  ']","['2', '  ']"
12319,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['7', '  ']","['6', '  ']","['2', '  ']","['6', '  ']","['5', '  ']","['1', '  ']","['1', '  ']","['1', '  ']","['*', '  ']"
12319,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['8', '  ']","['7', '  ']","['1', '  ']","['8', '  ']","['6', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['*', '  ']"
12319,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['40', '  ']","['34', '  ']","['6', '  ']","['38', '  ']","['33', '  ']","['5', '  ']","['2', '  ']","['1', '  ']","['*', '  ']"
12319,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['167', '  ']","['140', '  ']","['27', '  ']","['105', '  ']","['89', '  ']","['16', '  ']","['62', '  ']","['51', '  ']","['11', '  ']"
12319,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['18', '  ']","['16', '  ']","['2', '  ']","['10', '  ']","['9', '  ']","['1', '  ']","['8', '  ']","['7', '  ']","['1', '  ']"
12319,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['28', '  ']","['24', '  ']","['5', '  ']","['14', '  ']","['12', '  ']","['2', '  ']","['14', '  ']","['12', '  ']","['2', '  ']"
12319,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['26', '  ']","['22', '  ']","['4', '  ']","['15', '  ']","['13', '  ']","['2', '  ']","['10', '  ']","['9', '  ']","['2', '  ']"
12319,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['95', '  ']","['78', '  ']","['17', '  ']","['65', '  ']","['55', '  ']","['10', '  ']","['30', '  ']","['23', '  ']","['6', '  ']"
12319,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['460', '  ']","['351', '  ']","['109', '  ']","['245', '  ']","['190', '  ']","['55', '  ']","['215', '  ']","['161', '  ']","['54', '  ']"
12319,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['69', '  ']","['56', '  ']","['13', '  ']","['36', '  ']","['29', '  ']","['7', '  ']","['32', '  ']","['26', '  ']","['6', '  ']"
12319,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['204', '  ']","['151', '  ']","['54', 'i ']","['93', '  ']","['70', '  ']","['23', 'i ']","['111', '  ']","['81', '  ']","['31', 'i ']"
12319,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['77', '  ']","['58', '  ']","['19', '  ']","['53', '  ']","['40', '  ']","['12', '  ']","['24', '  ']","['18', '  ']","['6', '  ']"
12319,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['20', '  ']","['15', 'i ']","['5', '  ']","['16', '  ']","['12', 'i ']","['4', '  ']","['4', '  ']","['3', 'i ']","['1', '  ']"
12319,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['20', '  ']","['16', '  ']","['4', '  ']","['16', '  ']","['13', '  ']","['3', '  ']","['4', '  ']","['3', '  ']","['1', '  ']"
12319,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['37', '  ']","['28', '  ']","['10', '  ']","['20', '  ']","['15', '  ']","['5', '  ']","['17', '  ']","['13', '  ']","['4', '  ']"
12319,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['110', '  ']","['86', '  ']","['24', '  ']","['63', '  ']","['51', '  ']","['12', '  ']","['47', '  ']","['35', '  ']","['11', '  ']"
12319,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['42', '  ']","['34', '  ']","['8', '  ']","['27', '  ']","['22', '  ']","['5', '  ']","['14', '  ']","['12', '  ']","['3', '  ']"
12319,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['265', '  ']","['213', '  ']","['52', '  ']","['195', '  ']","['156', '  ']","['38', '  ']","['70', '  ']","['57', '  ']","['14', '  ']"
12319,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['164', '  ']","['132', '  ']","['33', '  ']","['110', '  ']","['88', '  ']","['23', '  ']","['54', '  ']","['44', '  ']","['10', '  ']"
12319,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['86', '  ']","['71', '  ']","['15', '  ']","['71', '  ']","['59', '  ']","['12', '  ']","['14', '  ']","['12', '  ']","['3', '  ']"
12319,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['58', '  ']","['48', '  ']","['10', '  ']","['50', '  ']","['42', '  ']","['9', '  ']","['8', '  ']","['7', '  ']","['1', '  ']"
12319,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['27', '  ']","['23', '  ']","['5', '  ']","['21', '  ']","['18', '  ']","['4', '  ']","['6', 'i ']","['5', 'i ']","['1', 'i ']"
12319,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12319,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['15', '  ']","['10', '  ']","['4', '  ']","['12', '  ']","['9', '  ']","['4', '  ']","['2', '  ']","['2', '  ']","['1', '  ']"
12319,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['5', '  ']","['4', '  ']","['1', '  ']","['4', '  ']","['3', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', 'i ']"
12319,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['122', '  ']","['80', '  ']","['42', '  ']","['85', '  ']","['56', '  ']","['29', '  ']","['37', '  ']","['24', '  ']","['13', '  ']"
12319,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['102', '  ']","['65', '  ']","['37', '  ']","['69', '  ']","['44', '  ']","['25', '  ']","['33', '  ']","['21', '  ']","['12', '  ']"
12319,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['19', '  ']","['14', '  ']","['5', '  ']","['16', '  ']","['12', '  ']","['4', '  ']","['4', '  ']","['3', '  ']","['1', '  ']"
12319,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['1,660', '  ']","['1,145', '  ']","['515', '  ']","['1,102', '  ']","['778', '  ']","['324', '  ']","['558', '  ']","['367', '  ']","['191', 'i ']"
12319,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['10', 'i ']","['9', 'i ']","['1', 'i ']","['9', 'i ']","['8', 'i ']","['1', 'i ']","['1', '  ']","['1', '  ']","['*', '  ']"
12319,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['5', '  ']","['4', '  ']","['1', '  ']","['5', '  ']","['D', '  ']","['D', '  ']","['*', '  ']","['D', '  ']","['D', '  ']"
12319,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['22', 'i ']","['16', 'i ']","['6', 'i ']","['21', 'i ']","['16', 'i ']","['5', 'i ']","['1', '  ']","['1', '  ']","['*', '  ']"
12319,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['77', 'i ']","['59', 'i ']","['18', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
12319,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['19', 'i ']","['14', '  ']","['4', 'i ']","['18', 'i ']","['14', 'i ']","['4', 'i ']","['1', '  ']","['1', '  ']","['*', '  ']"
12319,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['781', '  ']","['574', '  ']","['207', '  ']","['489', '  ']","['360', '  ']","['129', '  ']","['292', '  ']","['214', '  ']","['77', '  ']"
12319,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['258', '  ']","['188', '  ']","['71', '  ']","['145', '  ']","['108', '  ']","['37', 'i ']","['114', '  ']","['80', '  ']","['34', '  ']"
12319,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '  ']","['*', '  ']","['*', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12319,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['258', '  ']","['187', '  ']","['71', '  ']","['144', '  ']","['107', '  ']","['37', 'i ']","['114', '  ']","['80', '  ']","['34', '  ']"
12319,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['13', '  ']","['9', '  ']","['4', 'i ']","['11', '  ']","['7', '  ']","['3', 'i ']","['2', '  ']","['1', '  ']","['1', '  ']"
12319,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['302', '  ']","['220', '  ']","['82', '  ']","['177', '  ']","['126', '  ']","['51', '  ']","['125', '  ']","['94', '  ']","['31', '  ']"
12319,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['208', '  ']","['158', '  ']","['50', '  ']","['157', '  ']","['119', '  ']","['38', '  ']","['51', '  ']","['39', '  ']","['12', '  ']"
12319,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['88', 'i ']","['57', 'i ']","['30', 'i ']","['52', '  ']","['35', 'i ']","['17', 'i ']","['35', '  ']","['22', '  ']","['13', '  ']"
12319,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['6', '  ']","['4', 'i ']","['2', 'i ']","['6', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['*', '  ']","['D', '&nbsp;']","['D', '&nbsp;']"
12319,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']"
12319,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['6', '  ']","['4', 'i ']","['2', 'i ']","['6', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['*', '  ']","['D', '&nbsp;']","['D', '&nbsp;']"
12319,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['549', '  ']","['336', '  ']","['214', 'i ']","['376', '  ']","['244', '  ']","['132', '  ']","['173', '  ']","['91', 'i ']","['81', 'i ']"
12319,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['70', '  ']","['51', '  ']","['19', '  ']","['69', '  ']","['50', '  ']","['18', '  ']","['1', '  ']","['1', '  ']","['*', '  ']"
12319,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['164', '  ']","['121', '  ']","['43', '  ']","['111', '  ']","['84', '  ']","['27', '  ']","['53', '  ']","['38', '  ']","['16', '  ']"
12319,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['259', '  ']","['125', 'i ']","['134', 'i ']","['149', '  ']","['77', 'i ']","['72', '  ']","['110', 'i ']","['47', 'i ']","['62', 'i ']"
12319,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['2', '  ']","['1', '  ']","['*', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
12319,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['74', 'i ']","['32', 'i ']","['42', '  ']","['35', 'i ']","['16', 'i ']","['19', 'i ']","['39', 'i ']","['16', 'i ']","['23', '  ']"
12319,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['173', '  ']","['89', 'i ']","['85', 'i ']","['103', '  ']","['58', 'i ']","['45', 'i ']","['70', 'i ']","['31', 'i ']","['39', 'i ']"
12319,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['10', '  ']","['3', '  ']","['7', '  ']","['10', '  ']","['3', '  ']","['7', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
12319,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['57', '  ']","['39', '  ']","['18', '  ']","['48', '  ']","['33', '  ']","['15', '  ']","['9', '  ']","['6', '  ']","['3', '  ']"
12319,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['11', '  ']","['6', '  ']","['6', '  ']","['11', '  ']","['5', '  ']","['5', '  ']","['1', '  ']","['*', '  ']","['*', '  ']"
12319,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['D', '  ']","['D', '  ']","['D', '  ']","['36', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']","['D', '&nbsp;']"
12319,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['3,186', '  ']","['2,232', '  ']","['954', '  ']","['2,110', '  ']","['1,501', '  ']","['609', '  ']","['1,076', '  ']","['731', '  ']","['345', '  ']"
12319,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12319,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['37', '  ']","['29', '  ']","['8', '  ']","['34', '  ']","['27', '  ']","['7', '  ']","['3', '  ']","['3', '  ']","['1', '  ']"
12319,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['98', '  ']","['78', '  ']","['20', '  ']","['89', '  ']","['71', '  ']","['18', '  ']","['9', '  ']","['7', '  ']","['2', '  ']"
12319,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12319,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['101', '  ']","['78', '  ']","['22', '  ']","['87', '  ']","['69', '  ']","['19', '  ']","['13', '  ']","['9', '  ']","['4', '  ']"
12319,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['164', '  ']","['126', '  ']","['39', '  ']","['143', '  ']","['109', '  ']","['34', '  ']","['21', '  ']","['16', '  ']","['5', '  ']"
12319,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12319,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['160', '  ']","['115', '  ']","['45', '  ']","['123', '  ']","['88', '  ']","['35', '  ']","['37', '  ']","['27', '  ']","['10', '  ']"
12319,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['175', '  ']","['127', '  ']","['49', '  ']","['131', '  ']","['94', '  ']","['37', '  ']","['44', '  ']","['32', '  ']","['12', '  ']"
12319,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['552', '  ']","['391', '  ']","['161', '  ']","['348', '  ']","['246', '  ']","['102', '  ']","['205', '  ']","['145', '  ']","['60', '  ']"
12319,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['277', '  ']","['199', '  ']","['78', '  ']","['181', '  ']","['128', '  ']","['53', '  ']","['96', '  ']","['71', '  ']","['24', '  ']"
12319,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['565', '  ']","['367', '  ']","['198', '  ']","['338', '  ']","['224', '  ']","['114', '  ']","['227', '  ']","['143', '  ']","['85', 'i ']"
