table_id,row_id,_b_ffrdc_b_full_path,_b_ffrdc_b_level_1,_b_ffrdc_b_level_2,_b_ffrdc_b_level_3,_b_ffrdc_b_hierarchy_depth,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_dhs,field_dot,field_nasa,field_nsf,field_other
4579,r011,All FFRDCs -> University-administered FFRDCs -> National Solar Observatory,All FFRDCs,University-administered FFRDCs,National Solar Observatory,3,"['16,472', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,013', '']","['15,459', '']","['0', '']"
4579,r012,All FFRDCs -> University-administered FFRDCs -> NSF's National Optical-Infrared Astronomy Research Laboratory,All FFRDCs,University-administered FFRDCs,NSF's National Optical-Infrared Astronomy Research Laboratory,3,"['69,685', '']","['5', '']","['4,020', '']","['0', '']","['0', '']","['0', '']","['354', '']","['65,306', '']","['0', '']"
4579,r013,All FFRDCs -> University-administered FFRDCs -> Princeton Plasma Physics Laboratory,All FFRDCs,University-administered FFRDCs,Princeton Plasma Physics Laboratory,3,"['103,856', '']","['239', '']","['103,154', '']","['0', '']","['0', '']","['0', '']","['429', '']","['32', '']","['2', '']"
4579,r014,All FFRDCs -> University-administered FFRDCs -> SLAC National Accelerator Laboratory,All FFRDCs,University-administered FFRDCs,SLAC National Accelerator Laboratory,3,"['366,936', '']","['1,287', '']","['354,786', '']","['4,887', '']","['1,313', '']","['0', '']","['851', '']","['505', '']","['3,307', '']"
4579,r015,All FFRDCs -> University-administered FFRDCs -> Software Engineering Institute,All FFRDCs,University-administered FFRDCs,Software Engineering Institute,3,"['141,291', '']","['85,590', '']","['1,549', '']","['901', '']","['44,795', '']","['201', '']","['42', '']","['0', '']","['8,213', '']"
4579,r016,All FFRDCs -> University-administered FFRDCs -> Thomas Jefferson National Accelerator Facility,All FFRDCs,University-administered FFRDCs,Thomas Jefferson National Accelerator Facility,3,"['128,919', '']","['0', '']","['128,919', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
4579,r017,All FFRDCs -> Nonprofit-administered FFRDCs,All FFRDCs,Nonprofit-administered FFRDCs,,2,"['7,279,066', ' ']","['2,607,028', ' ']","['3,185,610', ' ']","['265,001', ' ']","['309,570', ' ']","['170,090', ' ']","['113,523', ' ']","['7,740', ' ']","['620,504', ' ']"
4579,r018,All FFRDCs -> Nonprofit-administered FFRDCs -> Aerospace Federally Funded Research and Development Center,All FFRDCs,Nonprofit-administered FFRDCs,Aerospace Federally Funded Research and Development Center,3,"['1,109,291', '']","['985,741', '']","['13,750', '']","['0', '']","['3,799', '']","['1,017', '']","['66,310', '']","['800', '']","['37,874', '']"
4579,r019,All FFRDCs -> Nonprofit-administered FFRDCs -> Arroyo Center,All FFRDCs,Nonprofit-administered FFRDCs,Arroyo Center,3,"['35,248', '']","['35,248', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
4579,r020,All FFRDCs -> Nonprofit-administered FFRDCs -> Brookhaven National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Brookhaven National Laboratory,3,"['569,925', '']","['1,350', '']","['541,285', '']","['4,550', '']","['1,083', '']","['0', '']","['7,901', '']","['10', '']","['13,746', '']"
4579,r021,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Advanced Aviation System Development,All FFRDCs,Nonprofit-administered FFRDCs,Center for Advanced Aviation System Development,3,"['163,497', '']","['0', '']","['0', '']","['0', '']","['0', '']","['163,057', '']","['0', '']","['0', '']","['440', '']"
4579,r022,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Communications and Computing,All FFRDCs,Nonprofit-administered FFRDCs,Center for Communications and Computing,3,"['67,072', '']","['67,072', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
4579,r023,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Enterprise Modernization,All FFRDCs,Nonprofit-administered FFRDCs,Center for Enterprise Modernization,3,"['190,408', '']","['0', '']","['170', '']","['0', '']","['0', '']","['0', '']","['436', '']","['0', '']","['189,802', '']"
4579,r024,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Naval Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Naval Analyses,3,"['95,874', '']","['95,874', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
4579,r025,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Nuclear Waste Regulatory Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Nuclear Waste Regulatory Analyses,3,"['6,359', '']","['73', '']","['220', '']","['0', '']","['0', '']","['118', '']","['13', '']","['0', '']","['5,935', '']"
4579,r026,All FFRDCs -> Nonprofit-administered FFRDCs -> CMS Alliance to Modernize Healthcare,All FFRDCs,Nonprofit-administered FFRDCs,CMS Alliance to Modernize Healthcare,3,"['228,162', '']","['0', '']","['0', '']","['228,162', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
4579,r027,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Operational Analysis Center,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Operational Analysis Center,3,"['44,736', '']","['0', '']","['0', '']","['0', '']","['44,736', '']","['0', '']","['0', '']","['0', '']","['0', '']"
4579,r028,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Systems Engineering and Development Institute,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Systems Engineering and Development Institute,3,"['135,713', '']","['0', '']","['0', '']","['0', '']","['135,713', '']","['0', '']","['0', '']","['0', '']","['0', '']"
4579,r029,All FFRDCs -> Nonprofit-administered FFRDCs -> Judiciary Engineering and Modernization Center,All FFRDCs,Nonprofit-administered FFRDCs,Judiciary Engineering and Modernization Center,3,"['6,708', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,708', '']"
4579,r030,All FFRDCs -> Nonprofit-administered FFRDCs -> National Biodefense Analysis and Countermeasures Center,All FFRDCs,Nonprofit-administered FFRDCs,National Biodefense Analysis and Countermeasures Center,3,"['42,330', '']","['1', '']","['0', '']","['994', '']","['27,453', '']","['0', '']","['0', '']","['0', '']","['13,882', '']"
4579,r031,All FFRDCs -> Nonprofit-administered FFRDCs -> National Cybersecurity Center of Excellence,All FFRDCs,Nonprofit-administered FFRDCs,National Cybersecurity Center of Excellence,3,"['23,557', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23,557', '']"
4579,r032,All FFRDCs -> Nonprofit-administered FFRDCs -> National Defense Research Institute,All FFRDCs,Nonprofit-administered FFRDCs,National Defense Research Institute,3,"['64,134', '']","['63,146', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['988', '']"
4579,r033,All FFRDCs -> Nonprofit-administered FFRDCs -> National Renewable Energy Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,National Renewable Energy Laboratory,3,"['456,336', '']","['10,981', '']","['433,693', '']","['0', '']","['566', '']","['1,144', '']","['241', '']","['0', '']","['9,711', '']"
4579,r034,All FFRDCs -> Nonprofit-administered FFRDCs -> National Security Engineering Center,All FFRDCs,Nonprofit-administered FFRDCs,National Security Engineering Center,3,"['1,142,013', '']","['956,089', '']","['125', '']","['0', '']","['1', '']","['0', '']","['60', '']","['0', '']","['185,738', '']"
4579,r035,All FFRDCs -> Nonprofit-administered FFRDCs -> Oak Ridge National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Oak Ridge National Laboratory,3,"['1,616,580', '']","['39,467', '']","['1,416,854', '']","['7,772', '']","['13,453', '']","['4,754', '']","['36,793', '']","['0', '']","['97,487', '']"
4579,r036,All FFRDCs -> Nonprofit-administered FFRDCs -> Pacific Northwest National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Pacific Northwest National Laboratory,3,"['1,053,982', '']","['151,764', '']","['779,373', '']","['22,473', '']","['70,817', '']","['0', '']","['1,336', '']","['790', '']","['27,429', '']"
4579,r037,All FFRDCs -> Nonprofit-administered FFRDCs -> Project Air Force,All FFRDCs,Nonprofit-administered FFRDCs,Project Air Force,3,"['46,936', '']","['46,936', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
4579,r038,All FFRDCs -> Nonprofit-administered FFRDCs -> Science and Technology Policy Institute,All FFRDCs,Nonprofit-administered FFRDCs,Science and Technology Policy Institute,3,"['9,256', '']","['512', '']","['140', '']","['1,050', '']","['0', '']","['0', '']","['422', '']","['6,140', '']","['992', '']"
4579,r039,All FFRDCs -> Nonprofit-administered FFRDCs -> Systems and Analyses Center,All FFRDCs,Nonprofit-administered FFRDCs,Systems and Analyses Center,3,"['170,949', '']","['152,774', '']","['0', '']","['0', '']","['11,949', '']","['0', '']","['11', '']","['0', '']","['6,215', '']"
4579,r040,All FFRDCs -> Industry-administered FFRDCs,All FFRDCs,Industry-administered FFRDCs,,2,"['8,986,694', ' ']","['1,383,175', ' ']","['6,455,136', ' ']","['759,797', ' ']","['97,910', ' ']","['2,184', ' ']","['68,765', ' ']","['0', ' ']","['219,727', ' ']"
4579,r041,All FFRDCs -> Industry-administered FFRDCs -> Frederick National Laboratory for Cancer Research,All FFRDCs,Industry-administered FFRDCs,Frederick National Laboratory for Cancer Research,3,"['745,726', '']","['183', '']","['0', '']","['745,542', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
4579,r042,All FFRDCs -> Industry-administered FFRDCs -> Idaho National Laboratory,All FFRDCs,Industry-administered FFRDCs,Idaho National Laboratory,3,"['481,146', '']","['72,246', '']","['373,335', '']","['0', '']","['8,717', '']","['295', '']","['7,740', '']","['0', '']","['18,813', '']"
4579,r043,All FFRDCs -> Industry-administered FFRDCs -> Lawrence Livermore National Laboratory,All FFRDCs,Industry-administered FFRDCs,Lawrence Livermore National Laboratory,3,"['1,526,467', '']","['281,065', '']","['1,205,937', '']","['6,831', '']","['25,012', '']","['0', '']","['2,067', '']","['0', '']","['5,555', '']"
4579,r044,All FFRDCs -> Industry-administered FFRDCs -> Los Alamos National Laboratory,All FFRDCs,Industry-administered FFRDCs,Los Alamos National Laboratory,3,"['2,701,388', '']","['74,913', '']","['2,464,879', '']","['6,387', '']","['5,935', '']","['0', '']","['57,995', '']","['0', '']","['91,279', '']"
4579,r045,All FFRDCs -> Industry-administered FFRDCs -> Sandia National Laboratories,All FFRDCs,Industry-administered FFRDCs,Sandia National Laboratories,3,"['3,358,481', '']","['930,661', '']","['2,264,166', '']","['1,037', '']","['55,705', '']","['1,889', '']","['963', '']","['0', '']","['104,060', '']"
4579,r046,All FFRDCs -> Industry-administered FFRDCs -> Savannah River National Laboratory,All FFRDCs,Industry-administered FFRDCs,Savannah River National Laboratory,3,"['173,486', '']","['24,107', '']","['146,819', '']","['0', '']","['2,541', '']","['0', '']","['0', '']","['0', '']","['19', '']"
