table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
5619,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['D', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5619,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5619,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    54,146 ', '&nbsp;']","['    5,205 ', 'r']","['    14,115 ', 'r']","['    34,827 ', '&nbsp;']"
5619,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    1,658,754 ', '&nbsp;']","['    77,155 ', '&nbsp;']","['    542,694 ', '&nbsp;']","['    1,038,905 ', '&nbsp;']"
5619,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    71,988 ', '&nbsp;']","['    414 ', 'r']","['    3,809 ', '&nbsp;']","['    67,765 ', '&nbsp;']"
5619,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    165,875 ', '&nbsp;']","['    11,112 ', '&nbsp;']","['    40,259 ', '&nbsp;']","['    114,504 ', '&nbsp;']"
5619,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    117,048 ', '&nbsp;']","['    5,923 ', '&nbsp;']","['    30,555 ', '&nbsp;']","['    80,570 ', '&nbsp;']"
5619,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,"51, excluding 5112","['    48,827 ', '&nbsp;']","['    5,189 ', '&nbsp;']","['    9,704 ', '&nbsp;']","['    33,934 ', '&nbsp;']"
5619,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    228,243 ', '&nbsp;']","['    9,093 ', '&nbsp;']","['    76,893 ', '&nbsp;']","['    142,257 ', '&nbsp;']"
5619,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    446,671 ', '&nbsp;']","['    30,581 ', '&nbsp;']","['    121,604 ', '&nbsp;']","['    294,485 ', '&nbsp;']"
5619,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    745,978 ', '&nbsp;']","['    25,955 ', '&nbsp;']","['    300,129 ', '&nbsp;']","['    419,894 ', '&nbsp;']"
5619,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['    119,572 ', '&nbsp;']","['    3,477 ', '&nbsp;']","['    42,538 ', '&nbsp;']","['    73,557 ', '&nbsp;']"
5619,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['    266,279 ', '&nbsp;']","['    7,737 ', '&nbsp;']","['    102,932 ', '&nbsp;']","['    155,610 ', '&nbsp;']"
5619,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['    354,602 ', '&nbsp;']","['    14,710 ', '&nbsp;']","['    151,382 ', '&nbsp;']","['    188,511 ', '&nbsp;']"
5619,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['    2,864 ', '&nbsp;']","['    0 ', '&nbsp;']","['    1,986 ', '&nbsp;']","['    877 ', '&nbsp;']"
