table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_total,field_paid_for_by_the_company,field_paid_for_by_others
12276,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['397', '  ']","['385', '  ']","['13', '  ']"
12276,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['432', '  ']","['430', '  ']","['2', '  ']"
12276,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['18,572', '  ']","['18,297', '  ']","['275', '  ']"
12276,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['3,261', '  ']","['3,069', '  ']","['192', '  ']"
12276,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['1,145', 'i ']","['1,115', 'i ']","['30', '  ']"
12276,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['662', '  ']","['645', '  ']","['17', '  ']"
12276,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['168', 'r ']","['166', 'r ']","['2', 'r ']"
12276,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['354', '  ']","['354', '  ']","['1', 'r ']"
12276,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['12,205', 'i ']","['12,205', 'i ']","['0', '  ']"
12276,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['6,816', 'i ']","['6,815', 'i ']","['2', '  ']"
12276,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['1,671', '  ']","['1,671', '  ']","['0', '  ']"
12276,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['D', '  ']","['D', '  ']","['D', '&nbsp;']"
12276,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['94', '  ']","['93', '  ']","['1', '  ']"
12276,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['34,695', '  ']","['33,582', '  ']","['1,113', '  ']"
12276,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['D', '  ']","['D', '  ']","['D', '  ']"
12276,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['D', '&nbsp;']","['428', 'i ']","['D', '&nbsp;']"
12276,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['624', '  ']","['615', '  ']","['9', '  ']"
12276,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['2,582', '  ']","['2,517', '  ']","['65', '  ']"
12276,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['600', '  ']","['589', '  ']","['10', '  ']"
12276,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['315', '  ']","['267', '  ']","['48', '  ']"
12276,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['11,506', '  ']","['11,481', '  ']","['25', '  ']"
12276,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['51,438', '  ']","['51,079', '  ']","['359', '  ']"
12276,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['D', '  ']","['83,375', '  ']","['D', '  ']"
12276,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['10,424', '  ']","['10,379', '  ']","['45', '  ']"
12276,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['4,674', '  ']","['4,670', '  ']","['4', '  ']"
12276,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['1,948', '  ']","['1,948', '  ']","['0', '  ']"
12276,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['785', '  ']","['785', '  ']","['0', '  ']"
12276,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['1,644', '  ']","['1,644', '  ']","['*', '  ']"
12276,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['D', '  ']","['D', '  ']","['*', '  ']"
12276,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['3,238', '  ']","['3,238', '  ']","['0', '  ']"
12276,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['5,748', '  ']","['3,579', '  ']","['2,168', '  ']"
12276,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['122', '  ']","['D', '  ']","['D', '  ']"
12276,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['20,455', '  ']","['17,406', '  ']","['3,048', '  ']"
12276,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['4,158', '  ']","['3,203', '  ']","['955', '  ']"
12276,r095,All business activities -> Research and development services in the social sciences and humanities,All business activities,Research and development services in the social sciences and humanities,2,54172,"['699', '  ']","['27', '  ']","['673', '  ']"
12276,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['9,309', '  ']","['2,934', '  ']","['6,374', 'i ']"
12276,r097,"All business activities -> Research and development services in the physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in the physical, engineering, and life sciences (except biotechnology)",2,54174,"['27,923', 'i ']","['5,311', '  ']","['22,612', 'i ']"
12276,r098,All business activities -> Research and development services in nanotechnology,All business activities,Research and development services in nanotechnology,2,54175,"['293', '  ']","['182', '  ']","['111', '  ']"
12276,r099,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['2,003', 'i ']","['2,003', 'i ']","['1', '  ']"
12276,r100,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['2,442', '  ']","['1,828', '  ']","['614', '  ']"
12276,r101,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['D', '&nbsp;']","['D', '&nbsp;']","['0', '  ']"
12276,r102,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['4,195', '  ']","['4,180', '  ']","['15', '  ']"
12276,r103,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['D', '  ']","['5', '  ']","['D', '  ']"
12276,r104,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['D', '  ']","['132', '  ']","['D', '  ']"
12276,r105,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['3,828', '  ']","['2,957', '  ']","['871', '  ']"
12276,r106,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['317', '  ']","['317', '  ']","['0', '  ']"
12276,r107,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['9', '  ']","['9', '  ']","['*', 'i ']"
12276,r108,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['7', '  ']","['7', '  ']","['0', '  ']"
12276,r109,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['D', '  ']","['D', '  ']","['0', '  ']"
12276,r110,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['104', '  ']","['104', '  ']","['0', '  ']"
12276,r111,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['6,960', 'i ']","['6,854', 'i ']","['105', '  ']"
12276,r112,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '  ']","['0', '  ']","['0', '  ']"
