table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_agricultural_sciences,field_biological_sciences_excluding_environmental_biology_,field_environmental_biology,field_medical_sciences,field_other_life_sciences
3909,r025,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,174124.0,0.0,41832.5,0.0,53703.2,78588.2
3909,r026,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,133488.6,0.0,0.0,0.0,133488.6,0.0
3909,r027,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,493052.5,0.0,493052.5,0.0,0.0,0.0
3909,r028,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,16832.6,0.0,0.0,0.0,16832.6,0.0
3909,r029,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,14854490.1,0.0,8078030.9,0.0,5349610.7,1426848.5
3909,r030,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,9090.5,0.0,8213.5,877.1,0.0,0.0
3909,r031,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,9090.5,0.0,8213.5,877.1,0.0,0.0
3909,r032,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,190899.2,32650.0,77860.0,80389.2,0.0,0.0
3909,r033,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,12857.0,0.0,0.0,12857.0,0.0,0.0
3909,r034,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,4249.2,0.0,3054.2,1195.0,0.0,0.0
3909,r035,All agencies -> Departments -> Department of the Interior -> U.S. Fish and Wildlife Service,All agencies,Departments,Department of the Interior,U.S. Fish and Wildlife Service,,4,32650.0,32650.0,0.0,0.0,0.0,0.0
3909,r036,All agencies -> Departments -> Department of the Interior -> U.S. Geological Survey,All agencies,Departments,Department of the Interior,U.S. Geological Survey,,4,141143.0,0.0,74805.8,66337.2,0.0,0.0
3909,r037,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,7486.6,0.0,6066.5,0.0,0.0,1420.1
3909,r038,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,7486.6,0.0,6066.5,0.0,0.0,1420.1
3909,r039,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,60000.0,0.0,0.0,0.0,60000.0,0.0
3909,r040,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,9390.3,0.0,0.0,0.0,9390.3,0.0
3909,r041,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,9390.3,0.0,0.0,0.0,9390.3,0.0
3909,r042,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,618811.2,0.0,0.0,0.0,618811.2,0.0
3909,r043,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,
3909,r044,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,158222.0,120750.2,0.0,0.0,37471.8,0.0
3909,r045,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,159914.7,576.2,110535.8,44964.7,237.6,3600.4
3909,r046,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,100085.4,0.0,0.0,0.0,0.0,100085.4
3909,r047,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,5638.5,0.0,5591.0,47.4,0.0,0.0
3909,r048,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,578430.5,0.0,0.0,0.0,578430.5,0.0
