table_id,row_id,_b_ethnicity_race_and_citizenship_status_b_full_path,_b_ethnicity_race_and_citizenship_status_b_level_1,_b_ethnicity_race_and_citizenship_status_b_level_2,_b_ethnicity_race_and_citizenship_status_b_level_3,_b_ethnicity_race_and_citizenship_status_b_level_4,_b_ethnicity_race_and_citizenship_status_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023
11647,r012,All doctorate recipients -> Not Hispanic or Latino -> American Indian or Alaska Native -> Temporary visa holder<sup>a</sup>,All doctorate recipients,Not Hispanic or Latino,American Indian or Alaska Native,Temporary visa holder<sup>a</sup>,4,7,6,10,8,,,5,,,7,6
11647,r013,All doctorate recipients -> Not Hispanic or Latino -> American Indian or Alaska Native -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,American Indian or Alaska Native,Unknown citizenship,4,0,0,0,0,,,0,,,0,0
11647,r014,All doctorate recipients -> Not Hispanic or Latino -> Asian,All doctorate recipients,Not Hispanic or Latino,Asian,,3,13430,13556,13833,14052,14261,14801,15181,15086,14637,16461,16678
11647,r015,All doctorate recipients -> Not Hispanic or Latino -> Asian -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Asian,U.S. citizen or permanent resident,4,2892,2881,3072,3084,3500,3302,3418,3212,3028,3581,3828
11647,r016,All doctorate recipients -> Not Hispanic or Latino -> Asian -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Asian,Temporary visa holder,4,10514,10662,10741,10931,10731,11464,11718,11842,11585,12864,12821
11647,r017,All doctorate recipients -> Not Hispanic or Latino -> Asian -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Asian,Unknown citizenship,4,24,13,20,37,30,35,45,32,24,16,29
11647,r018,All doctorate recipients -> Not Hispanic or Latino -> Black or African American,All doctorate recipients,Not Hispanic or Latino,Black or African American,,3,2655,2654,2773,2866,2949,3050,3091,3090,3070,3378,3451
11647,r019,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Black or African American,U.S. citizen or permanent resident,4,2172,2172,2275,2358,2398,2449,2511,2453,2458,2637,2725
11647,r020,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Black or African American,Temporary visa holder,4,479,477,493,502,529,595,570,625,596,739,721
11647,r021,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Black or African American,Unknown citizenship,4,4,5,5,6,22,6,10,12,16,2,5
11647,r022,All doctorate recipients -> Not Hispanic or Latino -> White,All doctorate recipients,Not Hispanic or Latino,White,,3,27871,27947,28619,28766,28346,28553,28073,27766,24806,26804,26227
11647,r023,All doctorate recipients -> Not Hispanic or Latino -> White -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,White,U.S. citizen or permanent resident,4,24749,24829,25375,25502,24842,24924,24209,23925,21423,23247,23057
11647,r024,All doctorate recipients -> Not Hispanic or Latino -> White -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,White,Temporary visa holder,4,3070,3086,3180,3224,3429,3595,3770,3785,3345,3549,3148
11647,r025,All doctorate recipients -> Not Hispanic or Latino -> White -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,White,Unknown citizenship,4,52,32,64,40,75,34,94,56,38,8,22
11647,r026,All doctorate recipients -> Not Hispanic or Latino -> More than one race,All doctorate recipients,Not Hispanic or Latino,More than one race,,3,929,939,971,1116,1110,1211,1266,1250,1201,1329,1420
11647,r027,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,More than one race,U.S. citizen or permanent resident,4,858,879,903,1033,1015,1100,1121,1134,1087,1206,1296
11647,r028,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,More than one race,Temporary visa holder,4,71,60,67,83,,,145,,,123,124
11647,r029,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,More than one race,Unknown citizenship,4,0,0,1,0,,,0,,,0,0
11647,r030,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,,3,447,411,458,470,788,861,894,831,981,957,1099
11647,r031,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,U.S. citizen or permanent resident,4,279,272,249,272,471,371,381,353,388,421,459
11647,r032,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Temporary visa holder,4,147,125,171,174,279,476,475,454,541,529,631
11647,r033,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Unknown citizenship,4,21,14,38,24,38,14,38,24,52,7,9
11647,r034,All doctorate recipients -> Ethnicity not reported,All doctorate recipients,Ethnicity not reported,,,2,4172,5223,4669,3831,3419,2894,2970,2972,3322,3802,4051
11647,r035,All doctorate recipients -> Ethnicity not reported -> U.S. citizen or permanent resident,All doctorate recipients,Ethnicity not reported,U.S. citizen or permanent resident,,3,760,677,617,753,862,516,615,434,504,669,637
11647,r036,All doctorate recipients -> Ethnicity not reported -> Temporary visa holder,All doctorate recipients,Ethnicity not reported,Temporary visa holder,,3,465,479,503,539,228,324,495,395,430,548,596
11647,r037,All doctorate recipients -> Ethnicity not reported -> Unknown citizenship,All doctorate recipients,Ethnicity not reported,Unknown citizenship,,3,2947,4067,3549,2539,2329,2054,1860,2143,2388,2585,2818
