table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_all_full_time_employed_median_salary,field_all_full_time_employed_se,field_computer_applications_median_salary,field_computer_applications_se,field_design_median_salary,field_design_se,field_management_sales_or_administrationa_median_salary,field_management_sales_or_administrationa_se,field_professional_services_median_salary,field_professional_services_se,field_any_r_db_median_salary,field_any_r_db_se,field_teaching_median_salary,field_teaching_se,field_otherc_median_salary,field_otherc_se
8165,r012,All occupations -> Science occupations -> Computer and information scientists,All occupations,Science occupations,Computer and information scientists,,3,150000,500,156000,3000,165000,10500,173000,7000,140000,10500,159000,6000,97000,4000,139000,9500
8165,r013,All occupations -> Science occupations -> Computer and information scientists -> Computer and information scientists,All occupations,Science occupations,Computer and information scientists,Computer and information scientists,4,160000,500,156000,3000,165000,10000,180000,4000,142000,8500,160000,3500,98000,6000,137000,9500
8165,r014,"All occupations -> Science occupations -> Computer and information scientists -> Postsecondary teachers, computer science",All occupations,Science occupations,Computer and information scientists,"Postsecondary teachers, computer science",4,101000,3500,94000,19000,,,111000,9000,,,130000,9500,96000,4000,,
8165,r015,All occupations -> Science occupations -> Mathematical scientists,All occupations,Science occupations,Mathematical scientists,,3,120000,1500,151000,5500,159000,10000,150000,7500,154000,17500,130000,3500,80000,500,127000,5500
8165,r016,All occupations -> Science occupations -> Mathematical scientists -> Mathematical scientists,All occupations,Science occupations,Mathematical scientists,Mathematical scientists,4,150000,1000,153000,5500,159000,10000,161000,6500,156000,15500,149000,7500,119000,18000,129000,12000
8165,r017,"All occupations -> Science occupations -> Mathematical scientists -> Postsecondary teachers, mathematics, statistics",All occupations,Science occupations,Mathematical scientists,"Postsecondary teachers, mathematics, statistics",4,90000,500,,,,,120000,13000,,,105000,1500,80000,500,94000,14000
8165,r018,All occupations -> Science occupations -> Physical scientists,All occupations,Science occupations,Physical scientists,,3,108000,2500,112000,15500,130000,10000,134000,4000,140000,22500,120000,1500,78000,2500,107000,6500
8165,r019,"All occupations -> Science occupations -> Physical scientists -> Chemists, except biochemists",All occupations,Science occupations,Physical scientists,"Chemists, except biochemists",4,124000,4000,112000,17000,110000,15500,140000,3500,108000,18000,125000,3500,92000,11000,108000,6500
8165,r020,"All occupations -> Science occupations -> Physical scientists -> Earth, atmospheric, ocean scientists",All occupations,Science occupations,Physical scientists,"Earth, atmospheric, ocean scientists",4,116000,4500,100000,19500,107000,19500,143000,6500,112000,7000,110000,5500,92000,10000,127000,24000
8165,r021,"All occupations -> Science occupations -> Physical scientists -> Physicists, astronomers",All occupations,Science occupations,Physical scientists,"Physicists, astronomers",4,138000,5000,122000,14500,138000,10500,160000,10000,213000,18000,133000,5000,115000,22500,132000,18000
8165,r022,"All occupations -> Science occupations -> Physical scientists -> Postsecondary teachers, chemistry",All occupations,Science occupations,Physical scientists,"Postsecondary teachers, chemistry",4,80000,2000,,,,,115000,11000,,,109000,7000,73000,2500,96000,18500
8165,r023,"All occupations -> Science occupations -> Physical scientists -> Postsecondary teachers, physics",All occupations,Science occupations,Physical scientists,"Postsecondary teachers, physics",4,96000,3500,,,,,134000,18000,,,110000,7000,83000,4000,,
8165,r024,"All occupations -> Science occupations -> Physical scientists -> Postsecondary teachers, other physical science",All occupations,Science occupations,Physical scientists,"Postsecondary teachers, other physical science",4,91000,3000,,,,,108000,11000,,,105000,5000,86000,2000,63000,15000
8165,r025,All occupations -> Science occupations -> Physical scientists -> Other physical scientists,All occupations,Science occupations,Physical scientists,Other physical scientists,4,131000,4000,S,S,,,118000,13500,S,S,133000,6000,90000,16000,129000,4500
8165,r026,All occupations -> Science occupations -> Psychologists,All occupations,Science occupations,Psychologists,,3,101000,1500,60000,9500,151000,13000,109000,4500,109000,1000,110000,2000,80000,500,83000,9000
8165,r027,All occupations -> Science occupations -> Psychologists -> Psychologists,All occupations,Science occupations,Psychologists,Psychologists,4,109000,1000,,,151000,13000,109000,5000,109000,1000,110000,4000,93000,13000,82000,17500
8165,r028,"All occupations -> Science occupations -> Psychologists -> Postsecondary teachers, psychology",All occupations,Science occupations,Psychologists,"Postsecondary teachers, psychology",4,88000,1500,,,,,100000,10500,100000,10500,109000,3000,80000,1000,84000,4500
8165,r029,All occupations -> Science occupations -> Social scientists,All occupations,Science occupations,Social scientists,,3,100000,2000,100000,33000,106000,17000,123000,5500,151000,15000,119000,2000,85000,1500,116000,8000
8165,r030,All occupations -> Science occupations -> Social scientists -> Economists,All occupations,Science occupations,Social scientists,Economists,4,154000,7500,145000,19500,133000,16500,164000,10000,177000,17500,147000,5000,S,S,160000,28000
8165,r031,All occupations -> Science occupations -> Social scientists -> Political scientists,All occupations,Science occupations,Social scientists,Political scientists,4,129000,16000,,,,,159000,26000,,,124000,22500,S,S,126000,22000
8165,r032,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, economics",All occupations,Science occupations,Social scientists,"Postsecondary teachers, economics",4,118000,2500,,,,,139000,3000,,,135000,6000,100000,3000,,
8165,r033,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, political science",All occupations,Science occupations,Social scientists,"Postsecondary teachers, political science",4,92000,2500,,,,,116000,13000,,,110000,6500,84000,4500,,
8165,r034,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, sociology",All occupations,Science occupations,Social scientists,"Postsecondary teachers, sociology",4,83000,3500,,,,,130000,22000,,,101000,4500,75000,1500,,
8165,r035,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, other social sciences",All occupations,Science occupations,Social scientists,"Postsecondary teachers, other social sciences",4,87000,1500,,,,,105000,6500,,,98000,2500,82000,2000,83000,9500
8165,r036,"All occupations -> Science occupations -> Social scientists -> Sociologists, anthropologists",All occupations,Science occupations,Social scientists,"Sociologists, anthropologists",4,98000,3500,,,S,S,104000,5000,,,94000,7000,,,101000,15500
8165,r037,All occupations -> Science occupations -> Social scientists -> Other social scientists,All occupations,Science occupations,Social scientists,Other social scientists,4,110000,3000,,,,,113000,6000,124000,6500,109000,4500,106000,22500,102000,19000
8165,r038,All occupations -> Engineering occupations,All occupations,Engineering occupations,,,2,137000,2500,146000,5000,140000,3000,157000,3500,130000,9000,140000,1000,101000,2500,129000,2000
8165,r039,"All occupations -> Engineering occupations -> Aerospace, aeronautical, astronautical engineers",All occupations,Engineering occupations,"Aerospace, aeronautical, astronautical engineers",,3,155000,5500,139000,4000,142000,19500,172000,5000,,,150000,7500,,,143000,20500
8165,r040,All occupations -> Engineering occupations -> Chemical engineers,All occupations,Engineering occupations,Chemical engineers,,3,139000,4500,133000,13000,156000,13500,147000,9000,,,135000,5000,,,142000,10500
8165,r041,"All occupations -> Engineering occupations -> Civil, architectural, sanitary engineers",All occupations,Engineering occupations,"Civil, architectural, sanitary engineers",,3,115000,6000,126000,15500,100000,4500,127000,6000,120000,7500,101000,18000,92000,8500,94000,15000
8165,r042,All occupations -> Engineering occupations -> Electrical engineers,All occupations,Engineering occupations,Electrical engineers,,3,159000,2000,155000,15500,161000,4000,170000,3000,164000,28500,156000,3500,101000,9000,147000,4500
8165,r043,All occupations -> Engineering occupations -> Industrial engineers,All occupations,Engineering occupations,Industrial engineers,,3,125000,11000,,,S,S,121000,15000,,,138000,8000,110000,24500,110000,15000
8165,r044,All occupations -> Engineering occupations -> Mechanical engineers,All occupations,Engineering occupations,Mechanical engineers,,3,132000,5000,153000,13000,127000,5500,155000,9500,,,128000,4500,97000,8000,128000,13000
8165,r045,"All occupations -> Engineering occupations -> Postsecondary teachers, engineering",All occupations,Engineering occupations,"Postsecondary teachers, engineering",,3,110000,2000,S,S,,,142000,10000,S,S,122000,4000,101000,2500,99000,27000
8165,r046,All occupations -> Engineering occupations -> Other engineers,All occupations,Engineering occupations,Other engineers,,3,135000,3000,144000,13000,130000,9000,150000,6500,144000,10000,134000,3500,124000,17500,122000,7500
8165,r047,All occupations -> S&E-related occupations,All occupations,S&E-related occupations,,,2,140000,1000,139000,6500,170000,10500,170000,2000,168000,11500,140000,4000,85000,1500,118000,10500
8165,r048,"All occupations -> S&E-related occupations -> Health occupations, except postsecondary teachers and managers",All occupations,S&E-related occupations,"Health occupations, except postsecondary teachers and managers",,3,140000,4000,94000,13500,168000,8000,139000,7500,155000,13500,129000,4500,109000,28500,100000,18000
8165,r049,"All occupations -> S&E-related occupations -> Postsecondary teachers, health and related science",All occupations,S&E-related occupations,"Postsecondary teachers, health and related science",,3,109000,2000,,,,,130000,8000,212000,20000,120000,3000,93000,3000,95000,12000
8165,r050,"All occupations -> S&E-related occupations -> S&E managers, including health",All occupations,S&E-related occupations,"S&E managers, including health",,3,175000,4000,159000,23500,159000,11500,179000,4500,159000,26000,172000,4500,,,158000,20000
8165,r051,All occupations -> S&E-related occupations -> S&E precollege teachers,All occupations,S&E-related occupations,S&E precollege teachers,,3,69000,1500,,,,,S,S,,,,,69000,2000,S,S
8165,r052,All occupations -> S&E-related occupations -> S&E technicians/ technologists,All occupations,S&E-related occupations,S&E technicians/ technologists,,3,140000,3000,136000,6500,170000,23000,170000,12500,S,S,138000,10000,72000,18000,134000,32500
8165,r053,All occupations -> S&E-related occupations -> Other S&E-related occupations,All occupations,S&E-related occupations,Other S&E-related occupations,,3,139000,18500,163000,20000,171000,32000,125000,6500,,,202000,48500,,,,
8165,r054,All occupations -> Non-S&E occupations,All occupations,Non-S&E occupations,,,2,150000,500,163000,23000,152000,23500,165000,1500,150000,2500,150000,2000,86000,4000,119000,6500
8165,r055,"All occupations -> Non-S&E occupations -> Arts, humanities-related occupations",All occupations,Non-S&E occupations,"Arts, humanities-related occupations",,3,100000,5000,,,,,109000,8000,95000,6000,99000,9500,,,99000,14500
8165,r056,All occupations -> Non-S&E occupations -> Management-related occupations,All occupations,Non-S&E occupations,Management-related occupations,,3,147000,4000,180000,10500,147000,15500,144000,6000,175000,14500,147000,7500,82000,30000,131000,7000
8165,r057,All occupations -> Non-S&E occupations -> Non-S&E managers,All occupations,Non-S&E occupations,Non-S&E managers,,3,190000,3500,171000,35500,241000,46000,190000,6000,202000,13000,185000,11500,78000,7500,160000,7000
8165,r058,All occupations -> Non-S&E occupations -> Non-S&E postsecondary teachers,All occupations,Non-S&E occupations,Non-S&E postsecondary teachers,,3,100000,1500,,,,,102000,9500,121000,18500,127000,6500,90000,2000,90000,6500
8165,r059,All occupations -> Non-S&E occupations -> Non-S&E precollege/ other teachers,All occupations,Non-S&E occupations,Non-S&E precollege/ other teachers,,3,69000,7000,,,,,100000,5000,,,,,64000,4000,,
8165,r060,"All occupations -> Non-S&E occupations -> Sales, marketing occupations",All occupations,Non-S&E occupations,"Sales, marketing occupations",,3,144000,4000,,,,,143000,6500,159000,62000,144000,12000,,,S,S
8165,r061,All occupations -> Non-S&E occupations -> Social service-related occupations,All occupations,Non-S&E occupations,Social service-related occupations,,3,71000,4500,,,,,75000,7500,74000,3500,91000,14000,75000,18500,50000,11000
8165,r062,All occupations -> Non-S&E occupations -> Other non-S&E occupations,All occupations,Non-S&E occupations,Other non-S&E occupations,,3,137000,10500,,,,,89000,8500,189000,12000,103000,19000,58000,23000,49000,10000
