table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_total_federal,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nsf,field_usda,field_othera
5212,r021,United States<sup>b</sup> -> Maine,United States<sup>b</sup>,Maine,2,4162595,1461200,0,0,1523895,704000,0,0,0,0,473500,0
5212,r022,United States<sup>b</sup> -> Maryland,United States<sup>b</sup>,Maryland,2,4016621,0,0,0,0,2844165,1160456,0,0,0,12000,0
5212,r023,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,2,11397894,840000,0,0,5500000,3450000,0,22507,1585387,0,0,0
5212,r024,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,2,7184297,0,0,0,136004,5702373,0,296606,0,0,1049314,0
5212,r025,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,2,6272311,0,0,0,1153270,4467682,0,0,0,0,651359,0
5212,r026,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,2,8768392,1035393,0,0,1803589,3944327,0,0,0,0,180501,1804582
5212,r027,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,2,5750412,0,475572,0,3445535,1301489,0,204053,11322,0,112441,200000
5212,r028,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,2,6777890,0,0,0,3783349,1525678,0,40921,0,0,1359343,68599
5212,r029,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,2,6818177,0,0,0,4798206,1527523,0,490612,0,0,1836,0
5212,r030,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,2,1606707,0,0,0,0,1380210,0,0,0,0,128146,98351
5212,r031,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,2,639820,0,0,0,0,639820,0,0,0,0,0,0
5212,r032,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,2,3299908,0,0,0,453813,2027708,0,788981,29406,0,0,0
5212,r033,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,2,4238566,0,0,0,754743,3005788,0,478035,0,0,0,0
5212,r034,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,2,173176058,424937,3343004,0,854721,4513795,0,907870,157793073,1318463,3201679,818516
5212,r035,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,2,9125937,479434,0,0,415793,8230710,0,0,0,0,0,0
5212,r036,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,2,4025187,0,0,0,692166,3333021,0,0,0,0,0,0
5212,r037,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,2,8463693,205335,0,53352,2225920,5019086,460000,0,500000,0,0,0
5212,r038,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,2,7922136,0,0,0,1156844,5473239,0,0,837475,0,454578,0
5212,r039,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,2,11978580,356294,717150,4289369,3790446,1875568,146584,0,599557,0,27708,175904
5212,r040,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,2,19656077,37937,0,0,5608531,3162845,0,187330,0,0,659434,10000000
5212,r041,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,2,1918239,461072,0,0,1457167,0,0,0,0,0,0,0
5212,r042,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,2,30291219,6720860,488980,147287,12232416,1424993,0,147930,8675395,0,366895,86463
5212,r043,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,2,752592,0,0,0,0,736571,0,0,0,16021,0,0
5212,r044,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,2,4792328,0,0,90190,218948,2120472,2083422,279296,0,0,0,0
5212,r045,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,2,23192709,106998,0,0,3465765,16295393,0,32513,1022059,0,1151413,1118568
5212,r046,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,2,1721014,0,0,0,0,1597546,0,123318,150,0,0,0
5212,r047,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,2,1119199,0,0,0,0,904199,0,0,215000,0,0,0
5212,r048,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,2,14998852,241156,0,3815,2837190,8604050,0,0,130934,0,809082,2372625
5212,r049,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,2,14747139,1074860,0,2027952,3308465,3477000,0,308022,1523498,0,2886179,141163
5212,r050,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,2,6903375,0,0,39733,1129682,1632710,0,0,0,3898885,202365,0
5212,r051,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,2,8358684,0,0,0,3341876,3777278,0,254431,0,0,985099,0
5212,r052,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,2,3555506,0,0,1000000,1236343,1028216,0,0,0,0,290947,0
