table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
2085,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['12', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2085,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2085,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['46', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
2085,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['31', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']"
2085,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['523', '  ']","['22', '  ']","['15', '  ']","['1', '  ']","['5', '  ']","['2', '  ']"
2085,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['425', '  ']","['19', '  ']","['13', '  ']","['1', '  ']","['5', '  ']","['1', '  ']"
2085,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['97', '  ']","['3', 'i ']","['2', 'i ']","['*', 'i ']","['1', '  ']","['*', 'i ']"
2085,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['3,241', '  ']","['303', '  ']","['185', '  ']","['7', '  ']","['90', '  ']","['29', '  ']"
2085,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['211', '  ']","['3', 'i ']","['2', 'i ']","['*', 'i ']","['*', '  ']","['*', 'i ']"
2085,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['13', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', 'i ']"
2085,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['90', 'i ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['1', 'i ']"
2085,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['150', '  ']","['30', '  ']","['14', '  ']","['*', 'i ']","['14', '  ']","['2', '  ']"
2085,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['291', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
2085,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['672', '  ']","['133', '  ']","['95', '  ']","['3', '  ']","['24', '  ']","['13', '  ']"
2085,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['372', '  ']","['90', '  ']","['69', '  ']","['1', '  ']","['9', '  ']","['11', '  ']"
2085,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
2085,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['371', '  ']","['90', '  ']","['69', '  ']","['1', '  ']","['9', '  ']","['11', '  ']"
2085,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['68', '  ']","['1', '  ']","['*', '  ']","['*', 'i ']","['1', 'i ']","['*', '  ']"
2085,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['165', '  ']","['29', '  ']","['16', '  ']","['*', '  ']","['12', '  ']","['2', '  ']"
2085,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['68', '  ']","['13', '  ']","['9', '  ']","['1', '  ']","['3', '  ']","['*', 'i ']"
2085,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['320', '  ']","['10', '  ']","['7', '  ']","['*', 'i ']","['3', '  ']","['*', 'i ']"
2085,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['5', '  ']","['*', '  ']","['*', '  ']","['*', 'i ']","['*', '  ']","['*', '  ']"
2085,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['1', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']"
2085,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['4', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']"
2085,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['1,083', '  ']","['123', '  ']","['64', '  ']","['3', '  ']","['47', '  ']","['12', '  ']"
2085,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['96', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
2085,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['585', '  ']","['52', '  ']","['42', '  ']","['1', '  ']","['4', 'i ']","['6', '  ']"
2085,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['104', '  ']","['62', '  ']","['15', '  ']","['1', '  ']","['42', '  ']","['5', 'i ']"
2085,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['19', '  ']","['13', '  ']","['7', '  ']","['1', '  ']","['6', '  ']","['*', '  ']"
2085,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['85', '  ']","['49', '  ']","['8', 'i ']","['1', 'i ']","['36', '  ']","['5', 'i ']"
2085,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']"
2085,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['298', 'i ']","['9', '  ']","['7', 'i ']","['*', 'i ']","['1', 'i ']","['1', 'i ']"
2085,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['7', '  ']","['*', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']"
2085,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['399', '  ']","['4', '  ']","['2', '  ']","['*', '  ']","['1', '  ']","['1', '  ']"
2085,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['10,557', '  ']","['740', '  ']","['526', '  ']","['28', '  ']","['149', '  ']","['65', '  ']"
2085,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2085,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['25', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['1', '  ']"
2085,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['44', '  ']","['7', '  ']","['5', '  ']","['*', '  ']","['2', '  ']","['*', '  ']"
2085,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2085,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['34', '  ']","['6', '  ']","['4', '  ']","['*', '  ']","['2', '  ']","['*', '  ']"
2085,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['293', '  ']","['18', '  ']","['13', '  ']","['1', '  ']","['4', '  ']","['1', 'i ']"
2085,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2085,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['268', '  ']","['29', '  ']","['21', '  ']","['1', '  ']","['6', '  ']","['2', '  ']"
2085,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['302', '  ']","['30', '  ']","['22', '  ']","['1', '  ']","['4', '  ']","['3', '  ']"
2085,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['1,712', '  ']","['136', '  ']","['99', '  ']","['5', '  ']","['28', '  ']","['9', '  ']"
2085,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['1,604', '  ']","['125', '  ']","['69', '  ']","['4', 'i ']","['45', '  ']","['10', '  ']"
2085,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['2,116', '  ']","['119', '  ']","['85', 'i ']","['7', 'i ']","['22', '  ']","['12', 'i ']"
2085,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['4,158', '  ']","['267', '  ']","['207', '  ']","['9', '  ']","['35', '  ']","['25', '  ']"
