table_id,row_id,_b_type_of_r_d_performer_and_field_b_full_path,_b_type_of_r_d_performer_and_field_b_level_1,_b_type_of_r_d_performer_and_field_b_level_2,_b_type_of_r_d_performer_and_field_b_level_3,_b_type_of_r_d_performer_and_field_b_level_4,_b_type_of_r_d_performer_and_field_b_level_5,_b_type_of_r_d_performer_and_field_b_level_6,_b_type_of_r_d_performer_and_field_b_hierarchy_depth,field_2020,field_2021,field_preliminary_2022,field_preliminary_change_2021_22
10230,r011,Obligations for R&D and R&D plant -> R&D -> Performer -> Nonprofit organizations,Obligations for R&D and R&D plant,R&D,Performer,Nonprofit organizations,,,4,10699,11985,11753,-1.9
10230,r012,Obligations for R&D and R&D plant -> R&D -> Performer -> State and local governments,Obligations for R&D and R&D plant,R&D,Performer,State and local governments,,,4,720,966,937,-3.0
10230,r013,Obligations for R&D and R&D plant -> R&D -> Performer -> Non-U.S. performers,Obligations for R&D and R&D plant,R&D,Performer,Non-U.S. performers,,,4,1393,753,755,0.2
10230,r014,Obligations for R&D and R&D plant -> R&D -> Research,Obligations for R&D and R&D plant,R&D,Research,,,,3,85305,86244,88464,2.6
10230,r015,Obligations for R&D and R&D plant -> R&D -> Research -> Performer,Obligations for R&D and R&D plant,R&D,Research,Performer,,,4,,,,
10230,r016,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Federal agencies<sup>a</sup>,Obligations for R&D and R&D plant,R&D,Research,Performer,Federal agencies<sup>a</sup>,,5,19572,16764,18352,9.5
10230,r017,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Performer,FFRDCs,,5,9892,10529,10789,2.5
10230,r018,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Businesses,Obligations for R&D and R&D plant,R&D,Research,Performer,Businesses,,5,10028,10790,10528,-2.4
10230,r019,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Higher education<sup>b</sup>,Obligations for R&D and R&D plant,R&D,Research,Performer,Higher education<sup>b</sup>,,5,35474,37027,37605,1.6
10230,r020,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Nonprofit organizations,Obligations for R&D and R&D plant,R&D,Research,Performer,Nonprofit organizations,,5,9191,9760,9839,0.8
10230,r021,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> State and local governments,Obligations for R&D and R&D plant,R&D,Research,Performer,State and local governments,,5,645,887,849,-4.3
10230,r022,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Non-U.S. performers,Obligations for R&D and R&D plant,R&D,Research,Performer,Non-U.S. performers,,5,503,488,502,3.0
10230,r023,Obligations for R&D and R&D plant -> R&D -> Research -> Field of R&D,Obligations for R&D and R&D plant,R&D,Research,Field of R&D,,,4,,,,
10230,r024,Obligations for R&D and R&D plant -> R&D -> Research -> Field of R&D -> Computer and information sciences,Obligations for R&D and R&D plant,R&D,Research,Field of R&D,Computer and information sciences,,5,NA,5350,5877,9.9
10230,r025,Obligations for R&D and R&D plant -> R&D -> Research -> Field of R&D -> Computer sciences and mathematics,Obligations for R&D and R&D plant,R&D,Research,Field of R&D,Computer sciences and mathematics,,5,5912,NA,NA,NA
10230,r026,"Obligations for R&D and R&D plant -> R&D -> Research -> Field of R&D -> Geosciences, atmospheric sciences, and ocean sciences<sup>c</sup>",Obligations for R&D and R&D plant,R&D,Research,Field of R&D,"Geosciences, atmospheric sciences, and ocean sciences<sup>c</sup>",,5,5039,3569,6052,69.6
10230,r027,Obligations for R&D and R&D plant -> R&D -> Research -> Field of R&D -> Life sciences,Obligations for R&D and R&D plant,R&D,Research,Field of R&D,Life sciences,,5,42525,38178,38511,0.9
10230,r028,Obligations for R&D and R&D plant -> R&D -> Research -> Field of R&D -> Mathematics and statistics,Obligations for R&D and R&D plant,R&D,Research,Field of R&D,Mathematics and statistics,,5,NA,715,733,2.4
10230,r029,Obligations for R&D and R&D plant -> R&D -> Research -> Field of R&D -> Physical sciences,Obligations for R&D and R&D plant,R&D,Research,Field of R&D,Physical sciences,,5,8420,8044,11112,38.1
10230,r030,Obligations for R&D and R&D plant -> R&D -> Research -> Field of R&D -> Psychology,Obligations for R&D and R&D plant,R&D,Research,Field of R&D,Psychology,,5,3276,3770,3776,0.2
10230,r031,Obligations for R&D and R&D plant -> R&D -> Research -> Field of R&D -> Social sciences,Obligations for R&D and R&D plant,R&D,Research,Field of R&D,Social sciences,,5,1137,1370,1449,5.8
10230,r032,Obligations for R&D and R&D plant -> R&D -> Research -> Field of R&D -> Engineering,Obligations for R&D and R&D plant,R&D,Research,Field of R&D,Engineering,,5,13222,13374,13861,3.6
10230,r033,Obligations for R&D and R&D plant -> R&D -> Research -> Field of R&D -> Other fields,Obligations for R&D and R&D plant,R&D,Research,Field of R&D,Other fields,,5,5773,11874,7094,-40.3
10230,r034,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research,Obligations for R&D and R&D plant,R&D,Research,Basic research,,,4,41547,42494,43790,3.1
10230,r035,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,,5,,,,
10230,r036,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Federal agencies<sup>a</sup>,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Federal agencies<sup>a</sup>,6,7688,6199,6533,5.4
10230,r037,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,FFRDCs,6,5923,5805,6632,14.3
10230,r038,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Businesses,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Businesses,6,3147,3785,3557,-6.0
10230,r039,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Higher education<sup>b</sup>,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Higher education<sup>b</sup>,6,20128,21441,21737,1.4
10230,r040,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Nonprofit organizations,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Nonprofit organizations,6,4326,4500,4557,1.3
10230,r041,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> State and local governments,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,State and local governments,6,114,533,541,1.6
10230,r042,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Non-U.S. performers,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Non-U.S. performers,6,221,232,233,0.4
10230,r043,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of R&D,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of R&D,,5,,,,
10230,r044,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of R&D -> Computer and information sciences,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of R&D,Computer and information sciences,6,NA,2264,2383,5.3
10230,r045,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of R&D -> Computer sciences and mathematics,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of R&D,Computer sciences and mathematics,6,2524,NA,NA,NA
10230,r046,"Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of R&D -> Geosciences, atmospheric sciences, and ocean sciences<sup>c</sup>",Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of R&D,"Geosciences, atmospheric sciences, and ocean sciences<sup>c</sup>",6,3167,1772,3568,101.3
10230,r047,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of R&D -> Life sciences,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of R&D,Life sciences,6,20805,19008,19188,0.9
10230,r048,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of R&D -> Mathematics and statistics,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of R&D,Mathematics and statistics,6,NA,503,536,6.5
10230,r049,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of R&D -> Physical sciences,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of R&D,Physical sciences,6,6513,6432,8737,35.8
10230,r050,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of R&D -> Psychology,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of R&D,Psychology,6,1612,1934,1930,-0.2
10230,r051,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of R&D -> Social sciences,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of R&D,Social sciences,6,440,537,542,0.8
10230,r052,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of R&D -> Engineering,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of R&D,Engineering,6,2898,3151,3231,2.6
10230,r053,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of R&D -> Other fields,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of R&D,Other fields,6,3588,6892,3675,-46.7
10230,r054,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research,Obligations for R&D and R&D plant,R&D,Research,Applied research,,,4,43758,43750,44674,2.1
10230,r055,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,,5,,,,
10230,r056,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Federal agencies<sup>a</sup>,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Federal agencies<sup>a</sup>,6,11884,10565,11819,11.9
10230,r057,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,FFRDCs,6,3969,4724,4157,-12.0
10230,r058,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Businesses,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Businesses,6,6882,7004,6970,-0.5
10230,r059,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Higher education<sup>b</sup>,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Higher education<sup>b</sup>,6,15345,15586,15867,1.8
10230,r060,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Nonprofit organizations,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Nonprofit organizations,6,4865,5260,5283,0.4
10230,r061,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> State and local governments,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,State and local governments,6,530,354,307,-13.2
10230,r062,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Non-U.S. performers,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Non-U.S. performers,6,282,256,270,5.4
10230,r063,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of R&D,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of R&D,,5,,,,
10230,r064,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of R&D -> Computer and information sciences,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of R&D,Computer and information sciences,6,NA,3086,3493,13.2
10230,r065,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of R&D -> Computer sciences and mathematics,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of R&D,Computer sciences and mathematics,6,3388,NA,NA,NA
10230,r066,"Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of R&D -> Geosciences, atmospheric sciences, and ocean sciences<sup>c</sup>",Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of R&D,"Geosciences, atmospheric sciences, and ocean sciences<sup>c</sup>",6,1873,1797,2484,38.2
10230,r067,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of R&D -> Life sciences,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of R&D,Life sciences,6,21720,19169,19323,0.8
10230,r068,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of R&D -> Mathematics and statistics,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of R&D,Mathematics and statistics,6,NA,212,197,-7.3
10230,r069,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of R&D -> Physical sciences,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of R&D,Physical sciences,6,1907,1612,2375,47.3
10230,r070,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of R&D -> Psychology,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of R&D,Psychology,6,1664,1836,1846,0.6
10230,r071,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of R&D -> Social sciences,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of R&D,Social sciences,6,698,832,907,9.0
10230,r072,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of R&D -> Engineering,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of R&D,Engineering,6,10324,10223,10629,4.0
10230,r073,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of R&D -> Other fields,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of R&D,Other fields,6,2185,4982,3419,-31.4
10230,r074,Obligations for R&D and R&D plant -> R&D -> Experimental development,Obligations for R&D and R&D plant,R&D,Experimental development,,,,3,82098,103907,100595,-3.2
10230,r075,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,,,4,,,,
10230,r076,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Federal agencies<sup>a</sup>,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Federal agencies<sup>a</sup>,,5,31899,54901,50879,-7.3
10230,r077,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> FFRDCs,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,FFRDCs,,5,3258,4263,4373,2.6
10230,r078,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Businesses,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Businesses,,5,41400,39435,40234,2.0
10230,r079,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Higher education<sup>b</sup>,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Higher education<sup>b</sup>,,5,3067,2740,2853,4.1
10230,r080,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Nonprofit organizations,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Nonprofit organizations,,5,1508,2225,1914,-14.0
10230,r081,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> State and local governments,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,State and local governments,,5,75,79,88,12.3
10230,r082,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Non-U.S. performers,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Non-U.S. performers,,5,890,265,252,-4.9
10230,r083,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Field of R&D,Obligations for R&D and R&D plant,R&D,Experimental development,Field of R&D,,,4,,,,
10230,r084,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Field of R&D -> Computer and information sciences,Obligations for R&D and R&D plant,R&D,Experimental development,Field of R&D,Computer and information sciences,,5,NA,3175,3665,15.5
10230,r085,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Field of R&D -> Computer sciences and mathematics,Obligations for R&D and R&D plant,R&D,Experimental development,Field of R&D,Computer sciences and mathematics,,5,NA,NA,NA,NA
10230,r086,"Obligations for R&D and R&D plant -> R&D -> Experimental development -> Field of R&D -> Geosciences, atmospheric sciences, and ocean sciences<sup>c</sup>",Obligations for R&D and R&D plant,R&D,Experimental development,Field of R&D,"Geosciences, atmospheric sciences, and ocean sciences<sup>c</sup>",,5,NA,2055,824,-59.9
10230,r087,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Field of R&D -> Life sciences,Obligations for R&D and R&D plant,R&D,Experimental development,Field of R&D,Life sciences,,5,NA,39394,31702,-19.5
10230,r088,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Field of R&D -> Mathematics and statistics,Obligations for R&D and R&D plant,R&D,Experimental development,Field of R&D,Mathematics and statistics,,5,NA,292,269,-7.7
10230,r089,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Field of R&D -> Physical sciences,Obligations for R&D and R&D plant,R&D,Experimental development,Field of R&D,Physical sciences,,5,NA,2122,3609,70.1
10230,r090,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Field of R&D -> Psychology,Obligations for R&D and R&D plant,R&D,Experimental development,Field of R&D,Psychology,,5,NA,364,401,10.2
10230,r091,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Field of R&D -> Social sciences,Obligations for R&D and R&D plant,R&D,Experimental development,Field of R&D,Social sciences,,5,NA,139,133,-4.4
10230,r092,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Field of R&D -> Engineering,Obligations for R&D and R&D plant,R&D,Experimental development,Field of R&D,Engineering,,5,NA,43218,48022,11.1
10230,r093,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Field of R&D -> Other fields,Obligations for R&D and R&D plant,R&D,Experimental development,Field of R&D,Other fields,,5,NA,13149,11969,-9.0
10230,r094,Obligations for R&D and R&D plant -> R&D plant,Obligations for R&D and R&D plant,R&D plant,,,,,2,6150,4282,4492,4.9
10230,r095,Obligations for R&D and R&D plant -> R&D plant -> Performer,Obligations for R&D and R&D plant,R&D plant,Performer,,,,3,,,,
10230,r096,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Federal agencies<sup>a</sup>,Obligations for R&D and R&D plant,R&D plant,Performer,Federal agencies<sup>a</sup>,,,4,3106,883,1025,16.2
10230,r097,Obligations for R&D and R&D plant -> R&D plant -> Performer -> FFRDCs,Obligations for R&D and R&D plant,R&D plant,Performer,FFRDCs,,,4,1884,2019,1809,-10.4
10230,r098,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Businesses,Obligations for R&D and R&D plant,R&D plant,Performer,Businesses,,,4,678,858,782,-8.9
10230,r099,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Higher education<sup>b</sup>,Obligations for R&D and R&D plant,R&D plant,Performer,Higher education<sup>b</sup>,,,4,351,360,589,63.4
10230,r100,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Nonprofit organizations,Obligations for R&D and R&D plant,R&D plant,Performer,Nonprofit organizations,,,4,125,155,282,81.1
10230,r101,Obligations for R&D and R&D plant -> R&D plant -> Performer -> State and local governments,Obligations for R&D and R&D plant,R&D plant,Performer,State and local governments,,,4,7,6,5,-14.3
10230,r102,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Non-U.S. performers,Obligations for R&D and R&D plant,R&D plant,Performer,Non-U.S. performers,,,4,0.05,0.05,0.05,41.3
