table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_atmospheric_sciences,field_geological_sciences,field_oceanography,field_other_environmental_sciences
6381,r032,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,47686.9,452.1,9136.7,29391.6,8706.5
6381,r033,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,9573.6,0.0,0.0,0.0,9573.6
6381,r034,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,2169.4,0.0,0.0,30.9,2138.5
6381,r035,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,4296.9,1334.8,96.4,309.3,2556.4
6381,r036,All agencies -> Departments -> Department of the Interior -> Office of Surface Mining Reclamation and Enforcement,All agencies,Departments,Department of the Interior,Office of Surface Mining Reclamation and Enforcement,,4,562.0,0.0,0.0,0.0,562.0
6381,r037,All agencies -> Departments -> Department of the Interior -> U.S. Geological Survey,All agencies,Departments,Department of the Interior,U.S. Geological Survey,,4,325709.0,0.0,26418.3,0.0,299290.6
6381,r038,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,871.4,0.0,871.4,0.0,0.0
6381,r039,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,871.4,0.0,871.4,0.0,0.0
6381,r040,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,34727.1,21759.3,0.0,0.0,12967.8
6381,r041,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,21759.3,21759.3,0.0,0.0,0.0
6381,r042,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,12967.8,0.0,0.0,0.0,12967.8
6381,r043,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,
6381,r044,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,365.7,0.0,0.0,0.0,365.7
6381,r045,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,169788.1,59432.0,2676.5,14358.1,93321.4
6381,r046,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,121495.1,0.0,0.0,0.0,121495.1
6381,r047,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,12282.0,2177.5,820.8,187.5,9096.3
6381,r048,All agencies -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,All agencies,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,,3,9220.3,0.0,0.0,0.0,9220.3
