table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_sales_worldwide,field_sales_domestic,field_sales_foreign
12269,r017,All business activities -> Basic chemicals manufacturing,All business activities,Basic chemicals manufacturing,2,32510,"['324,442', '  ']","['218,383', '  ']","['106,058', '  ']"
12269,r018,"All business activities -> Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",All business activities,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2,32520,"['157,618', '  ']","['97,304', '  ']","['60,314', '  ']"
12269,r019,"All business activities -> Pesticide, fertilizer, and other agricultural chemicals manufacturing",All business activities,"Pesticide, fertilizer, and other agricultural chemicals manufacturing",2,32530,"['92,610', '  ']","['77,915', '  ']","['14,695', '  ']"
12269,r020,"All business activities -> Pharmaceutical, medicinal, botanical, and biological products (except diagnostic substances) manufacturing",All business activities,"Pharmaceutical, medicinal, botanical, and biological products (except diagnostic substances) manufacturing",2,32541,"['920,920', '  ']","['695,247', '  ']","['225,673', '  ']"
12269,r021,All business activities -> In vitro diagnostic substances manufacturing,All business activities,In vitro diagnostic substances manufacturing,2,32542,"['22,958', '  ']","['12,587', '  ']","['10,371', 'i ']"
12269,r022,All business activities -> Biotechnology-based pharmaceutical and biological products (except diagnostic substances),All business activities,Biotechnology-based pharmaceutical and biological products (except diagnostic substances),2,32543,"['155,946', '  ']","['121,621', '  ']","['34,325', '  ']"
12269,r023,"All business activities -> Soap, cleaning compound, and toilet preparations manufacturing",All business activities,"Soap, cleaning compound, and toilet preparations manufacturing",2,32591,"['205,686', '  ']","['114,703', '  ']","['90,983', '  ']"
12269,r024,"All business activities -> Paint, adhesive, and other chemical manufacturing",All business activities,"Paint, adhesive, and other chemical manufacturing",2,32592,"['147,517', '  ']","['89,469', '  ']","['58,049', '  ']"
12269,r025,All business activities -> Plastics and rubber products manufacturing,All business activities,Plastics and rubber products manufacturing,2,32600,"['291,741', '  ']","['219,412', '  ']","['72,329', '  ']"
12269,r026,All business activities -> Clay and glass products manufacturing,All business activities,Clay and glass products manufacturing,2,32710,"['53,398', '  ']","['32,522', '  ']","['20,876', '  ']"
12269,r027,"All business activities -> Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",All business activities,"Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",2,32790,"['47,659', '  ']","['41,983', '  ']","['5,676', '  ']"
12269,r028,All business activities -> Primary metal manufacturing,All business activities,Primary metal manufacturing,2,33100,"['190,656', '  ']","['165,814', '  ']","['24,843', '  ']"
12269,r029,All business activities -> Fabricated metal products manufacturing,All business activities,Fabricated metal products manufacturing,2,33200,"['289,113', '  ']","['223,838', '  ']","['65,275', '  ']"
12269,r030,All business activities -> Agricultural machinery and equipment manufacturing,All business activities,Agricultural machinery and equipment manufacturing,2,33311,"['116,944', '  ']","['87,131', '  ']","['29,813', '  ']"
12269,r031,All business activities -> Construction machinery manufacturing,All business activities,Construction machinery manufacturing,2,33312,"['96,367', '  ']","['65,182', '  ']","['31,186', '  ']"
12269,r032,"All business activities -> Mining, oil, and gas field machinery and equipment manufacturing",All business activities,"Mining, oil, and gas field machinery and equipment manufacturing",2,33319,"['58,825', '  ']","['33,391', '  ']","['25,434', '  ']"
12269,r033,All business activities -> Semiconductor machinery manufacturing,All business activities,Semiconductor machinery manufacturing,2,33321,"['78,428', '  ']","['32,719', '  ']","['45,709', '  ']"
12269,r034,All business activities -> Industrial machinery manufacturing (except semiconductor machinery),All business activities,Industrial machinery manufacturing (except semiconductor machinery),2,33322,"['45,172', '  ']","['34,475', '  ']","['10,697', '  ']"
12269,r035,All business activities -> Photographic and photocopying equipment manufacturing,All business activities,Photographic and photocopying equipment manufacturing,2,33331,"['1,504', '  ']","['1,310', '  ']","['194', '  ']"
12269,r036,"All business activities -> Commercial, service industry, temperature control, and air-flow control machinery manufacturing",All business activities,"Commercial, service industry, temperature control, and air-flow control machinery manufacturing",2,33332,"['141,474', '  ']","['102,937', '  ']","['38,538', '  ']"
12269,r037,All business activities -> Digital cameras manufacturing,All business activities,Digital cameras manufacturing,2,33333,"['1,862', '  ']","['1,751', '  ']","['111', '  ']"
12269,r038,"All business activities -> Engine, turbine, and power transmission equipment manufacturing",All business activities,"Engine, turbine, and power transmission equipment manufacturing",2,33360,"['131,474', '  ']","['71,986', '  ']","['59,488', '  ']"
12269,r039,All business activities -> Metalworking and other general purpose machinery manufacturing,All business activities,Metalworking and other general purpose machinery manufacturing,2,33390,"['112,404', '  ']","['76,483', '  ']","['35,920', '  ']"
12269,r040,All business activities -> Computers and peripheral equipment manufacturing and magnetic and optical media,All business activities,Computers and peripheral equipment manufacturing and magnetic and optical media,2,33412,"['582,618', '  ']","['259,306', '  ']","['323,312', '  ']"
12269,r041,"All business activities -> Telephone apparatus manufacturing, including routers, modems, and gateways",All business activities,"Telephone apparatus manufacturing, including routers, modems, and gateways",2,33421,"['73,401', '  ']","['41,700', '  ']","['31,701', '  ']"
12269,r042,"All business activities -> Radio, television, and wireless communication equipment manufacturing",All business activities,"Radio, television, and wireless communication equipment manufacturing",2,33422,"['52,154', '  ']","['43,975', '  ']","['8,179', '  ']"
12269,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['12,125', '  ']","['9,153', '  ']","['2,971', '  ']"
12269,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['10,567', '  ']","['7,750', '  ']","['2,817', '  ']"
12269,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['464,211', '  ']","['215,736', '  ']","['248,474', '  ']"
12269,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['45,547', '  ']","['31,452', '  ']","['14,095', '  ']"
12269,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",2,33452,"['79,806', '  ']","['65,564', '  ']","['14,242', '  ']"
12269,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['107,583', '  ']","['68,690', '  ']","['38,893', '  ']"
12269,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['212,115', '  ']","['155,881', '  ']","['56,234', '  ']"
12269,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['802,708', '  ']","['646,444', '  ']","['156,263', '  ']"
12269,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['49,712', '  ']","['45,343', '  ']","['4,370', '  ']"
12269,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['305,466', '  ']","['188,088', '  ']","['117,378', '  ']"
12269,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['110,740', '  ']","['105,653', '  ']","['5,087', '  ']"
12269,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['61,021', '  ']","['43,526', '  ']","['17,494', '  ']"
12269,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['60,734', '  ']","['50,348', '  ']","['10,386', '  ']"
12269,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['71,703', '  ']","['69,381', '  ']","['2,322', '  ']"
12269,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['18,751', '  ']","['14,057', '  ']","['4,694', '  ']"
12269,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['24,871', '  ']","['22,844', '  ']","['2,027', '  ']"
12269,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['15,840', '  ']","['9,683', '  ']","['6,158', '  ']"
12269,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['9,620', '  ']","['8,817', '  ']","['804', '  ']"
12269,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['19,355', '  ']","['16,896', '  ']","['2,459', '  ']"
12269,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['45,066', '  ']","['40,303', '  ']","['4,763', '  ']"
12269,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['357,531', '  ']","['233,231', '  ']","['124,300', '  ']"
12269,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['118,100', '  ']","['86,126', '  ']","['31,974', '  ']"
12269,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['229,972', '  ']","['211,711', '  ']","['18,261', '  ']"
12269,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['1,334,714', '  ']","['1,113,372', '  ']","['221,342', '  ']"
12269,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['19,093', '  ']","['18,811', '  ']","['282', '  ']"
12269,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['709,793', '  ']","['663,944', '  ']","['45,849', '  ']"
12269,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['289,431', '  ']","['201,078', '  ']","['88,353', '  ']"
12269,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['349,211', '  ']","['268,274', '  ']","['80,937', '  ']"
12269,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['136,529', '  ']","['89,141', '  ']","['47,388', '  ']"
12269,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['9,583', '  ']","['7,198', '  ']","['2,385', '  ']"
12269,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['6,805', '  ']","['5,408', '  ']","['1,397', '  ']"
12269,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['337,227', '  ']","['234,972', '  ']","['102,254', '  ']"
12269,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['12,890', '  ']","['11,525', '  ']","['1,365', '  ']"
12269,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['158,111', '  ']","['132,670', '  ']","['25,442', '  ']"
12269,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['155,830', '  ']","['152,529', '  ']","['3,301', '  ']"
12269,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['285,959', '  ']","['280,885', '  ']","['5,074', '  ']"
12269,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['19,759', '  ']","['19,185', '  ']","['574', '  ']"
12269,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['13,999', '  ']","['13,448', '  ']","['551', '  ']"
12269,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['124,648', '  ']","['93,420', '  ']","['31,228', '  ']"
12269,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['420,679', '  ']","['306,220', '  ']","['114,459', '  ']"
12269,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['382,286', '  ']","['208,969', '  ']","['173,318', '  ']"
12269,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['619,954', '  ']","['545,867', '  ']","['74,087', '  ']"
12269,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['152,571', '  ']","['117,734', '  ']","['34,837', '  ']"
12269,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['695,361', '  ']","['673,915', '  ']","['21,446', 'i ']"
12269,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['41,353', '  ']","['41,353', '  ']","['*', '  ']"
12269,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['52,555', '  ']","['42,843', '  ']","['9,712', '  ']"
12269,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['2,956', '  ']","['1,806', '  ']","['1,150', '  ']"
12269,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['35,086', '  ']","['32,895', '  ']","['2,190', '  ']"
12269,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['113,539', '  ']","['96,845', '  ']","['16,694', '  ']"
12269,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['D', '  ']","['6,853', '  ']","['D', '  ']"
12269,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['269,016', '  ']","['177,086', '  ']","['91,929', '  ']"
12269,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['88,637', '  ']","['70,657', '  ']","['17,980', '  ']"
12269,r095,All business activities -> Research and development services in the social sciences and humanities,All business activities,Research and development services in the social sciences and humanities,2,54172,"['1,431', '  ']","['1,425', '  ']","['6', '  ']"
12269,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['16,585', '  ']","['11,551', '  ']","['5,034', '  ']"
12269,r097,"All business activities -> Research and development services in the physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in the physical, engineering, and life sciences (except biotechnology)",2,54174,"['64,757', '  ']","['49,874', 'i ']","['14,883', 'i ']"
12269,r098,All business activities -> Research and development services in nanotechnology,All business activities,Research and development services in nanotechnology,2,54175,"['570', '  ']","['568', '  ']","['2', '  ']"
12269,r099,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['D', '  ']","['145,767', '  ']","['D', '  ']"
12269,r100,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['41,536', '  ']","['37,294', '  ']","['4,242', '  ']"
12269,r101,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['13,644', '  ']","['13,623', '  ']","['21', '  ']"
12269,r102,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['98,358', '  ']","['85,197', '  ']","['13,161', '  ']"
12269,r103,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['1,481', '  ']","['1,479', '  ']","['3', '  ']"
12269,r104,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['40,303', '  ']","['40,282', '  ']","['22', '  ']"
12269,r105,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['64,051', '  ']","['56,103', '  ']","['7,948', 'i ']"
12269,r106,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['22,210', '  ']","['21,668', '  ']","['542', '  ']"
12269,r107,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['15,163', '  ']","['15,163', '  ']","['0', '  ']"
12269,r108,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['123', '  ']","['123', '  ']","['0', '  ']"
12269,r109,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['33,195', '  ']","['29,365', '  ']","['3,830', '  ']"
12269,r110,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['61,543', '  ']","['56,323', '  ']","['5,220', '  ']"
12269,r111,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['286,430', '  ']","['205,741', '  ']","['80,689', '  ']"
12269,r112,All business activities -> Less: intersegment eliminations,All business activities,Less: intersegment eliminations,2,–,"['228,057', '  ']","['142,712', '  ']","['85,344', '  ']"
12269,r113,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '  ']","['0', '  ']","['0', '  ']"
