table_id,row_id,_b_broad_field_b_full_path,_b_broad_field_b_level_1,_b_broad_field_b_level_2,_b_broad_field_b_level_3,_b_broad_field_b_level_4,_b_broad_field_b_hierarchy_depth,field_total,field_federal_number,field_federal_percent,field_institutional_number,field_institutional_percent,field_nonfederal_domestic_number,field_nonfederal_domestic_percent,field_foreign_number,field_foreign_percent,field_self_support_number,field_self_support_percent
6081,r031,"All graduate students -> Master's students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All graduate students,Master's students,Science,"Geosciences, atmospheric sciences, and ocean sciences",4,3649,639,17.5,1889,51.8,111,3.0,31,0.8,979,26.8
6081,r032,All graduate students -> Master's students -> Science -> Mathematics and statistics,All graduate students,Master's students,Science,Mathematics and statistics,4,11622,182,1.6,2780,23.9,136,1.2,26,0.2,8498,73.1
6081,r033,All graduate students -> Master's students -> Science -> Multidisciplinary and interdisciplinary studies,All graduate students,Master's students,Science,Multidisciplinary and interdisciplinary studies,4,6169,138,2.2,1061,17.2,75,1.2,11,0.2,4884,79.2
6081,r034,All graduate students -> Master's students -> Science -> Natural resources and conservation,All graduate students,Master's students,Science,Natural resources and conservation,4,5536,653,11.8,1874,33.9,190,3.4,31,0.6,2788,50.4
6081,r035,All graduate students -> Master's students -> Science -> Physical sciences,All graduate students,Master's students,Science,Physical sciences,4,3686,332,9.0,1628,44.2,80,2.2,40,1.1,1606,43.6
6081,r036,All graduate students -> Master's students -> Science -> Psychology,All graduate students,Master's students,Science,Psychology,4,28716,781,2.7,4117,14.3,164,0.6,45,0.2,23609,82.2
6081,r037,All graduate students -> Master's students -> Science -> Social sciences,All graduate students,Master's students,Science,Social sciences,4,25991,1240,4.8,8363,32.2,486,1.9,109,0.4,15793,60.8
6081,r038,All graduate students -> Master's students -> Engineering,All graduate students,Master's students,Engineering,,3,49179,3949,8.0,11642,23.7,1516,3.1,336,0.7,31736,64.5
6081,r039,"All graduate students -> Master's students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All graduate students,Master's students,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,2298,362,15.8,653,28.4,85,3.7,14,0.6,1184,51.5
6081,r040,"All graduate students -> Master's students -> Engineering -> Biological, biomedical, and biosystems engineering",All graduate students,Master's students,Engineering,"Biological, biomedical, and biosystems engineering",4,3416,184,5.4,791,23.2,79,2.3,13,0.4,2349,68.8
6081,r041,"All graduate students -> Master's students -> Engineering -> Chemical, petroleum, and chemical-related engineering",All graduate students,Master's students,Engineering,"Chemical, petroleum, and chemical-related engineering",4,1898,97,5.1,514,27.1,102,5.4,17,0.9,1168,61.5
6081,r042,"All graduate students -> Master's students -> Engineering -> Civil, environmental, transportation and related engineering fields",All graduate students,Master's students,Engineering,"Civil, environmental, transportation and related engineering fields",4,6487,506,7.8,2274,35.1,207,3.2,63,1.0,3437,53.0
6081,r043,"All graduate students -> Master's students -> Engineering -> Electrical, electronics, communications and computer engineering",All graduate students,Master's students,Engineering,"Electrical, electronics, communications and computer engineering",4,15329,913,6.0,2839,18.5,278,1.8,90,0.6,11209,73.1
6081,r044,"All graduate students -> Master's students -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All graduate students,Master's students,Engineering,"Industrial, manufacturing, systems engineering and operations research",4,4820,484,10.0,783,16.2,132,2.7,41,0.9,3380,70.1
6081,r045,All graduate students -> Master's students -> Engineering -> Mechanical engineering,All graduate students,Master's students,Engineering,Mechanical engineering,4,8461,866,10.2,2318,27.4,334,3.9,61,0.7,4882,57.7
6081,r046,"All graduate students -> Master's students -> Engineering -> Metallurgical, mining, materials and related engineering fields",All graduate students,Master's students,Engineering,"Metallurgical, mining, materials and related engineering fields",4,1566,161,10.3,368,23.5,68,4.3,12,0.8,957,61.1
6081,r047,All graduate students -> Master's students -> Engineering -> Other engineering,All graduate students,Master's students,Engineering,Other engineering,4,4904,376,7.7,1102,22.5,231,4.7,25,0.5,3170,64.6
6081,r048,All graduate students -> Master's students -> Health,All graduate students,Master's students,Health,,3,39178,1427,3.6,7515,19.2,591,1.5,124,0.3,29521,75.4
6081,r049,All graduate students -> Master's students -> Health -> Clinical medicine<sup>a</sup>,All graduate students,Master's students,Health,Clinical medicine<sup>a</sup>,4,17186,715,4.2,3160,18.4,295,1.7,16,0.1,13000,75.6
6081,r050,All graduate students -> Master's students -> Health -> Other health,All graduate students,Master's students,Health,Other health,4,21992,712,3.2,4355,19.8,296,1.3,108,0.5,16521,75.1
6081,r051,All graduate students -> Doctoral students,All graduate students,Doctoral students,,,2,247656,63759,25.7,143641,58.0,13882,5.6,2802,1.1,23572,9.5
6081,r052,All graduate students -> Doctoral students -> Science,All graduate students,Doctoral students,Science,,3,175039,41634,23.8,108024,61.7,7966,4.6,1360,0.8,16055,9.2
6081,r053,All graduate students -> Doctoral students -> Science -> Agricultural and veterinary sciences,All graduate students,Doctoral students,Science,Agricultural and veterinary sciences,4,3540,847,23.9,1921,54.3,401,11.3,39,1.1,332,9.4
6081,r054,All graduate students -> Doctoral students -> Science -> Biological and biomedical sciences,All graduate students,Doctoral students,Science,Biological and biomedical sciences,4,51107,18141,35.5,27501,53.8,2877,5.6,343,0.7,2245,4.4
6081,r055,All graduate students -> Doctoral students -> Science -> Computer and information sciences,All graduate students,Doctoral students,Science,Computer and information sciences,4,15473,4347,28.1,8195,53.0,1008,6.5,214,1.4,1709,11.0
6081,r056,"All graduate students -> Doctoral students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All graduate students,Doctoral students,Science,"Geosciences, atmospheric sciences, and ocean sciences",4,5807,1889,32.5,3133,54.0,311,5.4,57,1.0,417,7.2
6081,r057,All graduate students -> Doctoral students -> Science -> Mathematics and statistics,All graduate students,Doctoral students,Science,Mathematics and statistics,4,12419,1403,11.3,9817,79.0,237,1.9,103,0.8,859,6.9
6081,r058,All graduate students -> Doctoral students -> Science -> Multidisciplinary and interdisciplinary studies,All graduate students,Doctoral students,Science,Multidisciplinary and interdisciplinary studies,4,2870,410,14.3,1820,63.4,127,4.4,33,1.1,480,16.7
6081,r059,All graduate students -> Doctoral students -> Science -> Natural resources and conservation,All graduate students,Doctoral students,Science,Natural resources and conservation,4,2912,662,22.7,1626,55.8,207,7.1,39,1.3,378,13.0
6081,r060,All graduate students -> Doctoral students -> Science -> Physical sciences,All graduate students,Doctoral students,Science,Physical sciences,4,33952,10460,30.8,20314,59.8,1455,4.3,248,0.7,1475,4.3
6081,r061,All graduate students -> Doctoral students -> Science -> Psychology,All graduate students,Doctoral students,Science,Psychology,4,17452,1935,11.1,10584,60.6,611,3.5,49,0.3,4273,24.5
6081,r062,All graduate students -> Doctoral students -> Science -> Social sciences,All graduate students,Doctoral students,Science,Social sciences,4,29507,1540,5.2,23113,78.3,732,2.5,235,0.8,3887,13.2
6081,r063,All graduate students -> Doctoral students -> Engineering,All graduate students,Doctoral students,Engineering,,3,62061,20165,32.5,30168,48.6,5370,8.7,1300,2.1,5058,8.2
6081,r064,"All graduate students -> Doctoral students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All graduate students,Doctoral students,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,2301,868,37.7,964,41.9,175,7.6,122,5.3,172,7.5
6081,r065,"All graduate students -> Doctoral students -> Engineering -> Biological, biomedical, and biosystems engineering",All graduate students,Doctoral students,Engineering,"Biological, biomedical, and biosystems engineering",4,7659,2832,37.0,3827,50.0,611,8.0,61,0.8,328,4.3
6081,r066,"All graduate students -> Doctoral students -> Engineering -> Chemical, petroleum, and chemical-related engineering",All graduate students,Doctoral students,Engineering,"Chemical, petroleum, and chemical-related engineering",4,7132,2436,34.2,3422,48.0,798,11.2,135,1.9,341,4.8
6081,r067,"All graduate students -> Doctoral students -> Engineering -> Civil, environmental, transportation and related engineering fields",All graduate students,Doctoral students,Engineering,"Civil, environmental, transportation and related engineering fields",4,6374,1534,24.1,3472,54.5,504,7.9,176,2.8,688,10.8
6081,r068,"All graduate students -> Doctoral students -> Engineering -> Electrical, electronics, communications and computer engineering",All graduate students,Doctoral students,Engineering,"Electrical, electronics, communications and computer engineering",4,15174,5061,33.4,7102,46.8,1387,9.1,317,2.1,1307,8.6
6081,r069,"All graduate students -> Doctoral students -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All graduate students,Doctoral students,Engineering,"Industrial, manufacturing, systems engineering and operations research",4,2908,611,21.0,1673,57.5,193,6.6,42,1.4,389,13.4
6081,r070,All graduate students -> Doctoral students -> Engineering -> Mechanical engineering,All graduate students,Doctoral students,Engineering,Mechanical engineering,4,10219,3417,33.4,4978,48.7,803,7.9,260,2.5,761,7.4
6081,r071,"All graduate students -> Doctoral students -> Engineering -> Metallurgical, mining, materials and related engineering fields",All graduate students,Doctoral students,Engineering,"Metallurgical, mining, materials and related engineering fields",4,4497,1555,34.6,1890,42.0,400,8.9,103,2.3,549,12.2
6081,r072,All graduate students -> Doctoral students -> Engineering -> Other engineering,All graduate students,Doctoral students,Engineering,Other engineering,4,5797,1851,31.9,2840,49.0,499,8.6,84,1.4,523,9.0
6081,r073,All graduate students -> Doctoral students -> Health,All graduate students,Doctoral students,Health,,3,10556,1960,18.6,5449,51.6,546,5.2,142,1.3,2459,23.3
6081,r074,All graduate students -> Doctoral students -> Health -> Clinical medicine<sup>a</sup>,All graduate students,Doctoral students,Health,Clinical medicine<sup>a</sup>,4,3342,695,20.8,1577,47.2,211,6.3,43,1.3,816,24.4
6081,r075,All graduate students -> Doctoral students -> Health -> Other health,All graduate students,Doctoral students,Health,Other health,4,7214,1265,17.5,3872,53.7,335,4.6,99,1.4,1643,22.8
