table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012
10318,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,2724,1205,1981,2121,1850,2347,2210,2414,3070,2129,2730
10318,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,4983,5022,5211,5494,5351,5136,5073,5821,5871,5427,6408
10318,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,752,872,921,885,792,656,528,672,560,555,1099
10318,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,1182,1138,1191,1198,1126,1150,1148,1274,1311,1106,1103
10318,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,2621,2500,2599,3041,3002,2939,2969,3356,3470,3269,3708
10318,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,429,512,501,370,430,391,427,520,530,496,497
10318,r031,All fields -> Psychology,All fields,Psychology,,2,906,1104,1855,1892,1747,1838,1741,2086,2156,1887,2087
10318,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,11,23,6,2,3,4,22,2,14,16,14
10318,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,53,51,52,47,41,37,19,51,75,54,62
10318,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,843,1031,1797,1843,1703,1797,1700,2033,2067,1816,2011
10318,r035,All fields -> Social sciences,All fields,Social sciences,,2,983,1026,1090,1097,1124,1147,977,1157,1197,1262,1125
10318,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,16,15,15,18,15,16,17,29,25,26,30
10318,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,227,234,205,216,203,250,212,230,274,399,344
10318,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,18,19,19,33,45,41,29,25,14,12,13
10318,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,96,125,120,70,144,218,95,139,132,133,155
10318,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,625,634,731,760,717,622,623,734,752,693,583
10318,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,1334,1329,1916,2089,2461,1403,2177,3713,2763,3401,2546
