table_id,row_id,occupation_and_age_full_path,occupation_and_age_level_1,occupation_and_age_level_2,occupation_and_age_level_3,occupation_and_age_level_4,occupation_and_age_hierarchy_depth,field_all_degrees_total,field_all_degrees_female,field_all_degrees_male,field_bachelor_s_total,field_bachelor_s_female,field_bachelor_s_male,field_master_s_total,field_master_s_female,field_master_s_male,field_doctorate_total,field_doctorate_female,field_doctorate_male,field_professional_total,field_professional_female,field_professional_male
6841,r025,"All occupations, all ages -> S&E occupations -> Physical and related scientists -> 50&#8211;75","All occupations, all ages",S&E occupations,Physical and related scientists,50&#8211;75,4,105000,23000,82000,35000,9000,26000,27000,9000,18000,43000,5000,38000,,,
6841,r026,"All occupations, all ages -> S&E occupations -> Social and related scientists","All occupations, all ages",S&E occupations,Social and related scientists,,3,500000,274000,226000,136000,64000,S,172000,111000,61000,164000,82000,82000,28000,17000,11000
6841,r027,"All occupations, all ages -> S&E occupations -> Social and related scientists -> 29 and younger","All occupations, all ages",S&E occupations,Social and related scientists,29 and younger,4,87000,37000,S,S,S,S,22000,12000,9000,5000,3000,S,,,
6841,r028,"All occupations, all ages -> S&E occupations -> Social and related scientists -> 30&#8211;39","All occupations, all ages",S&E occupations,Social and related scientists,30&#8211;39,4,157000,98000,59000,40000,19000,S,60000,43000,18000,47000,28000,19000,9000,S,1000
6841,r029,"All occupations, all ages -> S&E occupations -> Social and related scientists -> 40&#8211;49","All occupations, all ages",S&E occupations,Social and related scientists,40&#8211;49,4,106000,71000,35000,18000,14000,S,39000,26000,13000,44000,27000,17000,6000,4000,S
6841,r030,"All occupations, all ages -> S&E occupations -> Social and related scientists -> 50&#8211;75","All occupations, all ages",S&E occupations,Social and related scientists,50&#8211;75,4,150000,67000,82000,16000,8000,8000,52000,30000,22000,69000,25000,45000,12000,4000,8000
6841,r031,"All occupations, all ages -> S&E occupations -> Engineers","All occupations, all ages",S&E occupations,Engineers,,3,1619000,238000,1381000,1000000,131000,869000,508000,90000,418000,109000,15000,94000,2000,,S
6841,r032,"All occupations, all ages -> S&E occupations -> Engineers -> 29 and younger","All occupations, all ages",S&E occupations,Engineers,29 and younger,4,314000,69000,245000,231000,46000,185000,79000,22000,58000,4000,1000,3000,,,
6841,r033,"All occupations, all ages -> S&E occupations -> Engineers -> 30&#8211;39","All occupations, all ages",S&E occupations,Engineers,30&#8211;39,4,437000,73000,364000,254000,39000,215000,143000,26000,116000,40000,7000,33000,,,
6841,r034,"All occupations, all ages -> S&E occupations -> Engineers -> 40&#8211;49","All occupations, all ages",S&E occupations,Engineers,40&#8211;49,4,323000,43000,280000,201000,19000,181000,97000,21000,76000,25000,3000,22000,,,
6841,r035,"All occupations, all ages -> S&E occupations -> Engineers -> 50&#8211;75","All occupations, all ages",S&E occupations,Engineers,50&#8211;75,4,544000,53000,492000,314000,26000,288000,190000,21000,169000,40000,5000,35000,,,
6841,r036,"All occupations, all ages -> S&E-related occupations","All occupations, all ages",S&E-related occupations,,,2,6803000,3632000,3172000,3512000,1986000,1526000,1945000,1136000,808000,227000,99000,128000,1120000,411000,709000
6841,r037,"All occupations, all ages -> S&E-related occupations -> 29 and younger","All occupations, all ages",S&E-related occupations,29 and younger,,3,987000,695000,291000,653000,474000,180000,217000,152000,65000,14000,6000,8000,103000,64000,39000
6841,r038,"All occupations, all ages -> S&E-related occupations -> 30&#8211;39","All occupations, all ages",S&E-related occupations,30&#8211;39,,3,1943000,1036000,907000,1000000,542000,458000,525000,310000,215000,49000,21000,28000,369000,163000,206000
6841,r039,"All occupations, all ages -> S&E-related occupations -> 40&#8211;49","All occupations, all ages",S&E-related occupations,40&#8211;49,,3,1591000,776000,815000,710000,347000,363000,554000,301000,253000,66000,23000,44000,260000,105000,155000
6841,r040,"All occupations, all ages -> S&E-related occupations -> 50&#8211;75","All occupations, all ages",S&E-related occupations,50&#8211;75,,3,2282000,1124000,1159000,1149000,623000,525000,650000,373000,277000,97000,48000,49000,387000,79000,308000
6841,r041,"All occupations, all ages -> Non-S&E occupations","All occupations, all ages",Non-S&E occupations,,,2,27200000,14144000,13056000,17903000,9142000,8760000,7383000,4202000,3181000,627000,270000,358000,1286000,530000,757000
6841,r042,"All occupations, all ages -> Non-S&E occupations -> 29 and younger","All occupations, all ages",Non-S&E occupations,29 and younger,,3,3562000,2126000,1436000,2865000,1706000,1159000,633000,392000,240000,3000,3000,,60000,25000,36000
6841,r043,"All occupations, all ages -> Non-S&E occupations -> 30&#8211;39","All occupations, all ages",Non-S&E occupations,30&#8211;39,,3,7216000,3989000,3226000,4586000,2402000,2184000,2151000,1340000,811000,101000,46000,55000,378000,201000,177000
6841,r044,"All occupations, all ages -> Non-S&E occupations -> 40&#8211;49","All occupations, all ages",Non-S&E occupations,40&#8211;49,,3,6644000,3499000,3145000,4230000,2146000,2084000,1927000,1173000,754000,164000,71000,93000,322000,109000,214000
6841,r045,"All occupations, all ages -> Non-S&E occupations -> 50&#8211;75","All occupations, all ages",Non-S&E occupations,50&#8211;75,,3,9779000,4530000,5249000,6221000,2888000,3333000,2672000,1296000,1376000,359000,150000,210000,526000,195000,331000
