table_id,row_id,field_full_path,field_level_1,field_level_2,field_level_3,field_level_4,field_hierarchy_depth,field_2020,field_2021,field__change_2020_21
7881,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,594688,552551,-7.1
7881,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,1254387,1205143,-3.9
7881,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,953370,1022500,7.3
7881,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,13707821,14293487,4.3
7881,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,1293452,1451964,12.3
7881,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,1470038,1560381,6.1
7881,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,1001458,1024301,2.3
7881,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,1424780,1482377,4.0
7881,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,3051845,3080363,0.9
7881,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering,All R&D fields,Engineering,Industrial and manufacturing engineering,,3,586908,573915,-2.2
7881,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,1817413,1881551,3.5
7881,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,818665,841196,2.8
7881,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,2243262,2397439,6.9
7881,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,5023112,5113430,1.8
7881,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,880567,934020,6.1
7881,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,190252,186003,-2.2
7881,r043,All R&D fields -> Non-S&E -> Education,All R&D fields,Non-S&E,Education,,3,1602246,1616705,0.9
7881,r044,All R&D fields -> Non-S&E -> Humanities,All R&D fields,Non-S&E,Humanities,,3,563400,556694,-1.2
7881,r045,All R&D fields -> Non-S&E -> Law,All R&D fields,Non-S&E,Law,,3,267655,282662,5.6
7881,r046,All R&D fields -> Non-S&E -> Social work,All R&D fields,Non-S&E,Social work,,3,307106,319273,4.0
7881,r047,All R&D fields -> Non-S&E -> Visual and performing arts,All R&D fields,Non-S&E,Visual and performing arts,,3,173191,179563,3.7
7881,r048,All R&D fields -> Non-S&E -> Non-S&E nec,All R&D fields,Non-S&E,Non-S&E nec,,3,1038695,1038510,0.0
