table_id,row_id,_b_r_d_field_b_full_path,_b_r_d_field_b_level_1,_b_r_d_field_b_level_2,_b_r_d_field_b_level_3,_b_r_d_field_b_level_4,_b_r_d_field_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_imputed_amount,field_total_imputed_amount_as_of_total,field_federally_financed_all_r_d_expenditures,field_federally_financed_imputed_amount,field_federally_financed_imputed_amount_as_of_total
3214,r036,All R&D fields -> All science and engineering -> Engineering -> Industrial and manufacturing engineering,All R&D fields,All science and engineering,Engineering,Industrial and manufacturing engineering,4,26118,3432,13.1,18575,959,5.2
3214,r037,All R&D fields -> All science and engineering -> Engineering -> Mechanical engineering,All R&D fields,All science and engineering,Engineering,Mechanical engineering,4,93404,8762,9.4,49220,3804,7.7
3214,r038,All R&D fields -> All science and engineering -> Engineering -> Metallurgical and materials engineering,All R&D fields,All science and engineering,Engineering,Metallurgical and materials engineering,4,68605,608,0.9,38508,217,0.6
3214,r039,All R&D fields -> All science and engineering -> Engineering -> Engineering nec,All R&D fields,All science and engineering,Engineering,Engineering nec,4,259381,2397,0.9,37486,673,1.8
3214,r040,All R&D fields -> All non-science and engineering,All R&D fields,All non-science and engineering,,,2,46802,268,0.6,5503,61,1.1
3214,r041,All R&D fields -> All non-science and engineering -> Business management and business administration,All R&D fields,All non-science and engineering,Business management and business administration,,3,7606,36,0.5,214,4,1.9
3214,r042,All R&D fields -> All non-science and engineering -> Communication and communications technologies,All R&D fields,All non-science and engineering,Communication and communications technologies,,3,3996,7,0.2,141,0,0.0
3214,r043,All R&D fields -> All non-science and engineering -> Education,All R&D fields,All non-science and engineering,Education,,3,4296,73,1.7,1154,31,2.7
3214,r044,All R&D fields -> All non-science and engineering -> Humanities,All R&D fields,All non-science and engineering,Humanities,,3,4435,41,0.9,26,1,3.8
3214,r045,All R&D fields -> All non-science and engineering -> Law,All R&D fields,All non-science and engineering,Law,,3,526,10,1.9,182,1,0.5
3214,r046,All R&D fields -> All non-science and engineering -> Social work,All R&D fields,All non-science and engineering,Social work,,3,2144,9,0.4,173,4,2.3
3214,r047,All R&D fields -> All non-science and engineering -> Visual and performing arts,All R&D fields,All non-science and engineering,Visual and performing arts,,3,1416,10,0.7,135,0,0.0
3214,r048,All R&D fields -> All non-science and engineering -> Non-science and engineering nec,All R&D fields,All non-science and engineering,Non-science and engineering nec,,3,22383,82,0.4,3478,20,0.6
