table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_agricultural_sciences,field_biological_sciences_excluding_environmental_biology_,field_environmental_biology,field_medical_sciences,field_other_life_sciences
6382,r016,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,214105.6,0.0,0.0,0.0,214105.6,0.0
6382,r017,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,38025.3,0.0,9352.9,0.0,10627.6,18044.8
6382,r018,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,104764.9,0.0,24491.4,0.0,77721.0,2552.4
6382,r019,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,39003.2,34750.2,2354.5,0.0,0.0,1898.5
6382,r020,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,37004.8,34750.2,2254.5,0.0,0.0,0.0
6382,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,100.0,0.0,100.0,0.0,0.0,0.0
6382,r022,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,100.0,0.0,100.0,0.0,0.0,0.0
6382,r023,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,1898.5,0.0,0.0,0.0,0.0,1898.5
6382,r024,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,18022580.0,0.0,9280018.3,0.0,6889319.9,1853241.8
6382,r025,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,172573.6,0.0,0.0,0.0,171307.5,1266.1
6382,r026,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,266098.5,0.0,68640.2,0.0,88971.4,108487.0
6382,r027,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,223561.9,0.0,0.0,0.0,223561.9,0.0
6382,r028,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,463951.7,0.0,463951.7,0.0,0.0,0.0
6382,r029,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,16449.3,0.0,0.0,0.0,16449.3,0.0
6382,r030,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,16879944.9,0.0,8747426.4,0.0,6389029.8,1743488.7
6382,r031,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,70329.4,0.0,70329.4,0.0,0.0,0.0
6382,r032,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,323.6,0.0,323.6,0.0,0.0,0.0
6382,r033,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,70005.8,0.0,70005.8,0.0,0.0,0.0
6382,r034,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,200503.7,32650.0,82498.9,85354.8,0.0,0.0
6382,r035,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,13724.0,0.0,0.0,13724.0,0.0,0.0
6382,r036,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,4291.7,0.0,3084.8,1206.9,0.0,0.0
6382,r037,All agencies -> Departments -> Department of the Interior -> U.S. Fish and Wildlife Service,All agencies,Departments,Department of the Interior,U.S. Fish and Wildlife Service,,4,32650.0,32650.0,0.0,0.0,0.0,0.0
6382,r038,All agencies -> Departments -> Department of the Interior -> U.S. Geological Survey,All agencies,Departments,Department of the Interior,U.S. Geological Survey,,4,149838.0,0.0,79414.1,70423.9,0.0,0.0
6382,r039,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,11236.4,150.0,3761.6,0.0,6491.3,833.5
6382,r040,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,11236.4,150.0,3761.6,0.0,6491.3,833.5
6382,r041,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,28000.0,0.0,0.0,0.0,28000.0,0.0
6382,r042,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,7923.9,0.0,0.0,0.0,7923.9,0.0
6382,r043,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,7923.9,0.0,0.0,0.0,7923.9,0.0
6382,r044,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,674885.1,0.0,0.0,0.0,674885.1,0.0
6382,r045,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,
6382,r046,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,125214.9,84094.6,0.0,0.0,41120.3,0.0
6382,r047,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,162744.7,586.4,112491.9,45760.5,241.8,3664.1
6382,r048,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,88984.9,0.0,0.0,0.0,0.0,88984.9
6382,r049,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,5954.9,0.0,5954.9,0.0,0.0,0.0
6382,r050,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,469730.1,0.0,0.0,0.0,469730.1,0.0
