table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_level_5,region_country_or_economy_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1994,r011,Exports -> World -> Europe -> EU,Exports,World,Europe,EU,,4,1242975,1482138,1597173,1792381,2133250,2314139,1725415,1956072,2328501,2207682,2327224,2390299,2128315,2162055,2365211,2497137
1994,r012,Exports -> World -> Europe -> EU -> France,Exports,World,Europe,EU,France,5,150237,173566,178316,190832,219600,234835,176297,190569,215205,201867,204340,206216,180457,182851,202987,223674
1994,r013,Exports -> World -> Europe -> EU -> Germany,Exports,World,Europe,EU,Germany,5,382067,455661,502222,567491,660278,728966,530463,619372,744186,709328,731985,758152,673231,678517,743488,792838
1994,r014,Exports -> World -> Europe -> EU -> United Kingdom,Exports,World,Europe,EU,United Kingdom,5,115611,131297,137901,153205,171789,170482,124898,146661,172291,170159,176330,183753,169470,160787,169539,180926
1994,r015,Exports -> World -> Europe -> EU -> Other EU,Exports,World,Europe,EU,Other EU,5,595060,721613,778734,880853,1081583,1179857,893757,999470,1196819,1126327,1214568,1242178,1105157,1139900,1249197,1299699
1994,r016,Exports -> World -> Europe -> Other Europe,Exports,World,Europe,Other Europe,,4,81947,101556,113364,130682,163252,198464,144406,163640,198565,202485,203169,200452,179250,171524,195315,212500
1994,r017,Exports -> World -> Middle East,Exports,World,Middle East,,,3,21675,28163,36992,44584,57344,74017,68456,80580,99335,124529,126721,133726,102005,94807,118845,97114
1994,r018,Exports -> World -> Asia,Exports,World,Asia,,,3,575493,734249,844745,983954,1168617,1346658,1075238,1452437,1698477,1727455,1710386,1757906,1656251,1624150,1787843,1936001
1994,r019,Exports -> World -> Asia -> China,Exports,World,Asia,China,,4,95001,128379,166236,215787,289299,368975,302487,411527,508315,530814,550629,595834,587416,559134,619447,696878
1994,r020,Exports -> World -> Asia -> India,Exports,World,Asia,India,,4,9658,13188,18388,22889,26845,36321,33275,43378,55427,56647,63597,63775,60016,60935,71706,86349
1994,r021,Exports -> World -> Asia -> Indonesia,Exports,World,Asia,Indonesia,,4,7471,8805,11133,12821,16014,18165,15349,19424,24836,25066,25829,26155,22129,23903,25516,27908
1994,r022,Exports -> World -> Asia -> Japan,Exports,World,Asia,Japan,,4,264715,318838,337684,371215,414283,450921,320684,447050,482481,476474,422288,409140,369791,388899,417144,445311
1994,r023,Exports -> World -> Asia -> Malaysia,Exports,World,Asia,Malaysia,,4,15238,20020,24286,25142,27616,29192,24706,32486,36455,38651,39001,41144,38906,38179,40585,44580
1994,r024,Exports -> World -> Asia -> Philippines,Exports,World,Asia,Philippines,,4,3673,6433,7132,7361,7118,8293,7251,8525,8786,14303,13506,14779,13879,12001,21074,19885
1994,r025,Exports -> World -> Asia -> Singapore,Exports,World,Asia,Singapore,,4,39031,50240,53622,59823,69841,75328,65236,83884,105726,106802,103015,104723,95776,94978,103071,117624
1994,r026,Exports -> World -> Asia -> South Korea,Exports,World,Asia,South Korea,,4,74958,103234,126376,154347,180367,210401,188741,244734,291222,285309,293068,296871,278174,257388,275928,257473
1994,r027,Exports -> World -> Asia -> Taiwan,Exports,World,Asia,Taiwan,,4,42579,53277,61301,69513,80549,83661,63474,85097,94383,92383,93096,94346,84243,78227,89106,98093
1994,r028,Exports -> World -> Asia -> Thailand,Exports,World,Asia,Thailand,,4,20133,27564,33404,38402,47338,54398,43884,62463,72883,79072,83959,86592,81306,83554,90366,98722
1994,r029,Exports -> World -> Asia -> Vietnam,Exports,World,Asia,Vietnam,,4,1360,1912,2345,3290,4723,5542,5228,7751,10592,13764,14690,17053,17393,19580,26039,34627
1994,r030,Exports -> World -> Asia -> Other Asia,Exports,World,Asia,Other Asia,,4,1675,2359,2839,3364,4623,5463,4924,6117,7371,8170,7707,7495,7222,7373,7858,8550
1994,r031,Exports -> World -> Oceania,Exports,World,Oceania,,,3,11117,12407,14005,14081,16973,18657,14269,16682,18793,19737,18727,18474,16818,16112,16038,16385
1994,r032,Exports -> World -> Oceania -> Australia,Exports,World,Oceania,Australia,,4,8405,9330,10875,10924,13273,14697,11112,13260,14772,15481,14620,14190,12830,12360,12364,12694
1994,r033,Exports -> World -> Oceania -> New Zealand,Exports,World,Oceania,New Zealand,,4,2712,3076,3130,3157,3700,3960,3157,3422,4021,4256,4107,4284,3989,3752,3673,3691
1994,r034,Imports,Imports,,,,,1,,,,,,,,,,,,,,,,
1994,r035,Imports -> World,Imports,World,,,,2,2408845,2903237,3205990,3606893,4220271,4666728,3550768,4315196,5108693,5098368,5210180,5344771,4943873,4945029,5426112,5837416
1994,r036,Imports -> World -> North America,Imports,World,North America,,,3,602724,679105,751595,828919,871976,882580,657515,831520,960620,1052178,1072764,1128233,1142301,1123662,1187759,1280735
1994,r037,Imports -> World -> North America -> Canada,Imports,World,North America,Canada,,4,110526,122266,136585,151234,161493,161399,124867,155446,175238,188055,188945,190381,179374,176524,188270,197711
1994,r038,Imports -> World -> North America -> Mexico,Imports,World,North America,Mexico,,4,72675,82718,94638,108462,117978,125313,92952,119322,138721,152737,159673,169630,172736,170409,183894,197663
1994,r039,Imports -> World -> North America -> United States,Imports,World,North America,United States,,4,419524,474122,520372,569222,592505,595867,439696,556752,646661,711386,724145,768222,790191,776729,815595,885361
1994,r040,Imports -> World -> Central and South America,Imports,World,Central and South America,,,3,59245,78056,98413,115841,148041,201484,152531,201921,255869,262196,265993,243797,212661,185289,198208,223349
1994,r041,Imports -> World -> Central and South America -> Brazil,Imports,World,Central and South America,Brazil,,4,21557,26947,31153,36520,49543,74332,58204,79762,99947,98737,105602,98545,78972,65751,65877,84977
1994,r042,Imports -> World -> Central and South America -> Other South America,Imports,World,Central and South America,Other South America,,4,37688,51110,67260,79321,98498,127152,94327,122159,155921,163459,160391,145251,133689,119538,132331,138372
1994,r043,Imports -> World -> Europe,Imports,World,Europe,,,3,1152553,1389471,1510250,1717734,2068402,2258948,1626184,1852758,2229004,2078193,2167282,2219181,1984571,2039549,2274566,2410843
1994,r044,Imports -> World -> Europe -> EU,Imports,World,Europe,EU,,4,1041038,1244146,1333563,1502629,1781629,1904516,1401724,1576900,1865915,1703842,1786784,1867912,1704494,1758220,1947840,2076583
1994,r045,Imports -> World -> Europe -> EU -> France,Imports,World,Europe,EU,France,5,132809,155896,167581,178986,216080,235082,181553,195279,231976,210773,214562,213917,192205,199272,227173,241870
1994,r046,Imports -> World -> Europe -> EU -> Germany,Imports,World,Europe,EU,Germany,5,191728,223435,249829,294060,326606,365049,282205,327157,399638,373606,383731,401820,363369,374895,421470,466488
1994,r047,Imports -> World -> Europe -> EU -> United Kingdom,Imports,World,Europe,EU,United Kingdom,5,144053,168930,172189,190798,220490,205665,149150,182200,207354,190351,200660,220237,209687,204012,211831,221031
1994,r048,Imports -> World -> Europe -> EU -> Other EU,Imports,World,Europe,EU,Other EU,5,572447,695885,743965,838784,1018453,1098720,788816,872264,1026948,929112,987830,1031937,939233,980040,1087366,1147194
1994,r049,Imports -> World -> Europe -> Other Europe,Imports,World,Europe,Other Europe,,4,111515,145325,176687,215105,286773,354432,224459,275858,363088,374351,380498,351269,280077,281329,326726,334260
1994,r050,Imports -> World -> Middle East,Imports,World,Middle East,,,3,71867,89078,100469,105613,156037,194664,164635,173805,195222,222657,237989,254147,225602,204563,240359,215412
1994,r051,Imports -> World -> Asia,Imports,World,Asia,,,3,481084,616782,687676,778786,903454,1045654,884049,1173266,1377148,1377353,1369522,1404101,1291779,1306958,1422525,1606536
1994,r052,Imports -> World -> Asia -> China,Imports,World,Asia,China,,4,177642,231407,250464,287468,338828,377199,340847,468439,550313,522025,529428,557574,485088,494003,522831,580621
1994,r053,Imports -> World -> Asia -> India,Imports,World,Asia,India,,4,14458,19902,29370,38309,49171,73055,60718,72581,90198,94884,90226,91245,90507,88889,98134,146333
1994,r054,Imports -> World -> Asia -> Indonesia,Imports,World,Asia,Indonesia,,4,12471,17529,20555,20834,23702,44872,35585,48510,61551,69006,65242,61887,54532,52331,57825,70121
1994,r055,Imports -> World -> Asia -> Japan,Imports,World,Asia,Japan,,4,74639,88715,96837,109103,118399,131561,100822,125659,149592,150589,142518,146859,136319,139701,151683,169389
1994,r056,Imports -> World -> Asia -> Malaysia,Imports,World,Asia,Malaysia,,4,22005,28449,31482,34781,39613,42167,36351,46997,51614,55610,55905,55762,50162,50279,55352,60306
1994,r057,Imports -> World -> Asia -> Philippines,Imports,World,Asia,Philippines,,4,8429,8808,9368,10053,10287,11669,10031,13437,15220,16084,16057,17598,19869,27283,31292,33081
1994,r058,Imports -> World -> Asia -> Singapore,Imports,World,Asia,Singapore,,4,32912,41924,44319,51327,59973,68349,55482,70117,79972,84268,81188,80164,71523,72481,76696,88468
1994,r059,Imports -> World -> Asia -> South Korea,Imports,World,Asia,South Korea,,4,47051,60499,68714,77656,91570,101561,86000,114374,126612,124403,127381,128276,123368,118719,139845,142724
1994,r060,Imports -> World -> Asia -> Taiwan,Imports,World,Asia,Taiwan,,4,41242,57432,60796,63978,67603,66918,51089,80233,86460,78655,79171,79664,73051,74957,77481,82424
1994,r061,Imports -> World -> Asia -> Thailand,Imports,World,Asia,Thailand,,4,25312,30769,36072,37372,42143,52339,41029,57336,68886,82319,76343,70475,65928,66811,70317,76073
1994,r062,Imports -> World -> Asia -> Vietnam,Imports,World,Asia,Vietnam,,4,9182,10449,11587,13534,20448,26111,24551,28373,33799,34195,39119,44908,52901,55219,66296,76877
1994,r063,Imports -> World -> Asia -> Other Asia,Imports,World,Asia,Other Asia,,4,15739,20898,28111,34369,41717,49853,41546,47209,62932,65314,66943,69688,68531,66282,74773,80118
1994,r064,Imports -> World -> Oceania,Imports,World,Oceania,,,3,41372,50744,57586,60000,72361,83399,65854,81925,90830,105791,96630,95312,86959,85008,102695,100541
1994,r065,Imports -> World -> Oceania -> Australia,Imports,World,Oceania,Australia,,4,34050,41664,47710,51040,61181,71659,57718,71915,79347,92762,82689,79836,73227,70905,86345,83534
1994,r066,Imports -> World -> Oceania -> New Zealand,Imports,World,Oceania,New Zealand,,4,7322,9080,9876,8960,11180,11739,8136,10011,11483,13030,13941,15476,13732,14102,16350,17007
