table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_performed_by_the_company_total,field_performed_by_the_company_paid_for_by_the_company,field_performed_by_the_company_paid_for_by_others,field_performed_by_others_total,field_performed_by_others_paid_for_by_the_company,field_performed_by_others_paid_for_by_others
2728,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,443', '  ']","['2,251', '  ']","['192', '  ']","['72', '  ']","['72', '  ']","['*', '  ']"
2728,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,653', '  ']","['1,568', '  ']","['85', '  ']","['6 - 96', '  ']","['6 - 18', '  ']","['0 - 79', '  ']"
2728,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,460', '  ']","['1,135', 'i ']","['326', '  ']","['100 - 107', 'i ']","['101', 'i ']","['0 - 7', '  ']"
2728,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['74,592', '  ']","['64,800', '  ']","['9,792', '  ']","['34,981', '  ']","['31,078', '  ']","['3,903', '  ']"
2728,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,710', '  ']","['2,573', '  ']","['137', '  ']","['270 - 350', '  ']","['271', '  ']","['0 - 79', '  ']"
2728,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,278', '  ']","['1,257', '  ']","['21', '  ']","['33 - 123', '  ']","['33 - 45', '  ']","['0 - 79', '  ']"
2728,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,751', '  ']","['2,667', '  ']","['83', '  ']","['115', '  ']","['68', '  ']","['47', '  ']"
2728,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,385', '  ']","['1,361', '  ']","['24', '  ']","['15', '  ']","['15', '  ']","['0', '  ']"
2728,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['839', '  ']","['817', '  ']","['22', 'i ']","['38', '  ']","['37', '  ']","['1', '  ']"
2728,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,327', '  ']","['2,222', '  ']","['105', '  ']","['86', '  ']","['85', '  ']","['1', '  ']"
2728,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['14,799', '  ']","['13,765', '  ']","['1,034', '  ']","['484', '  ']","['429', '  ']","['55', '  ']"
2728,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,872', '  ']","['1,862', '  ']","['10', '  ']","['188', '  ']","['188', '  ']","['*', '  ']"
2728,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['4,166', '  ']","['3,623', '  ']","['543', '  ']","['43', '  ']","['1 - 10', '  ']","['32 - 42', '  ']"
2728,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['2,483', '  ']","['2,310', '  ']","['173', '  ']","['49 - 72', '  ']","['50', '  ']","['0 - 21', '  ']"
2728,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['6,278', '  ']","['5,970', '  ']","['307', '  ']","['182 - 205', '  ']","['182 - 191', '  ']","['0 - 22', '  ']"
2728,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['83,697', '  ']","['73,922', '  ']","['9,775', '  ']","['2,213', '  ']","['1,785', '  ']","['429', '  ']"
2728,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['13,107', '  ']","['11,822', '  ']","['1,285', 'i ']","['844', '  ']","['779', '  ']","['64', 'i ']"
2728,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['31,052', '  ']","['28,642', '  ']","['2,410', '  ']","['398', '  ']","['384', '  ']","['13', '  ']"
2728,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['16,727', '  ']","['10,864', '  ']","['5,863', '  ']","['701', '  ']","['359', '  ']","['342', '  ']"
2728,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,208', '  ']","['3,046', '  ']","['163', '  ']","['80', '  ']","['80', '  ']","['*', '  ']"
2728,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['8,843', '  ']","['3,388', '  ']","['5,455', '  ']","['504 - 515', '  ']","['177 - 186', '  ']","['328', '  ']"
2728,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['4,675', '  ']","['4,430', '  ']","['245', '  ']","['107 - 117', '  ']","['94 - 103', '  ']","['13', '  ']"
2728,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['22,811', '  ']","['22,594', '  ']","['217', '  ']","['271', '  ']","['261', '  ']","['9', '  ']"
2728,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,487', '  ']","['4,222', '  ']","['266', '  ']","['158', '  ']","['109', '  ']","['49', '  ']"
2728,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['52,629', '  ']","['35,894', '  ']","['16,735', '  ']","['6,849', '  ']","['3,218', '  ']","['3,631', '  ']"
2728,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['25,586', '  ']","['23,080', '  ']","['2,506', '  ']","['2,761 - 2,786', '  ']","['2,608', '  ']","['154 - 177', '  ']"
2728,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['24,291', '  ']","['11,160', '  ']","['13,131', 'i ']","['4,010', '  ']","['555', '  ']","['3,455', 'i ']"
2728,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['22,968', '  ']","['10,746', '  ']","['12,222', 'i ']","['3,877', '  ']","['422', '  ']","['3,455', 'i ']"
2728,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,323', '  ']","['414', '  ']","['909', '  ']","['133', '  ']","['133', '  ']","['0', '  ']"
2728,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['11', '  ']","['6', '  ']","['6', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2728,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,741', '  ']","['1,649', '  ']","['1,092', '  ']","['54 - 78', '  ']","['55', '  ']","['0 - 23', '  ']"
2728,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['410', '  ']","['404', '  ']","['5', '  ']","['19 - 20', '  ']","['19', '  ']","['0 - 1', '  ']"
2728,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['17,209', '  ']","['16,807', '  ']","['402', '  ']","['1,043 - 1,048', '  ']","['1,003', '  ']","['40 - 46', '  ']"
2728,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['14,531', '  ']","['14,267', '  ']","['264', '  ']","['866', '  ']","['839', '  ']","['27', '  ']"
2728,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,678', '  ']","['2,540', '  ']","['138', 'i ']","['177 - 182', 'i ']","['163', '  ']","['14 - 18', 'i ']"
2728,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['166,961', '  ']","['143,123', '  ']","['23,838', '  ']","['5,226', '  ']","['3,589', '  ']","['1,637', '  ']"
2728,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,905', '  ']","['1,775', '  ']","['130', '  ']","['141', '  ']","['141', '  ']","['*', '  ']"
2728,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['275', '  ']","['224', '  ']","['51', '  ']","['223', '  ']","['211', '  ']","['12', '  ']"
2728,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['906', 'i ']","['881', 'i ']","['25', '  ']","['39', '  ']","['36', '  ']","['4', '  ']"
2728,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['11,652', 'i ']","['11,557', 'i ']","['94', '  ']","['0 - 131', 'i ']","['0 - 131', 'i ']","['0', '  ']"
2728,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['942', '  ']","['935', '  ']","['7', '  ']","['31', '  ']","['31', '  ']","['0', '  ']"
2728,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['94,349', '  ']","['93,487', '  ']","['862', '  ']","['2,141', '  ']","['2,062', '  ']","['79', '  ']"
2728,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['32,770', '  ']","['32,281', '  ']","['489', '  ']","['1,184', '  ']","['1,108', '  ']","['75', '  ']"
2728,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['131', '  ']","['131', '  ']","['*', '  ']","['6', '  ']","['5', '  ']","['1', '  ']"
2728,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['32,639', '  ']","['32,150', '  ']","['489', '  ']","['1,178', '  ']","['1,103', '  ']","['75', '  ']"
2728,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,696', '  ']","['3,631', '  ']","['65', '  ']","['353', '  ']","['352', '  ']","['2', '  ']"
2728,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['23,306', '  ']","['23,115', '  ']","['191', '  ']","['209', '  ']","['207', '  ']","['2', '  ']"
2728,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['34,576', '  ']","['34,459', '  ']","['117', '  ']","['395', '  ']","['395', '  ']","['0', '  ']"
2728,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['7,471', '  ']","['7,426', '  ']","['45', '  ']","['348', '  ']","['347', '  ']","['1', '  ']"
2728,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['1,022', '  ']","['1,022', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']"
2728,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['6', '  ']","['6', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']"
2728,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1,016', '  ']","['1,016', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']"
2728,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['44,860', '  ']","['22,374', '  ']","['22,486', '  ']","['2,021', '  ']","['552', '  ']","['1,469', '  ']"
2728,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['3,961', '  ']","['2,277', '  ']","['1,684', '  ']","['419', '  ']","['103', '  ']","['316', '  ']"
2728,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['15,923', '  ']","['13,633', '  ']","['2,291', '  ']","['140', '  ']","['111', '  ']","['29', '  ']"
2728,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['20,185', '  ']","['2,424', '  ']","['17,761', '  ']","['1,287', '  ']","['238', '  ']","['1,049', '  ']"
2728,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['5,857', '  ']","['820', '  ']","['5,037', '  ']","['70 - 221', '  ']","['71', '  ']","['0 - 150', '  ']"
2728,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['13,657', '  ']","['1,577', '  ']","['12,080', '  ']","['1,067', '  ']","['167', '  ']","['900', '  ']"
2728,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['671', '  ']","['27', '  ']","['644', '  ']","['0 - 150', '  ']","['0', '  ']","['0 - 150', '  ']"
2728,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['4,791', '  ']","['4,041', '  ']","['750', '  ']","['175', '  ']","['100', '  ']","['75', '  ']"
2728,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,476', '  ']","['1,401', '  ']","['75', '  ']","['129', 'i ']","['80', '  ']","['49', 'i ']"
2728,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,103', '  ']","['2,041', '  ']","['62', '  ']","['26 - 157', '  ']","['3 - 134', '  ']","['23', '  ']"
2728,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['441,036', '  ']","['377,806', '  ']","['63,230', '  ']","['52,547', '  ']","['42,668', '  ']","['9,878', '  ']"
2728,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2728,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['4,390', '  ']","['3,340', '  ']","['1,050', '  ']","['528', '  ']","['415', '  ']","['113', '  ']"
2728,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['11,252', '  ']","['9,556', '  ']","['1,695', '  ']","['1,958', '  ']","['1,562', '  ']","['396', '  ']"
2728,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2728,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['12,321', '  ']","['10,446', '  ']","['1,875', '  ']","['2,011', '  ']","['1,836', '  ']","['174', '  ']"
2728,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['18,547', '  ']","['14,626', '  ']","['3,921', '  ']","['2,723', '  ']","['2,062', '  ']","['661', '  ']"
2728,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2728,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['19,645', '  ']","['16,604', '  ']","['3,041', '  ']","['2,984', '  ']","['2,352', '  ']","['631', '  ']"
2728,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['17,657', '  ']","['15,561', '  ']","['2,096', '  ']","['1,477', '  ']","['1,227', '  ']","['250', '  ']"
2728,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['68,578', '  ']","['58,509', '  ']","['10,068', '  ']","['7,175', '  ']","['5,696', '  ']","['1,479', '  ']"
2728,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['45,337', '  ']","['36,274', '  ']","['9,063', '  ']","['6,654', '  ']","['6,239', '  ']","['415', '  ']"
2728,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['84,420', '  ']","['74,423', '  ']","['9,997', '  ']","['16,503', '  ']","['14,801', '  ']","['1,702', 'i ']"
2728,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['158,889', '  ']","['138,465', '  ']","['20,423', '  ']","['10,535', '  ']","['6,478', '  ']","['4,056', '  ']"
