table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_level_5,_b_field_b_hierarchy_depth,field_2019,field_2020,field_2021
8265,r039,"All surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All surveyed fields<sup>a</sup>,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",,4,17,16,19
8265,r040,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,,,3,76,68,72
8265,r041,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics -> Applied mathematics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,Applied mathematics,,4,na,13,16
8265,r042,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics -> Mathematics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,Mathematics,,4,na,28,31
8265,r043,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,Mathematics and applied mathematics,,4,53,na,na
8265,r044,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics -> Statistics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,Statistics,,4,23,27,25
8265,r045,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup>,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,,,3,177,151,178
8265,r046,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup> -> Biological and physical sciences,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,Biological and physical sciences,,4,na,13,12
8265,r047,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup> -> Computational science,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,Computational science,,4,na,6,7
8265,r048,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup> -> Data science and data analytics,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,Data science and data analytics,,4,NA,10,8
8265,r049,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup> -> International and global studies,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,International and global studies,,4,na,10,7
8265,r050,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup> -> Multidisciplinary and interdisciplinary studies nec,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,Multidisciplinary and interdisciplinary studies nec,,4,na,112,144
8265,r051,All surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation,All surveyed fields<sup>a</sup>,Science,Natural resources and conservation,,,3,133,126,135
8265,r052,All surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation -> Environmental science and studies,All surveyed fields<sup>a</sup>,Science,Natural resources and conservation,Environmental science and studies,,4,48,44,48
8265,r053,"All surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All surveyed fields<sup>a</sup>,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",,4,85,82,87
8265,r054,All surveyed fields<sup>a</sup> -> Science -> Physical sciences,All surveyed fields<sup>a</sup>,Science,Physical sciences,,,3,391,420,410
8265,r055,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Astronomy and astrophysics,All surveyed fields<sup>a</sup>,Science,Physical sciences,Astronomy and astrophysics,,4,50,55,53
8265,r056,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Chemistry,All surveyed fields<sup>a</sup>,Science,Physical sciences,Chemistry,,4,154,164,161
8265,r057,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Materials sciences,All surveyed fields<sup>a</sup>,Science,Physical sciences,Materials sciences,,4,21,24,20
8265,r058,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Physics,All surveyed fields<sup>a</sup>,Science,Physical sciences,Physics,,4,145,155,156
8265,r059,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Physical sciences nec,All surveyed fields<sup>a</sup>,Science,Physical sciences,Physical sciences nec,,4,21,22,20
8265,r060,All surveyed fields<sup>a</sup> -> Science -> Psychology,All surveyed fields<sup>a</sup>,Science,Psychology,,,3,129,167,172
8265,r061,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Applied psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Applied psychology,,4,na,21,25
8265,r062,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Clinical psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Clinical psychology,,4,5,7,7
8265,r063,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Counseling psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Counseling psychology,,4,na,5,6
8265,r064,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Counseling and applied psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Counseling and applied psychology,,4,32,na,na
8265,r065,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Human development<sup>d</sup>,All surveyed fields<sup>a</sup>,Science,Psychology,Human development<sup>d</sup>,,4,na,32,29
8265,r066,"All surveyed fields<sup>a</sup> -> Science -> Psychology -> Psychology, general",All surveyed fields<sup>a</sup>,Science,Psychology,"Psychology, general",,4,73,77,75
8265,r067,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Research and experimental psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Research and experimental psychology,,4,19,25,30
8265,r068,All surveyed fields<sup>a</sup> -> Science -> Social sciences,All surveyed fields<sup>a</sup>,Science,Social sciences,,,3,464,462,462
8265,r069,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Agricultural and natural resource economics,All surveyed fields<sup>a</sup>,Science,Social sciences,Agricultural and natural resource economics,,4,19,18,15
8265,r070,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Anthropology,All surveyed fields<sup>a</sup>,Science,Social sciences,Anthropology,,4,35,39,39
8265,r071,"All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All surveyed fields<sup>a</sup>,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",,4,na,57,47
8265,r072,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Criminal justice and safety studies,All surveyed fields<sup>a</sup>,Science,Social sciences,Criminal justice and safety studies,,4,7,8,7
8265,r073,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Criminology,All surveyed fields<sup>a</sup>,Science,Social sciences,Criminology,,4,na,3,4
8265,r074,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Economics (except agricultural and natural resource),All surveyed fields<sup>a</sup>,Science,Social sciences,Economics (except agricultural and natural resource),,4,43,48,48
8265,r075,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Geography and cartography,All surveyed fields<sup>a</sup>,Science,Social sciences,Geography and cartography,,4,35,32,30
8265,r076,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Human development<sup>d</sup>,All surveyed fields<sup>a</sup>,Science,Social sciences,Human development<sup>d</sup>,,4,32,na,na
8265,r077,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> International relations and national security studies,All surveyed fields<sup>a</sup>,Science,Social sciences,International relations and national security studies,,4,11,11,19
8265,r078,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Linguistics,All surveyed fields<sup>a</sup>,Science,Social sciences,Linguistics,,4,14,14,13
8265,r079,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Political science and government,All surveyed fields<sup>a</sup>,Science,Social sciences,Political science and government,,4,28,27,24
8265,r080,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Public policy analysis,All surveyed fields<sup>a</sup>,Science,Social sciences,Public policy analysis,,4,63,73,72
8265,r081,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Sociology,All surveyed fields<sup>a</sup>,Science,Social sciences,Sociology,,4,46,47,49
8265,r082,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Urban studies and affairs ,All surveyed fields<sup>a</sup>,Science,Social sciences,Urban studies and affairs ,,4,na,8,10
8265,r083,"All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Social sciences, other<sup>e</sup>",All surveyed fields<sup>a</sup>,Science,Social sciences,"Social sciences, other<sup>e</sup>",,4,na,77,85
8265,r084,"All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Social sciences, other<sup>e</sup> -> History and philosophy of science<sup>e</sup>",All surveyed fields<sup>a</sup>,Science,Social sciences,"Social sciences, other<sup>e</sup>",History and philosophy of science<sup>e</sup>,5,2,na,na
8265,r085,"All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Social sciences, other<sup>e</sup> -> Social sciences nec<sup>e</sup>",All surveyed fields<sup>a</sup>,Science,Social sciences,"Social sciences, other<sup>e</sup>",Social sciences nec<sup>e</sup>,5,129,na,na
8265,r086,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup>,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,,,,2,822,851,829
8265,r087,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Aerospace, aeronautical, and astronautical engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Aerospace, aeronautical, and astronautical engineering",,,3,24,29,28
8265,r088,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Biological, biomedical, and biosystems engineering<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Biological, biomedical, and biosystems engineering<sup>e</sup>",,,3,na,102,102
8265,r089,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Biological, biomedical, and biosystems engineering<sup>e</sup> -> Bioengineering and biomedical engineering<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Biological, biomedical, and biosystems engineering<sup>e</sup>",Bioengineering and biomedical engineering<sup>e</sup>,,4,91,na,na
8265,r090,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Biological, biomedical, and biosystems engineering<sup>e</sup> -> Biological and biosystems engineering<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Biological, biomedical, and biosystems engineering<sup>e</sup>",Biological and biosystems engineering<sup>e</sup>,,4,11,na,na
8265,r091,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Chemical, petroleum, and chemical-related engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Chemical, petroleum, and chemical-related engineering",,,3,89,86,81
8265,r092,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,,4,79,75,70
8265,r093,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,,4,10,11,11
8265,r094,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Civil, environmental, transportation and related engineering fields",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Civil, environmental, transportation and related engineering fields",,,3,120,127,123
8265,r095,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Civil, environmental, transportation and related engineering fields",Civil engineering,,4,120,112,108
8265,r096,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",,4,na,15,15
8265,r097,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Electrical, electronics, communications and computer engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Electrical, electronics, communications and computer engineering",,,3,128,139,137
8265,r098,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",,4,128,127,125
8265,r099,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Electrical, electronics, communications and computer engineering -> Computer engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Electrical, electronics, communications and computer engineering",Computer engineering,,4,na,12,12
8265,r100,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Industrial, manufacturing, systems engineering and operations research",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Industrial, manufacturing, systems engineering and operations research",,,3,40,43,38
8265,r101,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,,4,40,22,23
8265,r102,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,,4,na,21,15
8265,r103,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Mechanical engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Mechanical engineering,,,3,105,99,102
8265,r104,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Metallurgical, mining, materials and related engineering fields<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Metallurgical, mining, materials and related engineering fields<sup>e</sup>",,,3,72,64,59
8265,r105,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Metallurgical, mining, materials and related engineering fields<sup>e</sup> -> Metallurgical and materials engineering<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Metallurgical, mining, materials and related engineering fields<sup>e</sup>",Metallurgical and materials engineering<sup>e</sup>,,4,59,na,na
8265,r106,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Metallurgical, mining, materials and related engineering fields<sup>e</sup> -> Mining engineering<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Metallurgical, mining, materials and related engineering fields<sup>e</sup>",Mining engineering<sup>e</sup>,,4,13,na,na
8265,r107,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,,,3,142,162,159
8265,r108,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Agricultural engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,Agricultural engineering,,4,16,15,16
8265,r109,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Engineering mechanics, physics, and science",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,"Engineering mechanics, physics, and science",,4,18,20,20
8265,r110,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Nuclear engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,Nuclear engineering,,4,11,11,8
8265,r111,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Engineering, other<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,"Engineering, other<sup>e</sup>",,4,na,116,115
8265,r112,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Engineering, other<sup>e</sup> -> Nanotechnology<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,"Engineering, other<sup>e</sup>",Nanotechnology<sup>e</sup>,5,17,na,na
8265,r113,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Engineering, other<sup>e</sup> -> Engineering nec<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,"Engineering, other<sup>e</sup>",Engineering nec<sup>e</sup>,5,80,na,na
8265,r114,All surveyed fields<sup>a</sup> -> Health,All surveyed fields<sup>a</sup>,Health,,,,2,1529,1562,1535
8265,r115,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine,All surveyed fields<sup>a</sup>,Health,Clinical medicine,,,3,1195,1268,1268
8265,r116,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Anesthesiology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Anesthesiology,,4,42,38,30
8265,r117,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Cardiology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Cardiology,,4,37,34,35
8265,r118,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Endocrinology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Endocrinology,,4,29,29,27
8265,r119,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Gastroenterology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Gastroenterology,,4,19,20,27
8265,r120,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Hematology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Hematology,,4,28,27,25
8265,r121,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Medical clinical sciences and clinical and medical laboratory sciences ,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Medical clinical sciences and clinical and medical laboratory sciences ,,4,NA,55,45
8265,r122,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Neurology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Neurology,,4,73,75,82
8265,r123,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Obstetrics and gynecology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Obstetrics and gynecology,,4,31,33,35
8265,r124,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Oncology and cancer research,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Oncology and cancer research,,4,69,65,56
8265,r125,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Ophthalmology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Ophthalmology,,4,42,46,40
8265,r126,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Otorhinolaryngology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Otorhinolaryngology,,4,27,28,29
8265,r127,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Pediatrics,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Pediatrics,,4,96,96,89
8265,r128,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Psychiatry,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Psychiatry,,4,47,51,49
8265,r129,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Public health,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Public health,,4,135,137,141
8265,r130,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Pulmonary disease,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Pulmonary disease,,4,22,28,26
