table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_level_5,budget_function_and_agency_level_6,budget_function_and_agency_hierarchy_depth,field_2022_actual,field_2023_preliminary,field_2024_proposed,field_2022_23_change_,field_2023_24_change_
10438,r011,R&D and R&D plant -> Other advancement of commerce (376) -> Department of Commerce -> National Oceanic and Atmospheric Administration,R&D and R&D plant,Other advancement of commerce (376),Department of Commerce,National Oceanic and Atmospheric Administration,,,4,77,71,73,-7.5,2.0
10438,r012,R&D and R&D plant -> Other advancement of commerce (376) -> Department of Commerce -> National Oceanic and Atmospheric Administration -> National Marine Fisheries Service,R&D and R&D plant,Other advancement of commerce (376),Department of Commerce,National Oceanic and Atmospheric Administration,National Marine Fisheries Service,,5,77,71,73,-7.5,2.0
10438,r013,R&D and R&D plant -> Other advancement of commerce (376) -> Department of Commerce -> National Telecommunications and Information Administration,R&D and R&D plant,Other advancement of commerce (376),Department of Commerce,National Telecommunications and Information Administration,,,4,14,50,27,257.1,-46.0
10438,r014,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,,,2,5976,3293,2827,-44.9,-14.2
10438,r015,R&D and R&D plant -> R&D -> Postal Service (372),R&D and R&D plant,R&D,Postal Service (372),,,,3,14,14,13,0.0,-7.1
10438,r016,R&D and R&D plant -> R&D -> Postal Service (372) -> Postal Service Fund,R&D and R&D plant,R&D,Postal Service (372),Postal Service Fund,,,4,14,14,13,0.0,-7.1
10438,r017,R&D and R&D plant -> R&D -> Other advancement of commerce (376),R&D and R&D plant,R&D,Other advancement of commerce (376),,,,3,5962,3279,2814,-45.0,-14.2
10438,r018,R&D and R&D plant -> R&D -> Other advancement of commerce (376) -> Department of Commerce,R&D and R&D plant,R&D,Other advancement of commerce (376),Department of Commerce,,,4,5962,3279,2814,-45.0,-14.2
10438,r019,R&D and R&D plant -> R&D -> Other advancement of commerce (376) -> Department of Commerce -> Census Bureau,R&D and R&D plant,R&D,Other advancement of commerce (376),Department of Commerce,Census Bureau,,5,224,328,465,46.4,41.8
10438,r020,R&D and R&D plant -> R&D -> Other advancement of commerce (376) -> Department of Commerce -> National Institute of Standards and Technology,R&D and R&D plant,R&D,Other advancement of commerce (376),Department of Commerce,National Institute of Standards and Technology,,5,5647,2830,2255,-49.9,-20.3
10438,r021,R&D and R&D plant -> R&D -> Other advancement of commerce (376) -> Department of Commerce -> National Institute of Standards and Technology -> Construction of research facilities,R&D and R&D plant,R&D,Other advancement of commerce (376),Department of Commerce,National Institute of Standards and Technology,Construction of research facilities,6,0,0,0,-,-
10438,r022,R&D and R&D plant -> R&D -> Other advancement of commerce (376) -> Department of Commerce -> National Institute of Standards and Technology -> Industrial technology services,R&D and R&D plant,R&D,Other advancement of commerce (376),Department of Commerce,National Institute of Standards and Technology,Industrial technology services,6,4524,1891,1329,-58.2,-29.7
10438,r023,R&D and R&D plant -> R&D -> Other advancement of commerce (376) -> Department of Commerce -> National Institute of Standards and Technology -> Scientific and technical research and services,R&D and R&D plant,R&D,Other advancement of commerce (376),Department of Commerce,National Institute of Standards and Technology,Scientific and technical research and services,6,1123,939,926,-16.4,-1.4
10438,r024,R&D and R&D plant -> R&D -> Other advancement of commerce (376) -> Department of Commerce -> National Oceanic and Atmospheric Administration,R&D and R&D plant,R&D,Other advancement of commerce (376),Department of Commerce,National Oceanic and Atmospheric Administration,,5,77,71,73,-7.5,2.0
10438,r025,R&D and R&D plant -> R&D -> Other advancement of commerce (376) -> Department of Commerce -> National Oceanic and Atmospheric Administration -> National Marine Fisheries Service,R&D and R&D plant,R&D,Other advancement of commerce (376),Department of Commerce,National Oceanic and Atmospheric Administration,National Marine Fisheries Service,6,77,71,73,-7.5,2.0
10438,r026,R&D and R&D plant -> R&D -> Other advancement of commerce (376) -> Department of Commerce -> National Telecommunications and Information Administration,R&D and R&D plant,R&D,Other advancement of commerce (376),Department of Commerce,National Telecommunications and Information Administration,,5,14,50,21,257.1,-58.0
