table_id,row_id,sex_and_field_full_path,sex_and_field_level_1,sex_and_field_level_2,sex_and_field_level_3,sex_and_field_level_4,sex_and_field_level_5,sex_and_field_level_6,sex_and_field_level_7,sex_and_field_level_8,sex_and_field_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1563,r048,Both sexes -> Male -> All fields -> S&E -> Engineering -> Electrical,Both sexes,Male,All fields,S&E,Engineering,Electrical,,,6,6781,6921,6685,8136,9822,9133,8243,8079,8882,10198,9695,10064,10128,9992,10268,12018,14187,13605
1563,r049,Both sexes -> Male -> All fields -> S&E -> Engineering -> Industrial,Both sexes,Male,All fields,S&E,Engineering,Industrial,,,6,2400,2591,2583,2999,3341,3018,2640,2628,2734,3247,3685,3738,3907,3926,4094,4070,4943,5907
1563,r050,Both sexes -> Male -> All fields -> S&E -> Engineering -> Materials,Both sexes,Male,All fields,S&E,Engineering,Materials,,,6,558,534,456,536,601,586,565,578,549,594,590,650,669,764,822,818,921,945
1563,r051,Both sexes -> Male -> All fields -> S&E -> Engineering -> Mechanical,Both sexes,Male,All fields,S&E,Engineering,Mechanical,,,6,2923,3023,3048,3343,3992,4140,3909,3782,3896,3990,4197,5150,5226,5160,5325,5879,6538,7175
1563,r052,Both sexes -> Male -> All fields -> S&E -> Engineering -> Other,Both sexes,Male,All fields,S&E,Engineering,Other,,,6,3177,3262,3473,3629,3974,4249,4453,4325,4647,5235,5556,5730,6262,6351,6591,6790,7188,7323
1563,r053,Both sexes -> Male -> All fields -> S&E -> Science,Both sexes,Male,All fields,S&E,Science,,,,5,34164,35065,35322,37882,40441,40957,41465,41396,43270,45218,47054,50508,54583,56955,58083,62357,69065,73473
1563,r054,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,,,6,19765,20934,21097,23356,24768,24417,24457,23946,24982,25944,26952,28688,31264,33487,34832,39765,46686,51661
1563,r055,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Agricultural sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Agricultural sciences,,7,2039,1915,2022,1896,1965,1951,1947,1859,1872,2031,2237,2399,2690,2584,2622,2564,2603,2660
1563,r056,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Biological sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Biological sciences,,7,2816,2732,2668,2864,3160,3233,3612,3541,3954,4146,4485,4782,5235,5625,5913,6044,6510,6708
1563,r057,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",,7,832,799,834,879,869,927,923,891,847,848,888,994,1174,1178,1281,1257,1210,1237
1563,r058,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,8,119,100,95,112,112,143,135,124,126,134,133,135,147,142,152,163,144,132
1563,r059,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Earth sciences,8,670,649,678,702,682,737,738,713,663,658,686,797,960,961,1063,1031,996,1035
1563,r060,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Oceanography",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Oceanography,8,43,50,61,65,75,47,50,54,58,56,69,62,67,75,66,63,70,70
1563,r061,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,,7,11780,13052,13274,15375,16257,15766,15323,14975,15500,16332,16640,17697,19145,20989,22087,26834,33321,38025
1563,r062,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Computer sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Computer sciences,8,9983,11161,11325,13335,13910,13180,12520,12038,12555,13119,13058,14011,15172,16570,17547,21945,27839,32221
1563,r063,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Mathematics and statistics,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Mathematics and statistics,8,1797,1891,1949,2040,2347,2586,2803,2937,2945,3213,3582,3686,3973,4419,4540,4889,5482,5804
1563,r064,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,,7,2298,2436,2299,2342,2517,2540,2652,2680,2809,2587,2702,2816,3020,3111,2929,3066,3042,3031
1563,r065,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Astronomy,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Astronomy,8,77,57,85,81,97,97,80,93,104,82,94,115,77,94,94,94,83,99
1563,r066,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Chemistry,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Chemistry,8,1086,1184,1015,1001,1106,973,1073,1139,1201,1134,1120,1243,1361,1348,1309,1382,1368,1420
1563,r067,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Physics,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Physics,8,1000,1090,1067,1140,1224,1372,1414,1375,1421,1286,1400,1367,1470,1583,1437,1498,1526,1411
1563,r068,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Other physical sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Other physical sciences,8,135,105,132,120,90,98,85,73,83,85,88,91,112,86,89,92,65,101
1563,r069,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,,,6,14399,14131,14225,14526,15673,16540,17008,17450,18288,19274,20102,21820,23319,23468,23251,22592,22379,21812
1563,r070,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Psychology,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Psychology,,7,3443,3510,3426,3478,3465,3560,3665,3915,3920,4382,4386,4719,5045,5288,5327,5103,5185,5180
1563,r071,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,,7,10956,10621,10799,11048,12208,12980,13343,13535,14368,14892,15716,17101,18274,18180,17924,17489,17194,16632
1563,r072,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Anthropology,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Anthropology,8,363,403,375,388,377,370,395,375,379,410,394,394,419,376,416,411,418,365
1563,r073,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Area and ethnic studies,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Area and ethnic studies,8,643,619,608,554,656,687,794,644,662,622,679,746,728,724,654,709,704,644
1563,r074,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Economics,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Economics,8,1563,1519,1601,1790,1949,2113,2011,2045,2192,2145,2240,2445,2596,2514,2689,2633,2574,2639
1563,r075,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> History of science,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,History of science,8,18,16,18,15,11,17,30,10,24,17,16,30,19,19,9,11,17,16
1563,r076,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Linguistics,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Linguistics,8,146,172,160,145,164,178,171,175,212,217,202,229,281,290,287,255,279,260
1563,r077,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Political science and public administration,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Political science and public administration,8,6317,6094,6213,6399,6947,7614,7850,8209,8694,8979,9550,10580,11179,11356,11115,10850,10684,10184
1563,r078,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Sociology,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Sociology,8,649,643,642,633,673,485,467,485,512,536,476,567,633,545,537,495,518,494
1563,r079,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Other social sciences,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Other social sciences,8,1257,1155,1182,1124,1431,1516,1625,1592,1693,1966,2159,2110,2419,2356,2217,2125,2000,2030
1563,r080,Both sexes -> Male -> All fields -> Non-S&E,Both sexes,Male,All fields,Non-S&E,,,,,4,138261,139393,144260,151330,163571,167585,173169,174539,180161,189989,200904,210850,215943,213184,212099,209001,211871,212325
1563,r081,Both sexes -> Female,Both sexes,Female,,,,,,,2,,,,,,,,,,,,,,,,,,
1563,r082,Both sexes -> Female -> All fields,Both sexes,Female,All fields,,,,,,3,267321,276052,285336,303585,332076,344135,359947,370577,382740,401995,421358,443154,455736,453745,455240,455697,468924,481457
1563,r083,Both sexes -> Female -> All fields -> S&E,Both sexes,Female,All fields,S&E,,,,,4,41670,43644,43711,47172,52081,53626,54750,54925,57594,61028,63660,68202,73513,76351,78771,81673,87850,89846
1563,r084,Both sexes -> Female -> All fields -> S&E -> Engineering,Both sexes,Female,All fields,S&E,Engineering,,,,5,5342,5617,5563,6171,7148,7612,7479,6979,7637,8239,8402,9339,9899,10297,10988,12282,13789,14118
1563,r085,Both sexes -> Female -> All fields -> S&E -> Engineering -> Aerospace,Both sexes,Female,All fields,S&E,Engineering,Aerospace,,,6,76,90,125,106,149,164,155,170,172,169,157,196,191,190,207,178,240,244
1563,r086,Both sexes -> Female -> All fields -> S&E -> Engineering -> Chemical,Both sexes,Female,All fields,S&E,Engineering,Chemical,,,6,344,352,335,343,417,425,386,376,353,398,435,506,595,613,617,675,698,784
1563,r087,Both sexes -> Female -> All fields -> S&E -> Engineering -> Civil,Both sexes,Female,All fields,S&E,Engineering,Civil,,,6,1075,1059,1062,1147,1211,1322,1346,1215,1236,1356,1409,1649,1854,1983,1996,1966,2127,2088
1563,r088,Both sexes -> Female -> All fields -> S&E -> Engineering -> Electrical,Both sexes,Female,All fields,S&E,Engineering,Electrical,,,6,1560,1675,1561,1902,2398,2480,2213,2014,2350,2500,2410,2481,2514,2481,2844,3745,4546,4373
1563,r089,Both sexes -> Female -> All fields -> S&E -> Engineering -> Industrial,Both sexes,Female,All fields,S&E,Engineering,Industrial,,,6,648,784,792,843,906,919,918,877,925,1066,1181,1345,1439,1401,1511,1561,1687,1852
1563,r090,Both sexes -> Female -> All fields -> S&E -> Engineering -> Materials,Both sexes,Female,All fields,S&E,Engineering,Materials,,,6,201,172,168,181,199,204,200,209,219,242,225,244,321,335,348,346,387,426
1563,r091,Both sexes -> Female -> All fields -> S&E -> Engineering -> Mechanical,Both sexes,Female,All fields,S&E,Engineering,Mechanical,,,6,455,448,468,459,563,599,633,583,660,699,693,788,751,831,960,1075,1127,1211
1563,r092,Both sexes -> Female -> All fields -> S&E -> Engineering -> Other,Both sexes,Female,All fields,S&E,Engineering,Other,,,6,983,1037,1052,1190,1305,1499,1628,1535,1722,1809,1892,2130,2234,2463,2505,2736,2977,3140
1563,r093,Both sexes -> Female -> All fields -> S&E -> Science,Both sexes,Female,All fields,S&E,Science,,,,5,36328,38027,38148,41001,44933,46014,47271,47946,49957,52789,55258,58863,63614,66054,67783,69391,74061,75728
1563,r094,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,,,6,13561,14537,14683,15944,17202,16661,16351,16198,16932,17453,18379,19658,21349,22386,24076,27174,31197,34559
1563,r095,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Agricultural sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Agricultural sciences,,7,1819,1837,1997,2059,2256,2220,2153,2267,2248,2318,2447,2749,3153,3173,3294,3228,3440,3459
1563,r096,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Biological sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Biological sciences,,7,3513,3755,3673,4019,4484,4887,5106,5253,5611,5775,6183,6432,7078,7423,7818,8326,8860,9545
1563,r097,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",,7,513,564,572,612,701,710,761,741,705,731,789,795,875,902,916,955,923,945
1563,r098,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,8,37,40,46,55,67,69,71,69,73,91,94,86,93,91,111,90,76,104
1563,r099,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Earth sciences,8,434,472,473,501,566,577,612,599,559,566,615,632,696,744,719,781,764,745
1563,r100,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Oceanography",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Oceanography,8,42,52,53,56,68,64,78,73,73,74,80,77,86,67,86,84,83,96
1563,r101,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,,7,6501,7080,7115,7936,8248,7320,6705,6374,6803,7115,7339,8025,8554,9190,10332,12987,16280,18884
1563,r102,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Computer sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Computer sciences,8,5003,5691,5640,6255,6298,5309,4618,4276,4596,4869,4963,5508,5843,6263,7088,9607,12372,14394
1563,r103,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Mathematics and statistics,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Mathematics and statistics,8,1498,1389,1475,1681,1950,2011,2087,2098,2207,2246,2376,2517,2711,2927,3244,3380,3908,4490
1563,r104,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,,7,1215,1301,1326,1318,1513,1524,1626,1563,1565,1514,1621,1657,1689,1698,1716,1678,1694,1726
