table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
5620,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['    7,373 ', '&nbsp;']","['    415 ', 'r']","['    2,150 ', '&nbsp;']","['    4,808 ', '&nbsp;']"
5620,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5620,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5620,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5620,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5620,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['    23,410 ', 'r']","['    6,320 ', 'r']","['    8,101 ', 'r']","['    8,990 ', 'r']"
5620,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['    216,124 ', '&nbsp;']","['    19,425 ', 'r']","['    49,340 ', '&nbsp;']","['    147,360 ', '&nbsp;']"
5620,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['    39,804 ', '&nbsp;']","['    1,608 ', 'r']","['    6,409 ', '&nbsp;']","['    31,788 ', 'r']"
5620,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['    145,591 ', '&nbsp;']","['    16,789 ', 'r']","['    36,504 ', '&nbsp;']","['    92,298 ', '&nbsp;']"
5620,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['    30,729 ', '&nbsp;']","['    1,028 ', 'r']","['    6,427 ', '&nbsp;']","['    23,274 ', '&nbsp;']"
5620,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['    15,858 ', '&nbsp;']","['D', '&nbsp;']","['    4,271 ', 'r']","['    10,209 ', '&nbsp;']"
5620,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['    6,794 ', '&nbsp;']","['D', '&nbsp;']","['    1,801 ', '&nbsp;']","['    4,907 ', 'r']"
5620,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['    6,337 ', '&nbsp;']","['D', '&nbsp;']","['    1,344 ', '&nbsp;']","['    4,907 ', 'r']"
5620,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['D', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']"
5620,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5620,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    15,775 ', '&nbsp;']","['    3,858 ', 'r']","['    2,909 ', 'r']","['    9,008 ', '&nbsp;']"
5620,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    2,312,408 ', '&nbsp;']","['    97,791 ', '&nbsp;']","['    642,216 ', '&nbsp;']","['    1,572,400 ', '&nbsp;']"
5620,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    111,545 ', '&nbsp;']","['    6,132 ', 'r']","['    27,390 ', 'r']","['    78,023 ', '&nbsp;']"
5620,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    352,215 ', '&nbsp;']","['    14,374 ', '&nbsp;']","['    65,061 ', '&nbsp;']","['    272,780 ', '&nbsp;']"
5620,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    251,241 ', '&nbsp;']","['    10,899 ', '&nbsp;']","['    46,652 ', '&nbsp;']","['    193,690 ', '&nbsp;']"
5620,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,"51, excluding 5112","['    100,975 ', '&nbsp;']","['    3,475 ', '&nbsp;']","['    18,409 ', '&nbsp;']","['    79,090 ', '&nbsp;']"
5620,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    183,744 ', '&nbsp;']","['    6,866 ', '&nbsp;']","['    42,346 ', '&nbsp;']","['    134,532 ', '&nbsp;']"
5620,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    590,910 ', '&nbsp;']","['    26,731 ', '&nbsp;']","['    116,313 ', '&nbsp;']","['    447,866 ', '&nbsp;']"
5620,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    1,073,994 ', '&nbsp;']","['    43,688 ', '&nbsp;']","['    391,107 ', '&nbsp;']","['    639,199 ', '&nbsp;']"
5620,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['    173,194 ', '&nbsp;']","['    5,672 ', '&nbsp;']","['    68,464 ', '&nbsp;']","['    99,058 ', '&nbsp;']"
5620,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['    390,300 ', '&nbsp;']","['    14,410 ', '&nbsp;']","['    124,825 ', '&nbsp;']","['    251,066 ', '&nbsp;']"
5620,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['    487,094 ', '&nbsp;']","['    22,144 ', '&nbsp;']","['    186,562 ', '&nbsp;']","['    278,388 ', '&nbsp;']"
5620,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['    9,144 ', '&nbsp;']","['D', '&nbsp;']","['    4,645 ', '&nbsp;']","['    3,271 ', '&nbsp;']"
