table_id,row_id,_b_field_and_institution_b_full_path,_b_field_and_institution_b_level_1,_b_field_and_institution_b_level_2,_b_field_and_institution_b_level_3,_b_field_and_institution_b_level_4,_b_field_and_institution_b_hierarchy_depth,field_rank,field_totala,field_male,field_female
11708,r163,Science and engineering ->  Mathematics and statistics -> From top 20 institutions,Science and engineering, Mathematics and statistics,From top 20 institutions,,3,-,658,485,173
11708,r164,Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> North Carolina State U.,Science and engineering, Mathematics and statistics,From top 20 institutions,North Carolina State U.,4,1,47,27,20
11708,r165,"Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> U. Michigan, Ann Arbor",Science and engineering, Mathematics and statistics,From top 20 institutions,"U. Michigan, Ann Arbor",4,2,45,30,15
11708,r166,"Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> Purdue U., West Lafayette",Science and engineering, Mathematics and statistics,From top 20 institutions,"Purdue U., West Lafayette",4,3,40,28,12
11708,r167,Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> Stanford U.,Science and engineering, Mathematics and statistics,From top 20 institutions,Stanford U.,4,4,37,31,6
11708,r168,"Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Science and engineering, Mathematics and statistics,From top 20 institutions,"U. Illinois, Urbana-Champaign",4,5,36,23,13
11708,r169,"Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> U. California, Berkeley",Science and engineering, Mathematics and statistics,From top 20 institutions,"U. California, Berkeley",4,6,35,31,4
11708,r170,"Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> U. California, Los Angeles",Science and engineering, Mathematics and statistics,From top 20 institutions,"U. California, Los Angeles",4,7,34,28,6
11708,r171,"Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> Ohio State U., Columbus",Science and engineering, Mathematics and statistics,From top 20 institutions,"Ohio State U., Columbus",4,8,33,28,5
11708,r172,Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> U. Wisconsin-Madison,Science and engineering, Mathematics and statistics,From top 20 institutions,U. Wisconsin-Madison,4,9,32,22,10
11708,r173,Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> Stony Brook U.,Science and engineering, Mathematics and statistics,From top 20 institutions,Stony Brook U.,4,10,31,22,9
11708,r174,Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> Iowa State U.,Science and engineering, Mathematics and statistics,From top 20 institutions,Iowa State U.,4,11,30,19,11
11708,r175,Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> Pennsylvania State U.,Science and engineering, Mathematics and statistics,From top 20 institutions,Pennsylvania State U.,4,11,30,21,9
11708,r176,Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> Princeton U.,Science and engineering, Mathematics and statistics,From top 20 institutions,Princeton U.,4,11,30,23,7
11708,r177,Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> Florida State U.,Science and engineering, Mathematics and statistics,From top 20 institutions,Florida State U.,4,14,29,19,10
11708,r178,"Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> Texas A&M U., College Station",Science and engineering, Mathematics and statistics,From top 20 institutions,"Texas A&M U., College Station",4,14,29,20,9
11708,r179,"Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> U. California, Davis",Science and engineering, Mathematics and statistics,From top 20 institutions,"U. California, Davis",4,14,29,25,4
11708,r180,"Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> U. Connecticut, Storrs",Science and engineering, Mathematics and statistics,From top 20 institutions,"U. Connecticut, Storrs",4,17,28,24,4
11708,r181,"Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> U. Maryland, College Park",Science and engineering, Mathematics and statistics,From top 20 institutions,"U. Maryland, College Park",4,17,28,23,5
11708,r182,"Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> U. Washington, Seattle",Science and engineering, Mathematics and statistics,From top 20 institutions,"U. Washington, Seattle",4,17,28,17,11
11708,r183,Science and engineering ->  Mathematics and statistics -> From top 20 institutions -> U. Chicago,Science and engineering, Mathematics and statistics,From top 20 institutions,U. Chicago,4,20,27,24,3
11708,r184,Science and engineering ->  Multidisciplinary/ interdisciplinary sciences,Science and engineering, Multidisciplinary/ interdisciplinary sciences,,,2,-,1704,1044,660
11708,r185,Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions,Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,,3,-,601,380,221
11708,r186,Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> Massachusetts Institute of Technology,Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,Massachusetts Institute of Technology,4,1,60,39,21
11708,r187,"Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> U. California, Berkeley",Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,"U. California, Berkeley",4,2,54,33,21
11708,r188,Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> Carnegie Mellon U.,Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,Carnegie Mellon U.,4,3,49,32,17
11708,r189,"Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> U. Michigan, Ann Arbor",Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,"U. Michigan, Ann Arbor",4,4,45,23,22
11708,r190,"Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> U. Washington, Seattle",Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,"U. Washington, Seattle",4,5,40,27,13
11708,r191,Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> Georgia Institute of Technology,Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,Georgia Institute of Technology,4,6,34,23,11
11708,r192,Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> Stanford U.,Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,Stanford U.,4,6,34,25,9
11708,r193,Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> Pennsylvania State U.,Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,Pennsylvania State U.,4,8,26,15,11
11708,r194,"Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> SUNY, U. Buffalo",Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,"SUNY, U. Buffalo",4,8,26,21,5
11708,r195,"Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> U. California, San Diego",Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,"U. California, San Diego",4,8,26,14,12
11708,r196,Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> George Mason U.,Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,George Mason U.,4,11,25,17,8
11708,r197,"Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,"U. Illinois, Urbana-Champaign",4,12,24,14,10
11708,r198,"Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> Purdue U., West Lafayette",Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,"Purdue U., West Lafayette",4,13,22,11,11
11708,r199,"Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> Arizona State U., Tempe",Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,"Arizona State U., Tempe",4,14,21,12,9
11708,r200,"Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> U. Minnesota, Twin Cities",Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,"U. Minnesota, Twin Cities",4,14,21,12,9
11708,r201,Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> New York U.,Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,New York U.,4,16,20,17,3
11708,r202,"Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> U. Texas, Austin",Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,"U. Texas, Austin",4,17,19,13,6
11708,r203,Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> Virginia Polytechnic Institute and State U.,Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,Virginia Polytechnic Institute and State U.,4,17,19,13,6
11708,r204,"Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> U. California, Irvine",Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,"U. California, Irvine",4,19,18,9,9
11708,r205,Science and engineering ->  Multidisciplinary/ interdisciplinary sciences -> From top 20 institutions -> U. Wisconsin-Madison,Science and engineering, Multidisciplinary/ interdisciplinary sciences,From top 20 institutions,U. Wisconsin-Madison,4,19,18,10,8
11708,r206,Science and engineering ->  Physical sciences,Science and engineering, Physical sciences,,,2,-,5443,3594,1848
11708,r207,Science and engineering ->  Physical sciences -> From top 20 institutions,Science and engineering, Physical sciences,From top 20 institutions,,3,-,1633,1108,525
11708,r208,"Science and engineering ->  Physical sciences -> From top 20 institutions -> U. California, Berkeley",Science and engineering, Physical sciences,From top 20 institutions,"U. California, Berkeley",4,1,116,71,45
11708,r209,Science and engineering ->  Physical sciences -> From top 20 institutions -> Massachusetts Institute of Technology,Science and engineering, Physical sciences,From top 20 institutions,Massachusetts Institute of Technology,4,2,107,77,30
11708,r210,Science and engineering ->  Physical sciences -> From top 20 institutions -> Stanford U.,Science and engineering, Physical sciences,From top 20 institutions,Stanford U.,4,3,106,74,32
11708,r211,"Science and engineering ->  Physical sciences -> From top 20 institutions -> U. Michigan, Ann Arbor",Science and engineering, Physical sciences,From top 20 institutions,"U. Michigan, Ann Arbor",4,4,104,71,33
11708,r212,Science and engineering ->  Physical sciences -> From top 20 institutions -> Harvard U.,Science and engineering, Physical sciences,From top 20 institutions,Harvard U.,4,5,102,59,43
11708,r213,Science and engineering ->  Physical sciences -> From top 20 institutions -> California Institute of Technology,Science and engineering, Physical sciences,From top 20 institutions,California Institute of Technology,4,6,87,54,33
11708,r214,Science and engineering ->  Physical sciences -> From top 20 institutions -> U. Wisconsin-Madison,Science and engineering, Physical sciences,From top 20 institutions,U. Wisconsin-Madison,4,7,86,57,29
11708,r215,"Science and engineering ->  Physical sciences -> From top 20 institutions -> Purdue U., West Lafayette",Science and engineering, Physical sciences,From top 20 institutions,"Purdue U., West Lafayette",4,8,83,56,27
11708,r216,"Science and engineering ->  Physical sciences -> From top 20 institutions -> U. Minnesota, Twin Cities",Science and engineering, Physical sciences,From top 20 institutions,"U. Minnesota, Twin Cities",4,9,81,53,28
11708,r217,"Science and engineering ->  Physical sciences -> From top 20 institutions -> Ohio State U., Columbus",Science and engineering, Physical sciences,From top 20 institutions,"Ohio State U., Columbus",4,10,80,57,23
11708,r218,Science and engineering ->  Physical sciences -> From top 20 institutions -> U. Arizona,Science and engineering, Physical sciences,From top 20 institutions,U. Arizona,4,11,78,56,22
11708,r219,Science and engineering ->  Physical sciences -> From top 20 institutions -> Princeton U.,Science and engineering, Physical sciences,From top 20 institutions,Princeton U.,4,12,72,47,25
11708,r220,"Science and engineering ->  Physical sciences -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Science and engineering, Physical sciences,From top 20 institutions,"U. Illinois, Urbana-Champaign",4,13,69,52,17
11708,r221,Science and engineering ->  Physical sciences -> From top 20 institutions -> U. Colorado Boulder,Science and engineering, Physical sciences,From top 20 institutions,U. Colorado Boulder,4,14,68,50,18
11708,r222,Science and engineering ->  Physical sciences -> From top 20 institutions -> U. Chicago,Science and engineering, Physical sciences,From top 20 institutions,U. Chicago,4,15,67,47,20
11708,r223,"Science and engineering ->  Physical sciences -> From top 20 institutions -> U. Maryland, College Park",Science and engineering, Physical sciences,From top 20 institutions,"U. Maryland, College Park",4,16,66,51,15
11708,r224,"Science and engineering ->  Physical sciences -> From top 20 institutions -> U. Texas, Austin",Science and engineering, Physical sciences,From top 20 institutions,"U. Texas, Austin",4,16,66,41,25
11708,r225,"Science and engineering ->  Physical sciences -> From top 20 institutions -> U. California, Davis",Science and engineering, Physical sciences,From top 20 institutions,"U. California, Davis",4,18,65,41,24
11708,r226,"Science and engineering ->  Physical sciences -> From top 20 institutions -> U. California, Santa Barbara",Science and engineering, Physical sciences,From top 20 institutions,"U. California, Santa Barbara",4,18,65,47,18
11708,r227,Science and engineering ->  Physical sciences -> From top 20 institutions -> U. Florida,Science and engineering, Physical sciences,From top 20 institutions,U. Florida,4,18,65,47,18
11708,r228,Science and engineering ->  Psychology,Science and engineering, Psychology,,,2,-,3793,885,2907
11708,r229,Science and engineering ->  Psychology -> From top 20 institutions,Science and engineering, Psychology,From top 20 institutions,,3,-,985,222,762
11708,r230,Science and engineering ->  Psychology -> From top 20 institutions -> Walden U.,Science and engineering, Psychology,From top 20 institutions,Walden U.,4,1,184,38,146
11708,r231,Science and engineering ->  Psychology -> From top 20 institutions -> Palo Alto U.,Science and engineering, Psychology,From top 20 institutions,Palo Alto U.,4,2,70,17,53
11708,r232,Science and engineering ->  Psychology -> From top 20 institutions -> Fielding Graduate U.,Science and engineering, Psychology,From top 20 institutions,Fielding Graduate U.,4,3,57,14,43
11708,r233,"Science and engineering ->  Psychology -> From top 20 institutions -> CUNY, Graduate Center",Science and engineering, Psychology,From top 20 institutions,"CUNY, Graduate Center",4,4,55,12,43
11708,r234,Science and engineering ->  Psychology -> From top 20 institutions -> Pennsylvania State U.,Science and engineering, Psychology,From top 20 institutions,Pennsylvania State U.,4,5,53,8,45
11708,r235,Science and engineering ->  Psychology -> From top 20 institutions -> U. Houston,Science and engineering, Psychology,From top 20 institutions,U. Houston,4,6,45,10,35
11708,r236,"Science and engineering ->  Psychology -> From top 20 institutions -> U. Minnesota, Twin Cities",Science and engineering, Psychology,From top 20 institutions,"U. Minnesota, Twin Cities",4,6,45,9,35
11708,r237,"Science and engineering ->  Psychology -> From top 20 institutions -> Alliant International U., San Diego",Science and engineering, Psychology,From top 20 institutions,"Alliant International U., San Diego",4,8,41,10,31
11708,r238,Science and engineering ->  Psychology -> From top 20 institutions -> U. Georgia,Science and engineering, Psychology,From top 20 institutions,U. Georgia,4,9,40,11,29
11708,r239,Science and engineering ->  Psychology -> From top 20 institutions -> Florida State U.,Science and engineering, Psychology,From top 20 institutions,Florida State U.,4,10,39,10,29
11708,r240,"Science and engineering ->  Psychology -> From top 20 institutions -> U. Texas, Austin",Science and engineering, Psychology,From top 20 institutions,"U. Texas, Austin",4,10,39,12,27
11708,r241,"Science and engineering ->  Psychology -> From top 20 institutions -> Texas A&M U., College Station",Science and engineering, Psychology,From top 20 institutions,"Texas A&M U., College Station",4,12,38,7,31
11708,r242,"Science and engineering ->  Psychology -> From top 20 institutions -> Ohio State U., Columbus",Science and engineering, Psychology,From top 20 institutions,"Ohio State U., Columbus",4,13,37,12,25
11708,r243,"Science and engineering ->  Psychology -> From top 20 institutions -> U. California, Los Angeles",Science and engineering, Psychology,From top 20 institutions,"U. California, Los Angeles",4,13,37,7,30
11708,r244,Science and engineering ->  Psychology -> From top 20 institutions -> Fordham U.,Science and engineering, Psychology,From top 20 institutions,Fordham U.,4,15,36,6,30
11708,r245,"Science and engineering ->  Psychology -> From top 20 institutions -> Carlos Albizu U., San Juan",Science and engineering, Psychology,From top 20 institutions,"Carlos Albizu U., San Juan",4,16,35,8,27
11708,r246,Science and engineering ->  Psychology -> From top 20 institutions -> Texas Tech U.,Science and engineering, Psychology,From top 20 institutions,Texas Tech U.,4,16,35,9,26
11708,r247,Science and engineering ->  Psychology -> From top 20 institutions -> U. Kansas,Science and engineering, Psychology,From top 20 institutions,U. Kansas,4,18,34,8,26
11708,r248,Science and engineering ->  Psychology -> From top 20 institutions -> U. Florida,Science and engineering, Psychology,From top 20 institutions,U. Florida,4,19,33,9,24
11708,r249,"Science and engineering ->  Psychology -> From top 20 institutions -> U. Missouri, Columbia",Science and engineering, Psychology,From top 20 institutions,"U. Missouri, Columbia",4,20,32,5,27
11708,r250,Science and engineering ->  Social sciences,Science and engineering, Social sciences,,,2,-,4992,2432,2558
11708,r251,Science and engineering ->  Social sciences -> From top 20 institutions,Science and engineering, Social sciences,From top 20 institutions,,3,-,1606,820,786
11708,r252,Science and engineering ->  Social sciences -> From top 20 institutions -> Harvard U.,Science and engineering, Social sciences,From top 20 institutions,Harvard U.,4,1,133,69,64
11708,r253,"Science and engineering ->  Social sciences -> From top 20 institutions -> U. California, Los Angeles",Science and engineering, Social sciences,From top 20 institutions,"U. California, Los Angeles",4,2,111,54,57
11708,r254,"Science and engineering ->  Social sciences -> From top 20 institutions -> U. California, Berkeley",Science and engineering, Social sciences,From top 20 institutions,"U. California, Berkeley",4,3,106,59,47
11708,r255,Science and engineering ->  Social sciences -> From top 20 institutions -> U. Chicago,Science and engineering, Social sciences,From top 20 institutions,U. Chicago,4,4,92,58,34
11708,r256,"Science and engineering ->  Social sciences -> From top 20 institutions -> U. Texas, Austin",Science and engineering, Social sciences,From top 20 institutions,"U. Texas, Austin",4,5,87,35,52
11708,r257,Science and engineering ->  Social sciences -> From top 20 institutions -> Columbia U. in the City of New York,Science and engineering, Social sciences,From top 20 institutions,Columbia U. in the City of New York,4,6,83,44,39
11708,r258,"Science and engineering ->  Social sciences -> From top 20 institutions -> U. Michigan, Ann Arbor",Science and engineering, Social sciences,From top 20 institutions,"U. Michigan, Ann Arbor",4,7,80,38,42
11708,r259,Science and engineering ->  Social sciences -> From top 20 institutions -> Princeton U.,Science and engineering, Social sciences,From top 20 institutions,Princeton U.,4,8,78,44,34
11708,r260,"Science and engineering ->  Social sciences -> From top 20 institutions -> U. California, Davis",Science and engineering, Social sciences,From top 20 institutions,"U. California, Davis",4,8,78,34,44
11708,r261,Science and engineering ->  Social sciences -> From top 20 institutions -> U. Pennsylvania,Science and engineering, Social sciences,From top 20 institutions,U. Pennsylvania,4,8,78,42,36
11708,r262,Science and engineering ->  Social sciences -> From top 20 institutions -> Stanford U.,Science and engineering, Social sciences,From top 20 institutions,Stanford U.,4,11,77,36,41
11708,r263,Science and engineering ->  Social sciences -> From top 20 institutions -> U. Southern California,Science and engineering, Social sciences,From top 20 institutions,U. Southern California,4,11,77,38,39
11708,r264,Science and engineering ->  Social sciences -> From top 20 institutions -> Cornell U.,Science and engineering, Social sciences,From top 20 institutions,Cornell U.,4,13,68,39,29
11708,r265,"Science and engineering ->  Social sciences -> From top 20 institutions -> Ohio State U., Columbus",Science and engineering, Social sciences,From top 20 institutions,"Ohio State U., Columbus",4,13,68,32,36
11708,r266,Science and engineering ->  Social sciences -> From top 20 institutions -> U. Wisconsin-Madison,Science and engineering, Social sciences,From top 20 institutions,U. Wisconsin-Madison,4,13,68,31,37
11708,r267,"Science and engineering ->  Social sciences -> From top 20 institutions -> CUNY, Graduate Center",Science and engineering, Social sciences,From top 20 institutions,"CUNY, Graduate Center",4,16,65,40,25
11708,r268,"Science and engineering ->  Social sciences -> From top 20 institutions -> U. North Carolina, Chapel Hill",Science and engineering, Social sciences,From top 20 institutions,"U. North Carolina, Chapel Hill",4,16,65,28,37
11708,r269,Science and engineering ->  Social sciences -> From top 20 institutions -> Northwestern U.,Science and engineering, Social sciences,From top 20 institutions,Northwestern U.,4,18,64,28,36
11708,r270,Science and engineering ->  Social sciences -> From top 20 institutions -> Walden U.,Science and engineering, Social sciences,From top 20 institutions,Walden U.,4,18,64,37,27
11708,r271,Science and engineering ->  Social sciences -> From top 20 institutions -> Yale U.,Science and engineering, Social sciences,From top 20 institutions,Yale U.,4,18,64,34,30
11708,r272,Non-science and engineering,Non-science and engineering,,,,1,-,11889,4876,7013
11708,r273,Non-science and engineering -> From top 20 institutions,Non-science and engineering,From top 20 institutions,,,2,-,2937,1180,1757
11708,r274,Non-science and engineering -> From top 20 institutions -> Walden U.,Non-science and engineering,From top 20 institutions,Walden U.,,3,1,215,66,149
11708,r275,Non-science and engineering -> From top 20 institutions -> Texas Tech U.,Non-science and engineering,From top 20 institutions,Texas Tech U.,,3,2,180,67,113
11708,r276,"Non-science and engineering -> From top 20 institutions -> U. Texas, Austin",Non-science and engineering,From top 20 institutions,"U. Texas, Austin",,3,3,174,67,107
11708,r277,"Non-science and engineering -> From top 20 institutions -> Ohio State U., Columbus",Non-science and engineering,From top 20 institutions,"Ohio State U., Columbus",,3,4,172,63,109
11708,r278,Non-science and engineering -> From top 20 institutions -> U. Wisconsin-Madison,Non-science and engineering,From top 20 institutions,U. Wisconsin-Madison,,3,5,159,58,101
11708,r279,Non-science and engineering -> From top 20 institutions -> U. Georgia,Non-science and engineering,From top 20 institutions,U. Georgia,,3,6,155,51,104
11708,r280,"Non-science and engineering -> From top 20 institutions -> U. California, Los Angeles",Non-science and engineering,From top 20 institutions,"U. California, Los Angeles",,3,7,152,53,99
11708,r281,"Non-science and engineering -> From top 20 institutions -> U. Minnesota, Twin Cities",Non-science and engineering,From top 20 institutions,"U. Minnesota, Twin Cities",,3,8,150,54,96
11708,r282,Non-science and engineering -> From top 20 institutions -> Harvard U.,Non-science and engineering,From top 20 institutions,Harvard U.,,3,9,146,78,68
11708,r283,Non-science and engineering -> From top 20 institutions -> Pennsylvania State U.,Non-science and engineering,From top 20 institutions,Pennsylvania State U.,,3,9,146,52,94
11708,r284,"Non-science and engineering -> From top 20 institutions -> U. Michigan, Ann Arbor",Non-science and engineering,From top 20 institutions,"U. Michigan, Ann Arbor",,3,11,136,58,78
11708,r285,Non-science and engineering -> From top 20 institutions -> Florida State U.,Non-science and engineering,From top 20 institutions,Florida State U.,,3,12,135,58,77
11708,r286,Non-science and engineering -> From top 20 institutions -> U. Florida,Non-science and engineering,From top 20 institutions,U. Florida,,3,12,135,58,77
11708,r287,"Non-science and engineering -> From top 20 institutions -> Indiana U., Bloomington",Non-science and engineering,From top 20 institutions,"Indiana U., Bloomington",,3,14,134,62,72
11708,r288,Non-science and engineering -> From top 20 institutions -> Columbia U. in the City of New York,Non-science and engineering,From top 20 institutions,Columbia U. in the City of New York,,3,15,129,51,78
11708,r289,"Non-science and engineering -> From top 20 institutions -> CUNY, Graduate Center",Non-science and engineering,From top 20 institutions,"CUNY, Graduate Center",,3,16,127,60,67
11708,r290,"Non-science and engineering -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Non-science and engineering,From top 20 institutions,"U. Illinois, Urbana-Champaign",,3,17,125,43,82
11708,r291,Non-science and engineering -> From top 20 institutions -> U. Chicago,Non-science and engineering,From top 20 institutions,U. Chicago,,3,18,124,69,55
11708,r292,Non-science and engineering -> From top 20 institutions -> New York U.,Non-science and engineering,From top 20 institutions,New York U.,,3,19,122,56,66
11708,r293,"Non-science and engineering -> From top 20 institutions -> U. California, Berkeley",Non-science and engineering,From top 20 institutions,"U. California, Berkeley",,3,20,121,56,65
11708,r294,Non-science and engineering ->  Business,Non-science and engineering, Business,,,2,-,1510,822,688
11708,r295,Non-science and engineering ->  Business -> From top 20 institutions,Non-science and engineering, Business,From top 20 institutions,,3,-,524,294,230
11708,r296,Non-science and engineering ->  Business -> From top 20 institutions -> Walden U.,Non-science and engineering, Business,From top 20 institutions,Walden U.,4,1,47,29,18
11708,r297,"Non-science and engineering ->  Business -> From top 20 institutions -> U. Maryland, College Park",Non-science and engineering, Business,From top 20 institutions,"U. Maryland, College Park",4,2,26,12,14
11708,r298,"Non-science and engineering ->  Business -> From top 20 institutions -> Oklahoma State U., Stillwater",Non-science and engineering, Business,From top 20 institutions,"Oklahoma State U., Stillwater",4,3,25,15,10
11708,r299,Non-science and engineering ->  Business -> From top 20 institutions -> Pennsylvania State U.,Non-science and engineering, Business,From top 20 institutions,Pennsylvania State U.,4,3,25,10,15
11708,r300,Non-science and engineering ->  Business -> From top 20 institutions -> U. Florida,Non-science and engineering, Business,From top 20 institutions,U. Florida,4,5,23,16,7
11708,r301,"Non-science and engineering ->  Business -> From top 20 institutions -> U. Texas, Dallas",Non-science and engineering, Business,From top 20 institutions,"U. Texas, Dallas",4,5,23,16,7
11708,r302,Non-science and engineering ->  Business -> From top 20 institutions -> Iowa State U.,Non-science and engineering, Business,From top 20 institutions,Iowa State U.,4,7,21,11,10
11708,r303,Non-science and engineering ->  Business -> From top 20 institutions -> U. Pennsylvania,Non-science and engineering, Business,From top 20 institutions,U. Pennsylvania,4,7,21,15,6
11708,r304,"Non-science and engineering ->  Business -> From top 20 institutions -> U. Washington, Seattle",Non-science and engineering, Business,From top 20 institutions,"U. Washington, Seattle",4,7,21,12,9
11708,r305,Non-science and engineering ->  Business -> From top 20 institutions -> New York U.,Non-science and engineering, Business,From top 20 institutions,New York U.,4,10,20,15,5
11708,r306,Non-science and engineering ->  Business -> From top 20 institutions -> Stanford U.,Non-science and engineering, Business,From top 20 institutions,Stanford U.,4,10,20,12,8
11708,r307,"Non-science and engineering ->  Business -> From top 20 institutions -> Texas A&M U., College Station",Non-science and engineering, Business,From top 20 institutions,"Texas A&M U., College Station",4,10,20,12,8
11708,r308,"Non-science and engineering ->  Business -> From top 20 institutions -> U. Texas, Austin",Non-science and engineering, Business,From top 20 institutions,"U. Texas, Austin",4,10,20,17,3
11708,r309,Non-science and engineering ->  Business -> From top 20 institutions -> Columbia U. in the City of New York,Non-science and engineering, Business,From top 20 institutions,Columbia U. in the City of New York,4,14,19,10,9
11708,r310,"Non-science and engineering ->  Business -> From top 20 institutions -> U. Minnesota, Twin Cities",Non-science and engineering, Business,From top 20 institutions,"U. Minnesota, Twin Cities",4,14,19,10,9
11708,r311,"Non-science and engineering ->  Business -> From top 20 institutions -> Purdue U., West Lafayette",Non-science and engineering, Business,From top 20 institutions,"Purdue U., West Lafayette",4,16,18,9,9
11708,r312,"Non-science and engineering ->  Business -> From top 20 institutions -> Rutgers, State U. New Jersey, Newark",Non-science and engineering, Business,From top 20 institutions,"Rutgers, State U. New Jersey, Newark",4,16,18,5,13
11708,r313,"Non-science and engineering ->  Business -> From top 20 institutions -> U. California, Los Angeles",Non-science and engineering, Business,From top 20 institutions,"U. California, Los Angeles",4,16,18,8,10
11708,r314,Non-science and engineering ->  Business -> From top 20 institutions -> U. Georgia,Non-science and engineering, Business,From top 20 institutions,U. Georgia,4,16,18,7,11
11708,r315,Non-science and engineering ->  Business -> From top 20 institutions -> Harvard U.,Non-science and engineering, Business,From top 20 institutions,Harvard U.,4,20,17,8,9
11708,r316,Non-science and engineering ->  Business -> From top 20 institutions -> Michigan State U.,Non-science and engineering, Business,From top 20 institutions,Michigan State U.,4,20,17,9,8
11708,r317,"Non-science and engineering ->  Business -> From top 20 institutions -> U. California, Berkeley",Non-science and engineering, Business,From top 20 institutions,"U. California, Berkeley",4,20,17,9,8
11708,r318,"Non-science and engineering ->  Business -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Non-science and engineering, Business,From top 20 institutions,"U. Illinois, Urbana-Champaign",4,20,17,9,8
11708,r319,"Non-science and engineering ->  Business -> From top 20 institutions -> U. North Texas, Denton",Non-science and engineering, Business,From top 20 institutions,"U. North Texas, Denton",4,20,17,9,8
11708,r320,"Non-science and engineering ->  Business -> From top 20 institutions -> U. Texas, Arlington",Non-science and engineering, Business,From top 20 institutions,"U. Texas, Arlington",4,20,17,9,8
11708,r321,Non-science and engineering ->  Education,Non-science and engineering, Education,,,2,-,3988,1089,2899
