table_id,row_id,sex_occupation_and_age_full_path,sex_occupation_and_age_level_1,sex_occupation_and_age_level_2,sex_occupation_and_age_level_3,sex_occupation_and_age_level_4,sex_occupation_and_age_level_5,sex_occupation_and_age_hierarchy_depth,field_total,field_hispanic_or_latino,field_not_hispanic_or_latino_american_indian_or_alaska_native,field_not_hispanic_or_latino_asian,field_not_hispanic_or_latino_black_or_african_american,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_not_hispanic_or_latino_white,field_not_hispanic_or_latino_more_than_one_race,field_without_disability,field_with_disability,field_u_s_citizen,field_non_u_s_citizen
6842,r114,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Physical and related scientists -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",S&E occupations,Physical and related scientists,40&#8211;49,5,45000,10000,,5000,,,28000,,41000,4000,40000,5000
6842,r115,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Physical and related scientists -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",S&E occupations,Physical and related scientists,50&#8211;75,5,82000,3000,,8000,2000,,68000,,71000,11000,79000,3000
6842,r116,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Social and related scientists","Both sexes, all occupations","Male, all occupations",S&E occupations,Social and related scientists,,4,226000,S,S,10000,9000,,160000,2000,180000,S,214000,12000
6842,r117,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Social and related scientists -> 29 and younger","Both sexes, all occupations","Male, all occupations",S&E occupations,Social and related scientists,29 and younger,5,S,S,,S,S,,12000,,18000,S,S,S
6842,r118,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Social and related scientists -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",S&E occupations,Social and related scientists,30&#8211;39,5,59000,3000,,3000,S,,50000,1000,55000,4000,54000,5000
6842,r119,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Social and related scientists -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",S&E occupations,Social and related scientists,40&#8211;49,5,35000,2000,,2000,S,,28000,,31000,4000,31000,3000
6842,r120,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Social and related scientists -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",S&E occupations,Social and related scientists,50&#8211;75,5,82000,4000,,4000,5000,,69000,1000,76000,6000,80000,2000
6842,r121,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Engineers","Both sexes, all occupations","Male, all occupations",S&E occupations,Engineers,,4,1381000,113000,3000,217000,47000,8000,971000,23000,1233000,148000,1233000,149000
6842,r122,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Engineers -> 29 and younger","Both sexes, all occupations","Male, all occupations",S&E occupations,Engineers,29 and younger,5,245000,27000,,40000,4000,,168000,6000,234000,12000,211000,35000
6842,r123,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Engineers -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",S&E occupations,Engineers,30&#8211;39,5,364000,39000,,77000,15000,0.05,226000,6000,341000,23000,292000,72000
6842,r124,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Engineers -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",S&E occupations,Engineers,40&#8211;49,5,280000,24000,S,43000,14000,6000,186000,5000,253000,27000,256000,24000
6842,r125,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Engineers -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",S&E occupations,Engineers,50&#8211;75,5,492000,23000,,57000,14000,,391000,5000,405000,87000,474000,18000
6842,r126,"Both sexes, all occupations -> Male, all occupations -> S&E-related occupations","Both sexes, all occupations","Male, all occupations",S&E-related occupations,,,3,3172000,243000,10000,452000,233000,7000,2184000,43000,2862000,309000,2940000,232000
6842,r127,"Both sexes, all occupations -> Male, all occupations -> S&E-related occupations -> 29 and younger","Both sexes, all occupations","Male, all occupations",S&E-related occupations,29 and younger,,4,291000,22000,,51000,20000,S,192000,6000,271000,20000,259000,32000
6842,r128,"Both sexes, all occupations -> Male, all occupations -> S&E-related occupations -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",S&E-related occupations,30&#8211;39,,4,907000,44000,S,142000,95000,1000,606000,19000,872000,36000,809000,98000
6842,r129,"Both sexes, all occupations -> Male, all occupations -> S&E-related occupations -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",S&E-related occupations,40&#8211;49,,4,815000,84000,3000,138000,47000,S,532000,6000,742000,72000,737000,78000
6842,r130,"Both sexes, all occupations -> Male, all occupations -> S&E-related occupations -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",S&E-related occupations,50&#8211;75,,4,1159000,93000,S,122000,71000,1000,855000,12000,978000,181000,1134000,24000
6842,r131,"Both sexes, all occupations -> Male, all occupations -> Non-S&E occupations","Both sexes, all occupations","Male, all occupations",Non-S&E occupations,,,3,13056000,1103000,31000,803000,905000,44000,9941000,229000,11350000,1706000,12544000,512000
6842,r132,"Both sexes, all occupations -> Male, all occupations -> Non-S&E occupations -> 29 and younger","Both sexes, all occupations","Male, all occupations",Non-S&E occupations,29 and younger,,4,1436000,145000,S,77000,78000,S,1058000,72000,1268000,167000,1375000,60000
6842,r133,"Both sexes, all occupations -> Male, all occupations -> Non-S&E occupations -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",Non-S&E occupations,30&#8211;39,,4,3226000,326000,4000,236000,229000,18000,2347000,67000,2957000,270000,3046000,180000
6842,r134,"Both sexes, all occupations -> Male, all occupations -> Non-S&E occupations -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",Non-S&E occupations,40&#8211;49,,4,3145000,290000,9000,236000,232000,S,2334000,32000,2799000,346000,3002000,143000
6842,r135,"Both sexes, all occupations -> Male, all occupations -> Non-S&E occupations -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",Non-S&E occupations,50&#8211;75,,4,5249000,341000,14000,254000,366000,14000,4201000,59000,4326000,923000,5121000,128000
