table_id,row_id,time_period,broad_occupation_category_n2ocprbg_n2ocblst_level_1,broad_occupation_category_n2ocprbg_n2ocblst_level_2,broad_occupation_category_n2ocprbg_n2ocblst_hierarchy_depth,value
5311,r010_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Other computer and information science occupations
5311,r011_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,110880
5311,r011_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Computer engineers, software"
5311,r012_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,12
5311,r012_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Mathematical scientists
5311,r012_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,121720
5311,r012_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Mathematicians
5311,r013_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,121730
5311,r013_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Operations research analysts, including modeling"
5311,r014_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,121740
5311,r014_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Statisticians
5311,r015_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,121760
5311,r015_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Other mathematical scientists
5311,r016_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,18
5311,r016_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Postsecondary teachers - computer and math sciences
5311,r016_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,182760
5311,r016_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Computer sciences
5311,r017_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,182860
5311,r017_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Mathematics and statistics
5311,r018_2,,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Code,2,2
5311,r018_3,,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Label,2,"Biological, agricultural, and other life scientists"
5311,r018_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,21
5311,r018_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Agricultural and food scientists
5311,r018_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,210210
5311,r018_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Agricultural and food scientists
5311,r019_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,22
5311,r019_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Biological and medical scientists
5311,r019_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,220220
5311,r019_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Biochemists and biophysicists
5311,r020_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,220230
5311,r020_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Biological scientists
5311,r021_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,220250
5311,r021_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Forestry and conservation scientists
5311,r022_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,220270
5311,r022_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Medical scientists (excluding practitioners)
5311,r023_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,23
5311,r023_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Environmental life scientists
5311,r023_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,230240
5311,r023_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Forestry and conservation scientists
5311,r024_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,28
5311,r024_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Postsecondary teachers - life and related sciences
5311,r024_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,282710
5311,r024_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Agriculture
5311,r025_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,282730
5311,r025_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Biological sciences
5311,r026_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,282970
5311,r026_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Other natural sciences
5311,r027_2,,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Code,2,3
5311,r027_3,,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Label,2,Physical and related scientists
5311,r027_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,31
5311,r027_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,"Chemists, except biochemists"
5311,r027_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,311930
5311,r027_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Chemists, except biochemists"
5311,r028_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,32
5311,r028_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,"Earth, atmospheric, and ocean scientistsa"
5311,r028_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,321920
5311,r028_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Atmospheric and space scientists
5311,r029_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,321940
5311,r029_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Geologists, including earth scientists and oceanographersb"
5311,r030_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,33
5311,r030_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Physicistsc
5311,r030_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,331960
5311,r030_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Physicists, except biophysicists"
5311,r031_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,34
5311,r031_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,"Other physical and related scientists, including astronomersa"
5311,r031_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,341980
5311,r031_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Other physical scientists, including astronomersd"
5311,r032_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,38
5311,r032_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Postsecondary teachers - physical and related sciences
5311,r032_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,382750
5311,r032_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Chemistry
5311,r033_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,382770
5311,r033_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Postsecondary teachers - Earth, environmental, and marine sciences"
5311,r034_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,382890
5311,r034_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Physics
5311,r035_2,,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Code,2,4
5311,r035_3,,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Label,2,Social and related scientists
5311,r035_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,41
5311,r035_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Economists
5311,r035_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,412320
5311,r035_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Economists
5311,r036_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,42
5311,r036_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Political scientists
5311,r036_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,422350
5311,r036_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Political scientists
5311,r037_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,43
5311,r037_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Psychologists
5311,r037_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,432360
5311,r037_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Psychologists, including clinical"
5311,r038_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,44
5311,r038_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Anthropologistse
5311,r038_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,442310
5311,r038_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Anthropologists
5311,r039_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,45
5311,r039_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Other social and related scientists
5311,r039_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,452380
5311,r039_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Other social scientists, including sociologistsf"
5311,r040_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,48
5311,r040_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Postsecondary teachers - social and related sciences
5311,r040_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,482780
5311,r040_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Economics
5311,r041_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,482900
5311,r041_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Political science
5311,r042_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,482910
5311,r042_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Psychology
5311,r043_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,482930
5311,r043_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Sociology
5311,r044_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,482980
5311,r044_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Other social sciences
5311,r045_2,,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Code,2,5
5311,r045_3,,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Label,2,Engineers
5311,r045_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,51
5311,r045_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,"Aerospace, aeronautical, and astronautical engineers"
5311,r045_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,510820
5311,r045_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Aeronautical, aerospace, and astronautical engineers"
5311,r046_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,52
5311,r046_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Chemical engineers
5311,r046_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,520850
5311,r046_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Chemical engineers
5311,r047_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,53
5311,r047_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,"Civil, architectural, and sanitary engineers"
5311,r047_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,530860
5311,r047_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Civil engineers, including architectural and sanitary"
5311,r048_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,54
5311,r048_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Electrical and computer hardware engineers
5311,r048_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,540870
5311,r048_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Computer engineers, hardware"
5311,r049_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,540890
5311,r049_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Electrical and electronics engineers
5311,r050_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,55
5311,r050_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Industrial engineers
5311,r050_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,550910
5311,r050_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Industrial engineers
5311,r051_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,56
5311,r051_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Mechanical engineers
5311,r051_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,560940
5311,r051_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Mechanical engineers
5311,r052_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,57
5311,r052_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Other engineers
5311,r052_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,570840
5311,r052_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Bioengineers or biomedical engineers
5311,r053_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,570900
5311,r053_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Environmental engineers
5311,r054_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,570920
5311,r054_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Marine engineers and naval architects
5311,r055_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,570930
5311,r055_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Materials and metallurgical engineers
5311,r056_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,570960
5311,r056_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Nuclear engineers
5311,r057_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,570970
5311,r057_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Petroleum engineers
5311,r058_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,570980
5311,r058_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Sales engineers
5311,r059_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,570990
5311,r059_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Other engineers, including agricultural, mining, and geologicalg"
5311,r060_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,58
5311,r060_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Postsecondary teachers - engineering
5311,r060_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,582800
5311,r060_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Engineering
5311,r061_1,2,"Broad occupation category (N2OCPRBG, N2OCBLST)",Label,2,S&E-related occupations
5311,r061_2,2,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Code,2,6
5311,r061_3,2,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Label,2,S&E-related occupations
5311,r061_4,2,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,61
5311,r061_5,2,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Health-related occupations
5311,r061_6,2,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,611110
5311,r061_7,2,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Diagnosing and treating practitioners
5311,r062_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,611120
5311,r062_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Registered nurses, pharmacists, dieticians, therapists, physician assistants, nurse practitioners"
5311,r063_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,611130
5311,r063_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Health technologists and technicians
5311,r064_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,611140
5311,r064_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Other health occupations
5311,r065_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,612870
5311,r065_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - health and related sciences
5311,r066_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,62
5311,r066_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,S&E managers
5311,r066_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,621420
5311,r066_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Computer and information systems managers
5311,r067_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,621430
5311,r067_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Engineering managers
5311,r068_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,621440
5311,r068_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Medical and health services managers
5311,r069_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,621450
5311,r069_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Natural sciences managers
5311,r070_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,63
5311,r070_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,S&E precollege teachers
5311,r070_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,632530
5311,r070_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Teachers: Secondary - computer, math, or sciences"
5311,r071_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,632540
5311,r071_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Teachers: Secondary - social sciences
5311,r072_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,64
5311,r072_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,S&E technicians and technologists
5311,r072_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,640260
5311,r072_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Technologists and technicians, biological and life sciences"
5311,r073_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,640530
5311,r073_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Computer programmers, business, scientific, and process control"
5311,r074_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,641000
5311,r074_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Electrical, electronic, industrial, and mechanical technicians"
5311,r075_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,641010
5311,r075_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Drafting occupations, including computer drafting"
5311,r076_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,641020
5311,r076_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Surveying and mapping technicians
5311,r077_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,641030
5311,r077_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Other engineers, technologists, and technicians"
5311,r078_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,641040
5311,r078_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Surveyors, cartographers, and photogrammetrists"
5311,r079_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,641970
5311,r079_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Technologists and technicians in the mathematical or physical sciencesh
5311,r080_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,65
5311,r080_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Other S&E-related occupations
5311,r080_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,650810
5311,r080_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Architects
5311,r081_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,651710
5311,r081_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Actuaries
5311,r082_1,3,"Broad occupation category (N2OCPRBG, N2OCBLST)",Label,2,Non-S&E occupations
5311,r082_2,3,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Code,2,7
5311,r082_3,3,"Major occupational code and label (N2OCPRMG, N2OCMLST)",Label,2,Non-S&E occupations
5311,r082_4,3,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,71
5311,r082_5,3,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Non-S&E managers
5311,r082_6,3,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,711410
5311,r082_7,3,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Top-level managers, executives, and administrators"
5311,r083_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,711460
5311,r083_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Education administrators
5311,r084_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,711470
5311,r084_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Other mid-level managers
5311,r085_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,72
5311,r085_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Management-related occupations
5311,r085_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,721510
5311,r085_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Accountants, auditors, and other financial specialists"
5311,r086_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,721520
5311,r086_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Personnel, training, and labor relations specialists"
5311,r087_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,721530
5311,r087_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Other management-related occupations
5311,r088_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,73
5311,r088_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Non-S&E precollege teachers
5311,r088_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,732510
5311,r088_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Teachers: Pre-kindergarten and kindergarten
5311,r089_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,732520
5311,r089_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Teachers: Elementary
5311,r090_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,732550
5311,r090_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Teachers: Secondary - other subjects
5311,r091_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,732560
5311,r091_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Teachers: Special education - primary and secondary
5311,r092_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,732570
5311,r092_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Teachers: Other precollegiate area
5311,r093_4,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Code,2,74
5311,r093_5,,"Minor occupational code and label (N3OCPRNG, N3OCNLST)",Label,2,Non-S&E postsecondary teachers
5311,r093_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,742720
5311,r093_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,"Postsecondary teachers - Art, drama, and music"
5311,r094_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,742740
5311,r094_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Business commerce and marketing
5311,r095_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,742790
5311,r095_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - Education
5311,r096_6,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Code,2,742810
5311,r096_7,,"Detailed occupational code and label (N3OCPR, N3OCLST)",Label,2,Postsecondary teachers - English
