table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total,field_paid_for_by_the_company,field_paid_for_by_others_total,field_paid_for_by_others_federal,field_paid_for_by_others_nonfederal
8804,r016,All states -> Indiana,All states,Indiana,2,"['8,305', 'i']","['7,202', 'i']","['1,102', '&nbsp;']","['126', '&nbsp;']","['976', '&nbsp;']"
8804,r017,All states -> Iowa,All states,Iowa,2,"['3,455', '&nbsp;']","['2,664', '&nbsp;']","['791', 'i']","['204 - 792', 'i']","['0 - 588', 'i']"
8804,r018,All states -> Kansas,All states,Kansas,2,"['2,771', '&nbsp;']","['1,956', '&nbsp;']","['814', 'i']","['15', '&nbsp;']","['799', 'i']"
8804,r019,All states -> Kentucky,All states,Kentucky,2,"['1,259', '&nbsp;']","['852', '&nbsp;']","['407', '&nbsp;']","['87', '&nbsp;']","['320', '&nbsp;']"
8804,r020,All states -> Louisiana,All states,Louisiana,2,"['535', '&nbsp;']","['475', '&nbsp;']","['60', '&nbsp;']","['30', 'i']","['30', '&nbsp;']"
8804,r021,All states -> Maine,All states,Maine,2,"['434', '&nbsp;']","['385', '&nbsp;']","['49', '&nbsp;']","['18', '&nbsp;']","['32', '&nbsp;']"
8804,r022,All states -> Maryland,All states,Maryland,2,"['5,923', '&nbsp;']","['3,964', '&nbsp;']","['1,959', '&nbsp;']","['1,366', '&nbsp;']","['593', '&nbsp;']"
8804,r023,All states -> Massachusetts,All states,Massachusetts,2,"['32,737', '&nbsp;']","['27,704', '&nbsp;']","['5,033', '&nbsp;']","['1,172', '&nbsp;']","['3,861', '&nbsp;']"
8804,r024,All states -> Michigan,All states,Michigan,2,"['21,589', '&nbsp;']","['18,507', '&nbsp;']","['3,081', 'i']","['269', '&nbsp;']","['2,812', 'i']"
8804,r025,All states -> Minnesota,All states,Minnesota,2,"['7,824', '&nbsp;']","['7,421', '&nbsp;']","['403', '&nbsp;']","['175', '&nbsp;']","['229', '&nbsp;']"
8804,r026,All states -> Mississippi,All states,Mississippi,2,"['278', '&nbsp;']","['244', '&nbsp;']","['34', '&nbsp;']","['9', '&nbsp;']","['25', 'i']"
8804,r027,All states -> Missouri,All states,Missouri,2,"['6,502', '&nbsp;']","['4,581', '&nbsp;']","['1,921', 'i']","['1,771', 'i']","['150', 'i']"
8804,r028,All states -> Montana,All states,Montana,2,"['242', '&nbsp;']","['224', '&nbsp;']","['18', 'i']","['9', 'i']","['9', '&nbsp;']"
8804,r029,All states -> Nebraska,All states,Nebraska,2,"['838', '&nbsp;']","['769', '&nbsp;']","['68', '&nbsp;']","['25', '&nbsp;']","['44', '&nbsp;']"
8804,r030,All states -> Nevada,All states,Nevada,2,"['931', 'i']","['707', '&nbsp;']","['224', 'i']","['29', '&nbsp;']","['195', 'i']"
8804,r031,All states -> New Hampshire,All states,New Hampshire,2,"['2,755', '&nbsp;']","['1,093', '&nbsp;']","['1,661', '&nbsp;']","['1,074 - 1,662', '&nbsp;']","['0 - 588', '&nbsp;']"
8804,r032,All states -> New Jersey,All states,New Jersey,2,"['22,009', '&nbsp;']","['18,054', '&nbsp;']","['3,955', '&nbsp;']","['234', '&nbsp;']","['3,722', '&nbsp;']"
8804,r033,All states -> New Mexico,All states,New Mexico,2,"['1,140', '&nbsp;']","['857', '&nbsp;']","['283', '&nbsp;']","['240', '&nbsp;']","['43', '&nbsp;']"
8804,r034,All states -> New York,All states,New York,2,"['23,414', '&nbsp;']","['21,062', '&nbsp;']","['2,353', '&nbsp;']","['1,026', 'i']","['1,326', '&nbsp;']"
8804,r035,All states -> North Carolina,All states,North Carolina,2,"['13,369', '&nbsp;']","['9,242', '&nbsp;']","['4,127', 'i']","['118', '&nbsp;']","['4,010', 'i']"
8804,r036,All states -> North Dakota,All states,North Dakota,2,"['342', '&nbsp;']","['331', '&nbsp;']","['12', '&nbsp;']","['1', '&nbsp;']","['10', '&nbsp;']"
8804,r037,All states -> Ohio,All states,Ohio,2,"['11,005', '&nbsp;']","['7,511', '&nbsp;']","['3,494', 'i']","['941', 'i']","['2,552', '&nbsp;']"
8804,r038,All states -> Oklahoma,All states,Oklahoma,2,"['1,012', '&nbsp;']","['945', '&nbsp;']","['67', 'i']","['39', 'i']","['28', '&nbsp;']"
8804,r039,All states -> Oregon,All states,Oregon,2,"['10,472', '&nbsp;']","['10,190', '&nbsp;']","['283', '&nbsp;']","['70', '&nbsp;']","['213', '&nbsp;']"
8804,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['15,443', '&nbsp;']","['13,544', '&nbsp;']","['1,899', 'i']","['287', '&nbsp;']","['1,612', 'i']"
8804,r041,All states -> Rhode Island,All states,Rhode Island,2,"['700', 'i']","['581', 'i']","['119', '&nbsp;']","['104', '&nbsp;']","['15', '&nbsp;']"
8804,r042,All states -> South Carolina,All states,South Carolina,2,"['1,567', '&nbsp;']","['1,337', '&nbsp;']","['230', '&nbsp;']","['97', '&nbsp;']","['133', '&nbsp;']"
8804,r043,All states -> South Dakota,All states,South Dakota,2,"['216', '&nbsp;']","['209', '&nbsp;']","['7', '&nbsp;']","['1', '&nbsp;']","['6', '&nbsp;']"
8804,r044,All states -> Tennessee,All states,Tennessee,2,"['1,820', '&nbsp;']","['1,568', '&nbsp;']","['251', '&nbsp;']","['69', '&nbsp;']","['183', '&nbsp;']"
8804,r045,All states -> Texas,All states,Texas,2,"['26,084', '&nbsp;']","['22,834', '&nbsp;']","['3,250', 'i']","['1,265', '&nbsp;']","['1,985', 'i']"
8804,r046,All states -> Utah,All states,Utah,2,"['3,285', '&nbsp;']","['2,981', '&nbsp;']","['304', '&nbsp;']","['61', '&nbsp;']","['243', '&nbsp;']"
8804,r047,All states -> Vermont,All states,Vermont,2,"['368', '&nbsp;']","['295', '&nbsp;']","['73', '&nbsp;']","['9', '&nbsp;']","['64', '&nbsp;']"
8804,r048,All states -> Virginia,All states,Virginia,2,"['7,235', '&nbsp;']","['5,072', '&nbsp;']","['2,163', '&nbsp;']","['1,734', '&nbsp;']","['429', 'i']"
8804,r049,All states -> Washington,All states,Washington,2,"['41,615', '&nbsp;']","['40,576', '&nbsp;']","['1,038', '&nbsp;']","['265', 'i']","['773', '&nbsp;']"
8804,r050,All states -> West Virginia,All states,West Virginia,2,"['229', '&nbsp;']","['203', '&nbsp;']","['25', '&nbsp;']","['17', '&nbsp;']","['8', '&nbsp;']"
8804,r051,All states -> Wisconsin,All states,Wisconsin,2,"['6,430', '&nbsp;']","['5,506', '&nbsp;']","['924', '&nbsp;']","['87', '&nbsp;']","['837', '&nbsp;']"
8804,r052,All states -> Wyoming,All states,Wyoming,2,"['1,047', '&nbsp;']","['1,035', '&nbsp;']","['11', '&nbsp;']","['2', '&nbsp;']","['9', '&nbsp;']"
8804,r053,All states -> Undistributed<sup>a</sup>,All states,Undistributed<sup>a</sup>,2,"['807', '&nbsp;']","['707', '&nbsp;']","['100', '&nbsp;']","['0 - 101', '&nbsp;']","['0 - 101', '&nbsp;']"
