table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_number,field_graduate_students_all_graduate_students_percent,field_graduate_students_master_s_number,field_graduate_students_master_s_percent,field_graduate_students_doctoral_number,field_graduate_students_doctoral_percent,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
3518,r016,All detailed fields -> Science -> Biological and biomedical sciences -> Microbiological sciences and immunology,All detailed fields,Science,Biological and biomedical sciences,Microbiological sciences and immunology,4,5307,0.8,1370,0.3,3937,1.4,1985,3.0,764,2.5
3518,r017,All detailed fields -> Science -> Biological and biomedical sciences -> Molecular biology,All detailed fields,Science,Biological and biomedical sciences,Molecular biology,4,1531,0.2,378,0.1,1153,0.4,570,0.9,233,0.8
3518,r018,All detailed fields -> Science -> Biological and biomedical sciences -> Neurobiology and neuroscience,All detailed fields,Science,Biological and biomedical sciences,Neurobiology and neuroscience,4,5500,0.8,362,0.1,5138,1.8,2216,3.3,726,2.4
3518,r019,All detailed fields -> Science -> Biological and biomedical sciences -> Nutrition science,All detailed fields,Science,Biological and biomedical sciences,Nutrition science,4,3333,0.5,2385,0.6,948,0.3,192,0.3,136,0.4
3518,r020,All detailed fields -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All detailed fields,Science,Biological and biomedical sciences,Pathology and experimental pathology,4,930,0.1,87,0.05,843,0.3,1302,2.0,422,1.4
3518,r021,All detailed fields -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All detailed fields,Science,Biological and biomedical sciences,Pharmacology and toxicology,4,3074,0.4,923,0.2,2151,0.8,1021,1.5,377,1.2
3518,r022,All detailed fields -> Science -> Biological and biomedical sciences -> Physiology,All detailed fields,Science,Biological and biomedical sciences,Physiology,4,5297,0.8,2594,0.6,2703,1.0,1640,2.5,723,2.4
3518,r023,All detailed fields -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All detailed fields,Science,Biological and biomedical sciences,Zoology and animal biology,4,2089,0.3,891,0.2,1198,0.4,406,0.6,168,0.6
3518,r024,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,4,5135,0.7,2589,0.6,2546,0.9,863,1.3,334,1.1
3518,r025,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,3,101284,14.7,84092,20.6,17192,6.1,878,1.3,510,1.7
3518,r026,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,4,33274,4.8,24628,6.0,8646,3.1,487,0.7,274,0.9
3518,r027,"All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences, general",All detailed fields,Science,Computer and information sciences,"Computer and information sciences, general",4,40650,5.9,33698,8.3,6952,2.5,263,0.4,137,0.5
3518,r028,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec,4,27360,4.0,25766,6.3,1594,0.6,128,0.2,99,0.3
3518,r029,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,11878,1.7,5327,1.3,6551,2.3,1778,2.7,2177,7.2
3518,r030,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,1339,0.2,473,0.1,866,0.3,249,0.4,434,1.4
3518,r031,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,7849,1.1,3610,0.9,4239,1.5,845,1.3,1104,3.6
3518,r032,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,2690,0.4,1244,0.3,1446,0.5,393,0.6,321,1.1
3518,r033,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,ne,ne,ne,ne,ne,ne,291,0.4,318,1.0
3518,r034,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,33159,4.8,19594,4.8,13565,4.8,1070,1.6,305,1.0
3518,r035,All detailed fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics and applied mathematics,4,22241,3.2,11933,2.9,10308,3.7,892,1.3,226,0.7
3518,r036,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,10918,1.6,7661,1.9,3257,1.2,178,0.3,79,0.3
3518,r037,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,11181,1.6,8203,2.0,2978,1.1,972,1.5,820,2.7
3518,r038,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,11743,1.7,8066,2.0,3677,1.3,806,1.2,582,1.9
3518,r039,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,5621,0.8,3883,1.0,1738,0.6,277,0.4,215,0.7
3518,r040,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,6122,0.9,4183,1.0,1939,0.7,529,0.8,367,1.2
3518,r041,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,42867,6.2,6361,1.6,36506,13.0,7159,10.8,3316,10.9
3518,r042,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,1450,0.2,77,0.05,1373,0.5,571,0.9,602,2.0
3518,r043,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,22900,3.3,3152,0.8,19748,7.0,3383,5.1,983,3.2
3518,r044,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,1552,0.2,539,0.1,1013,0.4,259,0.4,64,0.2
3518,r045,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,16115,2.3,2164,0.5,13951,4.9,2721,4.1,1458,4.8
3518,r046,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,850,0.1,429,0.1,421,0.1,225,0.3,209,0.7
3518,r047,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,61069,8.8,40838,10.0,20231,7.2,1152,1.7,576,1.9
3518,r048,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,7372,1.1,3587,0.9,3785,1.3,72,0.1,11,0.05
3518,r049,All detailed fields -> Science -> Psychology -> Counseling and applied psychology,All detailed fields,Science,Psychology,Counseling and applied psychology,4,35859,5.2,29322,7.2,6537,2.3,167,0.3,120,0.4
3518,r050,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,13106,1.9,6357,1.6,6749,2.4,663,1.0,328,1.1
3518,r051,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,4732,0.7,1572,0.4,3160,1.1,250,0.4,117,0.4
3518,r052,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,78999,11.4,43607,10.7,35392,12.6,1762,2.7,1659,5.5
3518,r053,All detailed fields -> Science -> Social sciences -> Agricultural economics,All detailed fields,Science,Social sciences,Agricultural economics,4,1506,0.2,700,0.2,806,0.3,52,0.1,51,0.2
3518,r054,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,6598,1.0,2233,0.5,4365,1.5,148,0.2,99,0.3
3518,r055,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,5817,0.8,4917,1.2,900,0.3,16,0.05,13,0.05
3518,r056,All detailed fields -> Science -> Social sciences -> Economics (except agricultural),All detailed fields,Science,Social sciences,Economics (except agricultural),4,14129,2.0,6084,1.5,8045,2.9,132,0.2,155,0.5
3518,r057,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,4401,0.6,2660,0.7,1741,0.6,128,0.2,110,0.4
3518,r058,All detailed fields -> Science -> Social sciences -> History and philosophy of science,All detailed fields,Science,Social sciences,History and philosophy of science,4,289,0.05,32,0.05,257,0.1,21,0.05,3,0.05
3518,r059,All detailed fields -> Science -> Social sciences -> Human development,All detailed fields,Science,Social sciences,Human development,4,2070,0.3,1339,0.3,731,0.3,156,0.2,164,0.5
3518,r060,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,7070,1.0,6657,1.6,413,0.1,85,0.1,50,0.2
3518,r061,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,2769,0.4,1153,0.3,1616,0.6,39,0.1,29,0.1
3518,r062,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,8385,1.2,2897,0.7,5488,1.9,170,0.3,83,0.3
3518,r063,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,8711,1.3,6297,1.5,2414,0.9,220,0.3,337,1.1
3518,r064,All detailed fields -> Science -> Social sciences -> Sociology,All detailed fields,Science,Social sciences,Sociology,4,7333,1.1,2263,0.6,5070,1.8,159,0.2,164,0.5
3518,r065,All detailed fields -> Science -> Social sciences -> Social sciences nec,All detailed fields,Science,Social sciences,Social sciences nec,4,9921,1.4,6375,1.6,3546,1.3,436,0.7,401,1.3
3518,r066,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,164004,23.8,91939,22.5,72065,25.6,8266,12.5,3909,12.9
3518,r067,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,6255,0.9,3701,0.9,2554,0.9,227,0.3,124,0.4
3518,r068,All detailed fields -> Engineering -> Agricultural engineering,All detailed fields,Engineering,Agricultural engineering,,3,1156,0.2,494,0.1,662,0.2,112,0.2,55,0.2
3518,r069,All detailed fields -> Engineering -> Bioengineering and biomedical engineering,All detailed fields,Engineering,Bioengineering and biomedical engineering,,3,12050,1.7,4335,1.1,7715,2.7,1515,2.3,492,1.6
3518,r070,All detailed fields -> Engineering -> Biological and biosystems engineering,All detailed fields,Engineering,Biological and biosystems engineering,,3,308,0.05,89,0.05,219,0.1,87,0.1,53,0.2
3518,r071,All detailed fields -> Engineering -> Chemical engineering,All detailed fields,Engineering,Chemical engineering,,3,9689,1.4,2632,0.6,7057,2.5,1157,1.7,328,1.1
3518,r072,All detailed fields -> Engineering -> Civil engineering,All detailed fields,Engineering,Civil engineering,,3,19625,2.8,11873,2.9,7752,2.8,865,1.3,492,1.6
3518,r073,"All detailed fields -> Engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, and communications engineering",,3,46754,6.8,28177,6.9,18577,6.6,1305,2.0,637,2.1
3518,r074,"All detailed fields -> Engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,"Engineering mechanics, physics, and science",,3,2299,0.3,852,0.2,1447,0.5,180,0.3,186,0.6
3518,r075,All detailed fields -> Engineering -> Industrial and manufacturing engineering,All detailed fields,Engineering,Industrial and manufacturing engineering,,3,15674,2.3,11912,2.9,3762,1.3,167,0.3,137,0.5
3518,r076,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,26108,3.8,14861,3.6,11247,4.0,1142,1.7,531,1.7
3518,r077,All detailed fields -> Engineering -> Metallurgical and materials engineering,All detailed fields,Engineering,Metallurgical and materials engineering,,3,6590,1.0,1974,0.5,4616,1.6,642,1.0,242,0.8
3518,r078,All detailed fields -> Engineering -> Mining engineering,All detailed fields,Engineering,Mining engineering,,3,493,0.1,292,0.1,201,0.1,23,0.05,61,0.2
3518,r079,All detailed fields -> Engineering -> Nanotechnology,All detailed fields,Engineering,Nanotechnology,,3,195,0.05,49,0.05,146,0.1,151,0.2,76,0.3
3518,r080,All detailed fields -> Engineering -> Nuclear engineering,All detailed fields,Engineering,Nuclear engineering,,3,1449,0.2,418,0.1,1031,0.4,80,0.1,41,0.1
3518,r081,All detailed fields -> Engineering -> Petroleum engineering,All detailed fields,Engineering,Petroleum engineering,,3,1249,0.2,642,0.2,607,0.2,72,0.1,82,0.3
3518,r082,All detailed fields -> Engineering -> Engineering nec,All detailed fields,Engineering,Engineering nec,,3,14110,2.0,9638,2.4,4472,1.6,541,0.8,372,1.2
3518,r083,All detailed fields -> Health,All detailed fields,Health,,,2,72422,10.5,56494,13.8,15928,5.7,19478,29.4,7621,25.1
3518,r084,All detailed fields -> Health -> Clinical medicine<sup>a</sup>,All detailed fields,Health,Clinical medicine<sup>a</sup>,,3,30822,4.5,26251,6.4,4571,1.6,16650,25.1,6273,20.7
3518,r085,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Anesthesiology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Anesthesiology,4,ne,ne,ne,ne,ne,ne,494,0.7,155,0.5
3518,r086,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Cardiology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Cardiology,4,ne,ne,ne,ne,ne,ne,788,1.2,200,0.7
3518,r087,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Endocrinology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Endocrinology,4,ne,ne,ne,ne,ne,ne,345,0.5,107,0.4
3518,r088,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Gastroenterology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Gastroenterology,4,ne,ne,ne,ne,ne,ne,287,0.4,98,0.3
3518,r089,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Hematology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Hematology,4,ne,ne,ne,ne,ne,ne,434,0.7,160,0.5
3518,r090,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Neurology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Neurology,4,ne,ne,ne,ne,ne,ne,1466,2.2,496,1.6
3518,r091,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Obstetrics and gynecology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Obstetrics and gynecology,4,ne,ne,ne,ne,ne,ne,312,0.5,104,0.3
3518,r092,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Oncology and cancer research,All detailed fields,Health,Clinical medicine<sup>a</sup>,Oncology and cancer research,4,ne,ne,ne,ne,ne,ne,1830,2.8,630,2.1
3518,r093,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Ophthalmology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Ophthalmology,4,ne,ne,ne,ne,ne,ne,523,0.8,261,0.9
3518,r094,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Otorhinolaryngology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Otorhinolaryngology,4,ne,ne,ne,ne,ne,ne,275,0.4,121,0.4
3518,r095,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pediatrics,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pediatrics,4,ne,ne,ne,ne,ne,ne,1264,1.9,597,2.0
3518,r096,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Psychiatry,All detailed fields,Health,Clinical medicine<sup>a</sup>,Psychiatry,4,ne,ne,ne,ne,ne,ne,1004,1.5,241,0.8
3518,r097,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All detailed fields,Health,Clinical medicine<sup>a</sup>,Public health,4,29594,4.3,25403,6.2,4191,1.5,843,1.3,687,2.3
3518,r098,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pulmonary disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pulmonary disease,4,ne,ne,ne,ne,ne,ne,275,0.4,107,0.4
3518,r099,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Radiological sciences,All detailed fields,Health,Clinical medicine<sup>a</sup>,Radiological sciences,4,ne,ne,ne,ne,ne,ne,1152,1.7,391,1.3
3518,r100,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Surgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Surgery,4,ne,ne,ne,ne,ne,ne,1376,2.1,527,1.7
3518,r101,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All detailed fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,4,1228,0.2,848,0.2,380,0.1,3982,6.0,1391,4.6
3518,r102,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,3,41600,6.0,30243,7.4,11357,4.0,2828,4.3,1348,4.4
3518,r103,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,4,17257,2.5,16346,4.0,911,0.3,75,0.1,46,0.2
3518,r104,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,4,1523,0.2,1315,0.3,208,0.1,316,0.5,110,0.4
3518,r105,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,4,5300,0.8,1861,0.5,3439,1.2,120,0.2,97,0.3
3518,r106,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,4,4308,0.6,1187,0.3,3121,1.1,1091,1.6,392,1.3
3518,r107,All detailed fields -> Health -> Other health -> Veterinary biomedical and clinical sciences,All detailed fields,Health,Other health,Veterinary biomedical and clinical sciences,4,1573,0.2,881,0.2,692,0.2,679,1.0,290,1.0
3518,r108,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,4,11639,1.7,8653,2.1,2986,1.1,547,0.8,413,1.4
