table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_united_states,field_puerto_ricoa,field_canada,field_austria,field_belgium,field_czechia,field_denmark,field_finland,field_france,field_germany,field_hungary,field_ireland,field_italy,field_luxembourg,field_netherlands,field_norway,field_poland,field_russia,field_spain,field_sweden,field_switzerland,field_turkey,field_united_kingdom,field_other_european_locations
6592,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['450', '']","['35', '']","['0 - 87', '']","['8', '']","['0 - 12', '']","['0 - 4', '']","['25', '']","['0', '']","['2', '']","['3', '']","['0 - 3', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['1', '']","['0', '']","['0 - 6', '']","['0', '']","['15', '']","['10', '']"
6592,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['15,868', '']","['67', '']","['684', '']","['351', 'i']","['1,459', '']","['27', '']","['87', '']","['43', '']","['606', '']","['810', '']","['36', '']","['1,453', '']","['288', '']","['1', '']","['277', '']","['45', '']","['93', '']","['95', '']","['298', '']","['170', '']","['1,724', '']","['48', '']","['1,964', 'i']","['956', '']"
6592,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['757', '']","['1', '']","['20', 'i']","['0', '']","['97', '']","['*', '']","['0', '']","['*', '']","['20', '']","['173', '']","['0 - 3', '']","['0', '']","['3', '']","['*', '']","['8', '']","['0', '']","['3', '']","['1', '']","['0 - 5', '']","['0 - 6', '']","['15', '']","['0 - 3', '']","['123', '']","['2', '']"
6592,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['227', '']","['*', '']","['0 - 87', '']","['0 - 3', '']","['0 - 12', '']","['0 - 4', '']","['0', '']","['0', '']","['19', '']","['21', '']","['0 - 3', '']","['0 - 2', '']","['0 - 16', '']","['0 - 116', '']","['23', '']","['0', '']","['0 - 5', '']","['0', '']","['0 - 5', '']","['0', '']","['0 - 6', '']","['0', '']","['20', '']","['0 - 52', '']"
6592,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['503', '']","['0', '']","['17', '']","['0', '']","['16', '']","['2', '']","['0', '']","['6', 'i']","['40', '']","['164', '']","['3', '']","['7', 'i']","['15', '']","['4', '']","['4', 'i']","['0', '']","['1', '']","['1', '']","['5', '']","['2', '']","['2', '']","['0', '']","['12', '']","['6', '']"
6592,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['192', 'i']","['0', '']","['15', '']","['0', '']","['4', '']","['0', '']","['1', 'i']","['0', '']","['12', 'i']","['19', 'i']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['4', 'i']","['3', 'i']","['0', '']","['0', '']","['3', '']","['0', '']","['2', '']","['3', '']"
6592,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['76', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['10', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['*', '']","['3', '']","['1', '']","['*', '']","['0', '']","['5', '']","['11', '']"
6592,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['278', '']","['0', '']","['22', '']","['7', '']","['3', '']","['*', '']","['1', '']","['5', '']","['2', '']","['40', '']","['*', '']","['*', '']","['4', '']","['0', '']","['3', '']","['*', '']","['*', '']","['*', '']","['2', '']","['*', '']","['18', '']","['0', '']","['41', '']","['*', '']"
6592,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['4,251', '']","['0', '']","['147', '']","['42', 'i']","['25', '']","['3', '']","['67', '']","['58', '']","['392', '']","['678', '']","['3', '']","['15', 'i']","['104', '']","['0', '']","['84', '']","['12', '']","['11', '']","['1', '']","['39', '']","['68', '']","['187', '']","['*', '']","['375', '']","['44', '']"
6592,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['857', '']","['0', '']","['19', '']","['0 - 12', '']","['3', '']","['0 - 4', '']","['2', '']","['46', '']","['78', '']","['282', '']","['1', '']","['0', '']","['15', '']","['0', '']","['24', '']","['0', '']","['0 - 12', '']","['0 - 2', '']","['11', '']","['*', '']","['126', '']","['0 - 1', '']","['5', '']","['1', '']"
6592,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['915', '']","['0', '']","['1', '']","['0 - 43', 'i']","['0 - 23', '']","['0', '']","['0', '']","['0', '']","['5', 'i']","['51', 'i']","['0', '']","['0 - 14', 'i']","['7', 'i']","['0', '']","['0 - 57', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', 'i']","['0', '']"
6592,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['630', '']","['0', '']","['20', '']","['0', '']","['*', '']","['0 - 4', '']","['51', '']","['0', '']","['204', '']","['40', '']","['1', '']","['2', 'i']","['15', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['13', '']","['*', '']","['31', '']","['0 - 1', '']","['41', '']","['15', '']"
6592,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,850', '']","['0', '']","['108', '']","['0 - 43', '']","['0 - 23', 'i']","['0 - 4', '']","['14', '']","['12', '']","['105', '']","['305', '']","['1', '']","['0 - 14', 'i']","['68', '']","['0', '']","['0 - 57', '']","['12', '']","['0 - 12', '']","['0 - 2', '']","['15', '']","['68', '']","['31', '']","['0', '']","['328', '']","['28', '']"
6592,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['25,452', 'i']","['250 - 413', 'i']","['1,764', '']","['94', '']","['104', '']","['91', '']","['162', '']","['202', '']","['461', 'i']","['2,078', '']","['14', '']","['507', '']","['190', '']","['18', '']","['234', '']","['157', '']","['258', '']","['86', '']","['193', 'i']","['225', '']","['331', '']","['3', 'i']","['1,422', '']","['257', '']"
6592,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['3,312 - 3,316', '']","['0', '']","['607', '']","['1', '']","['33', '']","['0 - 26', '']","['24', '']","['0 - 14', '']","['42', 'i']","['126', '']","['*', '']","['70', '']","['65', '']","['*', 'i']","['43', '']","['45 - 94', '']","['77', 'i']","['1', '']","['8', '']","['49', 'i']","['0 - 100', '']","['*', '']","['183', '']","['41', '']"
6592,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['13,007', 'i']","['3', '']","['665', '']","['88', '']","['40', '']","['25', '']","['58', 'i']","['74', '']","['195', 'i']","['823', '']","['4', '']","['269', '']","['85', '']","['0', '']","['60', '']","['58', '']","['157 - 180', '']","['71', '']","['23', 'i']","['22', '']","['79', '']","['0 - 4', 'i']","['411', '']","['105', 'i']"
6592,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['3,950', '']","['*', '']","['399', '']","['5', '']","['24', '']","['42', '']","['50', '']","['116', '']","['153', '']","['880', 'i']","['0 - 11', '']","['25', '']","['32', '']","['17', '']","['122', '']","['6 - 53', '']","['*', '']","['13', 'i']","['25', '']","['132', '']","['154', '']","['*', '']","['659', 'i']","['96', '']"
6592,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['1,280', 'i']","['0', '']","['94', 'i']","['0', '']","['1', '']","['*', '']","['*', '']","['26', 'i']","['62', 'i']","['440', 'i']","['0', '']","['1', '']","['6', '']","['0', '']","['3', '']","['0', '']","['0', '']","['12', 'i']","['*', '']","['3', 'i']","['92', 'i']","['0', '']","['291', 'i']","['16', 'i']"
6592,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['878', '']","['*', '']","['248', '']","['*', '']","['4', '']","['8', '']","['4', '']","['0', '']","['33', 'i']","['77', '']","['*', '']","['*', '']","['4', '']","['0', '']","['17', '']","['7', '']","['0', '']","['0', '']","['1', '']","['56', '']","['23', '']","['*', '']","['229', 'i']","['8', 'i']"
6592,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['1,792', '']","['0', '']","['57', '']","['5', '']","['19', '']","['34', '']","['46', '']","['90', '']","['58', '']","['364', '']","['0 - 11', '']","['24', '']","['23', '']","['17', '']","['102', '']","['0 - 45', '']","['*', '']","['*', '']","['24', '']","['73', '']","['39', '']","['0', '']","['139', '']","['72', '']"
6592,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['5,179 - 5,183', 'i']","['246 - 410', 'i']","['93', '']","['*', 'i']","['7', '']","['0 - 26', '']","['30', '']","['0 - 14', '']","['70', '']","['249', '']","['0 - 11', '']","['143', '']","['8', '']","['0', '']","['10', '']","['*', '']","['0 - 25', 'i']","['1', '']","['137', 'i']","['22', '']","['0 - 100', '']","['0 - 4', '']","['170', '']","['16', '']"
6592,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['1,743', '']","['*', '']","['286', 'i']","['21', '']","['11', '']","['1', '']","['1', '']","['5', '']","['52', '']","['261', '']","['2', '']","['8', '']","['101', '']","['0', '']","['17', '']","['9', '']","['25', '']","['4', '']","['2', '']","['*', '']","['67', '']","['2', '']","['117', '']","['27', '']"
6592,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['7,812', '']","['0', '']","['325', '']","['5', 'i']","['135', 'i']","['34', '']","['*', '']","['*', '']","['167', '']","['2,020', '']","['32', '']","['13', '']","['298', '']","['3', '']","['219', '']","['0', '']","['178', 'i']","['1', '']","['63', '']","['60', '']","['8', '']","['4', '']","['907', '']","['74', '']"
6592,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['6,993', '']","['0', '']","['231', '']","['1', '']","['135', 'i']","['13', '']","['0', '']","['*', '']","['98', '']","['1,895', '']","['32', '']","['13', '']","['144', '']","['3', '']","['214', '']","['0', '']","['149', 'i']","['1', '']","['0 - 64', '']","['58', '']","['0 - 9', '']","['2', '']","['736', '']","['58', '']"
6592,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['585', '']","['0', '']","['35', '']","['3', 'i']","['0', '']","['20', '']","['0', '']","['0', '']","['0 - 54', '']","['97', '']","['0', '']","['0', '']","['154', '']","['*', '']","['4', '']","['0', '']","['26', '']","['0', '']","['0 - 54', 'i']","['1', '']","['0 - 9', '']","['3', '']","['151', '']","['12', 'i']"
6592,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['585', '']","['0', '']","['35', '']","['3', 'i']","['0', '']","['20', '']","['0', '']","['0', '']","['0 - 54', '']","['97', '']","['0', '']","['0', '']","['154', '']","['*', '']","['4', '']","['0', '']","['26', '']","['0', '']","['0 - 54', 'i']","['1', '']","['0 - 9', '']","['3', '']","['151', '']","['12', 'i']"
6592,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']"
6592,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6592,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['234', '']","['0', '']","['59', '']","['0', '']","['0', '']","['1', 'i']","['*', '']","['0', '']","['14 - 70', 'i']","['28', 'i']","['0', '']","['0', '']","['*', '']","['0', '']","['1', '']","['0', '']","['3', '']","['0', '']","['0 - 64', '']","['1', 'i']","['0 - 9', '']","['0', '']","['21', '']","['4', '']"
6592,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['35', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['7', '']","['3', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']"
6592,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['3,482 - 3,488', '']","['0 - 159', '']","['86 - 156', '']","['25', '']","['16 - 55', '']","['19', 'i']","['15', '']","['33', '']","['162 - 183', '']","['436', '']","['4', '']","['268', '']","['31', '']","['1', 'i']","['125', 'i']","['27', '']","['12', 'i']","['54', '']","['20', '']","['103', '']","['170', '']","['5', '']","['198 - 329', '']","['41', '']"
6592,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['3,069', '']","['0 - 159', '']","['87', '']","['19', '']","['17', '']","['6', '']","['14', '']","['33', '']","['163', '']","['415', '']","['4', '']","['265', '']","['29', 'i']","['0', '']","['123', 'i']","['27', '']","['1', '']","['54', '']","['18', '']","['80', '']","['170', '']","['3', '']","['199', '']","['18', '']"
6592,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['413 - 419', '']","['0', '']","['0 - 70', 'i']","['6', '']","['0 - 39', 'i']","['13', 'i']","['*', '']","['*', '']","['0 - 21', '']","['21', '']","['0', '']","['3', 'i']","['2', '']","['1', 'i']","['1', '']","['0', '']","['11', 'i']","['0', '']","['2', 'i']","['23', '']","['*', 'i']","['2', 'i']","['0 - 131', '']","['22', '']"
6592,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['40,113', '']","['23', '']","['3,252', '']","['95', '']","['304', '']","['346', '']","['217', '']","['242', '']","['1,221', '']","['1,961', '']","['150', 'i']","['1,926', '']","['502', '']","['68', 'i']","['1,002', '']","['103', '']","['350', '']","['236', '']","['372', '']","['608', '']","['1,590', '']","['84', '']","['6,233', '']","['1,222', '']"
6592,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['589', '']","['0', '']","['0 - 328', 'i']","['0', '']","['2', '']","['*', '']","['0', '']","['0', '']","['0 - 84', '']","['91', 'i']","['0', '']","['0', '']","['0 - 237', '']","['0', '']","['0 - 239', '']","['4', 'i']","['0', '']","['1', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['88', 'i']","['0', '']"
6592,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['9', '']","['0', '']","['*', '']","['*', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']"
6592,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['113', '']","['0', '']","['0 - 28', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', 'i']","['86', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', 'i']","['*', 'i']"
6592,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['69 - 4,198', 'i']","['0', '']","['0 - 328', 'i']","['3', 'i']","['*', 'i']","['1', 'i']","['0 - 24', '']","['0 - 6', 'i']","['0 - 84', 'i']","['0 - 387', 'i']","['*', 'i']","['0 - 738', 'i']","['0 - 237', 'i']","['0 - 62', 'i']","['0 - 239', '']","['0 - 11', 'i']","['0 - 31', 'i']","['*', '']","['0 - 38', 'i']","['14 - 43', 'i']","['6', '']","['0 - 29', '']","['0 - 332', 'i']","['0 - 44', 'i']"
6592,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['62', '']","['0', '']","['0 - 37', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 37', '']","['0', '']","['0 - 31', '']","['9', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']"
6592,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['19,051', '']","['0 - 18', '']","['1,877', '']","['46', '']","['164', '']","['201', '']","['156', '']","['204', '']","['549', '']","['636', '']","['72', '']","['851', '']","['56', '']","['6 - 32', '']","['470', '']","['86', '']","['188', '']","['90', '']","['157', '']","['453', '']","['1,032', '']","['5 - 31', '']","['2,984', '']","['641', '']"
6592,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['6,949', '']","['0 - 6', '']","['1,015', '']","['0 - 12', '']","['0 - 137', '']","['63', '']","['108', '']","['42', '']","['225', '']","['235', '']","['0 - 15', '']","['0 - 332', '']","['27', '']","['7', '']","['0 - 227', '']","['49', '']","['41', '']","['45', '']","['94', '']","['352', '']","['72', '']","['6', '']","['671', '']","['358', '']"
6592,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6592,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['6,949', '']","['0 - 6', '']","['1,015', '']","['0 - 12', '']","['0 - 137', '']","['63', '']","['108', '']","['42', '']","['225', '']","['235', '']","['0 - 15', '']","['0 - 332', '']","['27', '']","['7', '']","['0 - 227', '']","['49', '']","['41', '']","['45', '']","['94', '']","['352', '']","['72', '']","['6', '']","['671', '']","['358', '']"
6592,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['124', '']","['0', '']","['0 - 28', '']","['0', '']","['0', '']","['0', '']","['0 - 28', '']","['0', '']","['*', '']","['0 - 28', '']","['0', '']","['0 - 28', '']","['0', '']","['0', '']","['*', '']","['0', '']","['21', '']","['0', '']","['3', '']","['0 - 28', '']","['0', '']","['0', '']","['25', '']","['7', '']"
