table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_level_5,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_number,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_percent,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_number,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
10695,r011,All detailed fields -> Science -> Biological and biomedical sciences -> Biostatistics and bioinformatics ,All detailed fields,Science,Biological and biomedical sciences,Biostatistics and bioinformatics ,,4,3799,1.3,182,0.9,1,0.1,494,2.4,87,0.7,6,3.0,1091,1.0,98,1.3,153,1.9,1687,1.4
10695,r012,All detailed fields -> Science -> Biological and biomedical sciences -> Biotechnology,All detailed fields,Science,Biological and biomedical sciences,Biotechnology,,4,105,0.05,10,0.05,1,0.1,10,0.05,2,0.05,1,0.5,39,0.05,3,0.05,3,0.05,36,0.05
10695,r013,All detailed fields -> Science -> Biological and biomedical sciences -> Botany and plant biology,All detailed fields,Science,Biological and biomedical sciences,Botany and plant biology,,4,1301,0.4,115,0.5,3,0.4,68,0.3,29,0.2,1,0.5,585,0.5,36,0.5,38,0.5,426,0.4
10695,r014,"All detailed fields -> Science -> Biological and biomedical sciences -> Cell, cellular biology, and anatomical sciences",All detailed fields,Science,Biological and biomedical sciences,"Cell, cellular biology, and anatomical sciences",,4,5374,1.8,617,2.9,14,1.9,566,2.8,203,1.6,8,4.1,2332,2.2,141,1.9,154,1.9,1339,1.1
10695,r015,All detailed fields -> Science -> Biological and biomedical sciences -> Ecology and population biology,All detailed fields,Science,Biological and biomedical sciences,Ecology and population biology,,4,2808,0.9,267,1.3,9,1.2,141,0.7,93,0.7,4,2.0,1547,1.4,87,1.2,68,0.8,592,0.5
10695,r016,All detailed fields -> Science -> Biological and biomedical sciences -> Epidemiology,All detailed fields,Science,Biological and biomedical sciences,Epidemiology,,4,2213,0.7,167,0.8,5,0.7,252,1.2,189,1.5,2,1.0,838,0.8,57,0.8,82,1.0,621,0.5
10695,r017,All detailed fields -> Science -> Biological and biomedical sciences -> Genetics,All detailed fields,Science,Biological and biomedical sciences,Genetics,,4,2584,0.9,267,1.3,4,0.5,242,1.2,117,0.9,2,1.0,1201,1.1,82,1.1,62,0.8,607,0.5
10695,r018,All detailed fields -> Science -> Biological and biomedical sciences -> Microbiological sciences and immunology,All detailed fields,Science,Biological and biomedical sciences,Microbiological sciences and immunology,,4,4466,1.5,491,2.3,14,1.9,410,2.0,227,1.8,2,1.0,2160,2.0,148,2.0,133,1.6,881,0.7
10695,r019,All detailed fields -> Science -> Biological and biomedical sciences -> Molecular biology,All detailed fields,Science,Biological and biomedical sciences,Molecular biology,,4,1231,0.4,150,0.7,2,0.3,134,0.7,44,0.3,2,1.0,499,0.5,39,0.5,37,0.5,324,0.3
10695,r020,All detailed fields -> Science -> Biological and biomedical sciences -> Neurobiology and neuroscience,All detailed fields,Science,Biological and biomedical sciences,Neurobiology and neuroscience,,4,5933,2.0,706,3.3,13,1.7,594,2.9,283,2.2,1,0.5,2765,2.6,228,3.1,196,2.4,1147,1.0
10695,r021,All detailed fields -> Science -> Biological and biomedical sciences -> Nutrition science,All detailed fields,Science,Biological and biomedical sciences,Nutrition science,,4,1050,0.4,74,0.3,1,0.1,65,0.3,54,0.4,1,0.5,437,0.4,26,0.4,22,0.3,370,0.3
10695,r022,All detailed fields -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All detailed fields,Science,Biological and biomedical sciences,Pathology and experimental pathology,,4,917,0.3,88,0.4,3,0.4,80,0.4,44,0.3,2,1.0,418,0.4,22,0.3,52,0.6,208,0.2
10695,r023,All detailed fields -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All detailed fields,Science,Biological and biomedical sciences,Pharmacology and toxicology,,4,2409,0.8,238,1.1,7,0.9,256,1.2,157,1.2,0,0.0,999,0.9,81,1.1,74,0.9,597,0.5
10695,r024,All detailed fields -> Science -> Biological and biomedical sciences -> Physiology,All detailed fields,Science,Biological and biomedical sciences,Physiology,,4,3021,1.0,255,1.2,6,0.8,311,1.5,128,1.0,3,1.5,1337,1.2,76,1.0,95,1.2,810,0.7
10695,r025,All detailed fields -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All detailed fields,Science,Biological and biomedical sciences,Zoology and animal biology,,4,1198,0.4,86,0.4,1,0.1,43,0.2,37,0.3,0,0.0,674,0.6,40,0.5,35,0.4,282,0.2
10695,r026,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,,4,2593,0.9,237,1.1,9,1.2,206,1.0,104,0.8,4,2.0,1168,1.1,99,1.4,76,0.9,690,0.6
10695,r027,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,,3,20583,6.9,532,2.5,25,3.3,1598,7.8,601,4.8,13,6.6,4168,3.9,333,4.5,514,6.4,12799,10.8
10695,r028,"All detailed fields -> Science -> Computer and information sciences -> Artificial intelligence, informatics, and computer and information science topics ",All detailed fields,Science,Computer and information sciences,"Artificial intelligence, informatics, and computer and information science topics ",,4,763,0.3,12,0.1,1,0.1,48,0.2,22,0.2,0,0.0,191,0.2,12,0.2,28,0.3,449,0.4
10695,r029,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,Computer and information sciences,,4,6432,2.2,159,0.7,2,0.3,398,1.9,149,1.2,4,2.0,1284,1.2,78,1.1,134,1.7,4224,3.6
10695,r030,All detailed fields -> Science -> Computer and information sciences -> Computer and information systems security ,All detailed fields,Science,Computer and information sciences,Computer and information systems security ,,4,441,0.1,32,0.2,9,1.2,52,0.3,101,0.8,0,0.0,160,0.1,13,0.2,16,0.2,58,0.05
10695,r031,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,,4,10832,3.6,232,1.1,7,0.9,917,4.5,156,1.2,7,3.6,1992,1.9,178,2.4,284,3.5,7059,5.9
10695,r032,All detailed fields -> Science -> Computer and information sciences -> Information science and studies,All detailed fields,Science,Computer and information sciences,Information science and studies,,4,1394,0.5,69,0.3,6,0.8,120,0.6,120,1.0,2,1.0,382,0.4,33,0.5,32,0.4,630,0.5
10695,r033,All detailed fields -> Science -> Computer and information sciences -> Information technology,All detailed fields,Science,Computer and information sciences,Information technology,,4,550,0.2,19,0.1,0,0.0,43,0.2,35,0.3,0,0.0,105,0.1,14,0.2,15,0.2,319,0.3
10695,r034,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec ,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec ,,4,171,0.1,9,0.05,0,0.0,20,0.1,18,0.1,0,0.0,54,0.1,5,0.1,5,0.1,60,0.1
10695,r035,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,,3,6784,2.3,531,2.5,16,2.1,263,1.3,152,1.2,3,1.5,3322,3.1,233,3.2,189,2.3,2075,1.7
10695,r036,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,,4,945,0.3,63,0.3,0,0.0,25,0.1,27,0.2,0,0.0,463,0.4,28,0.4,26,0.3,313,0.3
10695,r037,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,,4,4285,1.4,352,1.7,13,1.7,182,0.9,92,0.7,1,0.5,2009,1.9,128,1.7,95,1.2,1413,1.2
10695,r038,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,,4,1554,0.5,116,0.5,3,0.4,56,0.3,33,0.3,2,1.0,850,0.8,77,1.1,68,0.8,349,0.3
10695,r039,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
10695,r040,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,,3,13589,4.6,654,3.1,14,1.9,967,4.7,223,1.8,4,2.0,4239,3.9,251,3.4,380,4.7,6857,5.8
10695,r041,All detailed fields -> Science -> Mathematics and statistics -> Applied mathematics,All detailed fields,Science,Mathematics and statistics,Applied mathematics,,4,2127,0.7,108,0.5,1,0.1,120,0.6,52,0.4,0,0.0,680,0.6,52,0.7,52,0.6,1062,0.9
10695,r042,All detailed fields -> Science -> Mathematics and statistics -> Mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics,,4,8117,2.7,456,2.1,7,0.9,594,2.9,130,1.0,2,1.0,2899,2.7,162,2.2,238,2.9,3629,3.1
10695,r043,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,,4,3345,1.1,90,0.4,6,0.8,253,1.2,41,0.3,2,1.0,660,0.6,37,0.5,90,1.1,2166,1.8
10695,r044,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,,,3,4014,1.4,300,1.4,7,0.9,285,1.4,209,1.7,7,3.6,1665,1.5,117,1.6,128,1.6,1296,1.1
10695,r045,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Biological and physical sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Biological and physical sciences,,4,956,0.3,66,0.3,3,0.4,78,0.4,38,0.3,5,2.5,384,0.4,25,0.3,34,0.4,323,0.3
10695,r046,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Computational science,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Computational science,,4,335,0.1,24,0.1,1,0.1,19,0.1,8,0.1,0,0.0,115,0.1,8,0.1,14,0.2,146,0.1
10695,r047,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Data science and data analytics,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Data science and data analytics,,4,104,0.05,5,0.05,0,0.0,10,0.05,2,0.05,0,0.0,22,0.05,4,0.1,1,0.05,60,0.1
10695,r048,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> International and global studies,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,International and global studies,,4,175,0.1,35,0.2,0,0.0,7,0.05,19,0.2,0,0.0,48,0.05,3,0.05,2,0.05,61,0.1
10695,r049,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Multidisciplinary and interdisciplinary sciences nec,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Multidisciplinary and interdisciplinary sciences nec,,4,2444,0.8,170,0.8,3,0.4,171,0.8,142,1.1,2,1.0,1096,1.0,77,1.1,77,1.0,706,0.6
10695,r050,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,,3,3955,1.3,282,1.3,47,6.3,146,0.7,172,1.4,4,2.0,1995,1.9,105,1.4,145,1.8,1059,0.9
10695,r051,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,,4,1980,0.7,168,0.8,20,2.7,94,0.5,111,0.9,3,1.5,952,0.9,50,0.7,81,1.0,501,0.4
10695,r052,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",,4,1975,0.7,114,0.5,27,3.6,52,0.3,61,0.5,1,0.5,1043,1.0,55,0.8,64,0.8,558,0.5
10695,r053,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,,3,37836,12.7,2551,12.0,37,4.9,2343,11.4,829,6.6,13,6.6,14570,13.6,868,11.8,845,10.5,15780,13.3
10695,r054,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,,4,1603,0.5,151,0.7,4,0.5,112,0.5,46,0.4,1,0.5,769,0.7,77,1.1,48,0.6,395,0.3
10695,r055,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,,4,19695,6.6,1462,6.9,19,2.5,1314,6.4,470,3.7,11,5.6,7540,7.0,439,6.0,430,5.3,8010,6.7
10695,r056,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,,4,1223,0.4,60,0.3,0,0.0,91,0.4,34,0.3,1,0.5,379,0.4,21,0.3,44,0.5,593,0.5
10695,r057,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,,4,14747,5.0,862,4.0,14,1.9,807,3.9,220,1.7,0,0.0,5721,5.3,323,4.4,313,3.9,6487,5.5
10695,r058,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,,4,568,0.2,16,0.1,0,0.0,19,0.1,59,0.5,0,0.0,161,0.1,8,0.1,10,0.1,295,0.2
10695,r059,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,,3,21121,7.1,3047,14.3,100,13.3,1471,7.2,1818,14.4,16,8.1,10591,9.9,833,11.4,659,8.2,2586,2.2
10695,r060,All detailed fields -> Science -> Psychology -> Applied psychology,All detailed fields,Science,Psychology,Applied psychology,,4,5104,1.7,804,3.8,37,4.9,291,1.4,588,4.7,4,2.0,2486,2.3,193,2.6,146,1.8,555,0.5
10695,r061,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,,4,3274,1.1,679,3.2,11,1.5,261,1.3,212,1.7,3,1.5,1673,1.6,126,1.7,169,2.1,140,0.1
10695,r062,All detailed fields -> Science -> Psychology -> Clinical psychology -> Counseling psychology,All detailed fields,Science,Psychology,Clinical psychology,Counseling psychology,5,1400,0.5,192,0.9,3,0.4,110,0.5,247,2.0,0,0.0,634,0.6,62,0.8,36,0.4,116,0.1
10695,r063,All detailed fields -> Science -> Psychology -> Human development,All detailed fields,Science,Psychology,Human development,,4,768,0.3,67,0.3,2,0.3,34,0.2,89,0.7,0,0.0,367,0.3,39,0.5,15,0.2,155,0.1
10695,r064,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",,4,5835,2.0,788,3.7,36,4.8,360,1.8,433,3.4,9,4.6,3150,2.9,244,3.3,205,2.5,610,0.5
10695,r065,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,,4,4740,1.6,517,2.4,11,1.5,415,2.0,249,2.0,0,0.0,2281,2.1,169,2.3,88,1.1,1010,0.8
10695,r066,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,,3,34016,11.4,2672,12.5,181,24.1,1711,8.3,2201,17.4,40,20.3,12125,11.3,867,11.8,1328,16.4,12891,10.8
10695,r067,All detailed fields -> Science -> Social sciences -> Agricultural and natural resource economics,All detailed fields,Science,Social sciences,Agricultural and natural resource economics,,4,416,0.1,15,0.1,0,0.0,17,0.1,9,0.1,0,0.0,83,0.1,3,0.05,3,0.05,286,0.2
10695,r068,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,,4,4047,1.4,448,2.1,40,5.3,161,0.8,166,1.3,8,4.1,1914,1.8,148,2.0,185,2.3,977,0.8
10695,r069,"All detailed fields -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All detailed fields,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",,4,2345,0.8,399,1.9,71,9.5,135,0.7,326,2.6,6,3.0,646,0.6,94,1.3,97,1.2,571,0.5
10695,r070,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,,4,1390,0.5,130,0.6,6,0.8,31,0.2,222,1.8,2,1.0,660,0.6,54,0.7,218,2.7,67,0.1
10695,r071,All detailed fields -> Science -> Social sciences -> Criminology,All detailed fields,Science,Social sciences,Criminology,,4,322,0.1,45,0.2,0,0.0,9,0.05,20,0.2,0,0.0,184,0.2,10,0.1,6,0.1,48,0.05
10695,r072,All detailed fields -> Science -> Social sciences -> Economics (except agricultural and natural resource),All detailed fields,Science,Social sciences,Economics (except agricultural and natural resource),,4,8201,2.8,211,1.0,2,0.3,463,2.3,115,0.9,3,1.5,1701,1.6,75,1.0,160,2.0,5471,4.6
10695,r073,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,,4,1547,0.5,122,0.6,12,1.6,62,0.3,56,0.4,1,0.5,598,0.6,36,0.5,43,0.5,617,0.5
10695,r074,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,,4,331,0.1,26,0.1,0,0.0,18,0.1,20,0.2,1,0.5,128,0.1,5,0.1,13,0.2,120,0.1
10695,r075,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,,4,1695,0.6,94,0.4,15,2.0,95,0.5,36,0.3,1,0.5,593,0.6,41,0.6,39,0.5,781,0.7
10695,r076,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,,4,5310,1.8,353,1.7,7,0.9,244,1.2,272,2.2,0,0.0,2211,2.1,158,2.2,162,2.0,1903,1.6
10695,r077,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,,4,2690,0.9,188,0.9,12,1.6,153,0.7,397,3.1,7,3.6,996,0.9,80,1.1,207,2.6,650,0.5
10695,r078,All detailed fields -> Science -> Social sciences -> Sociology and population studies,All detailed fields,Science,Social sciences,Sociology and population studies,,4,4655,1.6,574,2.7,12,1.6,271,1.3,466,3.7,5,2.5,1934,1.8,145,2.0,153,1.9,1095,0.9
10695,r079,All detailed fields -> Science -> Social sciences -> Urban studies and affairs ,All detailed fields,Science,Social sciences,Urban studies and affairs ,,4,398,0.1,25,0.1,2,0.3,19,0.1,56,0.4,1,0.5,162,0.2,2,0.05,10,0.1,121,0.1
10695,r080,"All detailed fields -> Science -> Social sciences -> Social sciences, other",All detailed fields,Science,Social sciences,"Social sciences, other",,4,669,0.2,42,0.2,2,0.3,33,0.2,40,0.3,5,2.5,315,0.3,16,0.2,32,0.4,184,0.2
10695,r081,All detailed fields -> Engineering,All detailed fields,Engineering,,,,2,72980,24.6,3250,15.2,86,11.5,4885,23.8,1769,14.0,26,13.2,18814,17.5,1370,18.7,1471,18.2,41309,34.7
10695,r082,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,3,2832,1.0,167,0.8,2,0.3,236,1.1,62,0.5,2,1.0,1153,1.1,95,1.3,49,0.6,1066,0.9
10695,r083,"All detailed fields -> Engineering -> Biological, biomedical, and biosystems engineering",All detailed fields,Engineering,"Biological, biomedical, and biosystems engineering",,,3,9265,3.1,680,3.2,13,1.7,1112,5.4,345,2.7,6,3.0,3244,3.0,258,3.5,299,3.7,3308,2.8
10695,r084,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,,3,7590,2.6,333,1.6,13,1.7,622,3.0,144,1.1,3,1.5,2194,2.0,126,1.7,115,1.4,4040,3.4
10695,r085,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,,4,7069,2.4,327,1.5,13,1.7,607,3.0,131,1.0,3,1.5,2137,2.0,125,1.7,110,1.4,3616,3.0
10695,r086,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,,4,521,0.2,6,0.05,0,0.0,15,0.1,13,0.1,0,0.0,57,0.1,1,0.05,5,0.1,424,0.4
10695,r087,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",,,3,7754,2.6,302,1.4,16,2.1,263,1.3,164,1.3,6,3.0,1518,1.4,101,1.4,108,1.3,5276,4.4
10695,r088,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",Civil engineering,,4,6629,2.2,230,1.1,13,1.7,222,1.1,130,1.0,5,2.5,1223,1.1,79,1.1,88,1.1,4639,3.9
10695,r089,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",,4,1125,0.4,72,0.3,3,0.4,41,0.2,34,0.3,1,0.5,295,0.3,22,0.3,20,0.2,637,0.5
10695,r090,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",,,3,17585,5.9,494,2.3,8,1.1,1031,5.0,315,2.5,2,1.0,3050,2.8,230,3.1,306,3.8,12149,10.2
10695,r091,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",,4,14780,5.0,437,2.0,7,0.9,876,4.3,260,2.1,1,0.5,2568,2.4,195,2.7,256,3.2,10180,8.6
10695,r092,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering,,4,2805,0.9,57,0.3,1,0.1,155,0.8,55,0.4,1,0.5,482,0.4,35,0.5,50,0.6,1969,1.7
