table_id,row_id,time_period,_b_total_in_survey_b_level_1,_b_total_in_survey_b_level_2,_b_total_in_survey_b_hierarchy_depth,value
3448,r039,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Postdoctoral appointees,2,37
3448,r040,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctorate nonfaculty researchers,2,108
3448,r041,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Postdoctoral appointees,2,2.1
3448,r042,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,5.0
3448,r043,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Total in survey,Postdoctoral appointees,2,1070
3448,r044,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Total in survey,Doctorate nonfaculty researchers,2,305
3448,r045,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Number imputed,Postdoctoral appointees,2,27
3448,r046,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Number imputed,Doctorate nonfaculty researchers,2,34
3448,r047,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Imputation rate (%),Postdoctoral appointees,2,2.5
3448,r048,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Imputation rate (%),Doctorate nonfaculty researchers,2,11.1
3448,r049,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Postdoctoral appointees,2,972
3448,r050,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Doctorate nonfaculty researchers,2,820
3448,r051,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Postdoctoral appointees,2,24
3448,r052,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Doctorate nonfaculty researchers,2,17
3448,r053,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Postdoctoral appointees,2,2.5
3448,r054,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Doctorate nonfaculty researchers,2,2.1
3448,r055,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Total in survey,Postdoctoral appointees,2,806
3448,r056,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Total in survey,Doctorate nonfaculty researchers,2,582
3448,r057,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Number imputed,Postdoctoral appointees,2,21
3448,r058,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Number imputed,Doctorate nonfaculty researchers,2,25
3448,r059,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Imputation rate (%),Postdoctoral appointees,2,2.6
3448,r060,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Imputation rate (%),Doctorate nonfaculty researchers,2,4.3
3448,r061,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Total in survey,Postdoctoral appointees,2,7159
3448,r062,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Total in survey,Doctorate nonfaculty researchers,2,3316
3448,r063,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Number imputed,Postdoctoral appointees,2,196
3448,r064,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Number imputed,Doctorate nonfaculty researchers,2,509
3448,r065,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Imputation rate (%),Postdoctoral appointees,2,2.7
3448,r066,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,15.3
3448,r067,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Psychology",Total in survey,Postdoctoral appointees,2,1152
3448,r068,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Psychology",Total in survey,Doctorate nonfaculty researchers,2,576
3448,r069,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Psychology",Number imputed,Postdoctoral appointees,2,71
3448,r070,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Psychology",Number imputed,Doctorate nonfaculty researchers,2,26
3448,r071,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Psychology",Imputation rate (%),Postdoctoral appointees,2,6.2
3448,r072,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Psychology",Imputation rate (%),Doctorate nonfaculty researchers,2,4.5
3448,r073,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Social sciences",Total in survey,Postdoctoral appointees,2,1762
3448,r074,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Social sciences",Total in survey,Doctorate nonfaculty researchers,2,1659
3448,r075,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Social sciences",Number imputed,Postdoctoral appointees,2,50
3448,r076,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Social sciences",Number imputed,Doctorate nonfaculty researchers,2,106
3448,r077,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Social sciences",Imputation rate (%),Postdoctoral appointees,2,2.8
3448,r078,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Social sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,6.4
3448,r079,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering",Total in survey,Postdoctoral appointees,2,8266
3448,r080,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering",Total in survey,Doctorate nonfaculty researchers,2,3909
3448,r081,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering",Number imputed,Postdoctoral appointees,2,258
3448,r082,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering",Number imputed,Doctorate nonfaculty researchers,2,394
3448,r083,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering",Imputation rate (%),Postdoctoral appointees,2,3.1
3448,r084,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,10.1
3448,r085,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Postdoctoral appointees,2,227
3448,r086,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctorate nonfaculty researchers,2,124
3448,r087,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Postdoctoral appointees,2,3
3448,r088,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctorate nonfaculty researchers,2,9
3448,r089,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Postdoctoral appointees,2,1.3
3448,r090,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,7.3
3448,r091,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Total in survey,Postdoctoral appointees,2,112
3448,r092,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Total in survey,Doctorate nonfaculty researchers,2,55
3448,r093,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Number imputed,Postdoctoral appointees,2,0
3448,r094,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Number imputed,Doctorate nonfaculty researchers,2,0
3448,r095,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r096,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,0.0
3448,r097,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Total in survey,Postdoctoral appointees,2,1515
3448,r098,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Total in survey,Doctorate nonfaculty researchers,2,492
3448,r099,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Number imputed,Postdoctoral appointees,2,119
3448,r100,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Number imputed,Doctorate nonfaculty researchers,2,74
3448,r101,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Imputation rate (%),Postdoctoral appointees,2,7.9
3448,r102,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,15.0
3448,r103,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Total in survey,Postdoctoral appointees,2,87
3448,r104,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Total in survey,Doctorate nonfaculty researchers,2,53
3448,r105,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Number imputed,Postdoctoral appointees,2,0
3448,r106,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Number imputed,Doctorate nonfaculty researchers,2,5
3448,r107,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r108,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,9.4
3448,r109,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Total in survey,Postdoctoral appointees,2,1157
3448,r110,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Total in survey,Doctorate nonfaculty researchers,2,328
3448,r111,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Number imputed,Postdoctoral appointees,2,24
3448,r112,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Number imputed,Doctorate nonfaculty researchers,2,45
3448,r113,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Imputation rate (%),Postdoctoral appointees,2,2.1
3448,r114,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,13.7
3448,r115,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Total in survey,Postdoctoral appointees,2,865
3448,r116,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Total in survey,Doctorate nonfaculty researchers,2,492
3448,r117,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Number imputed,Postdoctoral appointees,2,11
3448,r118,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Number imputed,Doctorate nonfaculty researchers,2,41
3448,r119,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Imputation rate (%),Postdoctoral appointees,2,1.3
3448,r120,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,8.3
3448,r121,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Total in survey,Postdoctoral appointees,2,1305
3448,r122,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Total in survey,Doctorate nonfaculty researchers,2,637
3448,r123,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Number imputed,Postdoctoral appointees,2,35
3448,r124,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Number imputed,Doctorate nonfaculty researchers,2,82
3448,r125,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Imputation rate (%),Postdoctoral appointees,2,2.7
3448,r126,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,12.9
3448,r127,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Total in survey,Postdoctoral appointees,2,180
3448,r128,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Total in survey,Doctorate nonfaculty researchers,2,186
3448,r129,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Number imputed,Postdoctoral appointees,2,0
3448,r130,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Number imputed,Doctorate nonfaculty researchers,2,4
3448,r131,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r132,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Imputation rate (%),Doctorate nonfaculty researchers,2,2.2
3448,r133,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Total in survey,Postdoctoral appointees,2,167
3448,r134,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Total in survey,Doctorate nonfaculty researchers,2,137
3448,r135,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Number imputed,Postdoctoral appointees,2,16
3448,r136,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Number imputed,Doctorate nonfaculty researchers,2,49
3448,r137,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Imputation rate (%),Postdoctoral appointees,2,9.6
3448,r138,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,35.8
3448,r139,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Total in survey,Postdoctoral appointees,2,1142
3448,r140,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Total in survey,Doctorate nonfaculty researchers,2,531
3448,r141,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Number imputed,Postdoctoral appointees,2,24
3448,r142,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Number imputed,Doctorate nonfaculty researchers,2,33
3448,r143,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Imputation rate (%),Postdoctoral appointees,2,2.1
3448,r144,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,6.2
3448,r145,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Total in survey,Postdoctoral appointees,2,642
3448,r146,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Total in survey,Doctorate nonfaculty researchers,2,242
3448,r147,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Number imputed,Postdoctoral appointees,2,17
3448,r148,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Number imputed,Doctorate nonfaculty researchers,2,7
3448,r149,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Imputation rate (%),Postdoctoral appointees,2,2.6
3448,r150,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,2.9
3448,r151,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Total in survey,Postdoctoral appointees,2,23
3448,r152,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Total in survey,Doctorate nonfaculty researchers,2,61
3448,r153,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Number imputed,Postdoctoral appointees,2,0
3448,r154,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Number imputed,Doctorate nonfaculty researchers,2,3
3448,r155,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r156,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,4.9
3448,r157,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Total in survey,Postdoctoral appointees,2,151
3448,r158,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Total in survey,Doctorate nonfaculty researchers,2,76
3448,r159,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Number imputed,Postdoctoral appointees,2,0
3448,r160,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Number imputed,Doctorate nonfaculty researchers,2,0
3448,r161,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r162,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Imputation rate (%),Doctorate nonfaculty researchers,2,0.0
3448,r163,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Total in survey,Postdoctoral appointees,2,80
3448,r164,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Total in survey,Doctorate nonfaculty researchers,2,41
3448,r165,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Number imputed,Postdoctoral appointees,2,0
3448,r166,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Number imputed,Doctorate nonfaculty researchers,2,6
3448,r167,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r168,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,14.6
3448,r169,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Total in survey,Postdoctoral appointees,2,72
3448,r170,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Total in survey,Doctorate nonfaculty researchers,2,82
3448,r171,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Number imputed,Postdoctoral appointees,2,0
3448,r172,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Number imputed,Doctorate nonfaculty researchers,2,32
3448,r173,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r174,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,39.0
3448,r175,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Total in survey,Postdoctoral appointees,2,541
3448,r176,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Total in survey,Doctorate nonfaculty researchers,2,372
3448,r177,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Number imputed,Postdoctoral appointees,2,9
3448,r178,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Number imputed,Doctorate nonfaculty researchers,2,4
3448,r179,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Imputation rate (%),Postdoctoral appointees,2,1.7
3448,r180,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Imputation rate (%),Doctorate nonfaculty researchers,2,1.1
3448,r181,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Total in survey,Postdoctoral appointees,2,19478
3448,r182,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Total in survey,Doctorate nonfaculty researchers,2,7621
3448,r183,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Number imputed,Postdoctoral appointees,2,1401
3448,r184,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Number imputed,Doctorate nonfaculty researchers,2,629
3448,r185,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Imputation rate (%),Postdoctoral appointees,2,7.2
3448,r186,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Imputation rate (%),Doctorate nonfaculty researchers,2,8.3
3448,r187,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Postdoctoral appointees,2,16650
3448,r188,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Doctorate nonfaculty researchers,2,6273
3448,r189,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Postdoctoral appointees,2,1290
3448,r190,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Doctorate nonfaculty researchers,2,552
3448,r191,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Postdoctoral appointees,2,7.7
3448,r192,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Doctorate nonfaculty researchers,2,8.8
3448,r193,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Total in survey,Postdoctoral appointees,2,2828
3448,r194,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Total in survey,Doctorate nonfaculty researchers,2,1348
3448,r195,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Number imputed,Postdoctoral appointees,2,111
3448,r196,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Number imputed,Doctorate nonfaculty researchers,2,77
3448,r197,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Imputation rate (%),Postdoctoral appointees,2,3.9
3448,r198,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Imputation rate (%),Doctorate nonfaculty researchers,2,5.7
3448,r199,"Fall 2018, all surveyed fields",Total in survey,Postdoctoral appointees,2,64783
