table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_fte_r_d_employeesa_total,field_fte_r_d_employeesa_full_time_r_d_employees,field_fte_r_d_employeesa_full_time_employees_working_on_r_d_part_time,field_fte_r_d_employeesa_part_time_employees_working_on_r_d,field_fte_r_d_scientists_and_engineersb_total,field_fte_r_d_scientists_and_engineersb_full_time_r_d_employees,field_fte_r_d_scientists_and_engineersb_full_time_employees_working_on_r_d_part_time,field_fte_r_d_scientists_and_engineersb_part_time_employees_working_on_r_d
772,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['119', '&nbsp;']","['116', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']","['81', '&nbsp;']","['79', '&nbsp;']","['1', 'i']","['*', '&nbsp;']"
772,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,4,3256,"['7', '&nbsp;']","['7', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['6', '&nbsp;']","['6', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
772,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,4,"3255, 3259","['9', '&nbsp;']","['9', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['5', '&nbsp;']","['5', '&nbsp;']","['*', 'i']","['*', '&nbsp;']"
772,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['19', '&nbsp;']","['13', 'i']","['6', 'i']","['*', '&nbsp;']","['10', 'i']","['8', 'i']","['2', 'i']","['*', '&nbsp;']"
772,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['6', '&nbsp;']","['5', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
772,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['4', '&nbsp;']","['2', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']"
772,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['27', '&nbsp;']","['16', 'i']","['10', 'i']","['*', 'i']","['12', 'i']","['8', 'i']","['4', 'i']","['*', 'i']"
772,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['71', '&nbsp;']","['59', '&nbsp;']","['12', '&nbsp;']","['*', '&nbsp;']","['49', '&nbsp;']","['41', '&nbsp;']","['7', '&nbsp;']","['*', '&nbsp;']"
772,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements,All industries,Manufacturing industries,Machinery,Agricultural implements,,4,33311,"['9', '&nbsp;']","['8', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['6', '&nbsp;']","['6', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
772,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['8', '&nbsp;']","['8', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['6', '&nbsp;']","['6', '&nbsp;']","['*', '&nbsp;']","['*', 'i']"
772,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment",,4,3336,"['9', '&nbsp;']","['6', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['8', '&nbsp;']","['5', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']"
772,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['44', '&nbsp;']","['36', 'i']","['8', 'i']","['*', '&nbsp;']","['28', 'i']","['24', 'i']","['4', 'i']","['*', '&nbsp;']"
772,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['251', '&nbsp;']","['226', 'i']","['21', '&nbsp;']","['4', '&nbsp;']","['209', 'i']","['190', 'i']","['16', '&nbsp;']","['3', 'i']"
772,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['56', 'i']","['50', 'i']","['5', 'i']","['*', 'i']","['47', 'i']","['43', 'i']","['4', 'i']","['*', 'i']"
772,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['93', '&nbsp;']","['88', 'i']","['3', 'i']","['3', '&nbsp;']","['81', 'i']","['77', 'i']","['2', 'i']","['2', '&nbsp;']"
772,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['60', '&nbsp;']","['47', '&nbsp;']","['13', '&nbsp;']","['1', '&nbsp;']","['47', '&nbsp;']","['37', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']"
772,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses",5,"334510, 334517","['12', 'i']","['12', 'i']","['*', 'i']","['*', 'i']","['9', 'i']","['8', 'i']","['*', 'i']","['*', 'i']"
772,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",5,334511,"['27', '&nbsp;']","['15', '&nbsp;']","['11', '&nbsp;']","['*', '&nbsp;']","['22', '&nbsp;']","['12', '&nbsp;']","['9', '&nbsp;']","['*', '&nbsp;']"
772,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['22', '&nbsp;']","['20', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['17', '&nbsp;']","['16', '&nbsp;']","['1', 'i']","['*', '&nbsp;']"
772,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['42', 'i']","['41', 'i']","['1', '&nbsp;']","['*', 'i']","['33', 'i']","['33', 'i']","['*', 'i']","['*', 'i']"
772,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['26', '&nbsp;']","['24', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['19', 'i']","['17', 'i']","['1', '&nbsp;']","['*', 'i']"
772,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['161', '&nbsp;']","['136', '&nbsp;']","['23', '&nbsp;']","['1', '&nbsp;']","['120', '&nbsp;']","['105', '&nbsp;']","['14', 'i']","['1', '&nbsp;']"
772,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['94', '&nbsp;']","['85', '&nbsp;']","['9', 'i']","['*', '&nbsp;']","['71', '&nbsp;']","['66', '&nbsp;']","['5', 'i']","['*', '&nbsp;']"
772,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['55', '&nbsp;']","['43', '&nbsp;']","['11', '&nbsp;']","['1', '&nbsp;']","['42', '&nbsp;']","['34', '&nbsp;']","['8', 'i']","['*', '&nbsp;']"
772,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",5,336411–13,"['45', '&nbsp;']","['34', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']","['35', '&nbsp;']","['27', '&nbsp;']","['7', 'i']","['*', '&nbsp;']"
772,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['10', '&nbsp;']","['9', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['7', '&nbsp;']","['6', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
772,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
772,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['12', 'i']","['8', 'i']","['3', 'i']","['*', '&nbsp;']","['6', 'i']","['5', 'i']","['2', 'i']","['*', 'i']"
772,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['3', '&nbsp;']","['3', 'i']","['1', '&nbsp;']","['*', '&nbsp;']","['2', 'i']","['1', 'i']","['*', '&nbsp;']","['*', '&nbsp;']"
772,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['59', '&nbsp;']","['54', '&nbsp;']","['4', '&nbsp;']","['1', '&nbsp;']","['41', '&nbsp;']","['38', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']"
772,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['46', '&nbsp;']","['41', '&nbsp;']","['3', '&nbsp;']","['1', '&nbsp;']","['32', '&nbsp;']","['29', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']"
772,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['14', '&nbsp;']","['13', 'i']","['1', 'i']","['*', 'i']","['9', 'i']","['8', 'i']","['*', 'i']","['*', 'i']"
772,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['567', '&nbsp;']","['501', '&nbsp;']","['58', '&nbsp;']","['8', '&nbsp;']","['382', '&nbsp;']","['346', '&nbsp;']","['32', 'i']","['4', '&nbsp;']"
772,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['14', '&nbsp;']","['13', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['7', '&nbsp;']","['7', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
772,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['2', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', 'i']"
772,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['18', '&nbsp;']","['13', 'i']","['4', 'i']","['*', 'i']","['9', 'i']","['8', 'i']","['1', 'i']","['*', 'i']"
772,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['3', '&nbsp;']","['1', 'i']","['2', 'i']","['*', 'i']","['2', 'i']","['1', 'i']","['1', 'i']","['*', 'i']"
772,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['2', '&nbsp;']","['2', '&nbsp;']","['*', 'i']","['*', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
772,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['269', '&nbsp;']","['243', '&nbsp;']","['24', '&nbsp;']","['2', '&nbsp;']","['199', '&nbsp;']","['185', '&nbsp;']","['14', 'i']","['1', '&nbsp;']"
772,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['141', '&nbsp;']","['135', '&nbsp;']","['6', '&nbsp;']","['1', '&nbsp;']","['112', '&nbsp;']","['107', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']"
772,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '&nbsp;']","['1', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
772,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['140', '&nbsp;']","['134', '&nbsp;']","['6', '&nbsp;']","['1', '&nbsp;']","['111', '&nbsp;']","['107', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']"
772,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['23', '&nbsp;']","['11', 'i']","['12', '&nbsp;']","['*', '&nbsp;']","['15', 'i']","['9', 'i']","['6', 'i']","['0', '&nbsp;']"
772,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['52', '&nbsp;']","['46', '&nbsp;']","['6', '&nbsp;']","['1', '&nbsp;']","['33', '&nbsp;']","['29', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']"
772,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['52', '&nbsp;']","['51', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['40', '&nbsp;']","['39', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
772,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['26', '&nbsp;']","['23', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['10', '&nbsp;']","['9', '&nbsp;']","['*', 'i']","['*', '&nbsp;']"
772,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2', '&nbsp;']","['1', '&nbsp;']","['*', 'i']","['*', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
772,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['*', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
772,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1', '&nbsp;']","['1', '&nbsp;']","['*', 'i']","['*', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
772,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['219', '&nbsp;']","['192', 'i']","['21', 'i']","['5', '&nbsp;']","['144', 'i']","['129', 'i']","['13', 'i']","['2', '&nbsp;']"
772,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['34', '&nbsp;']","['24', 'i']","['10', 'i']","['1', '&nbsp;']","['25', 'i']","['18', 'i']","['6', 'i']","['1', '&nbsp;']"
772,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['82', '&nbsp;']","['75', 'i']","['6', '&nbsp;']","['1', '&nbsp;']","['68', 'i']","['63', 'i']","['4', 'i']","['1', '&nbsp;']"
772,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['78', '&nbsp;']","['73', '&nbsp;']","['3', 'i']","['2', 'i']","['37', '&nbsp;']","['35', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']"
772,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['21', '&nbsp;']","['20', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['11', 'i']","['10', 'i']","['*', 'i']","['*', '&nbsp;']"
772,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['51', '&nbsp;']","['48', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['26', '&nbsp;']","['24', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']"
772,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['6', 'i']","['5', 'i']","['1', 'i']","['1', 'i']","['*', 'i']","['*', '&nbsp;']","['*', 'i']","['*', 'i']"
772,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['25', '&nbsp;']","['21', 'i']","['3', '&nbsp;']","['*', '&nbsp;']","['14', 'i']","['13', 'i']","['2', 'i']","['*', '&nbsp;']"
772,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['5', '&nbsp;']","['5', 'i']","['*', 'i']","['*', 'i']","['2', 'i']","['2', 'i']","['*', 'i']","['*', 'i']"
772,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['9', '&nbsp;']","['7', 'i']","['2', 'i']","['*', 'i']","['6', 'i']","['4', 'i']","['1', 'i']","['*', 'i']"
772,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['1,399', '&nbsp;']","['1,233', '&nbsp;']","['149', '&nbsp;']","['17', '&nbsp;']","['981', '&nbsp;']","['886', '&nbsp;']","['85', 'i']","['10', '&nbsp;']"
772,r074,All companies (number of domestic employees) -> Micro companies<sup>c</sup>,All companies (number of domestic employees),Micro companies<sup>c</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
772,r075,All companies (number of domestic employees) -> Micro companies<sup>c</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>c</sup>,5&#8211;9,,,3,–,"['21', '&nbsp;']","['19', 'i']","['2', 'i']","['*', '&nbsp;']","['15', 'i']","['14', 'i']","['1', 'i']","['*', '&nbsp;']"
772,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
772,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['42', '&nbsp;']","['38', 'i']","['4', 'i']","['*', '&nbsp;']","['30', 'i']","['27', 'i']","['2', 'i']","['*', '&nbsp;']"
772,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['75', '&nbsp;']","['64', 'i']","['11', 'i']","['1', '&nbsp;']","['52', 'i']","['45', 'i']","['6', 'i']","['*', 'i']"
772,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
