table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total_r_d,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
6473,r035,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,298.1,12.1,25.8,165.4,13.8,12.5,0.0,68.6,0.1,0.0
6473,r036,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,573.2,2.3,144.4,232.1,81.6,39.3,0.0,73.4,0.0,0.2
6473,r037,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,50.7,14.1,3.0,7.7,3.9,1.8,12.5,7.7,0.0,0.0
6473,r038,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,5470.0,206.0,453.4,265.1,815.9,2113.6,28.8,1557.5,29.4,0.2
6473,r039,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,60005.7,19300.3,7580.9,862.1,23928.3,20.3,7608.4,48.1,368.3,288.9
6473,r040,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,1.6,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6473,r041,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,90.4,0.0,3.0,0.0,67.6,0.0,19.4,0.0,0.5,0.0
6473,r042,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,338.0,76.8,130.3,0.0,100.7,0.0,30.1,0.0,0.1,0.0
6473,r043,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,9.6,0.0,0.0,0.0,2.1,0.0,0.5,0.0,7.0,0.0
6473,r044,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,15666.4,9930.0,5270.6,0.0,273.5,0.0,173.6,11.9,6.9,0.0
6473,r045,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,496.8,113.0,37.4,0.0,209.6,0.0,74.7,0.4,25.6,36.1
6473,r046,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,223.6,0.0,0.0,0.0,14.4,0.0,0.0,0.05,209.1,0.0
6473,r047,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,464.0,333.7,10.4,0.0,75.2,0.0,39.4,0.0,1.9,3.4
6473,r048,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,34.9,4.9,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0
6473,r049,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,42664.0,8838.6,2124.7,862.1,23153.7,20.3,7262.1,35.8,117.2,249.4
6473,r050,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,16.5,2.8,4.5,0.0,2.5,0.0,6.7,0.0,0.0,0.0
6473,r051,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,16.5,2.8,4.5,0.0,2.5,0.0,6.7,0.0,0.0,0.0
6473,r052,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,507.5,132.9,241.9,17.3,29.2,4.8,2.7,69.5,0.8,8.5
6473,r053,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,37.5,2.7,11.5,5.8,5.7,4.8,0.6,1.6,0.0,4.7
6473,r054,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,7.7,0.0,0.0,2.3,0.0,0.0,0.0,5.4,0.0,0.0
6473,r055,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,421.8,125.2,194.7,9.2,23.5,0.0,2.0,62.6,0.8,3.8
6473,r056,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,22.9,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r057,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,4.9,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
6473,r058,All agencies -> Departments -> Department of Homeland Security -> U.S. Secret Service,All agencies,Departments,Department of Homeland Security,U.S. Secret Service,,4,12.7,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r059,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,837.2,719.6,17.8,0.0,80.6,0.5,4.2,0.5,12.8,1.1
6473,r060,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
6473,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,20.8,11.1,1.9,0.0,6.3,0.0,1.1,0.0,0.4,0.0
6473,r062,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,72.9,53.7,8.7,0.0,8.1,0.0,1.2,0.0,0.8,0.3
6473,r063,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,27.5,17.6,3.1,0.0,5.7,0.5,0.3,0.0,0.3,0.0
6473,r064,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,7.9,3.6,2.7,0.0,0.2,0.0,0.05,0.5,0.0,0.8
6473,r065,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,10.2,0.0,0.05,0.0,10.1,0.0,0.1,0.0,0.0,0.0
6473,r066,All agencies -> Departments -> Department of the Interior -> Office of Surface Mining Reclamation and Enforcement,All agencies,Departments,Department of the Interior,Office of Surface Mining Reclamation and Enforcement,,4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r067,All agencies -> Departments -> Department of the Interior -> U.S. Fish and Wildlife Service,All agencies,Departments,Department of the Interior,U.S. Fish and Wildlife Service,,4,32.7,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r068,All agencies -> Departments -> Department of the Interior -> U.S. Geological Survey,All agencies,Departments,Department of the Interior,U.S. Geological Survey,,4,664.8,600.3,1.3,0.0,50.2,0.0,1.5,0.0,11.4,0.0
6473,r069,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,96.4,10.9,8.7,0.0,46.3,0.0,24.7,0.0,5.9,0.0
6473,r070,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,8.1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0
6473,r071,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,4.7,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r072,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,83.6,8.2,4.0,0.0,46.3,0.0,24.7,0.0,0.4,0.0
6473,r073,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,4.7,3.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r074,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,2.7,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r075,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r076,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r077,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,1184.2,222.0,344.8,0.0,275.8,0.3,54.5,70.0,216.5,0.2
6473,r078,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,431.9,85.7,157.3,0.0,94.5,0.0,25.2,69.3,0.0,0.0
6473,r079,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,512.2,71.9,80.2,0.0,145.7,0.0,20.8,0.0,193.6,0.1
6473,r080,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,8.9,5.9,1.1,0.0,1.5,0.0,0.0,0.4,0.0,0.0
6473,r081,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,46.4,12.0,25.5,0.0,7.0,0.0,1.4,0.4,0.0,0.1
6473,r082,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,40.2,0.0,6.8,0.0,8.2,0.0,5.5,0.0,19.7,0.0
6473,r083,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,68.9,10.1,53.2,0.0,5.3,0.3,0.05,0.0,0.0,0.0
6473,r084,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,34.4,26.2,0.0,0.0,5.0,0.0,0.0,0.0,3.2,0.0
6473,r085,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,41.4,10.2,20.7,0.0,8.7,0.0,1.7,0.0,0.0,0.0
6473,r086,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,60.6,2.5,30.5,4.4,0.0,0.0,0.7,2.9,0.0,19.6
6473,r087,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,60.4,2.4,30.5,4.3,0.0,0.0,0.7,2.9,0.0,19.6
6473,r088,All agencies -> Departments -> Department of the Treasury -> U.S. Mint,All agencies,Departments,Department of the Treasury,U.S. Mint,,4,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
6473,r089,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,1565.1,1495.0,0.0,0.0,0.0,0.0,0.0,70.2,0.0,0.0
6473,r090,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
6473,r091,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
6473,r092,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,194.3,19.7,22.4,0.0,51.0,0.0,50.1,0.0,0.0,51.1
6473,r093,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,0.7,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0
6473,r094,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r095,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,488.5,244.4,190.9,0.1,51.6,1.1,0.0,0.3,0.0,0.0
6473,r096,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r097,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r098,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r099,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,10537.8,2551.9,4195.5,10.2,1107.7,2220.4,384.2,35.0,3.5,29.4
6473,r100,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,6351.2,9.4,458.4,0.0,5237.9,262.4,344.5,4.7,14.8,19.1
6473,r101,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,69.2,29.7,7.9,11.3,3.5,3.0,0.6,13.0,0.0,0.3
6473,r102,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,469.7,0.0,0.0,0.0,0.0,0.0,469.7,0.0,0.0,0.0
6473,r103,All agencies -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,All agencies,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,,3,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0
6473,r104,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,209.8,209.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r105,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,69.7,37.2,20.1,0.0,9.5,0.0,2.9,0.0,0.0,0.1
6473,r106,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,8.4,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r107,All agencies -> Other agencies -> U.S. Agency for Global Media,All agencies,Other agencies,U.S. Agency for Global Media,,,3,4.8,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,r108,All agencies -> Other agencies -> U.S. Postal Service,All agencies,Other agencies,U.S. Postal Service,,,3,18.2,0.0,16.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
