table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total,field_paid_for_by_the_company,field_paid_for_by_others_total,field_paid_for_by_others_federal,field_paid_for_by_others_nonfederal
12273,r029,All states -> Nebraska,All states,Nebraska,2,"['1,459', '  ']","['1,395', '  ']","['64', '  ']","['14', '  ']","['50', '  ']"
12273,r030,All states -> Nevada,All states,Nevada,2,"['1,811', '  ']","['1,471', '  ']","['340', '  ']","['24', '  ']","['316', '  ']"
12273,r031,All states -> New Hampshire,All states,New Hampshire,2,"['3,293', '  ']","['1,449', '  ']","['1,844', '  ']","['1,441', '  ']","['403', '  ']"
12273,r032,All states -> New Jersey,All states,New Jersey,2,"['26,511', '  ']","['20,144', '  ']","['6,366', 'i ']","['674', 'i ']","['5,692', 'i ']"
12273,r033,All states -> New Mexico,All states,New Mexico,2,"['1,844', '  ']","['1,514', '  ']","['330', '  ']","['294', '  ']","['36', '  ']"
12273,r034,All states -> New York,All states,New York,2,"['32,196', '  ']","['29,915', '  ']","['2,282', '  ']","['517', '  ']","['1,765', '  ']"
12273,r035,All states -> North Carolina,All states,North Carolina,2,"['16,541', '  ']","['11,503', '  ']","['5,038', 'i ']","['172', '  ']","['4,866', 'i ']"
12273,r036,All states -> North Dakota,All states,North Dakota,2,"['472', '  ']","['454', '  ']","['18', '  ']","['2', 'e ']","['16', '  ']"
12273,r037,All states -> Ohio,All states,Ohio,2,"['13,759', '  ']","['10,501', '  ']","['3,257', '  ']","['793', '  ']","['2,465', '  ']"
12273,r038,All states -> Oklahoma,All states,Oklahoma,2,"['1,893', '  ']","['1,820', '  ']","['73', '  ']","['38', '  ']","['35', 'i ']"
12273,r039,All states -> Oregon,All states,Oregon,2,"['12,678', '  ']","['12,426', '  ']","['252', '  ']","['66', '  ']","['187', '  ']"
12273,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['20,624', '  ']","['17,151', '  ']","['3,473', 'i ']","['433', '  ']","['3,040', 'i ']"
12273,r041,All states -> Rhode Island,All states,Rhode Island,2,"['635', '  ']","['594', '  ']","['40', '  ']","['19', '  ']","['21', '  ']"
12273,r042,All states -> South Carolina,All states,South Carolina,2,"['2,616', '  ']","['2,319', '  ']","['297', '  ']","['117', '  ']","['180', 'i ']"
12273,r043,All states -> South Dakota,All states,South Dakota,2,"['213', '  ']","['201', '  ']","['12', '  ']","['2', 'e ']","['10', '  ']"
12273,r044,All states -> Tennessee,All states,Tennessee,2,"['3,473', '  ']","['2,147', '  ']","['1,326', 'i ']","['74', '  ']","['1,252', 'i ']"
12273,r045,All states -> Texas,All states,Texas,2,"['31,365', '  ']","['26,151', '  ']","['5,214', 'i ']","['2,499', 'i ']","['2,715', 'i ']"
12273,r046,All states -> Utah,All states,Utah,2,"['4,019', '  ']","['3,748', '  ']","['271', '  ']","['59', '  ']","['212', '  ']"
12273,r047,All states -> Vermont,All states,Vermont,2,"['676', '  ']","['614', '  ']","['62', '  ']","['44', '  ']","['18', '  ']"
12273,r048,All states -> Virginia,All states,Virginia,2,"['8,766', '  ']","['6,451', '  ']","['2,315', '  ']","['1,668', '  ']","['647', 'i ']"
12273,r049,All states -> Washington,All states,Washington,2,"['57,295', '  ']","['55,718', '  ']","['1,576', '  ']","['353', 'i ']","['1,224', '  ']"
12273,r050,All states -> West Virginia,All states,West Virginia,2,"['467', '  ']","['444', '  ']","['23', '  ']","['14', '  ']","['10', 'i ']"
12273,r051,All states -> Wisconsin,All states,Wisconsin,2,"['7,585', '  ']","['6,470', '  ']","['1,114', 'i ']","['64', '  ']","['1,050', 'i ']"
12273,r052,All states -> Wyoming,All states,Wyoming,2,"['81', '  ']","['78', '  ']","['3', 'i ']","['2', 'i ']","['1', 'e ']"
12273,r053,All states -> Undistributed<sup>a</sup>,All states,Undistributed<sup>a</sup>,2,"['765', '  ']","['703', '  ']","['62', '  ']","['9', '  ']","['53', '  ']"
