table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_intramural_performersa,field_extramural_performersb_total,field_extramural_performersb_academic_institutions,field_extramural_performersb_companies_and_individualsc,field_extramural_performersb_otherd
9947,r020,"United States<sup>e</sup> -> Arizona -> Agriculture, Department of",United States<sup>e</sup>,Arizona,"Agriculture, Department of",3,1412034,0,1412034,1337508,74526,0
9947,r021,United States<sup>e</sup> -> Arizona -> Game and Fish Department,United States<sup>e</sup>,Arizona,Game and Fish Department,3,1039447,950977,88470,68590,4980,14900
9947,r022,"United States<sup>e</sup> -> Arizona -> Health Services, Department of",United States<sup>e</sup>,Arizona,"Health Services, Department of",3,3518749,0,3518749,2671491,847258,0
9947,r023,"United States<sup>e</sup> -> Arizona -> Juvenile Corrections, Department of ",United States<sup>e</sup>,Arizona,"Juvenile Corrections, Department of ",3,561258,561258,0,0,0,0
9947,r024,"United States<sup>e</sup> -> Arizona -> Transportation, Department of",United States<sup>e</sup>,Arizona,"Transportation, Department of",3,1414933,527563,887370,92933,721387,73050
9947,r025,United States<sup>e</sup> -> Arkansas,United States<sup>e</sup>,Arkansas,,2,9759708,220653,9539055,7858723,380332,1300000
9947,r026,United States<sup>e</sup> -> Arkansas -> Beef Council,United States<sup>e</sup>,Arkansas,Beef Council,3,50605,0,50605,50605,0,0
9947,r027,United States<sup>e</sup> -> Arkansas -> Corn and Grain Sorghum Promotion Board,United States<sup>e</sup>,Arkansas,Corn and Grain Sorghum Promotion Board,3,984233,0,984233,984233,0,0
9947,r028,United States<sup>e</sup> -> Arkansas -> Economic Development Commission,United States<sup>e</sup>,Arkansas,Economic Development Commission,3,1675000,0,1675000,0,375000,1300000
9947,r029,United States<sup>e</sup> -> Arkansas -> Game and Fish Commission,United States<sup>e</sup>,Arkansas,Game and Fish Commission,3,1159178,0,1159178,1159178,0,0
9947,r030,"United States<sup>e</sup> -> Arkansas -> Midwest Dairy Association, Arkansas Division",United States<sup>e</sup>,Arkansas,"Midwest Dairy Association, Arkansas Division",3,10386,0,10386,10386,0,0
9947,r031,United States<sup>e</sup> -> Arkansas -> Natural Heritage Commission,United States<sup>e</sup>,Arkansas,Natural Heritage Commission,3,160921,154039,6882,1550,5332,0
9947,r032,United States<sup>e</sup> -> Arkansas -> Rice Research and Promotion Board,United States<sup>e</sup>,Arkansas,Rice Research and Promotion Board,3,2396257,0,2396257,2396257,0,0
9947,r033,United States<sup>e</sup> -> Arkansas -> Soybean Promotion Board,United States<sup>e</sup>,Arkansas,Soybean Promotion Board,3,2207956,0,2207956,2207956,0,0
9947,r034,"United States<sup>e</sup> -> Arkansas -> Transportation, Department of",United States<sup>e</sup>,Arkansas,"Transportation, Department of",3,1079240,66614,1012626,1012626,0,0
9947,r035,United States<sup>e</sup> -> Arkansas -> Wheat Promotion Board,United States<sup>e</sup>,Arkansas,Wheat Promotion Board,3,35932,0,35932,35932,0,0
9947,r036,United States<sup>e</sup> -> California,United States<sup>e</sup>,California,,2,490081806,87712398,402369408,128557417,91219461,182592530
9947,r037,United States<sup>e</sup> -> California -> Air Resources Board,United States<sup>e</sup>,California,Air Resources Board,3,17251207,10750232,6500975,6031375,340237,129363
9947,r038,United States<sup>e</sup> -> California -> Children and Families Commission (First 5 California),United States<sup>e</sup>,California,Children and Families Commission (First 5 California),3,7739521,482323,7257198,618328,0,6638870
9947,r039,"United States<sup>e</sup> -> California -> Conservation, Department of",United States<sup>e</sup>,California,"Conservation, Department of",3,1259204,838198,421006,287292,4318,129396
9947,r040,"United States<sup>e</sup> -> California -> Corrections and Rehabilitation, Department of",United States<sup>e</sup>,California,"Corrections and Rehabilitation, Department of",3,2301034,0,2301034,0,2301034,0
9947,r041,United States<sup>e</sup> -> California -> Covered California,United States<sup>e</sup>,California,Covered California,3,3799165,0,3799165,947165,2852000,0
9947,r042,United States<sup>e</sup> -> California -> Dairy Council,United States<sup>e</sup>,California,Dairy Council,3,50373,0,50373,50373,0,0
9947,r043,United States<sup>e</sup> -> California -> Delta Stewardship Council,United States<sup>e</sup>,California,Delta Stewardship Council,3,5201966,0,5201966,3623121,761198,817647
9947,r044,United States<sup>e</sup> -> California -> Earthquake Authority,United States<sup>e</sup>,California,Earthquake Authority,3,539832,537832,2000,0,0,2000
9947,r045,United States<sup>e</sup> -> California -> Energy Commission,United States<sup>e</sup>,California,Energy Commission,3,130400000,19700000,110700000,4200000,61500000,45000000
9947,r046,"United States<sup>e</sup> -> California -> Environmental Health Hazard Assessment, Office of",United States<sup>e</sup>,California,"Environmental Health Hazard Assessment, Office of",3,19844985,18649950,1195035,1184985,10050,0
9947,r047,"United States<sup>e</sup> -> California -> Food and Agriculture, Department of",United States<sup>e</sup>,California,"Food and Agriculture, Department of",3,5012081,0,5012081,3833095,0,1178986
9947,r048,"United States<sup>e</sup> -> California -> Forestry and Fire Protection, Department of",United States<sup>e</sup>,California,"Forestry and Fire Protection, Department of",3,21200000,2500000,18700000,12600000,0,6100000
9947,r049,United States<sup>e</sup> -> California -> Horse Racing Board,United States<sup>e</sup>,California,Horse Racing Board,3,710513,0,710513,710513,0,0
9947,r050,"United States<sup>e</sup> -> California -> Housing and Community Development, Department of",United States<sup>e</sup>,California,"Housing and Community Development, Department of",3,500000,500000,0,0,0,0
9947,r051,United States<sup>e</sup> -> California -> Institute for Regenerative Medicine,United States<sup>e</sup>,California,Institute for Regenerative Medicine,3,122808196,0,122808196,57682110,20830491,44295595
9947,r052,United States<sup>e</sup> -> California -> Mental Health Services Oversight and Accountability Commission,United States<sup>e</sup>,California,Mental Health Services Oversight and Accountability Commission,3,2500000,2500000,0,0,0,0
9947,r053,"United States<sup>e</sup> -> California -> Motor Vehicles, Department of",United States<sup>e</sup>,California,"Motor Vehicles, Department of",3,1776392,1761138,15254,15254,0,0
9947,r054,"United States<sup>e</sup> -> California -> Parks And Recreation, Department of",United States<sup>e</sup>,California,"Parks And Recreation, Department of",3,1515260,0,1515260,1515260,0,0
9947,r055,"United States<sup>e</sup> -> California -> Pesticide Regulation, Department of ",United States<sup>e</sup>,California,"Pesticide Regulation, Department of ",3,14058135,10955679,3102456,921250,0,2181206
9947,r056,"United States<sup>e</sup> -> California -> Public Health, Department of",United States<sup>e</sup>,California,"Public Health, Department of",3,6155476,442500,5712976,5712976,0,0
9947,r057,"United States<sup>e</sup> -> California -> Public Utilities Commission, Executive Division",United States<sup>e</sup>,California,"Public Utilities Commission, Executive Division",3,61374566,0,61374566,0,0,61374566
9947,r058,"United States<sup>e</sup> -> California -> Rehabilitation, Department of ",United States<sup>e</sup>,California,"Rehabilitation, Department of ",3,1619410,812759,806651,806651,0,0
9947,r059,United States<sup>e</sup> -> California -> State Coastal Conservancy,United States<sup>e</sup>,California,State Coastal Conservancy,3,942260,0,942260,159736,119474,663050
9947,r060,United States<sup>e</sup> -> California -> State Water Resources Control Board,United States<sup>e</sup>,California,State Water Resources Control Board,3,8564983,740800,7824183,1566738,943659,5313786
9947,r061,"United States<sup>e</sup> -> California -> Toxic Substances Control, Department of",United States<sup>e</sup>,California,"Toxic Substances Control, Department of",3,645987,645987,0,0,0,0
9947,r062,"United States<sup>e</sup> -> California -> Transportation, Department of",United States<sup>e</sup>,California,"Transportation, Department of",3,39260000,15795000,23465000,15685000,731000,7049000
9947,r063,"United States<sup>e</sup> -> California -> Water Resources, Department of",United States<sup>e</sup>,California,"Water Resources, Department of",3,13051260,100000,12951260,10406195,826000,1719065
9947,r064,United States<sup>e</sup> -> Colorado,United States<sup>e</sup>,Colorado,,2,38058349,9393492,28664857,10769660,13882986,4012211
9947,r065,"United States<sup>e</sup> -> Colorado -> Agriculture, Department of",United States<sup>e</sup>,Colorado,"Agriculture, Department of",3,581906,353700,228206,223206,0,5000
9947,r066,"United States<sup>e</sup> -> Colorado -> Economic Development and International Trade, Office of",United States<sup>e</sup>,Colorado,"Economic Development and International Trade, Office of",3,20576916,0,20576916,4822844,13360704,2393368
9947,r067,"United States<sup>e</sup> -> Colorado -> Higher Education Competitive, Research Authority",United States<sup>e</sup>,Colorado,"Higher Education Competitive, Research Authority",3,1443141,0,1443141,1443141,0,0
9947,r068,"United States<sup>e</sup> -> Colorado -> Higher Education, Department of ",United States<sup>e</sup>,Colorado,"Higher Education, Department of ",3,2425000,0,2425000,2425000,0,0
9947,r069,"United States<sup>e</sup> -> Colorado -> Natural Resources, Department of",United States<sup>e</sup>,Colorado,"Natural Resources, Department of",3,5062623,5031147,31476,26476,0,5000
9947,r070,"United States<sup>e</sup> -> Colorado -> Public Health and Environment, Department of",United States<sup>e</sup>,Colorado,"Public Health and Environment, Department of",3,3363873,2575872,788001,788001,0,0
9947,r071,"United States<sup>e</sup> -> Colorado -> Public Safety, Department of; Division of Criminal Justice",United States<sup>e</sup>,Colorado,"Public Safety, Department of; Division of Criminal Justice",3,985007,742007,243000,0,243000,0
9947,r072,"United States<sup>e</sup> -> Colorado -> Transportation, Department of",United States<sup>e</sup>,Colorado,"Transportation, Department of",3,3390841,690766,2700075,811950,279282,1608843
9947,r073,United States<sup>e</sup> -> Colorado -> Wine Industry Development Board,United States<sup>e</sup>,Colorado,Wine Industry Development Board,3,229042,0,229042,229042,0,0
9947,r074,United States<sup>e</sup> -> Connecticut,United States<sup>e</sup>,Connecticut,,2,60578799,28200758,32378041,2428369,28345413,1604259
9947,r075,United States<sup>e</sup> -> Connecticut -> Agricultural Experiment Station,United States<sup>e</sup>,Connecticut,Agricultural Experiment Station,3,13756272,13756272,0,0,0,0
9947,r076,"United States<sup>e</sup> -> Connecticut -> Energy and Environmental Protection, Department of",United States<sup>e</sup>,Connecticut,"Energy and Environmental Protection, Department of",3,7320822,6524227,796595,784140,0,12455
9947,r077,United States<sup>e</sup> -> Connecticut -> Innovation Inc.,United States<sup>e</sup>,Connecticut,Innovation Inc.,3,28919435,0,28919435,365144,28345413,208878
9947,r078,"United States<sup>e</sup> -> Connecticut -> Mental Health and Addiction Services, Department of",United States<sup>e</sup>,Connecticut,"Mental Health and Addiction Services, Department of",3,7217443,7217443,0,0,0,0
9947,r079,"United States<sup>e</sup> -> Connecticut -> Public Health, Department of",United States<sup>e</sup>,Connecticut,"Public Health, Department of",3,1780,0,1780,1780,0,0
9947,r080,"United States<sup>e</sup> -> Connecticut -> Social Services, Department of",United States<sup>e</sup>,Connecticut,"Social Services, Department of",3,391305,391305,0,0,0,0
9947,r081,"United States<sup>e</sup> -> Connecticut -> Transportation, Department of",United States<sup>e</sup>,Connecticut,"Transportation, Department of",3,2971742,311511,2660231,1277305,0,1382926
9947,r082,United States<sup>e</sup> -> Delaware,United States<sup>e</sup>,Delaware,,2,3446375,1568167,1878208,1108165,711743,58300
9947,r083,United States<sup>e</sup> -> Delaware -> Geological Survey,United States<sup>e</sup>,Delaware,Geological Survey,3,1618967,1568167,50800,0,0,50800
9947,r084,"United States<sup>e</sup> -> Delaware -> Natural Resources and Environmental Control, Department of",United States<sup>e</sup>,Delaware,"Natural Resources and Environmental Control, Department of",3,646147,0,646147,646147,0,0
9947,r085,United States<sup>e</sup> -> Delaware -> Sustainable Energy Utility,United States<sup>e</sup>,Delaware,Sustainable Energy Utility,3,10495,0,10495,0,2995,7500
9947,r086,"United States<sup>e</sup> -> Delaware -> Transportation, Department of",United States<sup>e</sup>,Delaware,"Transportation, Department of",3,1170766,0,1170766,462018,708748,0
9947,r087,United States<sup>e</sup> -> District of Columbia,United States<sup>e</sup>,District of Columbia,,2,10560754,4320240,6240514,712013,3629822,1898679
9947,r088,"United States<sup>e</sup> -> District of Columbia -> Energy and Environment, Department of",United States<sup>e</sup>,District of Columbia,"Energy and Environment, Department of",3,476600,0,476600,141600,0,335000
9947,r089,"United States<sup>e</sup> -> District of Columbia -> Health, Department of",United States<sup>e</sup>,District of Columbia,"Health, Department of",3,8244141,3194604,5049537,0,3539245,1510292
9947,r090,"United States<sup>e</sup> -> District of Columbia -> Transportation, Department of",United States<sup>e</sup>,District of Columbia,"Transportation, Department of",3,340013,125636,214377,120413,40577,53387
9947,r091,United States<sup>e</sup> -> District of Columbia -> Water and Sewer Authority,United States<sup>e</sup>,District of Columbia,Water and Sewer Authority,3,1500000,1000000,500000,450000,50000,0
9947,r092,United States<sup>e</sup> -> Florida,United States<sup>e</sup>,Florida,,2,180145644,51395556,128750088,80421221,3864156,44464711
9947,r093,"United States<sup>e</sup> -> Florida -> Agriculture and Consumer Services, Department of",United States<sup>e</sup>,Florida,"Agriculture and Consumer Services, Department of",3,18305424,927308,17378116,8540995,119270,8717851
9947,r094,"United States<sup>e</sup> -> Florida -> Citrus, Department of",United States<sup>e</sup>,Florida,"Citrus, Department of",3,850364,115111,735253,143203,92050,500000
9947,r095,"United States<sup>e</sup> -> Florida -> Environmental Protection, Department of",United States<sup>e</sup>,Florida,"Environmental Protection, Department of",3,68838,0,68838,0,68838,0
9947,r096,United States<sup>e</sup> -> Florida -> Fish and Wildlife Conservation Commission,United States<sup>e</sup>,Florida,Fish and Wildlife Conservation Commission,3,55428229,49103851,6324378,2120146,1908741,2295491
9947,r097,United States<sup>e</sup> -> Florida -> Gaming Control Commission,United States<sup>e</sup>,Florida,Gaming Control Commission,3,100000,0,100000,100000,0,0
9947,r098,"United States<sup>e</sup> -> Florida -> Health, Department of",United States<sup>e</sup>,Florida,"Health, Department of",3,91360963,0,91360963,58409594,0,32951369
9947,r099,United States<sup>e</sup> -> Florida -> Space Florida,United States<sup>e</sup>,Florida,Space Florida,3,1305000,0,1305000,110000,1195000,0
9947,r100,"United States<sup>e</sup> -> Florida -> Transportation, Department of",United States<sup>e</sup>,Florida,"Transportation, Department of",3,12726826,1249286,11477540,10997283,480257,0
9947,r101,United States<sup>e</sup> -> Georgia,United States<sup>e</sup>,Georgia,,2,24988379,2884258,22104121,6905171,11334225,3864725
9947,r102,"United States<sup>e</sup> -> Georgia -> Natural Resources, Department of",United States<sup>e</sup>,Georgia,"Natural Resources, Department of",3,1452630,127945,1324685,1324685,0,0
9947,r103,United States<sup>e</sup> -> Georgia -> Southern States Energy Board,United States<sup>e</sup>,Georgia,Southern States Energy Board,3,19326825,2756313,16570512,3136910,11334225,2099377
9947,r104,"United States<sup>e</sup> -> Georgia -> Transportation, Department of",United States<sup>e</sup>,Georgia,"Transportation, Department of",3,4208924,0,4208924,2443576,0,1765348
9947,r105,United States<sup>e</sup> -> Hawaii,United States<sup>e</sup>,Hawaii,,2,6337851,201790,6136061,3980790,2085271,70000
9947,r106,"United States<sup>e</sup> -> Hawaii -> Agriculture, Department of",United States<sup>e</sup>,Hawaii,"Agriculture, Department of",3,1098423,199748,898675,851404,47271,0
9947,r107,"United States<sup>e</sup> -> Hawaii -> Business, Economic Development, and Tourism, Department of",United States<sup>e</sup>,Hawaii,"Business, Economic Development, and Tourism, Department of",3,2022042,2042,2020000,0,2020000,0
9947,r108,"United States<sup>e</sup> -> Hawaii -> Land and Natural Resources, Department of",United States<sup>e</sup>,Hawaii,"Land and Natural Resources, Department of",3,424000,0,424000,336000,18000,70000
9947,r109,United States<sup>e</sup> -> Hawaii -> Natural Energy Laboratory of Hawaii Authority,United States<sup>e</sup>,Hawaii,Natural Energy Laboratory of Hawaii Authority,3,0,0,0,0,0,0
9947,r110,"United States<sup>e</sup> -> Hawaii -> Transportation, Department of",United States<sup>e</sup>,Hawaii,"Transportation, Department of",3,2793386,0,2793386,2793386,0,0
9947,r111,United States<sup>e</sup> -> Idaho,United States<sup>e</sup>,Idaho,,2,20444262,7278248,13166014,9211146,549931,3404937
9947,r112,"United States<sup>e</sup> -> Idaho -> Agriculture, Department of",United States<sup>e</sup>,Idaho,"Agriculture, Department of",3,1623399,0,1623399,743413,0,879986
9947,r113,United States<sup>e</sup> -> Idaho -> Barley Commission,United States<sup>e</sup>,Idaho,Barley Commission,3,367497,0,367497,367497,0,0
9947,r114,United States<sup>e</sup> -> Idaho -> Bean Commission,United States<sup>e</sup>,Idaho,Bean Commission,3,33833,0,33833,33833,0,0
9947,r115,United States<sup>e</sup> -> Idaho -> Beef Council,United States<sup>e</sup>,Idaho,Beef Council,3,211642,0,211642,192442,19200,0
9947,r116,"United States<sup>e</sup> -> Idaho -> Commerce, Department of ",United States<sup>e</sup>,Idaho,"Commerce, Department of ",3,1289693,0,1289693,1289693,0,0
9947,r117,United States<sup>e</sup> -> Idaho -> Dairy West,United States<sup>e</sup>,Idaho,Dairy West,3,2999460,0,2999460,2999460,0,0
9947,r118,"United States<sup>e</sup> -> Idaho -> Fish and Game, Department of",United States<sup>e</sup>,Idaho,"Fish and Game, Department of",3,9041798,7151744,1890054,907601,0,982453
9947,r119,United States<sup>e</sup> -> Idaho -> Oilseed Commission,United States<sup>e</sup>,Idaho,Oilseed Commission,3,72645,0,72645,52645,20000,0
9947,r120,United States<sup>e</sup> -> Idaho -> Pea and Lentil Commission,United States<sup>e</sup>,Idaho,Pea and Lentil Commission,3,177697,0,177697,177697,0,0
9947,r121,United States<sup>e</sup> -> Idaho -> Potato Commission,United States<sup>e</sup>,Idaho,Potato Commission,3,878871,0,878871,725121,95750,58000
9947,r122,United States<sup>e</sup> -> Idaho -> Transportation Department,United States<sup>e</sup>,Idaho,Transportation Department,3,2467766,126504,2341262,441783,414981,1484498
9947,r123,United States<sup>e</sup> -> Idaho -> Wheat Commission,United States<sup>e</sup>,Idaho,Wheat Commission,3,1279961,0,1279961,1279961,0,0
9947,r124,United States<sup>e</sup> -> Illinois,United States<sup>e</sup>,Illinois,,2,16463839,554067,15909772,13980583,435210,1493979
9947,r125,"United States<sup>e</sup> -> Illinois -> Children and Family Services, Department of",United States<sup>e</sup>,Illinois,"Children and Family Services, Department of",3,2347655,0,2347655,2347655,0,0
9947,r126,"United States<sup>e</sup> -> Illinois -> Midwest Dairy Association, Illinois Division",United States<sup>e</sup>,Illinois,"Midwest Dairy Association, Illinois Division",3,20772,0,20772,20772,0,0
9947,r127,United States<sup>e</sup> -> Illinois -> Nutrient Research and Education Council,United States<sup>e</sup>,Illinois,Nutrient Research and Education Council,3,3912499,0,3912499,3912499,0,0
9947,r128,"United States<sup>e</sup> -> Illinois -> Public Health, Department of",United States<sup>e</sup>,Illinois,"Public Health, Department of",3,400000,0,400000,0,0,400000
9947,r129,"United States<sup>e</sup> -> Illinois -> Transportation, Department of",United States<sup>e</sup>,Illinois,"Transportation, Department of",3,9782913,554067,9228846,7699657,435210,1093979
9947,r130,United States<sup>e</sup> -> Indiana,United States<sup>e</sup>,Indiana,,2,12104856,660237,11444619,8610791,2833828,0
9947,r131,United States<sup>e</sup> -> Indiana -> Economic Development Corporation,United States<sup>e</sup>,Indiana,Economic Development Corporation,3,3399111,0,3399111,565283,2833828,0
9947,r132,"United States<sup>e</sup> -> Indiana -> Natural Resources, Department of",United States<sup>e</sup>,Indiana,"Natural Resources, Department of",3,852281,586968,265313,265313,0,0
9947,r133,"United States<sup>e</sup> -> Indiana -> Transportation, Department of",United States<sup>e</sup>,Indiana,"Transportation, Department of",3,7853464,73269,7780195,7780195,0,0
9947,r134,United States<sup>e</sup> -> Iowa,United States<sup>e</sup>,Iowa,,2,10636720,2912086,7724634,6716097,989049,19488
9947,r135,United States<sup>e</sup> -> Iowa -> Beef Industry Council,United States<sup>e</sup>,Iowa,Beef Industry Council,3,60218,0,60218,60218,0,0
9947,r136,"United States<sup>e</sup> -> Iowa -> Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",United States<sup>e</sup>,Iowa,"Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",3,626038,626038,0,0,0,0
9947,r137,"United States<sup>e</sup> -> Iowa -> Midwest Dairy Association, Iowa Division",United States<sup>e</sup>,Iowa,"Midwest Dairy Association, Iowa Division",3,119439,0,119439,119439,0,0
9947,r138,"United States<sup>e</sup> -> Iowa -> Natural Resources, Department of",United States<sup>e</sup>,Iowa,"Natural Resources, Department of",3,3688099,2286048,1402051,1261613,120950,19488
9947,r139,"United States<sup>e</sup> -> Iowa -> Transportation, Department of",United States<sup>e</sup>,Iowa,"Transportation, Department of",3,6142926,0,6142926,5274827,868099,0
9947,r140,United States<sup>e</sup> -> Kansas,United States<sup>e</sup>,Kansas,,2,17633236,1500273,16132963,13017281,202079,2913603
9947,r141,United States<sup>e</sup> -> Kansas -> Corn Commission,United States<sup>e</sup>,Kansas,Corn Commission,3,311744,0,311744,311744,0,0
9947,r142,United States<sup>e</sup> -> Kansas -> Grain Sorghum Commission,United States<sup>e</sup>,Kansas,Grain Sorghum Commission,3,700000,0,700000,700000,0,0
9947,r143,"United States<sup>e</sup> -> Kansas -> Midwest Dairy Association, Kansas Division",United States<sup>e</sup>,Kansas,"Midwest Dairy Association, Kansas Division",3,15579,0,15579,15579,0,0
9947,r144,United States<sup>e</sup> -> Kansas -> Soybean Commission,United States<sup>e</sup>,Kansas,Soybean Commission,3,1248862,0,1248862,931346,0,317516
9947,r145,United States<sup>e</sup> -> Kansas -> State Board of Regents,United States<sup>e</sup>,Kansas,State Board of Regents,3,997727,4462,993265,993265,0,0
9947,r146,United States<sup>e</sup> -> Kansas -> Sunflower Commission,United States<sup>e</sup>,Kansas,Sunflower Commission,3,20000,0,20000,10000,0,10000
9947,r147,"United States<sup>e</sup> -> Kansas -> Transportation, Department of",United States<sup>e</sup>,Kansas,"Transportation, Department of",3,3765115,1061231,2703884,1379749,104079,1220056
9947,r148,United States<sup>e</sup> -> Kansas -> Water Office,United States<sup>e</sup>,Kansas,Water Office,3,1207240,434580,772660,430629,0,342031
9947,r149,United States<sup>e</sup> -> Kansas -> Wheat Commission,United States<sup>e</sup>,Kansas,Wheat Commission,3,2245000,0,2245000,1123000,98000,1024000
9947,r150,"United States<sup>e</sup> -> Kansas -> Wildlife and Parks, Department of",United States<sup>e</sup>,Kansas,"Wildlife and Parks, Department of",3,7121969,0,7121969,7121969,0,0
9947,r151,United States<sup>e</sup> -> Kentucky,United States<sup>e</sup>,Kentucky,,2,34881537,4434431,30447106,24590319,4084159,1772628
9947,r152,"United States<sup>e</sup> -> Kentucky -> Economic Development, Cabinet for",United States<sup>e</sup>,Kentucky,"Economic Development, Cabinet for",3,3447809,0,3447809,1648739,1799070,0
9947,r153,"United States<sup>e</sup> -> Kentucky -> Fish and Wildlife Resources, Department of ",United States<sup>e</sup>,Kentucky,"Fish and Wildlife Resources, Department of ",3,6989041,4428101,2560940,274438,2285089,1413
9947,r154,United States<sup>e</sup> -> Kentucky -> Horse Racing Commission,United States<sup>e</sup>,Kentucky,Horse Racing Commission,3,70000,0,70000,55000,0,15000
9947,r155,"United States<sup>e</sup> -> Kentucky -> Nature Preserves, Office of Kentucky",United States<sup>e</sup>,Kentucky,"Nature Preserves, Office of Kentucky",3,42320,6330,35990,35990,0,0
9947,r156,"United States<sup>e</sup> -> Kentucky -> Postsecondary Education, Council on",United States<sup>e</sup>,Kentucky,"Postsecondary Education, Council on",3,11572700,0,11572700,11572700,0,0
9947,r157,"United States<sup>e</sup> -> Kentucky -> Public Health, Department for ",United States<sup>e</sup>,Kentucky,"Public Health, Department for ",3,3767275,0,3767275,3767275,0,0
9947,r158,United States<sup>e</sup> -> Kentucky -> Soybean Promotion Board,United States<sup>e</sup>,Kentucky,Soybean Promotion Board,3,210727,0,210727,210727,0,0
9947,r159,United States<sup>e</sup> -> Kentucky -> Transportation Cabinet,United States<sup>e</sup>,Kentucky,Transportation Cabinet,3,8781665,0,8781665,7025450,0,1756215
9947,r160,United States<sup>e</sup> -> Louisiana,United States<sup>e</sup>,Louisiana,,2,31843839,10033831,21810008,18458516,3004727,346765
9947,r161,United States<sup>e</sup> -> Louisiana -> Board of Regents,United States<sup>e</sup>,Louisiana,Board of Regents,3,12613939,0,12613939,12613939,0,0
9947,r162,United States<sup>e</sup> -> Louisiana -> Coastal Protection and Restoration Authority,United States<sup>e</sup>,Louisiana,Coastal Protection and Restoration Authority,3,3681012,509392,3171620,606938,2410009,154673
