table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_level_5,_b_detailed_field_b_level_6,_b_detailed_field_b_hierarchy_depth,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10677,r031,"All fields -> Science -> Computer and information sciences -> Computer and information sciences<sup>c</sup> -> Artificial intelligence, informatics, and computer and information science topics<sup>d</sup>",All fields,Science,Computer and information sciences,Computer and information sciences<sup>c</sup>,"Artificial intelligence, informatics, and computer and information science topics<sup>d</sup>",,5,NA,NA,NA,43,39,40
10677,r032,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,,,4,63,111,99,93,98,141
10677,r033,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Computer and information systems security<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Computer and information systems security<sup>d</sup>,,5,NA,NA,NA,2,18,18
10677,r034,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Information science and studies<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Information science and studies<sup>d</sup>,,5,NA,NA,NA,21,19,30
10677,r035,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Information technology<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Information technology<sup>d</sup>,,5,NA,NA,NA,14,13,11
10677,r036,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Computer and information sciences nec<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Computer and information sciences nec<sup>d</sup>,,5,NA,NA,NA,56,48,82
10677,r037,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,,,3,1794,2106,2177,2150,2308,2448
10677,r038,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,,,4,402,426,434,461,471,515
10677,r039,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,,,4,603,991,1104,1046,1121,1127
10677,r040,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,,,4,399,365,321,330,360,385
10677,r041,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",,,4,390,324,318,313,356,421
10677,r042,All fields -> Science -> Mathematics and statistics,All fields,Science,Mathematics and statistics,,,,3,240,266,305,201,235,251
10677,r043,All fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics<sup>c</sup>,All fields,Science,Mathematics and statistics,Mathematics and applied mathematics<sup>c</sup>,,,4,195,207,226,144,176,198
10677,r044,All fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics<sup>c</sup> -> Applied mathematics<sup>d</sup>,All fields,Science,Mathematics and statistics,Mathematics and applied mathematics<sup>c</sup>,Applied mathematics<sup>d</sup>,,5,NA,NA,NA,50,66,73
10677,r045,All fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics<sup>c</sup> -> Mathematics<sup>d</sup>,All fields,Science,Mathematics and statistics,Mathematics and applied mathematics<sup>c</sup>,Mathematics<sup>d</sup>,,5,NA,NA,NA,94,110,125
10677,r046,All fields -> Science -> Mathematics and statistics -> Statistics,All fields,Science,Mathematics and statistics,Statistics,,,4,45,59,79,57,59,53
10677,r047,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,,,,3,806,832,820,679,816,931
10677,r048,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Biological and physical sciences<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Biological and physical sciences<sup>d</sup>,,,4,NA,NA,NA,56,38,43
10677,r049,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Computational science<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Computational science<sup>d</sup>,,,4,NA,NA,NA,38,56,62
10677,r050,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Data science and data analytics<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Data science and data analytics<sup>d</sup>,,,4,NA,NA,NA,22,26,32
10677,r051,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> International and global studies<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,International and global studies<sup>d</sup>,,,4,NA,NA,NA,16,14,17
10677,r052,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Multidisciplinary and interdisciplinary sciences nec<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Multidisciplinary and interdisciplinary sciences nec<sup>d</sup>,,,4,NA,NA,NA,547,682,777
10677,r053,All fields -> Science -> Natural resources and conservation,All fields,Science,Natural resources and conservation,,,,3,364,580,582,573,620,605
10677,r054,All fields -> Science -> Natural resources and conservation -> Environmental science and studies,All fields,Science,Natural resources and conservation,Environmental science and studies,,,4,147,217,215,167,204,201
10677,r055,"All fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",,,4,217,363,367,406,416,404
10677,r056,All fields -> Science -> Physical sciences,All fields,Science,Physical sciences,,,,3,2871,3056,3316,2890,2895,2894
10677,r057,All fields -> Science -> Physical sciences -> Astronomy and astrophysics,All fields,Science,Physical sciences,Astronomy and astrophysics,,,4,494,472,602,569,558,573
10677,r058,All fields -> Science -> Physical sciences -> Chemistry,All fields,Science,Physical sciences,Chemistry,,,4,931,974,983,906,848,876
10677,r059,All fields -> Science -> Physical sciences -> Materials sciences,All fields,Science,Physical sciences,Materials sciences,,,4,82,73,64,73,64,77
10677,r060,All fields -> Science -> Physical sciences -> Physics,All fields,Science,Physical sciences,Physics,,,4,1306,1354,1458,1151,1235,1162
10677,r061,All fields -> Science -> Physical sciences -> Physical sciences nec,All fields,Science,Physical sciences,Physical sciences nec,,,4,58,183,209,191,190,206
10677,r062,All fields -> Science -> Psychology<sup>a</sup>,All fields,Science,Psychology<sup>a</sup>,,,,3,494,507,576,749,803,786
10677,r063,All fields -> Science -> Psychology<sup>a</sup> -> Clinical psychology,All fields,Science,Psychology<sup>a</sup>,Clinical psychology,,,4,40,9,11,16,23,9
10677,r064,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,,,4,47,38,120,90,75,81
10677,r065,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup> -> Applied psychology<sup>d</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,Applied psychology<sup>d</sup>,,5,NA,NA,NA,64,60,70
10677,r066,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup> -> Counseling psychology<sup>d</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,Counseling psychology<sup>d</sup>,,5,NA,NA,NA,26,15,11
10677,r067,All fields -> Science -> Psychology<sup>a</sup> -> Human development<sup>b</sup>,All fields,Science,Psychology<sup>a</sup>,Human development<sup>b</sup>,,,4,na,na,na,137,110,148
10677,r068,"All fields -> Science -> Psychology<sup>a</sup> -> Psychology, general",All fields,Science,Psychology<sup>a</sup>,"Psychology, general",,,4,247,302,328,348,389,417
10677,r069,All fields -> Science -> Psychology<sup>a</sup> -> Research and experimental psychology,All fields,Science,Psychology<sup>a</sup>,Research and experimental psychology,,,4,160,158,117,158,206,131
10677,r070,All fields -> Science -> Social sciences<sup>a</sup>,All fields,Science,Social sciences<sup>a</sup>,,,,3,1524,1601,1659,1436,1505,1726
10677,r071,All fields -> Science -> Social sciences<sup>a</sup> -> Agricultural and natural resource economics,All fields,Science,Social sciences<sup>a</sup>,Agricultural and natural resource economics,,,4,44,62,51,52,41,31
10677,r072,All fields -> Science -> Social sciences<sup>a</sup> -> Anthropology,All fields,Science,Social sciences<sup>a</sup>,Anthropology,,,4,85,76,99,81,79,74
10677,r073,All fields -> Science -> Social sciences<sup>a</sup> -> Criminal justice and safety studies,All fields,Science,Social sciences<sup>a</sup>,Criminal justice and safety studies,,,4,5,10,13,12,8,21
10677,r074,All fields -> Science -> Social sciences<sup>a</sup> -> Economics (except agricultural and natural resource),All fields,Science,Social sciences<sup>a</sup>,Economics (except agricultural and natural resource),,,4,166,156,155,176,164,152
10677,r075,All fields -> Science -> Social sciences<sup>a</sup> -> Geography and cartography,All fields,Science,Social sciences<sup>a</sup>,Geography and cartography,,,4,98,105,110,103,106,100
10677,r076,All fields -> Science -> Social sciences<sup>a</sup> -> Human development<sup>b</sup>,All fields,Science,Social sciences<sup>a</sup>,Human development<sup>b</sup>,,,4,160,130,164,na,na,na
10677,r077,All fields -> Science -> Social sciences<sup>a</sup> -> International relations and national security studies,All fields,Science,Social sciences<sup>a</sup>,International relations and national security studies,,,4,45,59,50,51,76,92
10677,r078,All fields -> Science -> Social sciences<sup>a</sup> -> Linguistics,All fields,Science,Social sciences<sup>a</sup>,Linguistics,,,4,46,37,29,39,40,55
10677,r079,All fields -> Science -> Social sciences<sup>a</sup> -> Political science and government,All fields,Science,Social sciences<sup>a</sup>,Political science and government,,,4,72,72,83,64,74,87
10677,r080,All fields -> Science -> Social sciences<sup>a</sup> -> Public policy analysis,All fields,Science,Social sciences<sup>a</sup>,Public policy analysis,,,4,292,311,337,361,358,468
10677,r081,All fields -> Science -> Social sciences<sup>a</sup> -> Sociology and population studies,All fields,Science,Social sciences<sup>a</sup>,Sociology and population studies,,,4,143,154,164,148,145,168
10677,r082,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",,,4,368,429,404,349,414,478
10677,r083,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Area, ethnic, cultural, gender, and group studies<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Area, ethnic, cultural, gender, and group studies<sup>d</sup>",,5,NA,NA,NA,134,122,96
10677,r084,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Criminology<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",Criminology<sup>d</sup>,,5,NA,NA,NA,7,11,15
10677,r085,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Urban studies and affairs<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",Urban studies and affairs<sup>d</sup>,,5,NA,NA,NA,18,28,37
10677,r086,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>",,5,na,na,na,190,253,330
10677,r087,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup> -> History and philosophy of science and technology<sup>e</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>",History and philosophy of science and technology<sup>e</sup>,6,9,1,3,na,na,na
10677,r088,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup> -> Social sciences, nec<sup>c</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>","Social sciences, nec<sup>c</sup>",6,359,428,401,na,na,na
10677,r089,All fields -> Engineering,All fields,Engineering,,,,,2,3274,3570,3909,3921,3992,4355
10677,r090,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,,3,102,115,124,149,144,153
10677,r091,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",,,,3,451,491,545,525,589,685
10677,r092,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering -> Bioengineering and biomedical engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",Bioengineering and biomedical engineering,,,4,415,440,492,na,na,na
10677,r093,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering -> Biological and biosystems engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",Biological and biosystems engineering,,,4,36,51,53,na,na,na
10677,r094,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,,,3,340,337,410,330,307,313
10677,r095,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,,,4,281,257,328,274,257,265
10677,r096,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,,,4,59,80,82,56,50,48
10677,r097,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>",,,,3,422,414,492,488,479,569
10677,r098,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup> -> Civil engineering<sup>d</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>",Civil engineering<sup>d</sup>,,,4,422,414,492,451,446,497
10677,r099,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup> -> Architectural, environmental, construction and surveying engineering<sup>d</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>","Architectural, environmental, construction and surveying engineering<sup>d</sup>",,,4,NA,NA,NA,37,33,72
10677,r100,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering",All fields,Engineering,"Electrical, electronics, communications and computer engineering",,,,3,557,588,637,706,755,734
10677,r101,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering<sup>c</sup>",All fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering<sup>c</sup>",,,4,557,588,637,647,684,673
10677,r102,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering<sup>d</sup>",All fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering<sup>d</sup>,,,4,NA,NA,NA,59,71,61
10677,r103,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,,,3,119,105,137,155,107,197
10677,r104,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering<sup>c</sup>",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering<sup>c</sup>,,,4,119,105,137,53,53,74
10677,r105,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research<sup>d</sup>",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research<sup>d</sup>,,,4,NA,NA,NA,102,54,123
10677,r106,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,,,3,458,489,531,469,529,527
10677,r107,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,,,3,233,267,303,299,259,280
10677,r108,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields -> Metallurgical and materials engineering<sup>e</sup>",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",Metallurgical and materials engineering<sup>e</sup>,,,4,181,215,242,na,na,na
10677,r109,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields -> Mining engineering<sup>e</sup>",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",Mining engineering<sup>e</sup>,,,4,52,52,61,na,na,na
10677,r110,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,,,3,592,764,730,800,823,897
10677,r111,All fields -> Engineering -> Other engineering -> Agricultural engineering,All fields,Engineering,Other engineering,Agricultural engineering,,,4,52,60,55,54,55,48
10677,r112,"All fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",,,4,200,220,186,177,193,199
10677,r113,All fields -> Engineering -> Other engineering -> Nuclear engineering,All fields,Engineering,Other engineering,Nuclear engineering,,,4,22,41,41,45,40,41
10677,r114,"All fields -> Engineering -> Other engineering -> Engineering, other",All fields,Engineering,Other engineering,"Engineering, other",,,4,na,na,na,524,535,609
10677,r115,"All fields -> Engineering -> Other engineering -> Engineering, other -> Engineering, nec",All fields,Engineering,Other engineering,"Engineering, other","Engineering, nec",,5,285,400,372,na,na,na
10677,r116,"All fields -> Engineering -> Other engineering -> Engineering, other -> Nanotechnology",All fields,Engineering,Other engineering,"Engineering, other",Nanotechnology,,5,33,43,76,na,na,na
10677,r117,All fields -> Health,All fields,Health,,,,,2,7638,7436,7621,7528,7828,8501
10677,r118,All fields -> Health -> Clinical medicine<sup>a</sup>,All fields,Health,Clinical medicine<sup>a</sup>,,,,3,6448,6159,6273,6500,6751,7351
10677,r119,All fields -> Health -> Clinical medicine<sup>a</sup> -> Medical clinical sciences and clinical and medical laboratory sciences,All fields,Health,Clinical medicine<sup>a</sup>,Medical clinical sciences and clinical and medical laboratory sciences,,,4,NA,NA,NA,167,134,128
10677,r120,All fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All fields,Health,Clinical medicine<sup>a</sup>,Public health,,,4,611,646,687,616,656,742
10677,r121,All fields -> Health -> Clinical medicine<sup>a</sup> -> Anesthesiology,All fields,Health,Clinical medicine<sup>a</sup>,Anesthesiology,,,4,147,139,155,122,108,129
10677,r122,All fields -> Health -> Clinical medicine<sup>a</sup> -> Cardiology and cardiovascular disease,All fields,Health,Clinical medicine<sup>a</sup>,Cardiology and cardiovascular disease,,,4,248,238,200,182,215,227
10677,r123,"All fields -> Health -> Clinical medicine<sup>a</sup> -> Endocrinology, diabetes, and metabolism",All fields,Health,Clinical medicine<sup>a</sup>,"Endocrinology, diabetes, and metabolism",,,4,98,102,107,91,103,109
10677,r124,All fields -> Health -> Clinical medicine<sup>a</sup> -> Gastroenterology,All fields,Health,Clinical medicine<sup>a</sup>,Gastroenterology,,,4,96,92,98,96,112,105
10677,r125,All fields -> Health -> Clinical medicine<sup>a</sup> -> Hematology,All fields,Health,Clinical medicine<sup>a</sup>,Hematology,,,4,111,114,160,164,180,199
10677,r126,All fields -> Health -> Clinical medicine<sup>a</sup> -> Neurology and neurosurgery,All fields,Health,Clinical medicine<sup>a</sup>,Neurology and neurosurgery,,,4,493,425,496,469,527,580
10677,r127,All fields -> Health -> Clinical medicine<sup>a</sup> -> Obstetrics and gynecology,All fields,Health,Clinical medicine<sup>a</sup>,Obstetrics and gynecology,,,4,117,94,104,93,106,107
10677,r128,All fields -> Health -> Clinical medicine<sup>a</sup> -> Oncology and cancer research,All fields,Health,Clinical medicine<sup>a</sup>,Oncology and cancer research,,,4,620,637,630,644,549,648
10677,r129,All fields -> Health -> Clinical medicine<sup>a</sup> -> Ophthalmology,All fields,Health,Clinical medicine<sup>a</sup>,Ophthalmology,,,4,377,297,261,287,259,303
10677,r130,All fields -> Health -> Clinical medicine<sup>a</sup> -> Otorhinolaryngology,All fields,Health,Clinical medicine<sup>a</sup>,Otorhinolaryngology,,,4,116,142,121,125,119,119
10677,r131,All fields -> Health -> Clinical medicine<sup>a</sup> -> Pediatrics,All fields,Health,Clinical medicine<sup>a</sup>,Pediatrics,,,4,657,624,597,643,632,742
10677,r132,All fields -> Health -> Clinical medicine<sup>a</sup> -> Psychiatry,All fields,Health,Clinical medicine<sup>a</sup>,Psychiatry,,,4,236,235,241,307,279,351
10677,r133,All fields -> Health -> Clinical medicine<sup>a</sup> -> Pulmonary disease,All fields,Health,Clinical medicine<sup>a</sup>,Pulmonary disease,,,4,144,136,107,119,100,116
10677,r134,All fields -> Health -> Clinical medicine<sup>a</sup> -> Radiological sciences,All fields,Health,Clinical medicine<sup>a</sup>,Radiological sciences,,,4,395,436,391,401,381,444
10677,r135,All fields -> Health -> Clinical medicine<sup>a</sup> -> Surgery,All fields,Health,Clinical medicine<sup>a</sup>,Surgery,,,4,505,523,527,507,561,572
10677,r136,All fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,,,4,1477,1279,1391,1467,1730,1730
10677,r137,All fields -> Health -> Other health,All fields,Health,Other health,,,,3,1190,1277,1348,1028,1077,1150
