table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_sales_worldwide,field_sales_domestic,field_sales_foreign
8800,r017,All business activities -> Basic chemicals manufacturing,All business activities,Basic chemicals manufacturing,2,32510,"['253,285', '  ']","['160,717', '  ']","['92,568', '  ']"
8800,r018,"All business activities -> Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",All business activities,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2,32520,"['96,423', '  ']","['57,106', '  ']","['39,317', '  ']"
8800,r019,"All business activities -> Pesticide, fertilizer, and other agricultural chemicals manufacturing",All business activities,"Pesticide, fertilizer, and other agricultural chemicals manufacturing",2,32530,"['67,234', '  ']","['56,369', '  ']","['10,865', '  ']"
8800,r020,"All business activities -> Pharmaceutical, medicinal, botanical, and biological products (except diagnostic substances) manufacturing",All business activities,"Pharmaceutical, medicinal, botanical, and biological products (except diagnostic substances) manufacturing",2,32541,"['707,023', '  ']","['539,191', '  ']","['167,833', '  ']"
8800,r021,All business activities -> In vitro diagnostic substances manufacturing,All business activities,In vitro diagnostic substances manufacturing,2,32542,"['18,981', '  ']","['12,134', '  ']","['6,846', '  ']"
8800,r022,All business activities -> Biotechnology-based pharmaceutical and biological products (except diagnostic substances),All business activities,Biotechnology-based pharmaceutical and biological products (except diagnostic substances),2,32543,"['126,405', '  ']","['115,183', '  ']","['11,222', '  ']"
8800,r023,"All business activities -> Soap, cleaning compound, and toilet preparations manufacturing",All business activities,"Soap, cleaning compound, and toilet preparations manufacturing",2,32591,"['182,299', '  ']","['100,581', '  ']","['81,718', '  ']"
8800,r024,"All business activities -> Paint, adhesive, and other chemical manufacturing",All business activities,"Paint, adhesive, and other chemical manufacturing",2,32592,"['121,547', '  ']","['78,266', '  ']","['43,281', '  ']"
8800,r025,All business activities -> Plastics and rubber products manufacturing,All business activities,Plastics and rubber products manufacturing,2,32600,"['242,938', '  ']","['179,939', '  ']","['62,999', '  ']"
8800,r026,All business activities -> Clay and glass products manufacturing,All business activities,Clay and glass products manufacturing,2,32710,"['34,344', '  ']","['19,924', '  ']","['14,420', '  ']"
8800,r027,"All business activities -> Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",All business activities,"Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",2,32790,"['44,002', '  ']","['37,810', '  ']","['6,192', '  ']"
8800,r028,All business activities -> Primary metal manufacturing,All business activities,Primary metal manufacturing,2,33100,"['103,454', '  ']","['79,274', '  ']","['24,180', '  ']"
8800,r029,All business activities -> Fabricated metal products manufacturing,All business activities,Fabricated metal products manufacturing,2,33200,"['194,912', '  ']","['145,289', '  ']","['49,623', '  ']"
8800,r030,All business activities -> Agricultural machinery and equipment manufacturing,All business activities,Agricultural machinery and equipment manufacturing,2,33311,"['57,227', '  ']","['36,219', '  ']","['21,008', '  ']"
8800,r031,All business activities -> Construction machinery manufacturing,All business activities,Construction machinery manufacturing,2,33312,"['70,632', '  ']","['45,082', '  ']","['25,549', '  ']"
8800,r032,"All business activities -> Mining, oil, and gas field machinery and equipment manufacturing",All business activities,"Mining, oil, and gas field machinery and equipment manufacturing",2,33319,"['55,194', '  ']","['22,695', '  ']","['32,500', '  ']"
8800,r033,All business activities -> Semiconductor machinery manufacturing,All business activities,Semiconductor machinery manufacturing,2,33321,"['49,278', '  ']","['26,287', '  ']","['22,992', '  ']"
8800,r034,All business activities -> Industrial machinery manufacturing (except semiconductor machinery),All business activities,Industrial machinery manufacturing (except semiconductor machinery),2,33322,"['49,728', '  ']","['38,435', '  ']","['11,293', '  ']"
8800,r035,All business activities -> Photographic and photocopying equipment manufacturing,All business activities,Photographic and photocopying equipment manufacturing,2,33331,"['1,441 - 233,432', '  ']","['1,442', '  ']","['0 - 231,989', '  ']"
8800,r036,"All business activities -> Commercial, service industry, temperature control, and air-flow control machinery manufacturing",All business activities,"Commercial, service industry, temperature control, and air-flow control machinery manufacturing",2,33332,"['93,455', '  ']","['66,485', '  ']","['26,969', '  ']"
8800,r037,All business activities -> Digital cameras manufacturing,All business activities,Digital cameras manufacturing,2,33333,"['0 - 308,046', '  ']","['0 - 76,100', '  ']","['0 - 231,989', '  ']"
8800,r038,"All business activities -> Engine, turbine, and power transmission equipment manufacturing",All business activities,"Engine, turbine, and power transmission equipment manufacturing",2,33360,"['103,655', '  ']","['52,517', '  ']","['51,138', '  ']"
8800,r039,All business activities -> Metalworking and other general purpose machinery manufacturing,All business activities,Metalworking and other general purpose machinery manufacturing,2,33390,"['94,049', '  ']","['69,055', '  ']","['24,994', '  ']"
8800,r040,All business activities -> Computers and peripheral equipment manufacturing and magnetic and optical media,All business activities,Computers and peripheral equipment manufacturing and magnetic and optical media,2,33412,"['454,712', '  ']","['215,104', '  ']","['239,608', '  ']"
8800,r041,"All business activities -> Telephone apparatus manufacturing, including routers, modems, and gateways",All business activities,"Telephone apparatus manufacturing, including routers, modems, and gateways",2,33421,"['70,064', '  ']","['40,719', '  ']","['29,345', '  ']"
8800,r042,"All business activities -> Radio, television, and wireless communication equipment manufacturing",All business activities,"Radio, television, and wireless communication equipment manufacturing",2,33422,"['34,841', '  ']","['27,773', '  ']","['7,068', '  ']"
8800,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['18,857', '  ']","['16,632', '  ']","['2,225', '  ']"
8800,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['16,369', '  ']","['13,107', '  ']","['3,261', '  ']"
8800,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['417,763', '  ']","['238,082', '  ']","['179,681', '  ']"
8800,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['45,318', '  ']","['27,312', '  ']","['18,006', '  ']"
8800,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",2,33452,"['78,507', '  ']","['62,502', '  ']","['16,005', '  ']"
8800,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['95,097', '  ']","['62,669', '  ']","['32,428', '  ']"
8800,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['203,459', '  ']","['134,384', '  ']","['69,075', '  ']"
8800,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['458,784', '  ']","['353,992', '  ']","['104,792', '  ']"
8800,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['30,296', '  ']","['25,704', '  ']","['4,592', '  ']"
8800,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['235,737', '  ']","['149,479', '  ']","['86,258', '  ']"
8800,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['120,779', '  ']","['114,603', '  ']","['6,176', '  ']"
8800,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['42,793', '  ']","['29,630', '  ']","['13,164', '  ']"
8800,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['68,917', '  ']","['60,083', '  ']","['8,835', '  ']"
8800,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['43,696', '  ']","['38,386', '  ']","['5,309', '  ']"
8800,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['16,854', '  ']","['9,421', 'i ']","['7,433', '  ']"
8800,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['18,208', '  ']","['16,342', '  ']","['1,866', '  ']"
8800,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['9,705', '  ']","['5,548', '  ']","['4,157', '  ']"
8800,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['10,766', '  ']","['9,398', '  ']","['1,367', '  ']"
8800,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['21,046', '  ']","['19,166', '  ']","['1,880', '  ']"
8800,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['57,220', '  ']","['49,950', '  ']","['7,270', '  ']"
8800,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['515,125', '  ']","['403,496', '  ']","['111,629', '  ']"
8800,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['149,045', '  ']","['100,331', '  ']","['48,714', '  ']"
8800,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['185,285', '  ']","['159,409', '  ']","['25,876', '  ']"
8800,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['645,419', '  ']","['513,510', '  ']","['131,910', '  ']"
8800,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['20,637', '  ']","['19,901', '  ']","['736', '  ']"
8800,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['685,031', '  ']","['607,899', '  ']","['77,133', '  ']"
8800,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['212,463 - 444,454', 'i ']","['212,464', 'i ']","['0 - 231,989', 'i ']"
8800,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['223,100', '  ']","['181,873', '  ']","['41,227', '  ']"
8800,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['0 - 308,046', '  ']","['0 - 76,100', '  ']","['0 - 231,989', '  ']"
8800,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['17,095', '  ']","['11,394', '  ']","['5,701', '  ']"
8800,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['6,869', '  ']","['5,379', '  ']","['1,490', '  ']"
8800,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['238,475', '  ']","['149,734', '  ']","['88,742', '  ']"
8800,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['36,035', '  ']","['33,955', '  ']","['2,081', '  ']"
8800,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['168,015', '  ']","['131,464', '  ']","['36,550', '  ']"
8800,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['150,710', '  ']","['146,787', '  ']","['3,923', 'i ']"
8800,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['254,772', '  ']","['253,127', '  ']","['1,645', 'i ']"
8800,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['45,199', '  ']","['45,008', '  ']","['192', '  ']"
8800,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['23,263', '  ']","['17,041', '  ']","['6,222', '  ']"
8800,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['102,570', '  ']","['69,438', '  ']","['33,132', '  ']"
8800,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['323,266', '  ']","['226,559', '  ']","['96,707', '  ']"
8800,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['390,595', '  ']","['275,283', '  ']","['115,312', '  ']"
8800,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['637,872', '  ']","['574,077', '  ']","['63,795', '  ']"
8800,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['129,354', '  ']","['94,127', '  ']","['35,227', '  ']"
8800,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['914,331', '  ']","['883,590', '  ']","['30,741', 'i ']"
8800,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['11,841', '  ']","['11,840', '  ']","['1', '  ']"
8800,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['10,127', '  ']","['6,941', '  ']","['3,186', '  ']"
8800,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['3,191 - 235,182', '  ']","['3,192', '  ']","['0 - 231,989', '  ']"
8800,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['29,108', '  ']","['26,798', '  ']","['2,311', '  ']"
8800,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['95,540', '  ']","['81,207', '  ']","['14,333', '  ']"
8800,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['1,439 - 233,430', '  ']","['1,440', '  ']","['0 - 231,989', '  ']"
8800,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['229,217', '  ']","['145,903', '  ']","['83,314', '  ']"
8800,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['59,488', '  ']","['54,222', '  ']","['5,265', '  ']"
8800,r095,All business activities -> Research and development services in the social sciences and humanities,All business activities,Research and development services in the social sciences and humanities,2,54172,"['1,016', '  ']","['1,003', '  ']","['13', '  ']"
8800,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['13,779', '  ']","['9,617', '  ']","['4,162', '  ']"
8800,r097,"All business activities -> Research and development services in the physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in the physical, engineering, and life sciences (except biotechnology)",2,54174,"['54,377', '  ']","['41,331', '  ']","['13,047', 'i ']"
8800,r098,All business activities -> Research and development services in nanotechnology,All business activities,Research and development services in nanotechnology,2,54175,"['362', 'i ']","['362', 'i ']","['0', '  ']"
8800,r099,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['101,585 - 333,576', '  ']","['101,586', '  ']","['0 - 231,989', '  ']"
8800,r100,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['34,696', '  ']","['32,008', '  ']","['2,688', '  ']"
8800,r101,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['11,906', 'i ']","['11,700', 'i ']","['206', 'i ']"
8800,r102,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['63,563', '  ']","['55,353', '  ']","['8,211', '  ']"
8800,r103,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['2,613 - 234,604', '  ']","['2,614', '  ']","['0 - 231,989', '  ']"
8800,r104,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['65,797', '  ']","['65,797', '  ']","['0', '  ']"
8800,r105,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['52,328', '  ']","['48,069', '  ']","['4,258', 'i ']"
8800,r106,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['30,615', '  ']","['26,979', '  ']","['3,636', '  ']"
8800,r107,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['44,662', '  ']","['44,662', '  ']","['0', '  ']"
8800,r108,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['1,825', '  ']","['1,825', '  ']","['0', '  ']"
8800,r109,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['17,465', '  ']","['14,352', '  ']","['3,112', '  ']"
8800,r110,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['52,941', '  ']","['35,098', '  ']","['17,843', '  ']"
8800,r111,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['86,353', '  ']","['65,440', '  ']","['20,913', '  ']"
8800,r112,All business activities -> Less: intersegment eliminations,All business activities,Less: intersegment eliminations,2,–,"['215,380', '  ']","['152,870', '  ']","['62,510', '  ']"
8800,r113,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
