table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_graduate_students_rank,field_all_graduate_students_total,field_all_graduate_students_science,field_all_graduate_students_engineering,field_all_graduate_students_health,field_full_time_students_rank,field_full_time_students_total,field_full_time_students_science,field_full_time_students_engineering,field_full_time_students_health,field_part_time_students_rank,field_part_time_students_total,field_part_time_students_science,field_part_time_students_engineering,field_part_time_students_health
8279,r022,"All institutions<sup>a</sup> -> U. California, Los Angeles",All institutions<sup>a</sup>,"U. California, Los Angeles",2,21,6401,3695,2089,617,10,6401,3695,2089,617,627,0,0,0,0
8279,r023,All institutions<sup>a</sup> -> George Washington U.,All institutions<sup>a</sup>,George Washington U.,2,22,6331,3764,745,1822,49,2742,2016,231,495,5,3589,1748,514,1327
8279,r024,All institutions<sup>a</sup> -> Stanford U.,All institutions<sup>a</sup>,Stanford U.,2,23,6254,3707,2364,183,13,5999,3593,2250,156,198,255,114,114,27
8279,r025,All institutions<sup>a</sup> -> U. Wisconsin-Madison,All institutions<sup>a</sup>,U. Wisconsin-Madison,2,24,6169,4223,1508,438,25,5094,3593,1141,360,41,1075,630,367,78
8279,r026,All institutions<sup>a</sup> -> North Carolina State U.,All institutions<sup>a</sup>,North Carolina State U.,2,25,6095,3426,2669,0,29,4804,2788,2016,0,32,1291,638,653,0
8279,r027,All institutions<sup>a</sup> -> Cornell U.,All institutions<sup>a</sup>,Cornell U.,2,26,5994,4145,1849,0,14,5983,4134,1849,0,558,11,11,0,0
8279,r028,All institutions<sup>a</sup> -> Carnegie Mellon U.,All institutions<sup>a</sup>,Carnegie Mellon U.,2,27,5926,3253,2673,0,18,5763,3189,2574,0,272,163,64,99,0
8279,r029,All institutions<sup>a</sup> -> U. Minnesota,All institutions<sup>a</sup>,U. Minnesota,2,28,5906,3881,1277,748,21,5358,3577,1146,635,106,548,304,131,113
8279,r030,All institutions<sup>a</sup> -> Indiana U.,All institutions<sup>a</sup>,Indiana U.,2,29,5506,3884,249,1373,35,4194,2891,150,1153,30,1312,993,99,220
8279,r031,"All institutions<sup>a</sup> -> U. California, San Diego",All institutions<sup>a</sup>,"U. California, San Diego",2,30,5433,3245,2188,0,22,5192,3154,2038,0,212,241,91,150,0
8279,r032,All institutions<sup>a</sup> -> U. Chicago,All institutions<sup>a</sup>,U. Chicago,2,31,5274,5020,254,0,30,4771,4519,252,0,117,503,501,2,0
8279,r033,All institutions<sup>a</sup> -> Ohio State U.,All institutions<sup>a</sup>,Ohio State U.,2,32,5165,2865,1619,681,31,4576,2619,1436,521,99,589,246,183,160
8279,r034,All institutions<sup>a</sup> -> Virginia Polytechnic Institute and State U.,All institutions<sup>a</sup>,Virginia Polytechnic Institute and State U.,2,33,5162,3008,2090,64,37,3843,2029,1758,56,29,1319,979,332,8
8279,r035,All institutions<sup>a</sup> -> Massachusetts Institute of Technology,All institutions<sup>a</sup>,Massachusetts Institute of Technology,2,34,4925,2540,2385,0,27,4919,2539,2380,0,587,6,1,5,0
8279,r036,"All institutions<sup>a</sup> -> SUNY, U. Buffalo",All institutions<sup>a</sup>,"SUNY, U. Buffalo",2,35,4695,2760,1497,438,33,4237,2552,1323,362,134,458,208,174,76
8279,r037,All institutions<sup>a</sup> -> George Mason U.,All institutions<sup>a</sup>,George Mason U.,2,36,4643,3784,536,323,59,2521,2088,256,177,14,2122,1696,280,146
8279,r038,"All institutions<sup>a</sup> -> U. California, Davis",All institutions<sup>a</sup>,"U. California, Davis",2,37,4627,3375,1012,240,32,4551,3346,972,233,388,76,29,40,7
8279,r039,All institutions<sup>a</sup> -> Harvard U.,All institutions<sup>a</sup>,Harvard U.,2,38,4504,3291,489,724,34,4209,3161,486,562,178,295,130,3,162
8279,r040,"All institutions<sup>a</sup> -> U. Texas, Dallas",All institutions<sup>a</sup>,"U. Texas, Dallas",2,38,4504,3237,1047,220,39,3581,2610,757,214,55,923,627,290,6
8279,r041,"All institutions<sup>a</sup> -> U. North Carolina, Chapel Hill",All institutions<sup>a</sup>,"U. North Carolina, Chapel Hill",2,40,4369,2554,121,1694,36,3851,2494,119,1238,115,518,60,2,456
8279,r042,"All institutions<sup>a</sup> -> U. South Florida, Tampa",All institutions<sup>a</sup>,"U. South Florida, Tampa",2,41,4355,2331,802,1222,44,3088,1871,626,591,33,1267,460,176,631
8279,r043,All institutions<sup>a</sup> -> Northwestern U.,All institutions<sup>a</sup>,Northwestern U.,2,42,4348,2922,1228,198,38,3801,2538,1149,114,107,547,384,79,84
8279,r044,All institutions<sup>a</sup> -> U. Arizona,All institutions<sup>a</sup>,U. Arizona,2,43,4336,2908,802,626,52,2673,1899,422,352,19,1663,1009,380,274
8279,r045,"All institutions<sup>a</sup> -> Rutgers, State U. New Jersey",All institutions<sup>a</sup>,"Rutgers, State U. New Jersey",2,44,4265,3405,827,33,43,3247,2675,549,23,47,1018,730,278,10
8279,r046,All institutions<sup>a</sup> -> U. Cincinnati,All institutions<sup>a</sup>,U. Cincinnati,2,45,4096,2278,954,864,65,2393,1359,649,385,18,1703,919,305,479
8279,r047,All institutions<sup>a</sup> -> U. Pittsburgh,All institutions<sup>a</sup>,U. Pittsburgh,2,46,4002,2549,837,616,40,3366,2191,692,483,87,636,358,145,133
8279,r048,"All institutions<sup>a</sup> -> U. Illinois, Chicago",All institutions<sup>a</sup>,"U. Illinois, Chicago",2,47,3959,1808,783,1368,45,3063,1486,598,979,58,896,322,185,389
8279,r049,All institutions<sup>a</sup> -> U. Utah,All institutions<sup>a</sup>,U. Utah,2,48,3840,2347,957,536,47,2850,1776,694,380,49,990,571,263,156
8279,r050,All institutions<sup>a</sup> -> U. Central Florida,All institutions<sup>a</sup>,U. Central Florida,2,49,3839,1867,1331,641,60,2503,1332,767,404,28,1336,535,564,237
8279,r051,All institutions<sup>a</sup> -> Michigan State U.,All institutions<sup>a</sup>,Michigan State U.,2,50,3660,2728,630,302,51,2722,2018,522,182,54,938,710,108,120
8279,r052,"All institutions<sup>a</sup> -> Washington U., Saint Louis",All institutions<sup>a</sup>,"Washington U., Saint Louis",2,51,3654,2327,1056,271,42,3294,2185,876,233,158,360,142,180,38
8279,r053,"All institutions<sup>a</sup> -> Colorado State U., Fort Collins",All institutions<sup>a</sup>,"Colorado State U., Fort Collins",2,52,3617,2665,903,49,114,1363,1073,257,33,12,2254,1592,646,16
8279,r054,All institutions<sup>a</sup> -> Florida State U.,All institutions<sup>a</sup>,Florida State U.,2,53,3599,2961,373,265,66,2391,1996,257,138,36,1208,965,116,127
8279,r055,"All institutions<sup>a</sup> -> U. Texas, Arlington",All institutions<sup>a</sup>,"U. Texas, Arlington",2,54,3591,2010,1464,117,58,2524,1515,939,70,42,1067,495,525,47
8279,r056,"All institutions<sup>a</sup> -> U. Maryland, U. C.",All institutions<sup>a</sup>,"U. Maryland, U. C.",2,55,3559,3559,0,0,539,44,44,0,0,6,3515,3515,0,0
8279,r057,"All institutions<sup>a</sup> -> U. California, Irvine",All institutions<sup>a</sup>,"U. California, Irvine",2,56,3522,2254,1124,144,41,3295,2099,1064,132,224,227,155,60,12
8279,r058,"All institutions<sup>a</sup> -> U. North Texas, Denton",All institutions<sup>a</sup>,"U. North Texas, Denton",2,57,3521,2793,522,206,67,2383,1819,388,176,37,1138,974,134,30
8279,r059,"All institutions<sup>a</sup> -> U. Massachusetts, Amherst",All institutions<sup>a</sup>,"U. Massachusetts, Amherst",2,58,3467,2355,682,430,50,2735,2002,572,161,71,732,353,110,269
8279,r060,All institutions<sup>a</sup> -> U. Connecticut,All institutions<sup>a</sup>,U. Connecticut,2,59,3326,2066,916,344,53,2651,1768,608,275,81,675,298,308,69
8279,r061,All institutions<sup>a</sup> -> Georgetown U.,All institutions<sup>a</sup>,Georgetown U.,2,60,3298,3178,0,120,55,2615,2560,0,55,78,683,618,0,65
8279,r062,All institutions<sup>a</sup> -> Texas Tech U.,All institutions<sup>a</sup>,Texas Tech U.,2,61,3255,2102,817,336,61,2454,1638,568,248,64,801,464,249,88
8279,r063,All institutions<sup>a</sup> -> U. Virginia,All institutions<sup>a</sup>,U. Virginia,2,62,3170,2035,937,198,56,2591,1679,730,182,100,579,356,207,16
8279,r064,All institutions<sup>a</sup> -> U. Houston,All institutions<sup>a</sup>,U. Houston,2,63,3166,1758,1236,172,68,2366,1286,930,150,65,800,472,306,22
8279,r065,"All institutions<sup>a</sup> -> SUNY, Stony Brook U.",All institutions<sup>a</sup>,"SUNY, Stony Brook U.",2,64,3074,2267,579,228,48,2835,2144,493,198,213,239,123,86,30
8279,r066,All institutions<sup>a</sup> -> Oregon State U.,All institutions<sup>a</sup>,Oregon State U.,2,65,3072,1987,760,325,69,2318,1503,622,193,70,754,484,138,132
8279,r067,All institutions<sup>a</sup> -> Stevens Institute of Technology,All institutions<sup>a</sup>,Stevens Institute of Technology,2,66,3062,1699,1360,3,76,2085,1350,734,1,51,977,349,626,2
8279,r068,All institutions<sup>a</sup> -> Duke U.,All institutions<sup>a</sup>,Duke U.,2,67,2972,1971,840,161,46,2972,1971,840,161,627,0,0,0,0
8279,r069,All institutions<sup>a</sup> -> Iowa State U.,All institutions<sup>a</sup>,Iowa State U.,2,68,2959,1988,945,26,84,1829,1214,596,19,39,1130,774,349,7
8279,r070,All institutions<sup>a</sup> -> Auburn U.,All institutions<sup>a</sup>,Auburn U.,2,68,2959,1741,1063,155,86,1732,970,638,124,35,1227,771,425,31
8279,r071,All institutions<sup>a</sup> -> Tufts U.,All institutions<sup>a</sup>,Tufts U.,2,70,2955,2415,369,171,63,2435,2044,298,93,114,520,371,71,78
8279,r072,All institutions<sup>a</sup> -> Pepperdine U.,All institutions<sup>a</sup>,Pepperdine U.,2,71,2881,2881,0,0,154,880,880,0,0,15,2001,2001,0,0
8279,r073,All institutions<sup>a</sup> -> U. Georgia,All institutions<sup>a</sup>,U. Georgia,2,72,2835,2405,184,246,54,2631,2225,177,229,239,204,180,7,17
8279,r074,All institutions<sup>a</sup> -> Lamar U.,All institutions<sup>a</sup>,Lamar U.,2,73,2793,2242,239,312,89,1660,1294,164,202,38,1133,948,75,110
8279,r075,"All institutions<sup>a</sup> -> U. Tennessee, Knoxville",All institutions<sup>a</sup>,"U. Tennessee, Knoxville",2,74,2770,1547,1034,189,115,1361,802,441,118,26,1409,745,593,71
8279,r076,All institutions<sup>a</sup> -> San Jose State U.,All institutions<sup>a</sup>,San Jose State U.,2,75,2684,882,1653,149,90,1652,556,978,118,45,1032,326,675,31
8279,r077,All institutions<sup>a</sup> -> Florida International U.,All institutions<sup>a</sup>,Florida International U.,2,76,2650,1709,501,440,77,2071,1366,388,317,100,579,343,113,123
8279,r078,All institutions<sup>a</sup> -> Clemson U.,All institutions<sup>a</sup>,Clemson U.,2,77,2644,1439,1073,132,74,2115,1028,984,103,111,529,411,89,29
8279,r079,All institutions<sup>a</sup> -> U. Pennsylvania,All institutions<sup>a</sup>,U. Pennsylvania,2,78,2616,2000,616,0,57,2576,1982,594,0,459,40,18,22,0
8279,r080,All institutions<sup>a</sup> -> Syracuse U.,All institutions<sup>a</sup>,Syracuse U.,2,79,2556,2085,428,43,83,1844,1471,334,39,74,712,614,94,4
8279,r081,All institutions<sup>a</sup> -> Georgia State U.,All institutions<sup>a</sup>,Georgia State U.,2,80,2530,1997,0,533,75,2091,1709,0,382,138,439,288,0,151
8279,r082,"All institutions<sup>a</sup> -> U. California, Riverside",All institutions<sup>a</sup>,"U. California, Riverside",2,81,2514,1797,717,0,64,2398,1792,606,0,323,116,5,111,0
8279,r083,All institutions<sup>a</sup> -> U. Delaware,All institutions<sup>a</sup>,U. Delaware,2,82,2501,1703,667,131,72,2246,1506,621,119,198,255,197,46,12
8279,r084,All institutions<sup>a</sup> -> Princeton U.,All institutions<sup>a</sup>,Princeton U.,2,83,2451,1871,580,0,62,2451,1871,580,0,627,0,0,0,0
8279,r085,"All institutions<sup>a</sup> -> U. Alabama, Birmingham",All institutions<sup>a</sup>,"U. Alabama, Birmingham",2,84,2445,1261,540,644,107,1425,973,150,302,46,1020,288,390,342
8279,r086,All institutions<sup>a</sup> -> Drexel U.,All institutions<sup>a</sup>,Drexel U.,2,85,2416,1590,649,177,110,1399,922,381,96,48,1017,668,268,81
8279,r087,All institutions<sup>a</sup> -> National U.,All institutions<sup>a</sup>,National U.,2,86,2405,2278,0,127,128,1156,1077,0,79,34,1249,1201,0,48
8279,r088,All institutions<sup>a</sup> -> U. Oklahoma,All institutions<sup>a</sup>,U. Oklahoma,2,87,2361,1728,529,104,104,1454,1075,300,79,57,907,653,229,25
8279,r089,All institutions<sup>a</sup> -> Case Western Reserve U.,All institutions<sup>a</sup>,Case Western Reserve U.,2,88,2356,1465,639,252,79,2036,1259,558,219,170,320,206,81,33
8279,r090,All institutions<sup>a</sup> -> Yale U.,All institutions<sup>a</sup>,Yale U.,2,89,2306,1767,330,209,70,2284,1752,328,204,515,22,15,2,5
8279,r091,All institutions<sup>a</sup> -> U. Kentucky,All institutions<sup>a</sup>,U. Kentucky,2,90,2277,1514,372,391,81,1953,1325,335,293,168,324,189,37,98
8279,r092,All institutions<sup>a</sup> -> U. Denver,All institutions<sup>a</sup>,U. Denver,2,91,2269,2090,139,40,97,1537,1465,56,16,71,732,625,83,24
8279,r093,"All institutions<sup>a</sup> -> U. Missouri, Columbia",All institutions<sup>a</sup>,"U. Missouri, Columbia",2,92,2261,1606,262,393,122,1276,966,120,190,50,985,640,142,203
8279,r094,"All institutions<sup>a</sup> -> U. California, Santa Barbara",All institutions<sup>a</sup>,"U. California, Santa Barbara",2,93,2251,1800,451,0,71,2251,1800,451,0,627,0,0,0,0
8279,r095,All institutions<sup>a</sup> -> U. Miami,All institutions<sup>a</sup>,U. Miami,2,94,2248,1856,239,153,78,2042,1713,220,109,236,206,143,19,44
8279,r096,All institutions<sup>a</sup> -> Brown U.,All institutions<sup>a</sup>,Brown U.,2,95,2198,1631,306,261,73,2140,1596,295,249,419,58,35,11,12
8279,r097,"All institutions<sup>a</sup> -> U. Texas Health Science Center, Houston",All institutions<sup>a</sup>,"U. Texas Health Science Center, Houston",2,96,2186,1256,38,892,117,1331,893,38,400,59,855,363,0,492
8279,r098,All institutions<sup>a</sup> -> U. Kansas,All institutions<sup>a</sup>,U. Kansas,2,97,2160,1523,372,265,87,1721,1223,297,201,138,439,300,75,64
8279,r099,All institutions<sup>a</sup> -> U. New Mexico,All institutions<sup>a</sup>,U. New Mexico,2,98,2147,1241,616,290,102,1471,893,371,207,80,676,348,245,83
8279,r100,All institutions<sup>a</sup> -> Rice U.,All institutions<sup>a</sup>,Rice U.,2,99,2142,1440,702,0,80,2029,1349,680,0,326,113,91,22,0
8279,r101,All institutions<sup>a</sup> -> Wayne State U.,All institutions<sup>a</sup>,Wayne State U.,2,100,2110,1279,450,381,96,1546,988,267,291,102,564,291,183,90
8279,r102,"All institutions<sup>a</sup> -> Columbia U., Teachers C.",All institutions<sup>a</sup>,"Columbia U., Teachers C.",2,101,2100,1897,0,203,102,1471,1347,0,124,90,629,550,0,79
8279,r103,All institutions<sup>a</sup> -> New Jersey Institute of Technology,All institutions<sup>a</sup>,New Jersey Institute of Technology,2,102,2086,1205,851,30,119,1303,833,449,21,67,783,372,402,9
8279,r104,All institutions<sup>a</sup> -> Louisiana State U.,All institutions<sup>a</sup>,Louisiana State U.,2,103,2084,1447,397,240,85,1767,1258,327,182,172,317,189,70,58
8279,r105,All institutions<sup>a</sup> -> Florida Institute of Technology,All institutions<sup>a</sup>,Florida Institute of Technology,2,104,2080,1621,459,0,197,634,391,243,0,25,1446,1230,216,0
8279,r106,"All institutions<sup>a</sup> -> U. Texas, San Antonio",All institutions<sup>a</sup>,"U. Texas, San Antonio",2,105,2067,1474,494,99,142,1029,734,246,49,44,1038,740,248,50
8279,r107,All institutions<sup>a</sup> -> U. Nebraska-Lincoln,All institutions<sup>a</sup>,U. Nebraska-Lincoln,2,106,2062,1458,539,65,94,1565,1127,375,63,120,497,331,164,2
8279,r108,All institutions<sup>a</sup> -> American U.,All institutions<sup>a</sup>,American U.,2,107,2042,2018,0,24,125,1239,1229,0,10,63,803,789,0,14
8279,r109,All institutions<sup>a</sup> -> Mississippi State U.,All institutions<sup>a</sup>,Mississippi State U.,2,108,2032,1272,693,67,132,1122,775,301,46,56,910,497,392,21
8279,r110,"All institutions<sup>a</sup> -> SUNY, Binghamton U.",All institutions<sup>a</sup>,"SUNY, Binghamton U.",2,109,2029,1372,586,71,99,1526,1040,436,50,117,503,332,150,21
8279,r111,All institutions<sup>a</sup> -> Illinois Institute of Technology,All institutions<sup>a</sup>,Illinois Institute of Technology,2,110,2000,1388,567,45,121,1279,881,393,5,73,721,507,174,40
8279,r112,All institutions<sup>a</sup> -> Washington State U.,All institutions<sup>a</sup>,Washington State U.,2,111,1950,1337,494,119,88,1661,1149,406,106,181,289,188,88,13
8279,r113,"All institutions<sup>a</sup> -> U. North Carolina, Charlotte",All institutions<sup>a</sup>,"U. North Carolina, Charlotte",2,112,1921,1424,339,158,113,1369,1039,213,117,104,552,385,126,41
8279,r114,All institutions<sup>a</sup> -> Oklahoma State U.,All institutions<sup>a</sup>,Oklahoma State U.,2,113,1910,1331,448,131,112,1375,970,306,99,110,535,361,142,32
8279,r115,All institutions<sup>a</sup> -> Vanderbilt U.,All institutions<sup>a</sup>,Vanderbilt U.,2,114,1881,1426,407,48,82,1860,1414,399,47,520,21,12,8,1
8279,r116,"All institutions<sup>a</sup> -> SUNY, U. Albany",All institutions<sup>a</sup>,"SUNY, U. Albany",2,115,1880,1524,41,315,138,1059,885,26,148,61,821,639,15,167
8279,r117,All institutions<sup>a</sup> -> U. Iowa,All institutions<sup>a</sup>,U. Iowa,2,116,1879,1277,297,305,92,1621,1114,253,254,197,258,163,44,51
8279,r118,All institutions<sup>a</sup> -> San Diego State U.,All institutions<sup>a</sup>,San Diego State U.,2,117,1867,1145,304,418,111,1386,814,176,396,127,481,331,128,22
8279,r119,All institutions<sup>a</sup> -> U. South Carolina,All institutions<sup>a</sup>,U. South Carolina,2,118,1850,1064,349,437,101,1513,953,289,271,166,337,111,60,166
8279,r120,"All institutions<sup>a</sup> -> U. Alabama, Tuscaloosa",All institutions<sup>a</sup>,"U. Alabama, Tuscaloosa",2,119,1847,978,548,321,123,1249,737,306,206,98,598,241,242,115
8279,r121,All institutions<sup>a</sup> -> Temple U.,All institutions<sup>a</sup>,Temple U.,2,120,1842,1447,191,204,105,1439,1124,159,156,145,403,323,32,48
8279,r122,All institutions<sup>a</sup> -> U. Wisconsin-Milwaukee,All institutions<sup>a</sup>,U. Wisconsin-Milwaukee,2,121,1836,1243,224,369,108,1423,955,171,297,144,413,288,53,72
8279,r123,All institutions<sup>a</sup> -> West Virginia U.,All institutions<sup>a</sup>,West Virginia U.,2,122,1825,1061,432,332,97,1537,896,350,291,184,288,165,82,41
8279,r124,"All institutions<sup>a</sup> -> U. Massachusetts, Lowell",All institutions<sup>a</sup>,"U. Massachusetts, Lowell",2,123,1818,815,814,189,156,864,379,386,99,52,954,436,428,90
8279,r125,All institutions<sup>a</sup> -> Kansas State U.,All institutions<sup>a</sup>,Kansas State U.,2,124,1806,1472,285,49,124,1248,1033,184,31,103,558,439,101,18
8279,r126,All institutions<sup>a</sup> -> Tulane U.,All institutions<sup>a</sup>,Tulane U.,2,125,1768,1059,96,613,100,1519,1022,96,401,202,249,37,0,212
8279,r127,All institutions<sup>a</sup> -> Rochester Institute of Technology,All institutions<sup>a</sup>,Rochester Institute of Technology,2,125,1768,1305,455,8,116,1348,1022,325,1,143,420,283,130,7
8279,r128,"All institutions<sup>a</sup> -> California State U., Northridge",All institutions<sup>a</sup>,"California State U., Northridge",2,127,1763,555,285,923,183,687,301,109,277,40,1076,254,176,646
8279,r129,All institutions<sup>a</sup> -> U. Notre Dame,All institutions<sup>a</sup>,U. Notre Dame,2,128,1738,1041,697,0,91,1647,960,687,0,360,91,81,10,0
8279,r130,All institutions<sup>a</sup> -> DePaul U.,All institutions<sup>a</sup>,DePaul U.,2,129,1732,1491,90,151,133,1116,926,54,136,93,616,565,36,15
8279,r131,"All institutions<sup>a</sup> -> U. Hawaii, Manoa",All institutions<sup>a</sup>,"U. Hawaii, Manoa",2,130,1716,1299,245,172,106,1427,1115,200,112,181,289,184,45,60
8279,r132,All institutions<sup>a</sup> -> Old Dominion U.,All institutions<sup>a</sup>,Old Dominion U.,2,131,1661,754,800,107,200,621,392,150,79,43,1040,362,650,28
8279,r133,All institutions<sup>a</sup> -> U. Rochester,All institutions<sup>a</sup>,U. Rochester,2,132,1652,1261,311,80,93,1591,1228,307,56,413,61,33,4,24
8279,r134,"All institutions<sup>a</sup> -> U. California, Santa Cruz",All institutions<sup>a</sup>,"U. California, Santa Cruz",2,133,1597,1490,107,0,95,1549,1450,99,0,443,48,40,8,0
8279,r135,All institutions<sup>a</sup> -> U. Central Missouri,All institutions<sup>a</sup>,U. Central Missouri,2,134,1572,1445,42,85,148,945,854,28,63,91,627,591,14,22
8279,r136,"All institutions<sup>a</sup> -> U. Nevada, Reno",All institutions<sup>a</sup>,"U. Nevada, Reno",2,135,1569,881,377,311,120,1301,775,343,183,191,268,106,34,128
8279,r137,"All institutions<sup>a</sup> -> California State U., Fullerton",All institutions<sup>a</sup>,"California State U., Fullerton",2,136,1564,840,552,172,198,624,370,134,120,53,940,470,418,52
8279,r138,All institutions<sup>a</sup> -> Worcester Polytechnic Institute,All institutions<sup>a</sup>,Worcester Polytechnic Institute,2,137,1552,530,1022,0,170,782,319,463,0,69,770,211,559,0
8279,r139,All institutions<sup>a</sup> -> U. Louisville,All institutions<sup>a</sup>,U. Louisville,2,138,1541,695,571,275,141,1044,542,281,221,120,497,153,290,54
8279,r140,All institutions<sup>a</sup> -> Colorado School of Mines,All institutions<sup>a</sup>,Colorado School of Mines,2,139,1523,489,1034,0,127,1219,428,791,0,176,304,61,243,0
8279,r141,"All institutions<sup>a</sup> -> U. Arkansas, Fayetteville",All institutions<sup>a</sup>,"U. Arkansas, Fayetteville",2,140,1517,868,568,81,159,850,475,305,70,83,667,393,263,11
8279,r142,All institutions<sup>a</sup> -> Baylor U.,All institutions<sup>a</sup>,Baylor U.,2,141,1515,642,80,793,126,1223,590,77,556,180,292,52,3,237
8279,r143,All institutions<sup>a</sup> -> Emory U.,All institutions<sup>a</sup>,Emory U.,2,142,1483,1141,227,115,118,1321,1134,98,89,273,162,7,129,26
8279,r144,All institutions<sup>a</sup> -> Texas State U.,All institutions<sup>a</sup>,Texas State U.,2,143,1480,1153,119,208,146,997,741,73,183,125,483,412,46,25
8279,r145,All institutions<sup>a</sup> -> Cleveland State U.,All institutions<sup>a</sup>,Cleveland State U.,2,144,1473,913,483,77,129,1132,733,335,64,164,341,180,148,13
8279,r146,All institutions<sup>a</sup> -> Virginia Commonwealth U.,All institutions<sup>a</sup>,Virginia Commonwealth U.,2,145,1472,808,267,397,134,1112,612,172,328,158,360,196,95,69
8279,r147,"All institutions<sup>a</sup> -> U. Maryland, Baltimore County",All institutions<sup>a</sup>,"U. Maryland, Baltimore County",2,146,1467,1235,232,0,137,1069,907,162,0,146,398,328,70,0
8279,r148,All institutions<sup>a</sup> -> Kent State U.,All institutions<sup>a</sup>,Kent State U.,2,147,1465,964,8,493,147,993,754,7,232,129,472,210,1,261
