table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
5392,r014,All R&D fields -> Science -> Life sciences -> Life sciences nec,All R&D fields,Science,Life sciences,Life sciences nec,4,1096560,1222539,1192918,1224078,1204212,1240265,700679,631961,628002,640975,698157
5392,r015,All R&D fields -> Science -> Mathematics and statistics,All R&D fields,Science,Mathematics and statistics,,3,417775,458966,490534,464608,441394,424534,444392,437059,456806,467039,486259
5392,r016,All R&D fields -> Science -> Physical sciences,All R&D fields,Science,Physical sciences,,3,3384275,3527330,3474586,3311037,3155471,3111644,3288095,3384673,3472447,3691358,3789237
5392,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,405954,408963,535180,400440,380887,403037,417930,441536,454491,514424,542725
5392,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,1200120,1243767,1213495,1134945,1080342,1095107,1097435,1097830,1129872,1182460,1166743
5392,r019,All R&D fields -> Science -> Physical sciences -> Materials science<sup>a</sup>,All R&D fields,Science,Physical sciences,Materials science<sup>a</sup>,4,na,na,na,na,na,na,111806,142472,162048,165880,156894
5392,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,1557421,1660377,1532612,1567937,1509951,1463126,1525643,1549492,1570749,1657797,1736916
5392,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,220780,214223,193299,207715,184291,150374,135281,153343,155287,170797,185959
5392,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,758520,835448,859500,776402,752525,763657,765247,764737,759524,789562,808565
5392,r023,All R&D fields -> Science -> Social sciences,All R&D fields,Science,Social sciences,,3,901009,947176,915874,897604,917699,921781,899559,932660,937772,938491,969278
5392,r024,All R&D fields -> Science -> Social sciences -> Anthropology<sup>a</sup>,All R&D fields,Science,Social sciences,Anthropology<sup>a</sup>,4,na,na,na,na,na,na,39602,38715,43464,43003,38847
5392,r025,All R&D fields -> Science -> Social sciences -> Economics,All R&D fields,Science,Social sciences,Economics,4,127858,148737,144446,137236,138812,149572,112576,110746,102152,91722,121461
5392,r026,All R&D fields -> Science -> Social sciences -> Political science and government,All R&D fields,Science,Social sciences,Political science and government,4,152547,148643,141267,143375,145664,136486,103691,103875,98306,86710,78462
5392,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,226462,232834,247739,237479,251803,262252,268827,280578,285166,289763,253213
5392,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,394142,416962,382422,379514,381420,373471,374863,398746,408684,427293,477295
5392,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,438778,465233,439085,440907,422441,445844,465328,395204,348906,365007,361560
5392,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,5718852,6275548,6442986,6499507,6424314,6458748,6583093,6828853,7093806,7668349,8120891
5392,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,466991,504536,501722,513134,474623,516051,623637,659882,678126,820576,957795
5392,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,470432,515611,552555,556651,606943,606696,651534,725241,791996,879999,906145
5392,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,421269,490918,504753,478542,471561,462829,467519,471749,461480,498223,521758
5392,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,460880,544992,570303,578390,577964,570426,591837,557671,590886,621055,606519
5392,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,1373311,1511458,1601917,1642771,1742336,1771589,1742704,1891480,1981349,2049544,2143397
5392,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering<sup>a</sup>,All R&D fields,Engineering,Industrial and manufacturing engineering<sup>a</sup>,,3,na,na,na,na,na,na,147192,186352,306768,366712,384795
5392,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,953244,1032641,1035551,1061270,946802,957354,861039,937915,993314,1055742,1160117
5392,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,429412,455722,462246,465657,494405,501195,442377,440746,464475,483774,504528
5392,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,1143313,1219670,1213939,1203092,1109680,1072608,1055254,957817,825412,892724,935837
5392,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,967151,1119656,1202227,1181597,1136847,1071191,1112463,1215880,1247703,1242692,1244035
5392,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,86440,99661,96659,95227,77253,69815,68284,69069,71628,73039,74126
5392,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,41339,53266,53337,51060,54335,42462,36764,61313,34260,35638,40830
5392,r043,All R&D fields -> Non-S&E -> Education,All R&D fields,Non-S&E,Education,,3,535744,632117,689060,666586,663558,644110,624470,653098,680429,668106,667043
5392,r044,All R&D fields -> Non-S&E -> Humanities,All R&D fields,Non-S&E,Humanities,,3,57510,61420,67692,76804,75114,59963,57171,59051,50006,49813,54155
5392,r045,All R&D fields -> Non-S&E -> Law,All R&D fields,Non-S&E,Law,,3,19338,27388,24575,22522,23732,24415,26081,33022,50934,31867,26697
5392,r046,All R&D fields -> Non-S&E -> Social work,All R&D fields,Non-S&E,Social work,,3,94422,105661,109359,111693,109179,101665,95300,110683,114298,133076,140836
5392,r047,All R&D fields -> Non-S&E -> Visual and performing arts,All R&D fields,Non-S&E,Visual and performing arts,,3,4843,6521,10435,7039,9050,8603,8585,8334,10798,9105,15140
5392,r048,All R&D fields -> Non-S&E -> Non-S&E nec,All R&D fields,Non-S&E,Non-S&E nec,,3,127515,133622,151110,150666,124626,120158,195808,221310,235350,242048,225208
