table_id,row_id,_b_sex_citizenship_ethnicity_and_race_b_full_path,_b_sex_citizenship_ethnicity_and_race_b_level_1,_b_sex_citizenship_ethnicity_and_race_b_level_2,_b_sex_citizenship_ethnicity_and_race_b_level_3,_b_sex_citizenship_ethnicity_and_race_b_level_4,_b_sex_citizenship_ethnicity_and_race_b_level_5,_b_sex_citizenship_ethnicity_and_race_b_hierarchy_depth,field_full_time_all_full_time_total_number,field_full_time_all_full_time_total_percent,field_full_time_all_full_time_master_s_number,field_full_time_all_full_time_master_s_percent,field_full_time_all_full_time_doctoral_number,field_full_time_all_full_time_doctoral_percent,field_full_time_first_time_full_time_all_first_time_full_time_number,field_full_time_first_time_full_time_all_first_time_full_time_percent,field_full_time_first_time_full_time_master_s_number,field_full_time_first_time_full_time_master_s_percent,field_full_time_first_time_full_time_doctoral_number,field_full_time_first_time_full_time_doctoral_percent,field_part_time_all_part_time_number,field_part_time_all_part_time_percent,field_part_time_master_s_number,field_part_time_master_s_percent,field_part_time_doctoral_number,field_part_time_doctoral_percent
6079,r020,All individuals -> Male -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,Male,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,5,16728,3.4,8536,3.5,8192,3.3,6024,4.2,4439,4.3,1585,3.8,10604,5.1,9544,5.6,1060,3.0
6079,r021,All individuals -> Male -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,Male,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,5,8451,1.7,5064,2.1,3387,1.4,3078,2.1,2431,2.4,647,1.6,7323,3.5,6333,3.7,990,2.8
6079,r022,All individuals -> Male -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,Male,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,5,176,0.05,117,0.05,59,0.05,65,0.05,55,0.1,10,0.05,153,0.1,132,0.1,21,0.1
6079,r023,All individuals -> Male -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,Male,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,5,86072,17.5,38036,15.6,48036,19.4,26605,18.6,18241,17.9,8364,20.3,51553,25.0,43081,25.2,8472,23.7
6079,r024,All individuals -> Male -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,Male,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,5,5258,1.1,2517,1.0,2741,1.1,1766,1.2,1231,1.2,535,1.3,2672,1.3,2313,1.4,359,1.0
6079,r025,All individuals -> Male -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,Male,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,4,6899,1.4,3228,1.3,3671,1.5,2181,1.5,1491,1.5,690,1.7,5163,2.5,4354,2.6,809,2.3
6079,r026,All individuals -> Male -> Temporary visa holders,All individuals,Male,Temporary visa holders,,,3,109668,22.3,45489,18.7,64179,25.9,20871,14.6,12678,12.4,8193,19.9,21193,10.3,14819,8.7,6374,17.9
6079,r027,All individuals -> Female,All individuals,Female,,,,2,,,,,,,,,,,,,,,,,,
6079,r028,All individuals -> Female -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,Female,U.S. citizens and permanent residents<sup>a</sup>,,,3,173613,35.3,100963,41.4,72650,29.3,61644,43.0,47319,46.3,14325,34.8,84386,40.9,71502,41.9,12884,36.1
6079,r029,All individuals -> Female -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,Female,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,4,23837,4.8,15401,6.3,8436,3.4,8916,6.2,7080,6.9,1836,4.5,11657,5.7,10276,6.0,1381,3.9
6079,r030,All individuals -> Female -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,Female,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,4,,,,,,,,,,,,,,,,,,
6079,r031,All individuals -> Female -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,Female,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,5,803,0.2,452,0.2,351,0.1,256,0.2,201,0.2,55,0.1,424,0.2,320,0.2,104,0.3
6079,r032,All individuals -> Female -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,Female,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,5,17774,3.6,10008,4.1,7766,3.1,6814,4.8,5246,5.1,1568,3.8,7988,3.9,6987,4.1,1001,2.8
6079,r033,All individuals -> Female -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,Female,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,5,16109,3.3,10925,4.5,5184,2.1,6312,4.4,5233,5.1,1079,2.6,10033,4.9,8520,5.0,1513,4.2
6079,r034,All individuals -> Female -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,Female,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,5,278,0.1,177,0.1,101,0.05,97,0.1,80,0.1,17,0.05,171,0.1,152,0.1,19,0.1
6079,r035,All individuals -> Female -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,Female,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,5,100303,20.4,55578,22.8,44725,18.1,34288,23.9,25766,25.2,8522,20.7,46127,22.4,38395,22.5,7732,21.7
6079,r036,All individuals -> Female -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,Female,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,5,6845,1.4,3860,1.6,2985,1.2,2457,1.7,1832,1.8,625,1.5,2804,1.4,2379,1.4,425,1.2
6079,r037,All individuals -> Female -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,Female,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,4,7664,1.6,4562,1.9,3102,1.3,2504,1.7,1881,1.8,623,1.5,5182,2.5,4473,2.6,709,2.0
6079,r038,All individuals -> Female -> Temporary visa holders,All individuals,Female,Temporary visa holders,,,3,67153,13.7,30604,12.5,36549,14.8,14939,10.4,9703,9.5,5236,12.7,12748,6.2,9261,5.4,3487,9.8
