table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies,field_1_4_employees,field_5_9_employees
9056,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['13,393', '&nbsp;']","['4,991', '&nbsp;']","['8,402', '&nbsp;']"
9056,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['12,871', '&nbsp;']","['4,287', '&nbsp;']","['8,583', '&nbsp;']"
9056,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['15,831', '&nbsp;']","['5,208', '&nbsp;']","['10,623', '&nbsp;']"
9056,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['2,845', '&nbsp;']","['1,292', '&nbsp;']","['1,552', '&nbsp;']"
9056,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['108,938', '&nbsp;']","['38,298', '&nbsp;']","['70,640', '&nbsp;']"
9056,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['37,849', '&nbsp;']","['12,442', '&nbsp;']","['25,407', '&nbsp;']"
9056,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['18,549', '&nbsp;']","['7,056', '&nbsp;']","['11,493', '&nbsp;']"
9056,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['5,281', '&nbsp;']","['1,776', '&nbsp;']","['3,505', '&nbsp;']"
9056,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['8,234', '&nbsp;']","['3,051', '&nbsp;']","['5,183', '&nbsp;']"
9056,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['5,034', '&nbsp;']","['2,229', '&nbsp;']","['2,805', '&nbsp;']"
9056,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['7,378', '&nbsp;']","['3,550', '&nbsp;']","['3,828', '&nbsp;']"
9056,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['14,795', '&nbsp;']","['5,746', '&nbsp;']","['9,049', '&nbsp;']"
9056,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['1,856', '&nbsp;']","['626', '&nbsp;']","['1,230', '&nbsp;']"
9056,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['12,939', '&nbsp;']","['5,121', '&nbsp;']","['7,818', '&nbsp;']"
9056,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['29,968', '&nbsp;']","['12,500', '&nbsp;']","['17,467', '&nbsp;']"
9056,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['49,242', '&nbsp;']","['21,848', '&nbsp;']","['27,394', '&nbsp;']"
9056,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['1,135,360', '&nbsp;']","['582,301', '&nbsp;']","['553,059', '&nbsp;']"
9056,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['584,837', '&nbsp;']","['278,397', '&nbsp;']","['306,440', '&nbsp;']"
9056,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['134,110', '&nbsp;']","['71,906', '&nbsp;']","['62,204', '&nbsp;']"
9056,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['18,129', '&nbsp;']","['8,518', '&nbsp;']","['9,611', '&nbsp;']"
9056,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['115,981', '&nbsp;']","['63,388', '&nbsp;']","['52,593', '&nbsp;']"
9056,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['201,463', '&nbsp;']","['99,565', '&nbsp;']","['101,898', '&nbsp;']"
9056,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['189,826', '&nbsp;']","['120,894', '&nbsp;']","['68,932', '&nbsp;']"
9056,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['25,125', '&nbsp;']","['11,540', '&nbsp;']","['13,585', '&nbsp;']"
9056,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['2,230', '&nbsp;']","['976', '&nbsp;']","['1,254', '&nbsp;']"
9056,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['6,908', '&nbsp;']","['3,130', '&nbsp;']","['3,779', '&nbsp;']"
9056,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['14,235', '&nbsp;']","['6,414', '&nbsp;']","['7,821', '&nbsp;']"
9056,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['1,742', '&nbsp;']","['1,011', '&nbsp;']","['731', '&nbsp;']"
