table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
9859,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['143,063', '&nbsp;']","['20,107', 'r']","['49,941', '&nbsp;']","['73,015', '&nbsp;']"
9859,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['756,657', '&nbsp;']","['80,314', '&nbsp;']","['217,708', '&nbsp;']","['458,635', '&nbsp;']"
9859,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['535,950', '&nbsp;']","['62,233', '&nbsp;']","['164,325', '&nbsp;']","['309,391', '&nbsp;']"
9859,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['220,707', '&nbsp;']","['18,080', '&nbsp;']","['53,383', '&nbsp;']","['149,244', '&nbsp;']"
9859,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['606,186', '&nbsp;']","['75,293', '&nbsp;']","['155,913', '&nbsp;']","['374,980', '&nbsp;']"
9859,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['1,616,190', '&nbsp;']","['170,785', '&nbsp;']","['595,870', '&nbsp;']","['849,535', '&nbsp;']"
9859,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['2,255,449', '&nbsp;']","['309,092', '&nbsp;']","['926,641', '&nbsp;']","['1,019,716', '&nbsp;']"
9859,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['172,582', '&nbsp;']","['27,987', '&nbsp;']","['73,792', '&nbsp;']","['70,804', '&nbsp;']"
9859,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['868,580', '&nbsp;']","['146,062', '&nbsp;']","['308,060', '&nbsp;']","['414,458', '&nbsp;']"
9859,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['1,193,678', '&nbsp;']","['133,318', '&nbsp;']","['538,713', '&nbsp;']","['521,647', '&nbsp;']"
9859,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['12,047', '&nbsp;']","['1,725', '&nbsp;']","['6,076', '&nbsp;']","['4,246', '&nbsp;']"
