table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_nebraska,field_nevada,field_new_hampshire,field_new_jersey,field_new_mexico,field_new_york,field_north_carolina,field_north_dakota,field_ohio,field_oklahoma,field_oregon,field_pennsylvania,field_rhode_island,field_south_carolina,field_south_dakota,field_tennessee,field_texas,field_utah,field_vermont,field_virginia,field_washington,field_west_virginia,field_wisconsin,field_wyoming,field_undistributedc
1397,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",5,334511,"['171', '  ']","['3,121', '  ']","['D', '  ']","['D', '  ']","['21', '  ']","['36', '  ']","['27', '  ']","['82', ' ']","['39', '  ']","['D', '  ']","['45', '  ']","['20', '  ']","['95', '  ']","['31', '  ']","['16', ' ']","['9', '  ']","['11', '  ']","['1', 'e ']","['147', '  ']","['D', '  ']","['D', '  ']","['32', ' ']","['42', '  ']","['0', '  ']","['6', '  ']","['*', 'e ']","['D', ' ']"
1397,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices ,5,other 3345,"['837', '  ']","['4,544', '  ']","['11', '  ']","['2', 'e ']","['22', '  ']","['92', '  ']","['12', '  ']","['91', ' ']","['96', '  ']","['*', 'e ']","['206', 'i ']","['6', 'i ']","['30', '  ']","['63', '  ']","['21', ' ']","['32', '  ']","['13', '  ']","['8', 'i ']","['187', 'i ']","['41', '  ']","['6', '  ']","['14', ' ']","['171', '  ']","['1', 'e ']","['63', '  ']","['*', 'e ']","['176', ' ']"
1397,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['399', '  ']","['17,914', '  ']","['1', 'e ']","['5', '  ']","['23', '  ']","['16', '  ']","['7', '  ']","['270', ' ']","['166', '  ']","['*', '  ']","['60', '  ']","['1', '  ']","['89', '  ']","['105', '  ']","['7', ' ']","['2', 'i ']","['8', '  ']","['3', 'e ']","['2,977', 'i ']","['3', '  ']","['*', '  ']","['19', ' ']","['194', '  ']","['1', 'e ']","['23', '  ']","['*', 'e ']","['121', ' ']"
1397,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['719', '  ']","['4,302', '  ']","['1', '  ']","['18', '  ']","['7', '  ']","['73', '  ']","['*', 'e ']","['66', ' ']","['171', '  ']","['*', 'e ']","['64', '  ']","['7', '  ']","['101', '  ']","['346', '  ']","['3', ' ']","['124', '  ']","['2', '  ']","['55', 'i ']","['88', '  ']","['3', '  ']","['2', '  ']","['25', ' ']","['D', '  ']","['*', 'e ']","['532', '  ']","['44', '  ']","['D', ' ']"
1397,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,114', '  ']","['32,905', '  ']","['14', '  ']","['40', '  ']","['29', '  ']","['108', '  ']","['6', '  ']","['1,305', ' ']","['254', '  ']","['15', '  ']","['1,098', '  ']","['32', '  ']","['205', '  ']","['309', '  ']","['1', 'e']","['109', '  ']","['7', '  ']","['205', '  ']","['397', '  ']","['382', '  ']","['32', '  ']","['258', 'i']","['D', '  ']","['10', '  ']","['695', '  ']","['*', 'e ']","['D', ' ']"
1397,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['738', '  ']","['19,293', '  ']","['8', 'e ']","['2', '  ']","['8', '  ']","['25', '  ']","['1', 'e ']","['189', ' ']","['171', '  ']","['D', '&nbsp;']","['379', '  ']","['13', 'e ']","['190', '  ']","['148', '  ']","['1', 'e']","['74', '  ']","['4', 'e ']","['171', '  ']","['103', '  ']","['246', '  ']","['*', 'e ']","['28', ' ']","['86', '  ']","['2', 'e ']","['D', '&nbsp;']","['*', 'e ']","['D', ' ']"
1397,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['168', '  ']","['12,272', '  ']","['4', '  ']","['38', '  ']","['19', '  ']","['74', '  ']","['5', '  ']","['1,116', ' ']","['72', '  ']","['D', '  ']","['716', '  ']","['15', '  ']","['13', '  ']","['149', '  ']","['1', ' ']","['25', '  ']","['*', '  ']","['6', '  ']","['276', '  ']","['136', '  ']","['32', '  ']","['78', ' ']","['D', '  ']","['8', '  ']","['D', '  ']","['*', 'i ']","['D', ' ']"
1397,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts ",5,336411–13,"['151', '  ']","['11,930', '  ']","['4', '  ']","['38', '  ']","['19', '  ']","['74', '  ']","['5', '  ']","['1,116', ' ']","['72', '  ']","['D', '  ']","['715', '  ']","['15', '  ']","['12', '  ']","['149', '  ']","['1', ' ']","['25', '  ']","['*', '  ']","['5', '  ']","['276', '  ']","['62', '  ']","['32', '  ']","['73', ' ']","['D', '  ']","['8', '  ']","['D', '  ']","['*', 'i ']","['D', ' ']"
1397,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts ",5,"336414–15, 336419","['17', '  ']","['342', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', ' ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['1', 'i ']","['0', '  ']","['0', ' ']","['0', '  ']","['0', '  ']","['*', 'i ']","['*', '  ']","['74', '  ']","['0', '  ']","['6', 'i']","['1', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', ' ']"
1397,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components ",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components ",,4,336992,"['6', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1397,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['202', '  ']","['1,337', '  ']","['1', 'i ']","['*', 'e ']","['3', '  ']","['9', '  ']","['0', '  ']","['1', 'e']","['10', '  ']","['1', '  ']","['3', '  ']","['3', '  ']","['2', 'i ']","['12', '  ']","['*', 'e']","['8', '  ']","['3', '  ']","['27', '  ']","['18', '  ']","['*', 'e ']","['*', 'e ']","['151', 'i']","['5', '  ']","['*', 'e ']","['228', '  ']","['0', '  ']","['D', ' ']"
1397,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['275', '  ']","['366', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['2', 'i ']","['*', 'e ']","['6', 'i']","['25', '  ']","['*', 'e ']","['18', '  ']","['1', 'i ']","['2', 'i ']","['14', 'i ']","['*', 'e']","['3', 'i ']","['*', 'e ']","['1', 'e ']","['4', 'i ']","['5', 'i ']","['3', '  ']","['9', ' ']","['D', '&nbsp;']","['*', 'e ']","['14', '  ']","['*', 'e ']","['D', ' ']"
1397,r043,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['1,603', '  ']","['13,768', '  ']","['2', 'e ']","['169', '  ']","['34', '  ']","['381', '  ']","['3', 'e ']","['715', 'i']","['239', '  ']","['1', 'e ']","['311', '  ']","['6', '  ']","['53', '  ']","['497', '  ']","['598', 'i']","['21', '  ']","['1', 'e ']","['230', '  ']","['237', '  ']","['213', '  ']","['9', '  ']","['62', 'i']","['358', '  ']","['1', 'e ']","['84', '  ']","['*', 'e ']","['47', ' ']"
