table_id,row_id,core_based_statistical_area_full_path,core_based_statistical_area_level_1,core_based_statistical_area_level_2,core_based_statistical_area_hierarchy_depth,field_cbsa_code,field_total,field_paid_for_by_the_company,field_paid_for_by_others
2043,r062,"All locations -> Akron, OH",All locations,"Akron, OH",2,"['10420', '&nbsp;']","['747', '&nbsp;']","['642', '&nbsp;']","['105', 'i']"
2043,r063,"All locations -> Grand Rapids-Kentwood, MI",All locations,"Grand Rapids-Kentwood, MI",2,"['24340', '&nbsp;']","['723', '&nbsp;']","['573', '&nbsp;']","['150', '&nbsp;']"
2043,r064,"All locations -> Albuquerque, NM",All locations,"Albuquerque, NM",2,"['10740', '&nbsp;']","['716', 'i']","['249', '&nbsp;']","['468', 'i']"
2043,r065,"All locations -> Anchorage, AK",All locations,"Anchorage, AK",2,"['11260', '&nbsp;']","['715', 'i']","['711', 'i']","['4', '&nbsp;']"
2043,r066,"All locations -> Lansing-East Lansing, MI",All locations,"Lansing-East Lansing, MI",2,"['29620', '&nbsp;']","['710', 'i']","['701', 'i']","['9', 'i']"
2043,r067,"All locations -> Provo-Orem, UT",All locations,"Provo-Orem, UT",2,"['39340', '&nbsp;']","['694', '&nbsp;']","['646', '&nbsp;']","['48', '&nbsp;']"
2043,r068,"All locations -> Corning, NY",All locations,"Corning, NY",2,"['18500', '&nbsp;']","['680', 'i']","['680', 'i']","['*', 'e']"
2043,r069,"All locations -> Flint, MI",All locations,"Flint, MI",2,"['22420', '&nbsp;']","['655', 'i']","['652', 'i']","['3', 'i']"
2043,r070,"All locations -> Richmond, VA",All locations,"Richmond, VA",2,"['40060', '&nbsp;']","['632', '&nbsp;']","['581', '&nbsp;']","['51', 'i']"
2043,r071,"All locations -> Bloomington, IL",All locations,"Bloomington, IL",2,"['14010', '&nbsp;']","['611', '&nbsp;']","['593', '&nbsp;']","['18', 'i']"
2043,r072,"All locations -> Ann Arbor, MI",All locations,"Ann Arbor, MI",2,"['11460', '&nbsp;']","['578', '&nbsp;']","['357', '&nbsp;']","['221', '&nbsp;']"
2043,r073,"All locations -> San Antonio-New Braunfels, TX",All locations,"San Antonio-New Braunfels, TX",2,"['41700', '&nbsp;']","['553', '&nbsp;']","['478', '&nbsp;']","['76', 'i']"
2043,r074,"All locations -> Greensboro-High Point, NC",All locations,"Greensboro-High Point, NC",2,"['24660', '&nbsp;']","['543', 'i']","['510', 'i']","['33', 'i']"
2043,r075,"All locations -> Columbus, IN",All locations,"Columbus, IN",2,"['18020', '&nbsp;']","['535', 'i']","['475', 'i']","['59', '&nbsp;']"
2043,r076,"All locations -> Lancaster, PA",All locations,"Lancaster, PA",2,"['29540', '&nbsp;']","['531', 'i']","['392', 'i']","['139', 'i']"
2043,r077,"All locations -> Syracuse, NY",All locations,"Syracuse, NY",2,"['45060', '&nbsp;']","['528', 'i']","['420', '&nbsp;']","['108', 'i']"
2043,r078,"All locations -> Santa Rosa-Petaluma, CA",All locations,"Santa Rosa-Petaluma, CA",2,"['42220', '&nbsp;']","['513', 'i']","['472', '&nbsp;']","['41', 'i']"
2043,r079,"All locations -> Allentown-Bethlehem-Easton, PA-NJ",All locations,"Allentown-Bethlehem-Easton, PA-NJ",2,"['10900', '&nbsp;']","['507', '&nbsp;']","['491', '&nbsp;']","['17', 'i']"
2043,r080,"All locations -> Wichita, KS",All locations,"Wichita, KS",2,"['48620', '&nbsp;']","['497', '&nbsp;']","['487', '&nbsp;']","['9', '&nbsp;']"
2043,r081,"All locations -> Jacksonville, FL",All locations,"Jacksonville, FL",2,"['27260', '&nbsp;']","['493', 'i']","['444', '&nbsp;']","['49', 'i']"
2043,r082,"All locations -> Colorado Springs, CO",All locations,"Colorado Springs, CO",2,"['17820', '&nbsp;']","['477', 'i']","['345', 'i']","['132', 'i']"
2043,r083,"All locations -> Omaha-Council Bluffs, NE-IA",All locations,"Omaha-Council Bluffs, NE-IA",2,"['36540', '&nbsp;']","['470', '&nbsp;']","['371', '&nbsp;']","['99', 'i']"
2043,r084,"All locations -> Niles, MI",All locations,"Niles, MI",2,"['35660', '&nbsp;']","['469', '&nbsp;']","['459', '&nbsp;']","['10', 'i']"
2043,r085,"All locations -> Fort Collins, CO",All locations,"Fort Collins, CO",2,"['22660', '&nbsp;']","['443', '&nbsp;']","['420', '&nbsp;']","['22', '&nbsp;']"
2043,r086,"All locations -> Oshkosh-Neenah, WI",All locations,"Oshkosh-Neenah, WI",2,"['36780', '&nbsp;']","['438', '&nbsp;']","['437', '&nbsp;']","['1', 'e']"
2043,r087,"All locations -> Dayton, OH",All locations,"Dayton, OH",2,"['19380', '&nbsp;']","['409', '&nbsp;']","['238', '&nbsp;']","['170', '&nbsp;']"
2043,r088,"All locations -> Salisbury, MD-DE",All locations,"Salisbury, MD-DE",2,"['41540', '&nbsp;']","['406', 'i']","['396', 'i']","['10', 'i']"
2043,r089,"All locations -> Greenville-Anderson, SC",All locations,"Greenville-Anderson, SC",2,"['24860', '&nbsp;']","['401', '&nbsp;']","['385', '&nbsp;']","['16', '&nbsp;']"
2043,r090,"All locations -> Bakersfield, CA",All locations,"Bakersfield, CA",2,"['12540', '&nbsp;']","['377', 'i']","['117', '&nbsp;']","['261', 'i']"
2043,r091,"All locations -> Savannah, GA",All locations,"Savannah, GA",2,"['42340', '&nbsp;']","['368', '&nbsp;']","['364', '&nbsp;']","['5', '&nbsp;']"
2043,r092,"All locations -> Memphis, TN-MS-AR",All locations,"Memphis, TN-MS-AR",2,"['32820', '&nbsp;']","['362', '&nbsp;']","['348', '&nbsp;']","['15', 'i']"
2043,r093,"All locations -> Lexington-Fayette, KY",All locations,"Lexington-Fayette, KY",2,"['30460', '&nbsp;']","['350', '&nbsp;']","['308', '&nbsp;']","['43', '&nbsp;']"
2043,r094,"All locations -> Las Vegas-Henderson-Paradise, NV",All locations,"Las Vegas-Henderson-Paradise, NV",2,"['29820', '&nbsp;']","['350', '&nbsp;']","['329', '&nbsp;']","['21', '&nbsp;']"
2043,r095,"All locations -> Midland, MI",All locations,"Midland, MI",2,"['33220', '&nbsp;']","['325', '&nbsp;']","['324', '&nbsp;']","['1', '&nbsp;']"
2043,r096,"All locations -> Charleston-North Charleston, SC",All locations,"Charleston-North Charleston, SC",2,"['16700', '&nbsp;']","['314', '&nbsp;']","['246', '&nbsp;']","['68', '&nbsp;']"
2043,r097,"All locations -> Tulsa, OK",All locations,"Tulsa, OK",2,"['46140', '&nbsp;']","['302', '&nbsp;']","['290', '&nbsp;']","['12', 'i']"
2043,r098,"All locations -> Davenport-Moline-Rock Island, IA-IL",All locations,"Davenport-Moline-Rock Island, IA-IL",2,"['19340', '&nbsp;']","['298', '&nbsp;']","['296', '&nbsp;']","['2', 'e']"
2043,r099,"All locations -> Nashville-Davidson--Murfreesboro--Franklin, TN",All locations,"Nashville-Davidson--Murfreesboro--Franklin, TN",2,"['34980', '&nbsp;']","['283', 'i']","['240', '&nbsp;']","['43', 'i']"
2043,r100,"All locations -> Peoria, IL",All locations,"Peoria, IL",2,"['37900', '&nbsp;']","['0 - 1,114', 'i']","['0 - 1,114', 'i']","['0 - 1,114', 'i']"
2043,r101,"All locations -> Winston-Salem, NC",All locations,"Winston-Salem, NC",2,"['49180', '&nbsp;']","['260 - 1,375', '&nbsp;']","['261', '&nbsp;']","['0 - 1,114', '&nbsp;']"
2043,r102,All locations -> All other CBSAs,All locations,All other CBSAs,2,"['&nbsp;', '&nbsp;']","['22,779', '&nbsp;']","['19,262', '&nbsp;']","['3,517', '&nbsp;']"
2043,r103,All locations -> Locations outside a CBSA,All locations,Locations outside a CBSA,2,"['&nbsp;', '&nbsp;']","['3,581', 'i']","['2,167', 'i']","['1,414', 'i']"
2043,r104,All locations -> Undistributed<sup>a</sup>,All locations,Undistributed<sup>a</sup>,2,"['&nbsp;', '&nbsp;']","['2,181', '&nbsp;']","['1,561', '&nbsp;']","['620', '&nbsp;']"
