table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_total_federal,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nsf,field_usda,field_othera
7693,r015,United States<sup>b</sup> -> Illinois,United States<sup>b</sup>,Illinois,2,7152110,0,0,0,0,7152110,0,0,0,0,0,0
7693,r016,United States<sup>b</sup> -> Indiana,United States<sup>b</sup>,Indiana,2,6875499,0,0,0,166962,6428537,0,0,0,0,280000,0
7693,r017,United States<sup>b</sup> -> Iowa,United States<sup>b</sup>,Iowa,2,4841194,0,0,0,1762651,2911744,0,0,0,0,0,166799
7693,r018,United States<sup>b</sup> -> Kansas,United States<sup>b</sup>,Kansas,2,8343437,0,0,0,6113806,2177974,0,51657,0,0,0,0
7693,r019,United States<sup>b</sup> -> Kentucky,United States<sup>b</sup>,Kentucky,2,7548030,0,0,0,1412298,6135732,0,0,0,0,0,0
7693,r020,United States<sup>b</sup> -> Louisiana,United States<sup>b</sup>,Louisiana,2,19523775,0,0,1257316,4347706,0,0,0,0,4869444,0,9049309
7693,r021,United States<sup>b</sup> -> Maine,United States<sup>b</sup>,Maine,2,12263843,1610540,0,0,1879359,1200000,0,0,7438983,134961,0,0
7693,r022,United States<sup>b</sup> -> Maryland,United States<sup>b</sup>,Maryland,2,2005962,114626,0,0,122916,1768420,0,0,0,0,0,0
7693,r023,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,2,6047993,218223,566930,0,447605,3183706,0,22369,1609160,0,0,0
7693,r024,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,2,6912826,0,0,0,22670,5938761,0,364565,0,0,586830,0
7693,r025,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,2,7689513,0,0,0,1224022,5764839,0,0,0,0,700652,0
7693,r026,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,2,9061908,1465367,0,0,1307041,4869891,0,0,0,0,152264,1267345
7693,r027,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,2,4240386,0,451011,0,1626841,1650453,0,87260,0,0,224821,200000
7693,r028,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,2,5600354,0,0,0,2863513,1239894,0,9304,0,0,1465456,22187
7693,r029,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,2,6288269,0,0,0,4198454,1387584,0,0,0,0,702231,0
7693,r030,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,2,2001509,0,0,0,0,1824445,0,0,0,0,177064,0
7693,r031,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,2,631502,0,0,0,0,574966,0,0,0,0,56536,0
7693,r032,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,2,5466394,0,0,0,311619,4437628,0,578838,8540,0,0,129769
7693,r033,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,2,2152671,0,0,0,593995,1449219,0,109457,0,0,0,0
7693,r034,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,2,166507446,390412,3439428,0,970305,4424437,0,0,149350044,504389,2330465,5097966
7693,r035,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,2,11005615,718568,0,0,0,9717445,0,149727,0,0,0,419875
7693,r036,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,2,6863870,0,0,0,801402,1071666,0,0,0,0,0,4990802
7693,r037,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,2,8732356,47539,0,0,1474561,4994556,215700,0,2000000,0,0,0
7693,r038,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,2,7560791,0,0,0,1480987,3753809,0,207380,1791100,0,327515,0
7693,r039,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,2,14233548,429124,773220,4018865,4642022,2992484,65263,0,792480,0,74587,445503
7693,r040,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,2,10315593,0,0,0,5164024,4366553,0,510852,0,0,274164,0
7693,r041,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,2,6631735,663904,0,0,5897831,70000,0,0,0,0,0,0
7693,r042,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,2,27721413,6867919,255427,143919,11676814,2111072,0,200294,6217929,0,248039,0
7693,r043,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,2,725396,0,0,0,0,723428,0,0,0,1968,0,0
7693,r044,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,2,7551808,0,0,0,113372,5346933,2086399,5104,0,0,0,0
7693,r045,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,2,23447625,0,0,0,4319258,16421173,0,0,1131209,0,991482,584503
7693,r046,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,2,1701485,0,0,0,0,1701335,0,0,150,0,0,0
7693,r047,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,2,1081618,0,0,0,0,918245,0,0,163373,0,0,0
7693,r048,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,2,19427277,191239,0,0,3074063,7652026,2030255,157739,610414,0,1578115,4133426
7693,r049,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,2,17162043,530822,32757,1189675,4240845,5537600,0,369239,1494381,0,3525102,241622
7693,r050,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,2,5247993,0,0,70699,1713843,1707814,0,0,166685,1588952,0,0
7693,r051,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,2,5893866,0,0,0,2488100,1793444,0,324800,0,0,1287522,0
7693,r052,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,2,3124556,0,0,492847,1402274,881353,0,0,0,0,348082,0
