table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda,field_othera
3129,r015,All R&D fields -> Science -> Mathematics and statistics,All R&D fields,Science,Mathematics and statistics,,3,466937,123327,8274,66235,4370,223352,5184,36195
3129,r016,All R&D fields -> Science -> Physical sciences,All R&D fields,Science,Physical sciences,,3,3691334,603540,743651,599981,591229,1056202,6326,90405
3129,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,514432,12077,17757,917,363052,115084,1016,4529
3129,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,1182806,137216,141411,521310,20457,339853,3189,19370
3129,r019,All R&D fields -> Science -> Physical sciences -> Materials science,All R&D fields,Science,Physical sciences,Materials science,4,165880,72337,25753,8438,3342,49199,278,6533
3129,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,1657419,346714,530051,57424,172997,499732,1428,49073
3129,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,170797,35196,28679,11892,31381,52334,415,10900
3129,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,786985,54448,362,545727,21168,75240,10962,79078
3129,r023,All R&D fields -> Science -> Social sciences,All R&D fields,Science,Social sciences,,3,936238,77670,4954,373777,24816,149412,31662,273947
3129,r024,All R&D fields -> Science -> Social sciences -> Anthropology,All R&D fields,Science,Social sciences,Anthropology,4,42816,5467,969,7512,114,18512,1502,8740
3129,r025,All R&D fields -> Science -> Social sciences -> Economics,All R&D fields,Science,Social sciences,Economics,4,91072,3005,510,33771,47,20100,14203,19436
3129,r026,All R&D fields -> Science -> Social sciences -> Political science and government,All R&D fields,Science,Social sciences,Political science and government,4,86244,15394,1784,17959,1825,19810,1663,27809
3129,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,289433,18779,143,137475,475,34311,6518,91732
3129,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,426673,35025,1548,177060,22355,56679,7776,126230
3129,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,364331,61607,15825,109025,7534,106943,7483,55914
3129,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,7667373,3268352,790697,890968,460514,1351487,76497,828858
3129,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,820512,535001,21945,6189,155912,35829,577,65059
3129,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,879674,159623,13918,558955,10051,93499,18262,25366
3129,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,498380,89030,129537,77662,10487,145914,7856,37894
3129,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,620862,69997,78804,21265,16143,147583,11122,275948
3129,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,2049254,1194376,148365,71050,111269,401511,3357,119326
3129,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering,All R&D fields,Engineering,Industrial and manufacturing engineering,,3,366535,212785,20296,11830,19685,42843,1503,57593
3129,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,1055725,513335,131018,63244,77460,189587,5441,75640
3129,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,483774,196126,97495,20426,10844,104414,2492,51977
3129,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,892657,298079,149319,60347,48663,190307,25887,120055
3129,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,1236233,65038,5279,271899,10555,290290,50241,542931
3129,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,73296,10391,1318,5765,515,18241,1242,35824
3129,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,35467,4192,94,10370,865,10420,493,9033
3129,r043,All R&D fields -> Non-S&E -> Education,All R&D fields,Non-S&E,Education,,3,662423,12030,994,76330,6380,206074,5011,355604
3129,r044,All R&D fields -> Non-S&E -> Humanities,All R&D fields,Non-S&E,Humanities,,3,49747,7604,593,9719,1,9507,80,22243
3129,r045,All R&D fields -> Non-S&E -> Law,All R&D fields,Non-S&E,Law,,3,31585,442,82,6905,0,1487,979,21690
3129,r046,All R&D fields -> Non-S&E -> Social work,All R&D fields,Non-S&E,Social work,,3,133080,2980,61,113971,631,872,858,13707
3129,r047,All R&D fields -> Non-S&E -> Visual and performing arts,All R&D fields,Non-S&E,Visual and performing arts,,3,9091,816,103,631,13,1796,570,5162
3129,r048,All R&D fields -> Non-S&E -> Non-S&E nec,All R&D fields,Non-S&E,Non-S&E nec,,3,241544,26583,2034,48208,2150,41893,41008,79668
