table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_paid_for_by_the_company_and_others,field_depreciation,field_capital_expenditures_related_to_r_d,field_adjusted_domestic_r_d_paid_for_by_the_company_and_others,field_change_amount,field_change_percent
12338,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['9,395', '  ']","['325', '  ']","['303', '  ']","['9,374', 'i ']","['-22', 'i ']","['-0.2', '  ']"
12338,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['182,340', '  ']","['4,054', '  ']","['7,889', '  ']","['186,175', '  ']","['3,835', '  ']","['2.1', '  ']"
12338,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['50,367', '  ']","['656', '  ']","['2,916', '  ']","['52,627', '  ']","['2,260', '  ']","['4.5', '  ']"
12338,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['72', '  ']","['0', '  ']","['1', 'i ']","['73', '  ']","['1', 'i ']","['1.6', '  ']"
12338,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['50,295', '  ']","['656', '  ']","['2,915', '  ']","['52,554', '  ']","['2,259', '  ']","['4.5', '  ']"
12338,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,690', '  ']","['30', 'i ']","['487', 'i ']","['4,147', 'i ']","['457', 'i ']","['12.4', '  ']"
12338,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['49,407', '  ']","['562', '  ']","['1,053', '  ']","['49,898', '  ']","['491', '  ']","['1.0', '  ']"
12338,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['78,876', '  ']","['2,806', '  ']","['3,433', 'i ']","['79,502', 'i ']","['627', 'i ']","['0.8', '  ']"
12338,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['17,222', '  ']","['738', '  ']","['59', 'i ']","['16,543', 'i ']","['-679', 'i ']","['-3.9', '  ']"
12338,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,398', 'i ']","['48', '  ']","['145', 'i ']","['2,495', 'i ']","['97', 'i ']","['4.0', '  ']"
12338,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['5', 'i ']","['0', '  ']","['*', 'i ']","['5', 'i ']","['*', 'i ']","['7.2', '  ']"
12338,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,393', 'i ']","['48', '  ']","['145', 'i ']","['2,490', 'i ']","['97', 'i ']","['4.0', '  ']"
12338,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['74,773', '  ']","['2,182', '  ']","['2,370', '  ']","['74,961', 'i ']","['188', 'i ']","['0.3', '  ']"
12338,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['3,883', '  ']","['26', '  ']","['91', 'i ']","['3,948', 'i ']","['65', 'i ']","['1.7', '  ']"
12338,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['22,534', '  ']","['618', '  ']","['528', '  ']","['22,444', '  ']","['-90', '  ']","['-0.4', '  ']"
12338,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['39,625', 'i ']","['1,429', 'i ']","['1,423', '  ']","['39,619', 'i ']","['-7', 'i ']","['*', '  ']"
12338,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['282', '  ']","['9', '  ']","['21', '  ']","['293', '  ']","['11', '  ']","['4.1', '  ']"
12338,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['10,226', '  ']","['236', '  ']","['345', '  ']","['10,335', 'i ']","['109', '  ']","['1.1', '  ']"
12338,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['28,420', 'i ']","['1,184', 'i ']","['1,055', '  ']","['28,291', 'i ']","['-129', 'i ']","['-0.5', '  ']"
12338,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['698', '  ']","['*', '  ']","['2', '  ']","['700', '  ']","['2', '  ']","['0.3', '  ']"
12338,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['8,730', '  ']","['109', '  ']","['329', 'i ']","['8,950', 'i ']","['220', 'i ']","['2.5', '  ']"
12338,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['2,855', '  ']","['141', '  ']","['38', '  ']","['2,752', 'i ']","['-103', 'i ']","['-3.6', '  ']"
12338,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['3,394', '  ']","['D', '  ']","['D', '&nbsp;']","['3,501', '  ']","['108', 'i ']","['3.2', '  ']"
12338,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['691,547', '  ']","['22,557', '  ']","['36,069', '  ']","['705,060', '  ']","['13,513', 'r ']","['2.0', '  ']"
12338,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12338,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['5,277', '  ']","['72', '  ']","['204', 'i ']","['5,408', '  ']","['131', 'i ']","['2.5', '  ']"
12338,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['14,695', '  ']","['279', '  ']","['847', '  ']","['15,264', '  ']","['569', 'r ']","['3.9', '  ']"
12338,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12338,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['15,265', '  ']","['263', '  ']","['887', '  ']","['15,888', '  ']","['624', 'r ']","['4.1', '  ']"
12338,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['27,847', '  ']","['641', '  ']","['1,540', '  ']","['28,746', '  ']","['899', 'r ']","['3.2', '  ']"
12338,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12338,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['29,549', '  ']","['768', '  ']","['1,322', '  ']","['30,103', '  ']","['554', '  ']","['1.9', '  ']"
12338,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['31,802', '  ']","['999', '  ']","['1,729', '  ']","['32,532', '  ']","['730', '  ']","['2.3', '  ']"
12338,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['104,505', '  ']","['2,808', '  ']","['4,944', '  ']","['106,642', '  ']","['2,136', 'i ']","['2.0', '  ']"
12338,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['58,709', '  ']","['2,303', '  ']","['3,152', '  ']","['59,559', '  ']","['850', 'i ']","['1.4', '  ']"
12338,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['121,142', '  ']","['5,002', '  ']","['7,313', '  ']","['123,453', 'i ']","['2,311', '  ']","['1.9', '  ']"
12338,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['282,756', '  ']","['9,423', '  ']","['14,131', 'i ']","['287,464', 'i ']","['4,709', 'i ']","['1.7', '  ']"
