table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
6234,r030,Exports -> World -> Vietnam,Exports,World,Vietnam,3,2.0,2.6,3.4,4.4,5.7,7.2,10.5,10.5,13.5,18.0,22.4,26.4,31.0,33.7,37.2,44.6,50.8
6234,r031,Exports -> World -> Rest of the world,Exports,World,Rest of the world,3,199.4,240.8,300.5,353.5,423.2,517.9,617.5,483.4,550.0,649.2,636.4,654.1,679.7,601.1,611.2,678.7,754.0
6234,r032,Imports,Imports,,,1,,,,,,,,,,,,,,,,,
6234,r033,Imports -> World,Imports,World,,2,2560.6,2926.1,3516.8,3856.8,4360.1,5047.3,5594.5,4423.6,5398.0,6276.0,6253.6,6410.0,6692.1,6302.8,6182.8,6797.2,7405.7
6234,r034,Imports -> World -> Austria,Imports,World,Austria,3,26.7,32.3,38.7,39.2,42.1,50.5,53.6,41.6,54.0,61.6,58.9,61.2,63.8,54.6,57.6,65.5,73.0
6234,r035,Imports -> World -> Belgium,Imports,World,Belgium,3,39.3,47.1,58.6,60.5,61.2,72.3,74.4,57.0,60.5,68.8,60.9,63.7,66.1,55.3,66.7,73.6,83.1
6234,r036,Imports -> World -> Brazil,Imports,World,Brazil,3,28.0,27.8,36.4,42.4,51.0,65.8,101.8,73.3,104.1,126.4,127.4,134.2,125.2,98.6,83.4,93.5,104.9
6234,r037,Imports -> World -> Canada,Imports,World,Canada,3,93.4,101.4,115.4,132.1,146.7,158.6,174.9,136.0,165.1,182.7,191.7,194.1,195.9,182.7,175.8,192.9,206.2
6234,r038,Imports -> World -> China,Imports,World,China,3,156.8,212.6,279.7,302.9,361.1,425.0,503.0,434.7,583.8,724.9,697.9,777.2,852.0,776.2,721.2,843.4,921.9
6234,r039,Imports -> World -> France,Imports,World,France,3,130.8,153.7,179.0,191.8,205.9,241.0,251.6,198.4,216.4,254.2,231.5,238.5,247.2,227.1,235.8,259.3,284.7
6234,r040,Imports -> World -> Germany,Imports,World,Germany,3,160.4,193.9,231.6,245.7,284.9,320.6,349.0,275.6,345.1,391.4,354.4,360.1,379.7,348.4,359.7,400.3,455.4
6234,r041,Imports -> World -> India,Imports,World,India,3,24.2,30.5,45.0,57.3,70.1,95.4,111.9,95.4,120.0,157.8,151.9,132.6,140.7,145.3,147.4,167.8,191.3
6234,r042,Imports -> World -> Indonesia,Imports,World,Indonesia,3,16.3,16.5,23.1,26.4,29.8,35.1,54.1,46.8,62.9,76.6,83.9,75.8,71.4,61.8,59.0,63.9,79.4
6234,r043,Imports -> World -> Ireland,Imports,World,Ireland,3,17.9,19.6,23.0,25.6,29.3,35.0,35.8,30.4,31.3,33.3,40.9,40.8,50.9,49.5,59.7,67.2,76.0
6234,r044,Imports -> World -> Israel,Imports,World,Israel,3,11.0,11.8,13.8,14.8,15.4,18.4,19.7,14.5,17.7,22.5,22.8,22.3,23.2,20.8,23.1,24.4,28.0
6234,r045,Imports -> World -> Italy,Imports,World,Italy,3,103.1,123.5,143.3,148.4,162.2,188.6,194.2,151.7,176.8,192.2,155.5,151.4,156.4,148.4,152.9,170.3,192.2
6234,r046,Imports -> World -> Japan,Imports,World,Japan,3,99.6,113.4,134.0,127.1,158.9,165.1,185.2,145.1,187.8,226.9,240.4,233.1,258.8,239.0,238.7,252.9,274.0
6234,r047,Imports -> World -> Malaysia,Imports,World,Malaysia,3,37.3,37.9,45.8,48.7,51.0,59.5,68.6,53.0,68.3,75.9,78.2,78.2,77.8,64.2,61.5,70.1,75.8
6234,r048,Imports -> World -> Mexico,Imports,World,Mexico,3,83.6,84.5,97.4,109.5,125.8,139.1,149.1,113.8,148.4,173.1,182.4,188.0,198.4,196.3,191.7,208.5,230.1
6234,r049,Imports -> World -> Netherlands,Imports,World,Netherlands,3,33.3,43.7,48.5,50.4,56.6,70.4,75.0,57.9,62.5,73.8,66.7,68.7,70.4,88.2,88.1,96.8,108.0
6234,r050,Imports -> World -> Philippines,Imports,World,Philippines,3,14.7,15.6,17.7,18.7,20.4,22.2,21.1,21.1,27.8,25.5,30.1,30.9,32.2,39.4,47.0,51.4,58.8
6234,r051,Imports -> World -> Russia ,Imports,World,Russia ,3,28.1,35.0,45.2,58.0,74.8,101.7,134.5,89.1,118.2,152.4,166.7,163.2,148.0,94.3,96.7,131.5,136.5
6234,r052,Imports -> World -> Singapore,Imports,World,Singapore,3,22.5,19.3,26.8,24.4,29.1,37.9,43.4,32.8,41.4,50.0,48.3,46.9,53.3,57.3,59.8,69.5,76.0
6234,r053,Imports -> World -> South Korea,Imports,World,South Korea,3,48.9,58.0,72.6,84.3,101.5,117.6,137.5,102.2,137.9,175.0,168.2,165.1,167.9,164.2,163.1,193.2,196.9
6234,r054,Imports -> World -> Spain,Imports,World,Spain,3,73.7,93.3,116.3,123.0,133.9,163.1,159.5,110.8,119.5,128.5,109.6,113.5,124.9,119.7,121.4,133.3,148.6
6234,r055,Imports -> World -> Sweden,Imports,World,Sweden,3,31.3,37.9,44.3,47.4,52.7,60.9,60.6,41.0,47.5,58.8,54.7,55.2,58.2,56.9,58.2,64.0,70.1
6234,r056,Imports -> World -> Switzerland,Imports,World,Switzerland,3,39.5,45.5,50.7,58.6,61.4,68.4,82.9,69.7,75.5,91.0,84.8,97.0,89.7,89.9,94.6,93.9,94.9
6234,r057,Imports -> World -> Taiwan,Imports,World,Taiwan,3,58.2,65.8,86.6,91.4,100.6,108.2,118.5,84.0,122.8,137.8,131.7,129.8,133.0,109.3,106.1,116.8,122.6
6234,r058,Imports -> World -> Thailand,Imports,World,Thailand,3,26.7,31.0,38.6,47.1,48.9,51.4,64.1,47.2,65.9,84.5,93.6,95.2,90.0,81.3,75.3,85.4,97.8
6234,r059,Imports -> World -> United Kingdom,Imports,World,United Kingdom,3,144.2,154.7,179.4,187.9,207.2,222.5,209.6,159.4,188.6,196.1,191.1,197.2,221.4,212.7,202.5,202.7,211.2
6234,r060,Imports -> World -> United States,Imports,World,United States,3,563.2,579.5,649.6,718.6,782.4,817.3,813.9,643.8,790.4,882.4,942.3,957.0,1024.0,1079.5,1065.9,1131.8,1210.2
6234,r061,Imports -> World -> Vietnam,Imports,World,Vietnam,3,6.9,8.5,10.7,12.4,14.6,20.7,26.9,24.8,29.1,32.6,32.0,37.8,44.3,50.2,53.8,65.3,72.6
6234,r062,Imports -> World -> Rest of the world,Imports,World,Rest of the world,3,441.0,531.7,665.0,762.3,880.5,1115.0,1320.1,1072.4,1228.8,1419.3,1455.3,1501.3,1527.3,1391.9,1316.2,1408.1,1525.5
