table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_all_employed_minoritya_total_number,field_all_employed_minoritya_total_se,field_all_employed_minoritya_male_number,field_all_employed_minoritya_male_se,field_all_employed_minoritya_female_number,field_all_employed_minoritya_female_se,field_hispanic_or_latinob_total_number,field_hispanic_or_latinob_total_se,field_hispanic_or_latinob_male_number,field_hispanic_or_latinob_male_se,field_hispanic_or_latinob_female_number,field_hispanic_or_latinob_female_se,field_not_hispanic_or_latinoc_american_indian_or_alaska_native_total_number,field_not_hispanic_or_latinoc_american_indian_or_alaska_native_total_se,field_not_hispanic_or_latinoc_american_indian_or_alaska_native_male_number,field_not_hispanic_or_latinoc_american_indian_or_alaska_native_male_se,field_not_hispanic_or_latinoc_american_indian_or_alaska_native_female_number,field_not_hispanic_or_latinoc_american_indian_or_alaska_native_female_se,field_not_hispanic_or_latinoc_black_or_african_american_total_number,field_not_hispanic_or_latinoc_black_or_african_american_total_se,field_not_hispanic_or_latinoc_black_or_african_american_male_number,field_not_hispanic_or_latinoc_black_or_african_american_male_se,field_not_hispanic_or_latinoc_black_or_african_american_female_number,field_not_hispanic_or_latinoc_black_or_african_american_female_se,field_not_hispanic_or_latinoc_native_hawaiian_or_other_pacific_islander_total_number,field_not_hispanic_or_latinoc_native_hawaiian_or_other_pacific_islander_total_se,field_not_hispanic_or_latinoc_native_hawaiian_or_other_pacific_islander_male_number,field_not_hispanic_or_latinoc_native_hawaiian_or_other_pacific_islander_male_se,field_not_hispanic_or_latinoc_native_hawaiian_or_other_pacific_islander_female_number,field_not_hispanic_or_latinoc_native_hawaiian_or_other_pacific_islander_female_se
8222,r025,All occupations -> Science occupations -> Physical scientists -> Other physical scientists,All occupations,Science occupations,Physical scientists,Other physical scientists,4,450,125,350,125,S,S,150,50,150,50,0.05,0.05,,,,,,,100,50,100,50,0.05,0.05,,,,,,
8222,r026,All occupations -> Science occupations -> Psychologists,All occupations,Science occupations,Psychologists,,3,9750,350,2550,225,7200,300,4400,225,1250,150,3100,200,200,50,,,200,50,3600,300,800,125,2850,275,S,S,,,S,S
8222,r027,All occupations -> Science occupations -> Psychologists -> Psychologists,All occupations,Science occupations,Psychologists,Psychologists,4,7050,350,1600,200,5450,300,3200,225,750,125,2400,200,150,50,,,150,50,2550,275,500,125,2100,250,,,,,,
8222,r028,"All occupations -> Science occupations -> Psychologists -> Postsecondary teachers, psychology",All occupations,Science occupations,Psychologists,"Postsecondary teachers, psychology",4,2700,225,1000,125,1750,150,1200,150,500,100,700,125,50,25,,,50,25,1050,150,300,75,750,150,0.05,0.05,,,,
8222,r029,All occupations -> Science occupations -> Social scientists,All occupations,Science occupations,Social scientists,,3,9850,425,5100,325,4750,250,4600,300,2450,225,2150,200,200,50,100,50,100,50,3950,225,2000,200,1950,150,50,25,,,,
8222,r030,All occupations -> Science occupations -> Social scientists -> Economists,All occupations,Science occupations,Social scientists,Economists,4,1400,175,1000,150,400,100,900,150,650,100,200,100,,,,,,,350,75,200,75,150,50,,,,,,
8222,r031,All occupations -> Science occupations -> Social scientists -> Political scientists,All occupations,Science occupations,Social scientists,Political scientists,4,350,125,150,50,S,S,200,125,100,50,S,S,,,,,,,100,50,50,50,50,25,,,,,,
8222,r032,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, economics",All occupations,Science occupations,Social scientists,"Postsecondary teachers, economics",4,950,100,700,100,250,50,500,75,300,75,200,50,,,,,,,450,75,400,75,50,25,,,,,,
8222,r033,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, political science",All occupations,Science occupations,Social scientists,"Postsecondary teachers, political science",4,1250,175,750,150,500,150,450,125,250,75,200,100,,,,,,,650,125,450,125,200,75,,,,,,
8222,r034,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, sociology",All occupations,Science occupations,Social scientists,"Postsecondary teachers, sociology",4,1500,175,800,175,750,100,650,125,400,125,250,50,,,,,,,650,150,300,125,350,75,,,,,,
8222,r035,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, other social sciences",All occupations,Science occupations,Social scientists,"Postsecondary teachers, other social sciences",4,2300,175,950,100,1350,125,1100,125,450,75,650,100,100,50,,,50,25,850,100,350,75,500,75,,,,,,
8222,r036,"All occupations -> Science occupations -> Social scientists -> Sociologists, anthropologists",All occupations,Science occupations,Social scientists,"Sociologists, anthropologists",4,500,75,200,50,350,75,200,50,50,25,150,50,,,,,,,250,75,100,50,150,50,,,,,,
8222,r037,All occupations -> Science occupations -> Social scientists -> Other social scientists,All occupations,Science occupations,Social scientists,Other social scientists,4,1550,175,550,100,1000,125,650,125,300,100,350,75,,,,,,,650,100,150,50,500,100,,,,,,
8222,r038,All occupations -> Engineering occupations,All occupations,Engineering occupations,,,2,9800,375,7600,350,2200,175,4800,225,3800,225,1000,100,100,50,100,50,,,3100,225,2300,175,800,125,100,50,100,50,,
8222,r039,"All occupations -> Engineering occupations -> Aerospace, aeronautical, astronautical engineers",All occupations,Engineering occupations,"Aerospace, aeronautical, astronautical engineers",,3,650,100,600,100,50,25,450,75,400,75,50,25,,,,,,,100,50,100,50,,,,,,,,
8222,r040,All occupations -> Engineering occupations -> Chemical engineers,All occupations,Engineering occupations,Chemical engineers,,3,750,125,550,100,150,50,300,75,250,50,100,50,,,,,,,300,75,200,75,100,25,,,,,,
8222,r041,"All occupations -> Engineering occupations -> Civil, architectural, sanitary engineers",All occupations,Engineering occupations,"Civil, architectural, sanitary engineers",,3,600,100,500,75,100,50,250,50,200,50,50,25,,,,,,,300,75,250,75,,,,,,,,
8222,r042,All occupations -> Engineering occupations -> Electrical engineers,All occupations,Engineering occupations,Electrical engineers,,3,1800,200,1500,175,300,100,750,100,650,100,150,50,,,,,,,550,100,500,75,,,,,,,,
8222,r043,All occupations -> Engineering occupations -> Industrial engineers,All occupations,Engineering occupations,Industrial engineers,,3,200,50,150,50,100,50,100,50,100,50,50,25,,,,,,,50,25,S,S,,,,,,,,
8222,r044,All occupations -> Engineering occupations -> Mechanical engineers,All occupations,Engineering occupations,Mechanical engineers,,3,750,100,550,100,200,75,400,75,350,75,50,25,,,,,,,150,50,100,25,S,S,,,,,,
8222,r045,"All occupations -> Engineering occupations -> Postsecondary teachers, engineering",All occupations,Engineering occupations,"Postsecondary teachers, engineering",,3,2650,225,2050,200,600,100,1300,125,1050,125,250,50,50,25,50,25,,,900,125,600,100,300,75,,,,,,
8222,r046,All occupations -> Engineering occupations -> Other engineers,All occupations,Engineering occupations,Other engineers,,3,2450,175,1700,150,750,100,1250,125,850,100,350,75,S,S,0.05,0.05,,,700,100,500,100,200,50,S,S,,,,
8222,r047,All occupations -> S&E-related occupations,All occupations,S&E-related occupations,,,2,10750,400,4850,275,5900,300,4050,250,2100,175,1950,175,200,75,100,50,100,50,4750,325,1750,200,3000,250,150,75,S,S,100,50
8222,r048,"All occupations -> S&E-related occupations -> Health occupations, except postsecondary teachers and managers",All occupations,S&E-related occupations,"Health occupations, except postsecondary teachers and managers",,3,3750,250,1650,150,2100,200,1300,125,600,100,700,100,S,S,S,S,,,1650,200,700,125,1000,175,S,S,,,S,S
8222,r049,"All occupations -> S&E-related occupations -> Postsecondary teachers, health and related science",All occupations,S&E-related occupations,"Postsecondary teachers, health and related science",,3,2900,225,750,125,2100,200,850,125,350,100,500,75,100,50,,,50,50,1700,175,300,75,1350,175,,,,,,
8222,r050,"All occupations -> S&E-related occupations -> S&E managers, including health",All occupations,S&E-related occupations,"S&E managers, including health",,3,2500,225,1500,200,1000,150,1200,150,700,125,500,100,50,25,50,25,,,800,125,450,100,300,100,50,25,,,,
8222,r051,All occupations -> S&E-related occupations -> S&E precollege teachers,All occupations,S&E-related occupations,S&E precollege teachers,,3,800,125,350,75,500,100,350,75,150,50,200,75,,,,,,,400,75,150,75,250,75,,,,,,
8222,r052,All occupations -> S&E-related occupations -> S&E technicians/ technologists,All occupations,S&E-related occupations,S&E technicians/ technologists,,3,750,125,550,100,200,50,350,75,250,50,100,50,,,,,,,200,75,150,75,S,S,,,,,,
8222,r053,All occupations -> S&E-related occupations -> Other S&E-related occupations,All occupations,S&E-related occupations,Other S&E-related occupations,,3,50,25,50,25,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,
8222,r054,All occupations -> Non-S&E occupations,All occupations,Non-S&E occupations,,,2,17900,575,8800,400,9100,375,7000,325,3750,250,3300,225,400,100,150,75,200,75,7300,300,3450,250,3850,225,150,50,50,50,100,25
8222,r055,"All occupations -> Non-S&E occupations -> Arts, humanities-related occupations",All occupations,Non-S&E occupations,"Arts, humanities-related occupations",,3,1000,150,300,75,700,150,300,75,100,75,200,50,,,,,,,300,75,100,50,200,75,,,,,,
8222,r056,All occupations -> Non-S&E occupations -> Management-related occupations,All occupations,Non-S&E occupations,Management-related occupations,,3,3700,300,1700,225,2000,175,1300,125,750,125,600,75,,,,,,,1500,175,650,125,850,125,,,,,,
8222,r057,All occupations -> Non-S&E occupations -> Non-S&E managers,All occupations,Non-S&E occupations,Non-S&E managers,,3,6400,300,3600,250,2800,200,2600,200,1600,175,1000,125,150,50,100,50,50,50,2850,225,1400,175,1450,150,50,25,,,50,25
8222,r058,All occupations -> Non-S&E occupations -> Non-S&E postsecondary teachers,All occupations,Non-S&E occupations,Non-S&E postsecondary teachers,,3,2750,225,1400,150,1350,175,1400,175,700,100,700,150,S,S,,,S,S,950,125,500,100,450,75,,,,,,
8222,r059,All occupations -> Non-S&E occupations -> Non-S&E precollege/ other teachers,All occupations,Non-S&E occupations,Non-S&E precollege/ other teachers,,3,550,125,200,75,350,100,150,50,50,25,150,50,,,,,,,250,100,100,50,150,75,,,,,,
8222,r060,"All occupations -> Non-S&E occupations -> Sales, marketing occupations",All occupations,Non-S&E occupations,"Sales, marketing occupations",,3,800,125,400,75,400,75,300,75,200,75,100,50,,,,,,,250,75,100,50,100,50,,,,,,
8222,r061,All occupations -> Non-S&E occupations -> Social service-related occupations,All occupations,Non-S&E occupations,Social service-related occupations,,3,1200,150,400,100,800,125,350,75,100,50,250,75,,,,,,,700,100,300,100,450,75,,,,,,
8222,r062,All occupations -> Non-S&E occupations -> Other non-S&E occupations,All occupations,Non-S&E occupations,Other non-S&E occupations,,3,1550,200,850,150,700,125,550,75,250,75,300,50,S,S,,,S,S,550,100,350,100,200,50,,,,,,
