table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
10325,r019,All locations -> Kentucky,All locations,Kentucky,,2,307,297,297,273,289,303,313,354,542
10325,r020,All locations -> Louisiana,All locations,Louisiana,,2,278,285,254,279,397,321,432,437,457
10325,r021,All locations -> Maine,All locations,Maine,,2,170,131,138,137,158,188,189,185,249
10325,r022,All locations -> Maryland,All locations,Maryland,,2,15606,16890,16751,16640,15417,17779,16992,22736,17565
10325,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,5691,6269,6055,5533,5238,6036,6838,8850,9496
10325,r024,All locations -> Michigan,All locations,Michigan,,2,1826,1853,1799,1796,1491,1630,2054,1925,2070
10325,r025,All locations -> Minnesota,All locations,Minnesota,,2,940,947,817,859,986,1031,1029,1448,1145
10325,r026,All locations -> Mississippi,All locations,Mississippi,,2,568,590,489,448,449,820,505,472,455
10325,r027,All locations -> Missouri,All locations,Missouri,,2,1056,1039,1296,1259,1604,1492,2375,2080,2059
10325,r028,All locations -> Montana,All locations,Montana,,2,135,171,152,170,151,195,191,213,287
10325,r029,All locations -> Nebraska,All locations,Nebraska,,2,201,234,216,205,211,211,244,255,303
10325,r030,All locations -> Nevada,All locations,Nevada,,2,585,510,394,286,338,400,375,306,552
10325,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,296,336,342,374,351,472,669,483,523
10325,r032,All locations -> New Jersey,All locations,New Jersey,,2,1727,1968,1632,1677,1963,2367,2834,2885,3398
10325,r033,All locations -> New Mexico,All locations,New Mexico,,2,3421,3714,3543,3662,3383,3630,3756,3502,3881
10325,r034,All locations -> New York,All locations,New York,,2,4605,4581,4567,4744,4955,5366,6162,8148,6831
10325,r035,All locations -> North Carolina,All locations,North Carolina,,2,1759,1881,1892,1906,2005,2270,2417,3271,3620
10325,r036,All locations -> North Dakota,All locations,North Dakota,,2,90,80,82,104,75,111,73,140,168
10325,r037,All locations -> Ohio,All locations,Ohio,,2,2426,2454,2639,2497,2550,4207,5188,5216,3856
10325,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,262,317,450,349,368,481,506,537,1505
10325,r039,All locations -> Oregon,All locations,Oregon,,2,529,602,558,544,573,627,697,814,1070
10325,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,3295,3695,3710,3981,3788,4148,4093,5214,4545
10325,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,486,555,519,627,615,662,723,876,866
10325,r042,All locations -> South Carolina,All locations,South Carolina,,2,397,476,447,461,505,561,646,822,1434
10325,r043,All locations -> South Dakota,All locations,South Dakota,,2,57,69,73,69,77,81,89,131,132
10325,r044,All locations -> Tennessee,All locations,Tennessee,,2,2119,2023,2313,2479,2491,2564,3578,3151,3462
10325,r045,All locations -> Texas,All locations,Texas,,2,5234,4678,5574,5296,5319,4677,5067,6135,6131
10325,r046,All locations -> Utah,All locations,Utah,,2,919,1222,1144,938,1058,1110,1301,1141,2440
10325,r047,All locations -> Vermont,All locations,Vermont,,2,103,116,82,82,81,97,120,129,244
10325,r048,All locations -> Virginia,All locations,Virginia,,2,6488,7652,7487,7384,6311,7187,8029,9650,9741
10325,r049,All locations -> Washington,All locations,Washington,,2,3433,3565,2362,2084,2624,2746,3195,3280,3736
10325,r050,All locations -> West Virginia,All locations,West Virginia,,2,171,208,239,456,141,281,142,150,199
10325,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,654,701,701,723,730,759,840,908,989
10325,r052,All locations -> Wyoming,All locations,Wyoming,,2,41,46,53,44,46,49,68,87,197
10325,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,229,318,347,331,104,496,521,195,229
10325,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,83,71,66,72,68,75,82,88,120
10325,r055,All locations -> Outlying areas -> Other areas<sup>a</sup>,All locations,Outlying areas,Other areas<sup>a</sup>,3,146,247,281,259,36,421,439,107,109
10325,r056,All locations -> Offices abroad<sup>b</sup>,All locations,Offices abroad<sup>b</sup>,,2,166,38,28,4,2,12,4,48,179
10325,r057,All locations -> Undistributed<sup>c</sup>,All locations,Undistributed<sup>c</sup>,,2,15211,16728,15624,969,2594,1666,3073,1829,5177
