table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_united_states,field_argentina,field_brazil,field_chile,field_mexico,field_other_latin_american_locations,field_australia,field_china,field_hong_kong,field_india,field_indonesia,field_japan,field_malaysia_,field_new_zealand,field_singapore,field_south_korea,field_taiwan,field_thailand,field_other_asian_or_pacific_locations,field_israel,field_other_middle_eastern_locations,field_south_africa,field_other_african_locations,field_undistributed
858,r011,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['20,674', '&nbsp;']","['30', '&nbsp;']","['75', '&nbsp;']","['1', '&nbsp;']","['139', '&nbsp;']","['1,247', '&nbsp;']","['91', '&nbsp;']","['2,428', '&nbsp;']","['46', '&nbsp;']","['2,272', '&nbsp;']","['2', '&nbsp;']","['734', '&nbsp;']","['762', '&nbsp;']","['22', '&nbsp;']","['848', '&nbsp;']","['226', '&nbsp;']","['583', '&nbsp;']","['114', '&nbsp;']","['339', 'i']","['2,171', '&nbsp;']","['20', '&nbsp;']","['6', '&nbsp;']","['5', '&nbsp;']","['710', 'i']"
858,r012,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['1,351', '&nbsp;']","['*', '&nbsp;']","['113', 'i']","['*', '&nbsp;']","['14', '&nbsp;']","['12', '&nbsp;']","['5', '&nbsp;']","['240', '&nbsp;']","['5', '&nbsp;']","['24', '&nbsp;']","['*', '&nbsp;']","['45', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['38', '&nbsp;']","['23', '&nbsp;']","['8', '&nbsp;']","['*', '&nbsp;']","['13', '&nbsp;']","['0', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['21', 'i']"
858,r013,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['8,413', '&nbsp;']","['11', '&nbsp;']","['514', '&nbsp;']","['*', '&nbsp;']","['299', '&nbsp;']","['D', '&nbsp;']","['263', '&nbsp;']","['441', '&nbsp;']","['12', 'i']","['248', '&nbsp;']","['*', '&nbsp;']","['82', '&nbsp;']","['2', 'i']","['*', '&nbsp;']","['8', '&nbsp;']","['553', '&nbsp;']","['28', '&nbsp;']","['17', '&nbsp;']","['10', '&nbsp;']","['D', '&nbsp;']","['2', '&nbsp;']","['7', '&nbsp;']","['4', '&nbsp;']","['D', '&nbsp;']"
858,r014,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['2,183', '&nbsp;']","['10', '&nbsp;']","['18', '&nbsp;']","['6', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['107', '&nbsp;']","['227', '&nbsp;']","['11', '&nbsp;']","['26', '&nbsp;']","['1', '&nbsp;']","['D', '&nbsp;']","['7', '&nbsp;']","['6', '&nbsp;']","['89', '&nbsp;']","['29', '&nbsp;']","['22', '&nbsp;']","['6', '&nbsp;']","['56', '&nbsp;']","['D', '&nbsp;']","['40', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['D', '&nbsp;']"
858,r015,All industries -> Manufacturing industries -> Other manufacturing,All industries,Manufacturing industries,Other manufacturing,,,3,"312–16, 321–24, 331, 337","['850', '&nbsp;']","['5', '&nbsp;']","['21', '&nbsp;']","['1', '&nbsp;']","['D', '&nbsp;']","['31', '&nbsp;']","['6', '&nbsp;']","['59', '&nbsp;']","['7', 'i']","['4', '&nbsp;']","['10', '&nbsp;']","['D', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['30', '&nbsp;']","['14', '&nbsp;']","['1', '&nbsp;']","['10', '&nbsp;']","['24', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']"
858,r016,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['21,771', '&nbsp;']","['85', '&nbsp;']","['216', '&nbsp;']","['31', '&nbsp;']","['124', '&nbsp;']","['283', '&nbsp;']","['428', '&nbsp;']","['1,633', '&nbsp;']","['58', '&nbsp;']","['2,584', '&nbsp;']","['2', '&nbsp;']","['723', 'i']","['21', '&nbsp;']","['52', '&nbsp;']","['326', 'i']","['105', '&nbsp;']","['203', '&nbsp;']","['23', '&nbsp;']","['212', '&nbsp;']","['1,078', '&nbsp;']","['56', '&nbsp;']","['116', '&nbsp;']","['18', '&nbsp;']","['855', 'i']"
858,r017,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['25', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['4', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['7', 'i']"
858,r018,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['12,523', '&nbsp;']","['17', 'i']","['74', '&nbsp;']","['13', '&nbsp;']","['49', 'i']","['182', '&nbsp;']","['218', '&nbsp;']","['1,019', '&nbsp;']","['38', '&nbsp;']","['1,830', '&nbsp;']","['1', '&nbsp;']","['224', '&nbsp;']","['4', '&nbsp;']","['41', '&nbsp;']","['117', '&nbsp;']","['37', '&nbsp;']","['102', '&nbsp;']","['4', '&nbsp;']","['146', '&nbsp;']","['751', '&nbsp;']","['29', '&nbsp;']","['60', '&nbsp;']","['7', '&nbsp;']","['D', '&nbsp;']"
858,r019,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['41', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']","['11', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['2', 'i']"
858,r020,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['1,261', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['26', '&nbsp;']","['25', '&nbsp;']","['15', '&nbsp;']","['1', '&nbsp;']","['174', '&nbsp;']","['0', '&nbsp;']","['10', '&nbsp;']","['1', '&nbsp;']","['24', '&nbsp;']","['13', '&nbsp;']","['3', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']","['5', '&nbsp;']","['87', '&nbsp;']","['1', '&nbsp;']","['53', '&nbsp;']","['0', '&nbsp;']","['70', 'i']"
858,r021,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['11,220', '&nbsp;']","['17', 'i']","['71', '&nbsp;']","['13', '&nbsp;']","['48', 'i']","['156', '&nbsp;']","['192', '&nbsp;']","['1,002', '&nbsp;']","['36', '&nbsp;']","['1,645', '&nbsp;']","['1', '&nbsp;']","['214', '&nbsp;']","['3', '&nbsp;']","['16', '&nbsp;']","['103', '&nbsp;']","['32', '&nbsp;']","['96', '&nbsp;']","['3', '&nbsp;']","['141', '&nbsp;']","['664', '&nbsp;']","['28', '&nbsp;']","['7', '&nbsp;']","['7', '&nbsp;']","['D', '&nbsp;']"
858,r022,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['7,650', '&nbsp;']","['65', '&nbsp;']","['103', '&nbsp;']","['14', '&nbsp;']","['53', '&nbsp;']","['99', '&nbsp;']","['175', '&nbsp;']","['562', '&nbsp;']","['10', '&nbsp;']","['552', '&nbsp;']","['2', '&nbsp;']","['403', 'i']","['6', '&nbsp;']","['12', '&nbsp;']","['179', 'i']","['61', '&nbsp;']","['100', '&nbsp;']","['10', '&nbsp;']","['64', '&nbsp;']","['316', '&nbsp;']","['5', '&nbsp;']","['56', '&nbsp;']","['10', '&nbsp;']","['551', 'i']"
858,r023,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['58', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['4', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['6', 'i']"
858,r024,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['4,378', '&nbsp;']","['62', '&nbsp;']","['57', '&nbsp;']","['12', '&nbsp;']","['29', '&nbsp;']","['26', '&nbsp;']","['72', '&nbsp;']","['219', 'i']","['9', '&nbsp;']","['164', 'i']","['1', '&nbsp;']","['339', 'i']","['6', '&nbsp;']","['9', '&nbsp;']","['159', 'i']","['61', '&nbsp;']","['40', '&nbsp;']","['10', '&nbsp;']","['11', '&nbsp;']","['44', '&nbsp;']","['5', '&nbsp;']","['55', '&nbsp;']","['4', '&nbsp;']","['390', 'i']"
858,r025,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['1,518', '&nbsp;']","['5', '&nbsp;']","['6', '&nbsp;']","['3', '&nbsp;']","['5', '&nbsp;']","['5', '&nbsp;']","['22', '&nbsp;']","['62', '&nbsp;']","['2', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['13', '&nbsp;']","['1', '&nbsp;']","['2', '&nbsp;']","['8', '&nbsp;']","['12', '&nbsp;']","['13', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['17', '&nbsp;']","['0', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['387', 'i']"
858,r026,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Data processing, hosting, and related services",5,other 5417,"['2,860', '&nbsp;']","['57', '&nbsp;']","['51', '&nbsp;']","['10', '&nbsp;']","['24', '&nbsp;']","['20', '&nbsp;']","['50', '&nbsp;']","['158', 'i']","['7', '&nbsp;']","['162', 'i']","['1', '&nbsp;']","['326', 'i']","['5', '&nbsp;']","['6', '&nbsp;']","['151', 'i']","['49', '&nbsp;']","['26', '&nbsp;']","['9', '&nbsp;']","['11', '&nbsp;']","['27', '&nbsp;']","['5', '&nbsp;']","['52', '&nbsp;']","['4', '&nbsp;']","['3', 'i']"
858,r027,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['3,214', '&nbsp;']","['3', '&nbsp;']","['46', '&nbsp;']","['2', '&nbsp;']","['24', '&nbsp;']","['73', '&nbsp;']","['102', '&nbsp;']","['338', '&nbsp;']","['*', '&nbsp;']","['388', '&nbsp;']","['*', '&nbsp;']","['62', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['19', '&nbsp;']","['*', '&nbsp;']","['60', '&nbsp;']","['*', '&nbsp;']","['53', 'i']","['272', '&nbsp;']","['*', '&nbsp;']","['2', '&nbsp;']","['6', '&nbsp;']","['154', 'i']"
858,r028,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"21–23, 44–45, 48–49, 52–53, 55–56, 621–24, 71–72, 81","['1,573', '&nbsp;']","['2', '&nbsp;']","['38', '&nbsp;']","['3', '&nbsp;']","['21', '&nbsp;']","['2', '&nbsp;']","['35', '&nbsp;']","['48', '&nbsp;']","['10', '&nbsp;']","['201', '&nbsp;']","['*', '&nbsp;']","['96', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']","['30', '&nbsp;']","['7', 'i']","['1', '&nbsp;']","['10', '&nbsp;']","['1', '&nbsp;']","['12', '&nbsp;']","['22', '&nbsp;']","['*', '&nbsp;']","['1', 'i']","['D', '&nbsp;']"
858,r029,All companies (number of domestic<br>  employees),All companies (number of domestic<br>  employees),,,,,1,–,"['73,691', '&nbsp;']","['289', '&nbsp;']","['1,413', '&nbsp;']","['76', '&nbsp;']","['793', '&nbsp;']","['1,873', '&nbsp;']","['1,305', '&nbsp;']","['6,265', '&nbsp;']","['187', '&nbsp;']","['5,534', '&nbsp;']","['31', '&nbsp;']","['2,684', '&nbsp;']","['809', '&nbsp;']","['105', '&nbsp;']","['1,707', '&nbsp;']","['1,148', '&nbsp;']","['970', '&nbsp;']","['199', '&nbsp;']","['748', '&nbsp;']","['3,530', '&nbsp;']","['172', '&nbsp;']","['174', '&nbsp;']","['77', '&nbsp;']","['2,277', 'i']"
858,r030,All companies (number of domestic<br>  employees) -> Micro companies<sup>a</sup>,All companies (number of domestic<br>  employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
858,r031,All companies (number of domestic<br>  employees) -> Micro companies<sup>a</sup> -> 5&#8211;9,All companies (number of domestic<br>  employees),Micro companies<sup>a</sup>,5&#8211;9,,,3,–,"['118', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['4', '&nbsp;']","['19', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['9', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['58', 'i']"
858,r032,All companies (number of domestic<br>  employees) -> Small companies,All companies (number of domestic<br>  employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
858,r033,All companies (number of domestic<br>  employees) -> Small companies -> 10&#8211;19,All companies (number of domestic<br>  employees),Small companies,10&#8211;19,,,3,–,"['76', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['2', '&nbsp;']","['16', '&nbsp;']","['0', '&nbsp;']","['6', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']","['4', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['27', 'i']"
858,r034,All companies (number of domestic<br>  employees) -> Small companies -> 20&#8211;49,All companies (number of domestic<br>  employees),Small companies,20&#8211;49,,,3,–,"['375', '&nbsp;']","['4', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['11', '&nbsp;']","['58', '&nbsp;']","['1', '&nbsp;']","['18', '&nbsp;']","['0', '&nbsp;']","['5', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['23', '&nbsp;']","['18', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['11', '&nbsp;']","['0', '&nbsp;']","['40', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']"
858,r035,All companies (number of domestic<br>  employees) -> Medium companies,All companies (number of domestic<br>  employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
858,r036,All companies (number of domestic<br>  employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic<br>  employees),Medium companies,50&#8211;99,,,3,–,"['406', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['16', '&nbsp;']","['*', '&nbsp;']","['62', '&nbsp;']","['0', '&nbsp;']","['7', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['3', '&nbsp;']","['33', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['41', 'i']"
