table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_amount
12266,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['432', '  ']"
12266,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['475', '  ']"
12266,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['24,067', '  ']"
12266,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['3,786', '  ']"
12266,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['1,226', '  ']"
12266,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['781', '  ']"
12266,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['170', 'r ']"
12266,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['432', '  ']"
12266,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['15,976', 'i ']"
12266,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['6,883', '  ']"
12266,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['D', '  ']"
12266,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['D', '  ']"
12266,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['D', '  ']"
12266,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['43,881', '  ']"
12266,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['102', 'r ']"
12266,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['452', '  ']"
12266,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['622', '  ']"
12266,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['3,065', '  ']"
12266,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['640', '  ']"
12266,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['340', '  ']"
12266,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['13,572', '  ']"
12266,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['64,350', '  ']"
12266,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['96,932', '  ']"
12266,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['12,137', '  ']"
12266,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['5,262', '  ']"
12266,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['2,529', '  ']"
12266,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['793', '  ']"
12266,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['1,739', '  ']"
12266,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['D', '  ']"
12266,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['3,819', '  ']"
12266,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['3,864', '  ']"
12266,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['D', '  ']"
12266,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['21,956', '  ']"
12266,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['3,521', '  ']"
12266,r095,All business activities -> Research and development services in the social sciences and humanities,All business activities,Research and development services in the social sciences and humanities,2,54172,"['28', '  ']"
12266,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['3,392', '  ']"
12266,r097,"All business activities -> Research and development services in the physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in the physical, engineering, and life sciences (except biotechnology)",2,54174,"['5,828', '  ']"
12266,r098,All business activities -> Research and development services in nanotechnology,All business activities,Research and development services in nanotechnology,2,54175,"['224', '  ']"
12266,r099,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['2,395', 'i ']"
12266,r100,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['2,055', '  ']"
12266,r101,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['D', '&nbsp;']"
12266,r102,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['4,404', '  ']"
12266,r103,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['5', '  ']"
12266,r104,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['D', '  ']"
12266,r105,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['3,554', '  ']"
12266,r106,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['331', '  ']"
12266,r107,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['9', '  ']"
12266,r108,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['7', '  ']"
12266,r109,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['D', '  ']"
12266,r110,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['D', '  ']"
12266,r111,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['8,738', 'i ']"
12266,r112,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '  ']"
