table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_expenditures_for_intramural_performers,field_source_of_funds_federal_government,field_source_of_funds_own_state_government,field_source_of_funds_other_nonfederal_governments,field_source_of_funds_nonprofit_organizations,field_source_of_funds_businesses_and_individuals,field_source_of_funds_higher_education_institutions
9946,r024,United States<sup>a</sup> -> California -> Energy Commission,United States<sup>a</sup>,California,Energy Commission,3,19700000,0,19700000,0,0,0,0
9946,r025,"United States<sup>a</sup> -> California -> Environmental Health Hazard Assessment, Office of",United States<sup>a</sup>,California,"Environmental Health Hazard Assessment, Office of",3,18649950,0,18649950,0,0,0,0
9946,r026,"United States<sup>a</sup> -> California -> Forestry and Fire Protection, Department of",United States<sup>a</sup>,California,"Forestry and Fire Protection, Department of",3,2500000,0,2500000,0,0,0,0
9946,r027,"United States<sup>a</sup> -> California -> Housing and Community Development, Department of",United States<sup>a</sup>,California,"Housing and Community Development, Department of",3,500000,0,500000,0,0,0,0
9946,r028,United States<sup>a</sup> -> California -> Mental Health Services Oversight and Accountability Commission,United States<sup>a</sup>,California,Mental Health Services Oversight and Accountability Commission,3,2500000,0,2500000,0,0,0,0
9946,r029,"United States<sup>a</sup> -> California -> Motor Vehicles, Department of",United States<sup>a</sup>,California,"Motor Vehicles, Department of",3,1761138,0,1589300,171838,0,0,0
9946,r030,"United States<sup>a</sup> -> California -> Pesticide Regulation, Department of ",United States<sup>a</sup>,California,"Pesticide Regulation, Department of ",3,10955679,0,10955679,0,0,0,0
9946,r031,"United States<sup>a</sup> -> California -> Public Health, Department of",United States<sup>a</sup>,California,"Public Health, Department of",3,442500,46500,396000,0,0,0,0
9946,r032,"United States<sup>a</sup> -> California -> Rehabilitation, Department of ",United States<sup>a</sup>,California,"Rehabilitation, Department of ",3,812759,812759,0,0,0,0,0
9946,r033,United States<sup>a</sup> -> California -> State Water Resources Control Board,United States<sup>a</sup>,California,State Water Resources Control Board,3,740800,0,740800,0,0,0,0
9946,r034,"United States<sup>a</sup> -> California -> Toxic Substances Control, Department of",United States<sup>a</sup>,California,"Toxic Substances Control, Department of",3,645987,0,645987,0,0,0,0
9946,r035,"United States<sup>a</sup> -> California -> Transportation, Department of",United States<sup>a</sup>,California,"Transportation, Department of",3,15795000,3041000,12754000,0,0,0,0
9946,r036,"United States<sup>a</sup> -> California -> Water Resources, Department of",United States<sup>a</sup>,California,"Water Resources, Department of",3,100000,0,100000,0,0,0,0
9946,r037,United States<sup>a</sup> -> Colorado,United States<sup>a</sup>,Colorado,,2,9393492,2130681,7132723,0,70000,88,60000
9946,r038,"United States<sup>a</sup> -> Colorado -> Agriculture, Department of",United States<sup>a</sup>,Colorado,"Agriculture, Department of",3,353700,353700,0,0,0,0,0
9946,r039,"United States<sup>a</sup> -> Colorado -> Natural Resources, Department of",United States<sup>a</sup>,Colorado,"Natural Resources, Department of",3,5031147,998132,3902927,0,70000,88,60000
9946,r040,"United States<sup>a</sup> -> Colorado -> Public Health and Environment, Department of",United States<sup>a</sup>,Colorado,"Public Health and Environment, Department of",3,2575872,6494,2569378,0,0,0,0
9946,r041,"United States<sup>a</sup> -> Colorado -> Public Safety, Department of; Division of Criminal Justice",United States<sup>a</sup>,Colorado,"Public Safety, Department of; Division of Criminal Justice",3,742007,81589,660418,0,0,0,0
9946,r042,"United States<sup>a</sup> -> Colorado -> Transportation, Department of",United States<sup>a</sup>,Colorado,"Transportation, Department of",3,690766,690766,0,0,0,0,0
9946,r043,United States<sup>a</sup> -> Connecticut,United States<sup>a</sup>,Connecticut,,2,28200758,11521538,16679220,0,0,0,0
9946,r044,United States<sup>a</sup> -> Connecticut -> Agricultural Experiment Station,United States<sup>a</sup>,Connecticut,Agricultural Experiment Station,3,13756272,5475135,8281137,0,0,0,0
9946,r045,"United States<sup>a</sup> -> Connecticut -> Energy and Environmental Protection, Department of",United States<sup>a</sup>,Connecticut,"Energy and Environmental Protection, Department of",3,6524227,4927766,1596461,0,0,0,0
9946,r046,"United States<sup>a</sup> -> Connecticut -> Mental Health and Addiction Services, Department of",United States<sup>a</sup>,Connecticut,"Mental Health and Addiction Services, Department of",3,7217443,910960,6306483,0,0,0,0
9946,r047,"United States<sup>a</sup> -> Connecticut -> Social Services, Department of",United States<sup>a</sup>,Connecticut,"Social Services, Department of",3,391305,0,391305,0,0,0,0
9946,r048,"United States<sup>a</sup> -> Connecticut -> Transportation, Department of",United States<sup>a</sup>,Connecticut,"Transportation, Department of",3,311511,207677,103834,0,0,0,0
9946,r049,United States<sup>a</sup> -> Delaware,United States<sup>a</sup>,Delaware,,2,1568167,456801,1111366,0,0,0,0
9946,r050,United States<sup>a</sup> -> Delaware -> Geological Survey,United States<sup>a</sup>,Delaware,Geological Survey,3,1568167,456801,1111366,0,0,0,0
9946,r051,United States<sup>a</sup> -> District of Columbia,United States<sup>a</sup>,District of Columbia,,2,4320240,3165443,1121627,0,33170,0,0
9946,r052,"United States<sup>a</sup> -> District of Columbia -> Health, Department of",United States<sup>a</sup>,District of Columbia,"Health, Department of",3,3194604,3064934,96500,0,33170,0,0
9946,r053,"United States<sup>a</sup> -> District of Columbia -> Transportation, Department of",United States<sup>a</sup>,District of Columbia,"Transportation, Department of",3,125636,100509,25127,0,0,0,0
9946,r054,United States<sup>a</sup> -> District of Columbia -> Water and Sewer Authority,United States<sup>a</sup>,District of Columbia,Water and Sewer Authority,3,1000000,0,1000000,0,0,0,0
9946,r055,United States<sup>a</sup> -> Florida,United States<sup>a</sup>,Florida,,2,51395556,14754507,32842033,8262,49905,3400905,339944
9946,r056,"United States<sup>a</sup> -> Florida -> Agriculture and Consumer Services, Department of",United States<sup>a</sup>,Florida,"Agriculture and Consumer Services, Department of",3,927308,813049,114259,0,0,0,0
9946,r057,"United States<sup>a</sup> -> Florida -> Citrus, Department of",United States<sup>a</sup>,Florida,"Citrus, Department of",3,115111,0,115111,0,0,0,0
9946,r058,United States<sup>a</sup> -> Florida -> Fish and Wildlife Conservation Commission,United States<sup>a</sup>,Florida,Fish and Wildlife Conservation Commission,3,49103851,13941458,31363377,8262,49905,3400905,339944
9946,r059,"United States<sup>a</sup> -> Florida -> Transportation, Department of",United States<sup>a</sup>,Florida,"Transportation, Department of",3,1249286,0,1249286,0,0,0,0
9946,r060,United States<sup>a</sup> -> Georgia,United States<sup>a</sup>,Georgia,,2,2884258,2831735,52523,0,0,0,0
9946,r061,"United States<sup>a</sup> -> Georgia -> Natural Resources, Department of",United States<sup>a</sup>,Georgia,"Natural Resources, Department of",3,127945,75422,52523,0,0,0,0
9946,r062,United States<sup>a</sup> -> Georgia -> Southern States Energy Board,United States<sup>a</sup>,Georgia,Southern States Energy Board,3,2756313,2756313,0,0,0,0,0
9946,r063,United States<sup>a</sup> -> Hawaii,United States<sup>a</sup>,Hawaii,,2,201790,201790,0,0,0,0,0
9946,r064,"United States<sup>a</sup> -> Hawaii -> Agriculture, Department of",United States<sup>a</sup>,Hawaii,"Agriculture, Department of",3,199748,199748,0,0,0,0,0
9946,r065,"United States<sup>a</sup> -> Hawaii -> Business, Economic Development, and Tourism, Department of",United States<sup>a</sup>,Hawaii,"Business, Economic Development, and Tourism, Department of",3,2042,2042,0,0,0,0,0
9946,r066,United States<sup>a</sup> -> Idaho,United States<sup>a</sup>,Idaho,,2,7278248,5902655,896502,377471,24002,77618,0
9946,r067,"United States<sup>a</sup> -> Idaho -> Fish and Game, Department of",United States<sup>a</sup>,Idaho,"Fish and Game, Department of",3,7151744,5801452,871201,377471,24002,77618,0
9946,r068,United States<sup>a</sup> -> Idaho -> Transportation Department,United States<sup>a</sup>,Idaho,Transportation Department,3,126504,101203,25301,0,0,0,0
9946,r069,United States<sup>a</sup> -> Illinois,United States<sup>a</sup>,Illinois,,2,554067,0,554067,0,0,0,0
9946,r070,"United States<sup>a</sup> -> Illinois -> Transportation, Department of",United States<sup>a</sup>,Illinois,"Transportation, Department of",3,554067,0,554067,0,0,0,0
9946,r071,United States<sup>a</sup> -> Indiana,United States<sup>a</sup>,Indiana,,2,660237,508583,151654,0,0,0,0
9946,r072,"United States<sup>a</sup> -> Indiana -> Natural Resources, Department of",United States<sup>a</sup>,Indiana,"Natural Resources, Department of",3,586968,449968,137000,0,0,0,0
9946,r073,"United States<sup>a</sup> -> Indiana -> Transportation, Department of",United States<sup>a</sup>,Indiana,"Transportation, Department of",3,73269,58615,14654,0,0,0,0
9946,r074,United States<sup>a</sup> -> Iowa,United States<sup>a</sup>,Iowa,,2,2912086,1624451,1178624,0,109011,0,0
9946,r075,"United States<sup>a</sup> -> Iowa -> Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",United States<sup>a</sup>,Iowa,"Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",3,626038,247423,269604,0,109011,0,0
9946,r076,"United States<sup>a</sup> -> Iowa -> Natural Resources, Department of",United States<sup>a</sup>,Iowa,"Natural Resources, Department of",3,2286048,1377028,909020,0,0,0,0
9946,r077,United States<sup>a</sup> -> Kansas,United States<sup>a</sup>,Kansas,,2,1500273,943443,530445,0,0,0,26385
9946,r078,United States<sup>a</sup> -> Kansas -> State Board of Regents,United States<sup>a</sup>,Kansas,State Board of Regents,3,4462,0,4462,0,0,0,0
9946,r079,"United States<sup>a</sup> -> Kansas -> Transportation, Department of",United States<sup>a</sup>,Kansas,"Transportation, Department of",3,1061231,786967,274264,0,0,0,0
9946,r080,United States<sup>a</sup> -> Kansas -> Water Office,United States<sup>a</sup>,Kansas,Water Office,3,434580,156476,251719,0,0,0,26385
9946,r081,United States<sup>a</sup> -> Kentucky,United States<sup>a</sup>,Kentucky,,2,4434431,3020549,1413882,0,0,0,0
9946,r082,"United States<sup>a</sup> -> Kentucky -> Fish and Wildlife Resources, Department of ",United States<sup>a</sup>,Kentucky,"Fish and Wildlife Resources, Department of ",3,4428101,3014219,1413882,0,0,0,0
9946,r083,"United States<sup>a</sup> -> Kentucky -> Nature Preserves, Office of Kentucky",United States<sup>a</sup>,Kentucky,"Nature Preserves, Office of Kentucky",3,6330,6330,0,0,0,0,0
9946,r084,United States<sup>a</sup> -> Louisiana,United States<sup>a</sup>,Louisiana,,2,10033831,7470302,2563529,0,0,0,0
9946,r085,United States<sup>a</sup> -> Louisiana -> Coastal Protection and Restoration Authority,United States<sup>a</sup>,Louisiana,Coastal Protection and Restoration Authority,3,509392,27435,481957,0,0,0,0
9946,r086,"United States<sup>a</sup> -> Louisiana -> Transportation and Development, Department of ",United States<sup>a</sup>,Louisiana,"Transportation and Development, Department of ",3,5000000,4000000,1000000,0,0,0,0
9946,r087,"United States<sup>a</sup> -> Louisiana -> Wildlife and Fisheries, Department of",United States<sup>a</sup>,Louisiana,"Wildlife and Fisheries, Department of",3,4524439,3442867,1081572,0,0,0,0
9946,r088,United States<sup>a</sup> -> Maine,United States<sup>a</sup>,Maine,,2,12208306,9340175,2060192,12860,776163,18916,0
9946,r089,"United States<sup>a</sup> -> Maine -> Agriculture, Conservation and Forestry, Department of ",United States<sup>a</sup>,Maine,"Agriculture, Conservation and Forestry, Department of ",3,1682997,690336,992661,0,0,0,0
9946,r090,United States<sup>a</sup> -> Maine -> Aquaculture Innovation Center,United States<sup>a</sup>,Maine,Aquaculture Innovation Center,3,435877,150000,256000,0,29877,0,0
9946,r091,"United States<sup>a</sup> -> Maine -> Inland Fisheries and Wildlife, Department of",United States<sup>a</sup>,Maine,"Inland Fisheries and Wildlife, Department of",3,763201,590794,153491,0,0,18916,0
9946,r092,"United States<sup>a</sup> -> Maine -> Marine Resources, Department of",United States<sup>a</sup>,Maine,"Marine Resources, Department of",3,2589300,2042250,547050,0,0,0,0
9946,r093,"United States<sup>a</sup> -> Maine -> MDI Biological Laboratory, Center for Biomedical Innovation",United States<sup>a</sup>,Maine,"MDI Biological Laboratory, Center for Biomedical Innovation",3,6236931,5466795,10990,12860,746286,0,0
9946,r094,"United States<sup>a</sup> -> Maine -> Transportation, Department of ",United States<sup>a</sup>,Maine,"Transportation, Department of ",3,500000,400000,100000,0,0,0,0
9946,r095,United States<sup>a</sup> -> Maryland,United States<sup>a</sup>,Maryland,,2,864022,529240,324782,0,10000,0,0
9946,r096,"United States<sup>a</sup> -> Maryland -> Natural Resources, Department of",United States<sup>a</sup>,Maryland,"Natural Resources, Department of",3,272429,215965,46464,0,10000,0,0
9946,r097,"United States<sup>a</sup> -> Maryland -> Transportation, Department of",United States<sup>a</sup>,Maryland,"Transportation, Department of",3,591593,313275,278318,0,0,0,0
9946,r098,United States<sup>a</sup> -> Massachusetts,United States<sup>a</sup>,Massachusetts,,2,1636998,658878,678120,300000,0,0,0
9946,r099,"United States<sup>a</sup> -> Massachusetts -> Environmental Protection, Department of ",United States<sup>a</sup>,Massachusetts,"Environmental Protection, Department of ",3,278302,22369,255933,0,0,0,0
9946,r100,"United States<sup>a</sup> -> Massachusetts -> Fish and Game, Department of ",United States<sup>a</sup>,Massachusetts,"Fish and Game, Department of ",3,842896,636509,206387,0,0,0,0
9946,r101,United States<sup>a</sup> -> Massachusetts -> Gaming Commission,United States<sup>a</sup>,Massachusetts,Gaming Commission,3,215800,0,215800,0,0,0,0
9946,r102,United States<sup>a</sup> -> Massachusetts -> Water Resources Authority,United States<sup>a</sup>,Massachusetts,Water Resources Authority,3,300000,0,0,300000,0,0,0
9946,r103,United States<sup>a</sup> -> Michigan,United States<sup>a</sup>,Michigan,,2,254848,91827,163021,0,0,0,0
9946,r104,"United States<sup>a</sup> -> Michigan -> Agriculture and Rural Development, Department of",United States<sup>a</sup>,Michigan,"Agriculture and Rural Development, Department of",3,68044,68044,0,0,0,0,0
9946,r105,"United States<sup>a</sup> -> Michigan -> Environmental, Great Lakes, and Energy, Department of",United States<sup>a</sup>,Michigan,"Environmental, Great Lakes, and Energy, Department of",3,186804,23783,163021,0,0,0,0
9946,r106,United States<sup>a</sup> -> Minnesota,United States<sup>a</sup>,Minnesota,,2,3038564,1281478,1757086,0,0,0,0
9946,r107,"United States<sup>a</sup> -> Minnesota -> Agriculture, Department of",United States<sup>a</sup>,Minnesota,"Agriculture, Department of",3,996789,0,996789,0,0,0,0
9946,r108,"United States<sup>a</sup> -> Minnesota -> Natural Resources, Department of",United States<sup>a</sup>,Minnesota,"Natural Resources, Department of",3,2041775,1281478,760297,0,0,0,0
9946,r109,United States<sup>a</sup> -> Mississippi,United States<sup>a</sup>,Mississippi,,2,2820168,1632029,498878,689261,0,0,0
9946,r110,"United States<sup>a</sup> -> Mississippi -> Environmental Quality, Department of",United States<sup>a</sup>,Mississippi,"Environmental Quality, Department of",3,97936,97936,0,0,0,0,0
9946,r111,United States<sup>a</sup> -> Mississippi -> Gulf States Marine Fisheries Commission,United States<sup>a</sup>,Mississippi,Gulf States Marine Fisheries Commission,3,91946,91946,0,0,0,0,0
9946,r112,"United States<sup>a</sup> -> Mississippi -> Marine Resources, Department of",United States<sup>a</sup>,Mississippi,"Marine Resources, Department of",3,1796095,811504,295330,689261,0,0,0
9946,r113,"United States<sup>a</sup> -> Mississippi -> Transportation, Department of",United States<sup>a</sup>,Mississippi,"Transportation, Department of",3,100000,80000,20000,0,0,0,0
9946,r114,"United States<sup>a</sup> -> Mississippi -> Wildlife, Fisheries, and Parks, Department of ",United States<sup>a</sup>,Mississippi,"Wildlife, Fisheries, and Parks, Department of ",3,734191,550643,183548,0,0,0,0
9946,r115,United States<sup>a</sup> -> Missouri,United States<sup>a</sup>,Missouri,,2,4338958,1457390,2881568,0,0,0,0
9946,r116,"United States<sup>a</sup> -> Missouri -> Conservation, Department of",United States<sup>a</sup>,Missouri,"Conservation, Department of",3,4338958,1457390,2881568,0,0,0,0
9946,r117,United States<sup>a</sup> -> Montana,United States<sup>a</sup>,Montana,,2,3400729,2613939,737128,0,49662,0,0
9946,r118,"United States<sup>a</sup> -> Montana -> Environmental Quality, Department of",United States<sup>a</sup>,Montana,"Environmental Quality, Department of",3,55000,10000,45000,0,0,0,0
9946,r119,"United States<sup>a</sup> -> Montana -> Fish, Wildlife and Parks, Department of",United States<sup>a</sup>,Montana,"Fish, Wildlife and Parks, Department of",3,2786890,2149509,587719,0,49662,0,0
9946,r120,"United States<sup>a</sup> -> Montana -> Natural Resources and Conservation, Department of",United States<sup>a</sup>,Montana,"Natural Resources and Conservation, Department of",3,36794,36794,0,0,0,0,0
9946,r121,"United States<sup>a</sup> -> Montana -> Transportation, Department of",United States<sup>a</sup>,Montana,"Transportation, Department of",3,522045,417636,104409,0,0,0,0
9946,r122,United States<sup>a</sup> -> Nebraska,United States<sup>a</sup>,Nebraska,,2,2114433,719735,1359781,0,34917,0,0
9946,r123,United States<sup>a</sup> -> Nebraska -> Game and Parks Commission,United States<sup>a</sup>,Nebraska,Game and Parks Commission,3,2021933,719735,1267281,0,34917,0,0
9946,r124,"United States<sup>a</sup> -> Nebraska -> Transportation, Department of",United States<sup>a</sup>,Nebraska,"Transportation, Department of",3,92500,0,92500,0,0,0,0
9946,r125,United States<sup>a</sup> -> Nevada,United States<sup>a</sup>,Nevada,,2,208642,148642,60000,0,0,0,0
9946,r126,"United States<sup>a</sup> -> Nevada -> Agriculture, Department of",United States<sup>a</sup>,Nevada,"Agriculture, Department of",3,208642,148642,60000,0,0,0,0
9946,r127,United States<sup>a</sup> -> New Hampshire,United States<sup>a</sup>,New Hampshire,,2,136953,109562,27391,0,0,0,0
9946,r128,"United States<sup>a</sup> -> New Hampshire -> Transportation, Department of",United States<sup>a</sup>,New Hampshire,"Transportation, Department of",3,136953,109562,27391,0,0,0,0
9946,r129,United States<sup>a</sup> -> New Jersey,United States<sup>a</sup>,New Jersey,,2,3317395,762485,2554910,0,0,0,0
9946,r130,"United States<sup>a</sup> -> New Jersey -> Agriculture, Department of",United States<sup>a</sup>,New Jersey,"Agriculture, Department of",3,180151,180151,0,0,0,0,0
9946,r131,"United States<sup>a</sup> -> New Jersey -> Children and Families, Department of",United States<sup>a</sup>,New Jersey,"Children and Families, Department of",3,196441,29247,167194,0,0,0,0
9946,r132,"United States<sup>a</sup> -> New Jersey -> Community Affairs, Department of ",United States<sup>a</sup>,New Jersey,"Community Affairs, Department of ",3,5000,0,5000,0,0,0,0
9946,r133,"United States<sup>a</sup> -> New Jersey -> Corrections, Department of",United States<sup>a</sup>,New Jersey,"Corrections, Department of",3,416034,0,416034,0,0,0,0
9946,r134,"United States<sup>a</sup> -> New Jersey -> Environmental Protection, Department of",United States<sup>a</sup>,New Jersey,"Environmental Protection, Department of",3,2122182,155500,1966682,0,0,0,0
9946,r135,United States<sup>a</sup> -> New Jersey -> Pinelands Commission,United States<sup>a</sup>,New Jersey,Pinelands Commission,3,351618,351618,0,0,0,0,0
9946,r136,"United States<sup>a</sup> -> New Jersey -> State Parole Board, New Jersey",United States<sup>a</sup>,New Jersey,"State Parole Board, New Jersey",3,45969,45969,0,0,0,0,0
9946,r137,United States<sup>a</sup> -> New Mexico,United States<sup>a</sup>,New Mexico,,2,1110427,776670,228230,0,105527,0,0
9946,r138,"United States<sup>a</sup> -> New Mexico -> Cultural Affairs, Department of",United States<sup>a</sup>,New Mexico,"Cultural Affairs, Department of",3,105527,0,0,0,105527,0,0
9946,r139,"United States<sup>a</sup> -> New Mexico -> Game and Fish, Department of",United States<sup>a</sup>,New Mexico,"Game and Fish, Department of",3,545000,408750,136250,0,0,0,0
9946,r140,"United States<sup>a</sup> -> New Mexico -> Transportation, Department of",United States<sup>a</sup>,New Mexico,"Transportation, Department of",3,459900,367920,91980,0,0,0,0
9946,r141,United States<sup>a</sup> -> New York,United States<sup>a</sup>,New York,,2,274950816,151764801,99285878,1006453,8746312,12386565,1760807
9946,r142,"United States<sup>a</sup> -> New York -> Agriculture and Markets, Department of ",United States<sup>a</sup>,New York,"Agriculture and Markets, Department of ",3,2365000,2365000,0,0,0,0,0
9946,r143,United States<sup>a</sup> -> New York -> Energy Research and Development Authority,United States<sup>a</sup>,New York,Energy Research and Development Authority,3,6494503,0,6494503,0,0,0,0
9946,r144,"United States<sup>a</sup> -> New York -> Environmental Conservation, Department of ",United States<sup>a</sup>,New York,"Environmental Conservation, Department of ",3,4399864,1233549,3166315,0,0,0,0
9946,r145,"United States<sup>a</sup> -> New York -> Health, Department of ",United States<sup>a</sup>,New York,"Health, Department of ",3,29578789,15963950,11019395,1006453,1079606,100578,408807
9946,r146,"United States<sup>a</sup> -> New York -> Mental Health, Office of ",United States<sup>a</sup>,New York,"Mental Health, Office of ",3,145294992,75019722,62100000,0,5266676,2128571,780023
9946,r147,"United States<sup>a</sup> -> New York -> People with Developmental Disabilities, Office of",United States<sup>a</sup>,New York,"People with Developmental Disabilities, Office of",3,1682143,1471237,0,0,210906,0,0
9946,r148,United States<sup>a</sup> -> New York -> Power Authority,United States<sup>a</sup>,New York,Power Authority,3,1759883,300000,1459883,0,0,0,0
9946,r149,United States<sup>a</sup> -> New York -> Roswell Park Comprehensive Cancer Center,United States<sup>a</sup>,New York,Roswell Park Comprehensive Cancer Center,3,71562773,54056730,4587526,0,2189124,10157416,571977
9946,r150,United States<sup>a</sup> -> New York -> State Museum,United States<sup>a</sup>,New York,State Museum,3,10584848,372196,10212652,0,0,0,0
9946,r151,"United States<sup>a</sup> -> New York -> Transportation, Department of ",United States<sup>a</sup>,New York,"Transportation, Department of ",3,1228021,982417,245604,0,0,0,0
9946,r152,United States<sup>a</sup> -> North Carolina,United States<sup>a</sup>,North Carolina,,2,17505611,1355313,16150298,0,0,0,0
9946,r153,"United States<sup>a</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>a</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,13922911,0,13922911,0,0,0,0
9946,r154,"United States<sup>a</sup> -> North Carolina -> Environmental Quality, Department of",United States<sup>a</sup>,North Carolina,"Environmental Quality, Department of",3,1223587,915313,308274,0,0,0,0
9946,r155,"United States<sup>a</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>a</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,1809113,0,1809113,0,0,0,0
9946,r156,"United States<sup>a</sup> -> North Carolina -> Transportation, Department of",United States<sup>a</sup>,North Carolina,"Transportation, Department of",3,550000,440000,110000,0,0,0,0
9946,r157,United States<sup>a</sup> -> North Dakota,United States<sup>a</sup>,North Dakota,,2,131121,123520,7601,0,0,0,0
9946,r158,United States<sup>a</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>a</sup>,North Dakota,Historical Society of North Dakota,3,93115,93115,0,0,0,0,0
9946,r159,"United States<sup>a</sup> -> North Dakota -> Transportation, Department of",United States<sup>a</sup>,North Dakota,"Transportation, Department of",3,38006,30405,7601,0,0,0,0
9946,r160,United States<sup>a</sup> -> Ohio,United States<sup>a</sup>,Ohio,,2,1106388,688488,417900,0,0,0,0
9946,r161,"United States<sup>a</sup> -> Ohio -> Education, Department of",United States<sup>a</sup>,Ohio,"Education, Department of",3,20000,0,20000,0,0,0,0
9946,r162,United States<sup>a</sup> -> Ohio -> Environmental Protection Agency,United States<sup>a</sup>,Ohio,Environmental Protection Agency,3,379412,361107,18305,0,0,0,0
9946,r163,"United States<sup>a</sup> -> Ohio -> Natural Resources, Department of",United States<sup>a</sup>,Ohio,"Natural Resources, Department of",3,706976,327381,379595,0,0,0,0
9946,r164,United States<sup>a</sup> -> Oklahoma,United States<sup>a</sup>,Oklahoma,,2,1946574,1492331,454243,0,0,0,0
