table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_employees_total,field_worldwide_employees_r_d,field_worldwide_employees_percentage_of_r_d_employees,field_domestic_employees_total,field_domestic_employees_r_d,field_domestic_employees_percentage_of_r_d_employees,field_foreign_employees_total,field_foreign_employees_r_d,field_foreign_employees_percentage_of_r_d_employees
9690,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['217', '  ']","['11', '  ']","['5.1', '  ']","['84', '  ']","['8', '  ']","['9.2', '  ']","['132', '  ']","['3', '  ']","['2.5', '  ']"
9690,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,391', '  ']","['104', '  ']","['7.5', '  ']","['706', '  ']","['68', '  ']","['9.7', '  ']","['685', '  ']","['35', '  ']","['5.2', '  ']"
9690,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['2,425', '  ']","['464', '  ']","['19.1', '  ']","['1,058', '  ']","['256', '  ']","['24.2', '  ']","['1,367', '  ']","['208', '  ']","['15.2', '  ']"
9690,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['308', '  ']","['81', '  ']","['26.2', '  ']","['168', '  ']","['49', '  ']","['28.9', '  ']","['140', '  ']","['32', '  ']","['22.9', '  ']"
9690,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['774', '  ']","['188', '  ']","['24.3', '  ']","['270', '  ']","['93', '  ']","['34.5', '  ']","['504', '  ']","['95', '  ']","['18.9', '  ']"
9690,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['710', '  ']","['86', '  ']","['12.0', '  ']","['362', '  ']","['54', '  ']","['15.0', '  ']","['348', '  ']","['31', '  ']","['9.0', '  ']"
9690,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['82', '  ']","['10', '  ']","['12.6', '  ']","['54', '  ']","['8', '  ']","['14.4', '  ']","['28', '  ']","['3', '  ']","['9.2', '  ']"
9690,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['177', '  ']","['25', '  ']","['14.0', '  ']","['120', '  ']","['21', '  ']","['17.9', '  ']","['57', 'i ']","['3', '  ']","['5.8', '  ']"
9690,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['452', '  ']","['51', '  ']","['11.2', '  ']","['188', '  ']","['25', '  ']","['13.3', '  ']","['264', '  ']","['25', '  ']","['9.6', '  ']"
9690,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['633', '  ']","['109', '  ']","['17.2', '  ']","['258', '  ']","['60', '  ']","['23.3', '  ']","['375', '  ']","['49', '  ']","['13.1', '  ']"
9690,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['673', '  ']","['47', '  ']","['7.0', '  ']","['271', '  ']","['26', '  ']","['9.8', '  ']","['402', '  ']","['21', 'i ']","['5.2', '  ']"
9690,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['3,202', '  ']","['272', '  ']","['8.5', '  ']","['1,863', '  ']","['196', '  ']","['10.5', '  ']","['1,339', '  ']","['77', '  ']","['5.7', '  ']"
9690,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,035', '  ']","['168', '  ']","['8.3', '  ']","['889', '  ']","['108', '  ']","['12.1', '  ']","['1,146', '  ']","['60', '  ']","['5.3', '  ']"
9690,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['939', '  ']","['86', '  ']","['9.1', '  ']","['794', '  ']","['75', '  ']","['9.5', '  ']","['145', '  ']","['11', '  ']","['7.3', '  ']"
9690,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['901', '  ']","['79', '  ']","['8.8', '  ']","['759', '  ']","['69', '  ']","['9.1', '  ']","['142', '  ']","['10', '  ']","['7.3', '  ']"
9690,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['38', '  ']","['7', '  ']","['17.7', '  ']","['35', '  ']","['7', '  ']","['18.4', '  ']","['3', '  ']","['*', '  ']","['7.9', '  ']"
9690,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['2', '  ']","['*', '  ']","['11.0', '  ']","['2', '  ']","['*', '  ']","['11.0', '  ']","['0', '  ']","['0', '  ']","['NA', '  ']"
9690,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['226', '  ']","['18', '  ']","['8.1', '  ']","['177', '  ']","['12', '  ']","['6.9', '  ']","['48', '  ']","['6', '  ']","['12.2', '  ']"
9690,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['173', '  ']","['4', '  ']","['2.6', '  ']","['137', '  ']","['4', '  ']","['2.9', '  ']","['36', '  ']","['*', '  ']","['1.3', '  ']"
9690,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['1,672', '  ']","['118', '  ']","['7.1', '  ']","['886', '  ']","['83', '  ']","['9.4', '  ']","['787', '  ']","['35', '  ']","['4.5', '  ']"
9690,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['1,255', '  ']","['96', '  ']","['7.7', '  ']","['619', '  ']","['65', '  ']","['10.5', '  ']","['636', '  ']","['31', '  ']","['4.9', '  ']"
9690,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['417', '  ']","['22', '  ']","['5.3', '  ']","['267', '  ']","['18', '  ']","['6.7', '  ']","['150', '  ']","['4', 'i ']","['2.9', '  ']"
9690,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['17,249', '  ']","['1,637', '  ']","['9.5', '  ']","['13,320', '  ']","['1,117', '  ']","['8.4', '  ']","['3,929', '  ']","['520', '  ']","['13.2', '  ']"
9690,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['239', '  ']","['9 - 91', '  ']","['D', '  ']","['158', '  ']","['9', 'i ']","['5.9', '  ']","['81', '  ']","['0 - 82', '  ']","['D', '  ']"
9690,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['350', '  ']","['3 - 33', '  ']","['D', '  ']","['341', '  ']","['3 - 24', '  ']","['D', '  ']","['9', '  ']","['0 - 10', '  ']","['D', '  ']"
9690,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['784', 'i ']","['23 - 127', 'i ']","['D', '  ']","['651', 'i ']","['24', 'i ']","['3.7', '  ']","['133', 'i ']","['0 - 103', 'i ']","['D', '  ']"
9690,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['98 - 5,964', '  ']","['98 - 221', '  ']","['D', '  ']","['98 - 5,080', '  ']","['98 - 120', '  ']","['D', '  ']","['0 - 888', '  ']","['0 - 103', '  ']","['D', '  ']"
9690,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,410', '  ']","['21 - 125', '  ']","['D', '  ']","['1,087', '  ']","['22', '  ']","['2.0', '  ']","['323', '  ']","['0 - 103', '  ']","['D', '  ']"
9690,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['3,210', '  ']","['692', '  ']","['21.5', '  ']","['2,186', '  ']","['449', '  ']","['20.5', '  ']","['1,024', '  ']","['242', '  ']","['23.7', '  ']"
9690,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['776', '  ']","['216', '  ']","['27.9', '  ']","['460', '  ']","['127', '  ']","['27.5', '  ']","['316', '  ']","['90', '  ']","['28.4', '  ']"
9690,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['7', '  ']","['1', 'i ']","['17.5', '  ']","['6', '  ']","['1', 'i ']","['18.5', '  ']","['*', '  ']","['0', '  ']","['0.0', '  ']"
9690,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['769', '  ']","['215', '  ']","['28.0', '  ']","['454', '  ']","['125', '  ']","['27.7', '  ']","['315', '  ']","['90', '  ']","['28.4', '  ']"
9690,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['610', '  ']","['23', '  ']","['3.7', '  ']","['542', '  ']","['22', '  ']","['4.0', '  ']","['68', '  ']","['1', '  ']","['1.5', '  ']"
9690,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['1,264', '  ']","['282', '  ']","['22.3', '  ']","['786', '  ']","['168', '  ']","['21.4', '  ']","['478', '  ']","['114', '  ']","['23.9', '  ']"
9690,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['561', '  ']","['171', '  ']","['30.4', '  ']","['399', '  ']","['133', '  ']","['33.4', '  ']","['162', '  ']","['38', '  ']","['23.2', '  ']"
9690,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['2,133', '  ']","['113', '  ']","['5.3', '  ']","['1,729', '  ']","['87', '  ']","['5.0', '  ']","['405', '  ']","['26', '  ']","['6.5', '  ']"
9690,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['110', '  ']","['4 - 22', '  ']","['D', '  ']","['94', '  ']","['4', '  ']","['4.7', '  ']","['17', '  ']","['0 - 17', '  ']","['D', '  ']"
9690,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['3', '  ']","['*', '  ']","['8.5', '  ']","['3', '  ']","['*', '  ']","['8.5', '  ']","['*', '  ']","['0', '  ']","['0.0', '  ']"
9690,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['107', '  ']","['4 - 22', '  ']","['D', '  ']","['90', '  ']","['4', '  ']","['4.6', '  ']","['17', '  ']","['0 - 17', '  ']","['D', '  ']"
9690,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['2,572', '  ']","['494', '  ']","['19.2', '  ']","['1,530', '  ']","['343', '  ']","['22.4', '  ']","['1,042', '  ']","['150', '  ']","['14.4', '  ']"
9690,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['380', '  ']","['68', '  ']","['17.8', '  ']","['296', '  ']","['65', '  ']","['21.8', '  ']","['84', '  ']","['3', 'r ']","['3.5', '  ']"
9690,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,025', '  ']","['145', '  ']","['14.2', '  ']","['540', '  ']","['102', '  ']","['18.8', '  ']","['485', '  ']","['44', '  ']","['9.0', '  ']"
9690,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['463', '  ']","['229', 'i ']","['49.4', '  ']","['277', '  ']","['130', '  ']","['46.8', '  ']","['186', 'i ']","['99', 'i ']","['53.1', '  ']"
9690,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['2', '  ']","['1', '  ']","['57.8', '  ']","['2', '  ']","['1', '  ']","['60.5', '  ']","['*', '  ']","['*', 'i ']","['25.1', '  ']"
9690,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['161', '  ']","['79', '  ']","['48.8', '  ']","['108', '  ']","['36', '  ']","['33.1', '  ']","['54', '  ']","['43', '  ']","['80.5', '  ']"
9690,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['287', '  ']","['139', 'i ']","['48.5', '  ']","['155', '  ']","['84', 'i ']","['54.0', '  ']","['132', 'i ']","['55', 'i ']","['42.0', '  ']"
9690,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['12', '  ']","['9', '  ']","['74.4', '  ']","['12', '  ']","['9', '  ']","['74.5', '  ']","['*', '  ']","['*', '  ']","['68.0', '  ']"
9690,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['703', '  ']","['52', '  ']","['7.4', '  ']","['416', '  ']","['47', '  ']","['11.3', '  ']","['288', '  ']","['5', '  ']","['1.8', '  ']"
9690,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['432', '  ']","['8 - 22', '  ']","['D', '  ']","['420', '  ']","['9', '  ']","['2.1', '  ']","['12', '  ']","['0 - 13', '  ']","['D', '  ']"
9690,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['49 - 5,915', '  ']","['49 - 153', '  ']","['D', '  ']","['49 - 5,031', '  ']","['50', '  ']","['D', '  ']","['0 - 888', '  ']","['0 - 103', '  ']","['D', '  ']"
9690,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['35,574', '  ']","['3,161', '  ']","['8.9', '  ']","['23,654', '  ']","['2,132', '  ']","['9.0', '  ']","['11,920', '  ']","['1,029', '  ']","['8.6', '  ']"
9690,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9690,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['96', '  ']","['40', '  ']","['42.1', '  ']","['85', '  ']","['36', '  ']","['41.9', '  ']","['11', '  ']","['5', '  ']","['43.2', '  ']"
9690,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['343', '  ']","['110', '  ']","['32.2', '  ']","['298', '  ']","['99', '  ']","['33.1', '  ']","['45', '  ']","['12', '  ']","['26.2', '  ']"
9690,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9690,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['473', '  ']","['102', '  ']","['21.5', '  ']","['418', '  ']","['92', '  ']","['22.1', '  ']","['56', '  ']","['9', '  ']","['16.7', '  ']"
9690,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,111', '  ']","['178', '  ']","['16.0', '  ']","['886', '  ']","['157', '  ']","['17.8', '  ']","['225', '  ']","['21', '  ']","['9.2', '  ']"
9690,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9690,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,003', '  ']","['148', '  ']","['14.8', '  ']","['741', '  ']","['110', '  ']","['14.9', '  ']","['262', '  ']","['38', '  ']","['14.5', '  ']"
