table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022_preliminary_
10321,r014,All fields -> Life sciences -> Biological and biomedical sciences,All fields,Life sciences,Biological and biomedical sciences,3,NA,NA,NA,NA,NA,NA,NA,NA,9767,NA
10321,r015,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,7919,8284,7758,8026,8573,9159,9786,10326,NA,NA
10321,r016,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,384,395,399,381,372,514,490,471,NA,NA
10321,r017,All fields -> Life sciences -> Health sciences (formerly Medical sciences),All fields,Life sciences,Health sciences (formerly Medical sciences),3,5326,5564,5270,5337,5717,6415,6389,7460,6832,NA
10321,r018,All fields -> Life sciences -> Natural resources and conservation,All fields,Life sciences,Natural resources and conservation,3,NA,NA,NA,NA,NA,NA,NA,NA,32,NA
10321,r019,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1226,1263,1228,1267,1327,1492,1581,1866,1790,NA
10321,r020,All fields -> Mathematics and statistics,All fields,Mathematics and statistics,,2,NA,NA,NA,NA,NA,NA,NA,NA,503,536
10321,r021,All fields -> Physical sciences,All fields,Physical sciences,,2,4432,4637,4621,4707,4717,5931,7907,6513,6432,8737
10321,r022,All fields -> Physical sciences -> Astronomy and astrophysics (formerly Astronomy),All fields,Physical sciences,Astronomy and astrophysics (formerly Astronomy),3,974,1036,1073,1093,1139,879,1577,870,307,NA
10321,r023,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,715,722,672,688,694,739,691,754,792,NA
10321,r024,All fields -> Physical sciences -> Material science,All fields,Physical sciences,Material science,3,NA,NA,NA,NA,NA,NA,NA,NA,337,NA
10321,r025,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,2469,2576,2569,2593,2597,2518,2571,2516,2531,NA
10321,r026,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,275,303,306,333,286,1795,3068,2373,2465,NA
10321,r027,All fields -> Psychology,All fields,Psychology,,2,1016,1038,1000,990,1027,1147,1366,1612,1934,1930
10321,r028,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,14,14,14,16,10,19,16,13,13,NA
10321,r029,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,16,13,14,12,13,10,11,12,17,NA
10321,r030,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,986,1011,972,962,1004,1118,1339,1587,1904,NA
10321,r031,All fields -> Social sciences,All fields,Social sciences,,2,374,386,345,378,359,374,451,440,537,542
10321,r032,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,24,24,28,29,29,31,33,18,22,NA
10321,r033,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,58,58,47,51,56,53,86,39,53,NA
10321,r034,All fields -> Social sciences -> Political science and government (formerly Political science),All fields,Social sciences,Political science and government (formerly Political science),3,9,12,12,14,12,9,10,5,1,NA
10321,r035,"All fields -> Social sciences -> Sociology, demography, and population studies (formerly Sociology)",All fields,Social sciences,"Sociology, demography, and population studies (formerly Sociology)",3,24,31,27,24,23,24,37,20,43,NA
10321,r036,All fields -> Social sciences -> Other social sciences<sup>a</sup>,All fields,Social sciences,Other social sciences<sup>a</sup>,3,258,261,230,260,239,258,286,358,418,NA
10321,r037,All fields -> Engineering,All fields,Engineering,,2,3408,3545,3694,3658,3686,3586,3618,2898,3151,3231
10321,r038,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,409,447,469,479,450,99,71,70,NA,NA
10321,r039,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",3,NA,NA,NA,NA,NA,NA,NA,NA,209,NA
10321,r040,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,85,93,99,99,101,8,9,15,NA,NA
10321,r041,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
10321,r042,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,84,104,60,70,76,72,75,94,121,NA
10321,r043,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,28,28,54,38,27,14,12,16,70,NA
10321,r044,"All fields -> Engineering -> Electrical, electronics, and communications engineering (formerly Electrical engineering)",All fields,Engineering,"Electrical, electronics, and communications engineering (formerly Electrical engineering)",3,259,248,228,228,225,238,219,205,200,NA
10321,r045,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,41,NA
10321,r046,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,147,129,126,123,124,111,103,116,114,NA
10321,r047,All fields -> Engineering -> Metallurgical and materials engineering (formerly Metallurgy and materials engineering),All fields,Engineering,Metallurgical and materials engineering (formerly Metallurgy and materials engineering),3,1201,1233,1290,1279,1306,1364,1223,281,238,NA
10321,r048,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,1194,1264,1368,1342,1376,1680,1906,2100,2131,NA
10321,r049,All fields -> Other fields,All fields,Other fields,,2,NA,NA,NA,NA,NA,NA,NA,NA,6892,3675
10321,r050,All fields -> Other fields -> Business management and business administration,All fields,Other fields,Business management and business administration,3,NA,NA,NA,NA,NA,NA,NA,NA,34,NA
10321,r051,All fields -> Other fields -> Communication and communications technologies,All fields,Other fields,Communication and communications technologies,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
10321,r052,All fields -> Other fields -> Education research,All fields,Other fields,Education research,3,NA,NA,NA,NA,NA,NA,NA,NA,360,NA
10321,r053,"All fields -> Other fields -> Humanities, including History",All fields,Other fields,"Humanities, including History",3,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA
10321,r054,All fields -> Other fields -> Law,All fields,Other fields,Law,3,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
10321,r055,All fields -> Other fields -> Social work,All fields,Other fields,Social work,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
10321,r056,All fields -> Other fields -> Visual and performing arts,All fields,Other fields,Visual and performing arts,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
10321,r057,All fields -> Other fields -> All other fields,All fields,Other fields,All other fields,3,NA,NA,NA,NA,NA,NA,NA,NA,6491,NA
10321,r058,All fields -> Other sciences nec,All fields,Other sciences nec,,2,1146,1292,1935,2108,2344,1900,2237,3588,NA,NA
