table_id,row_id,question_full_path,question_level_1,question_level_2,question_hierarchy_depth,field_survey_item,field_aggregate_amount
6626,r016,Company and financial information (US$millions) -> 2.8e(1),Company and financial information (US$millions),2.8e(1),2,Materials and supplies,"['26,298', '&nbsp;']"
6626,r017,Company and financial information (US$millions) -> 2.8f(1),Company and financial information (US$millions),2.8f(1),2,Leased facilities and equipment,"['7,405', '&nbsp;']"
6626,r018,Company and financial information (US$millions) -> 2.8g(1),Company and financial information (US$millions),2.8g(1),2,"Depreciation and amortization on R&D property, plant, equipment, and intangible assets","['17,058', '&nbsp;']"
6626,r019,Company and financial information (US$millions) -> 2.8h(1),Company and financial information (US$millions),2.8h(1),2,Royalties and licensing fees,"['8,894', '&nbsp;']"
6626,r020,Company and financial information (US$millions) -> 2.8i(1),Company and financial information (US$millions),2.8i(1),2,Collaborative R&D payments,"['5,717', '&nbsp;']"
6626,r021,Company and financial information (US$millions) -> 2.8j(1),Company and financial information (US$millions),2.8j(1),2,Contract R&D,"['31,819', '&nbsp;']"
6626,r022,Company and financial information (US$millions) -> 2.8k(1),Company and financial information (US$millions),2.8k(1),2,Other purchased services,"['12,400', '&nbsp;']"
6626,r023,Company and financial information (US$millions) -> 2.8l(1),Company and financial information (US$millions),2.8l(1),2,All other costs,"['60,981', '&nbsp;']"
6626,r024,Company and financial information (US$millions) -> 2.9(3),Company and financial information (US$millions),2.9(3),2,Worldwide R&D paid for by the company and performed by others,"['48,107', '&nbsp;']"
6626,r025,Company and financial information (US$millions) -> 2.9(1),Company and financial information (US$millions),2.9(1),2,Domestic R&D paid for by the company and performed by others,"['37,537', '&nbsp;']"
6626,r026,Company and financial information (US$millions) -> 2.9(2),Company and financial information (US$millions),2.9(2),2,Foreign R&D paid for by the company and performed by others,"['10,570', '&nbsp;']"
6626,r027,Company and financial information (US$millions) -> 2.10(3),Company and financial information (US$millions),2.10(3),2,Worldwide R&D paid for and performed by the company,"['522,912', '&nbsp;']"
6626,r028,Company and financial information (US$millions) -> 2.10(1),Company and financial information (US$millions),2.10(1),2,Domestic R&D paid for and performed by the company,"['428,968', '&nbsp;']"
6626,r029,Company and financial information (US$millions) -> 2.10(2),Company and financial information (US$millions),2.10(2),2,Foreign R&D paid for and performed by the company,"['93,944', '&nbsp;']"
6626,r030,Company and financial information (US$millions) -> 2.9(3) + 2.10(3) + 3.4(3) + 3.5(3),Company and financial information (US$millions),2.9(3) + 2.10(3) + 3.4(3) + 3.5(3),2,Worldwide R&D paid for by the company and others and performed by the company and others,"['654,757', '&nbsp;']"
6626,r031,Company and financial information (US$millions) -> 2.10(3) + 3.5(3),Company and financial information (US$millions),2.10(3) + 3.5(3),2,Worldwide R&D paid for by the company and others and performed by the company,"['597,420', '&nbsp;']"
6626,r032,Company and financial information (US$millions) -> 2.9(1) + 2.10(1) + 3.4(1) + 3.5(1),Company and financial information (US$millions),2.9(1) + 2.10(1) + 3.4(1) + 3.5(1),2,Domestic R&D paid for by the company and others and performed by the company and others,"['538,835', '&nbsp;']"
6626,r033,Company and financial information (US$millions) -> 2.10(1) + 3.5 (1),Company and financial information (US$millions),2.10(1) + 3.5 (1),2,Domestic R&D paid for by the company and others and performed by the company,"['492,956', '&nbsp;']"
6626,r034,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Domestic R&D paid for and performed by the company,"['&nbsp;', '&nbsp;']"
6626,r035,Company and financial information (US$millions) -> 2.14,Company and financial information (US$millions),2.14,2,Performed at largest domestic location,"['258,722', '&nbsp;']"
6626,r036,Company and financial information (US$millions) -> 2.16,Company and financial information (US$millions),2.16,2,Performed at second-largest domestic location,"['39,905', '&nbsp;']"
6626,r037,Company and financial information (US$millions) -> 2.18,Company and financial information (US$millions),2.18,2,Domestic R&D paid for by foreign operations or subsidiaries and performed by the companya,"['27,117', '&nbsp;']"
6626,r038,Company and financial information (US$millions) -> 2.19,Company and financial information (US$millions),2.19,2,Foreign R&D paid for by domestic operations or subsidiaries and performed by the companya,"['18,150', '&nbsp;']"
6626,r039,Company and financial information (US$millions) -> 2.20i/2.9(1),Company and financial information (US$millions),2.20i/2.9(1),2,Domestic R&D paid for by the company and performed by others,"['37,537', '&nbsp;']"
6626,r040,Company and financial information (US$millions) -> 2.20a,Company and financial information (US$millions),2.20a,2,Companies in the United States,"['31,827', '&nbsp;']"
6626,r041,Company and financial information (US$millions) -> 2.20b,Company and financial information (US$millions),2.20b,2,Your company's foreign parent or owner,"['1,347', '&nbsp;']"
6626,r042,Company and financial information (US$millions) -> 2.20c,Company and financial information (US$millions),2.20c,2,Companies outside the United States,"['3,251', '&nbsp;']"
6626,r043,Company and financial information (US$millions) -> 2.20d,Company and financial information (US$millions),2.20d,2,U.S. federal government agencies or laboratories,"['64', 'i']"
6626,r044,Company and financial information (US$millions) -> 2.20e,Company and financial information (US$millions),2.20e,2,U.S. state and local government agencies or laboratories,"['24', '&nbsp;']"
6626,r045,Company and financial information (US$millions) -> 2.20f,Company and financial information (US$millions),2.20f,2,"U.S. universities, colleges, and academic researchers","['439', '&nbsp;']"
6626,r046,Company and financial information (US$millions) -> 2.20g,Company and financial information (US$millions),2.20g,2,All other organizations in the United States,"['465', '&nbsp;']"
6626,r047,Company and financial information (US$millions) -> 2.20h,Company and financial information (US$millions),2.20h,2,All other organizations outside the United States,"['120', '&nbsp;']"
6626,r048,Company and financial information (US$millions) -> 2.22,Company and financial information (US$millions),2.22,2,Monetary gifts made by the company to U.S. universities and collegesa,"['78', '&nbsp;']"
6626,r049,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Projected worldwide R&D expense paid for and performed by the company in 2020,"['&nbsp;', '&nbsp;']"
6626,r050,Company and financial information (US$millions) -> 2.23(3),Company and financial information (US$millions),2.23(3),2,Worldwide R&D to be paid for and performed by the company,"['606,520', '&nbsp;']"
6626,r051,Company and financial information (US$millions) -> 2.23(1),Company and financial information (US$millions),2.23(1),2,Domestic R&D to be paid for and performed by the company,"['499,435', '&nbsp;']"
6626,r052,Company and financial information (US$millions) -> 2.23(2),Company and financial information (US$millions),2.23(2),2,Foreign R&D to be paid for and performed by the company,"['107,085', '&nbsp;']"
6626,r053,Company and financial information (US$millions) -> 2.24,Company and financial information (US$millions),2.24,2,Projected R&D services and projected payments for collaborative R&D,"['38,256', '&nbsp;']"
6626,r054,Company and financial information (US$millions) -> 3.1j/3.2c,Company and financial information (US$millions),3.1j/3.2c,2,Worldwide R&D paid for by others and performed by the company and others,"['83,738', '&nbsp;']"
6626,r055,Company and financial information (US$millions) -> 3.1a,Company and financial information (US$millions),3.1a,2,R&D reimbursed by the company's foreign parent or owner,"['19,820', '&nbsp;']"
6626,r056,Company and financial information (US$millions) -> 3.1b,Company and financial information (US$millions),3.1b,2,Collaborative R&D reimbursed by business partners,"['8,975', '&nbsp;']"
6626,r057,Company and financial information (US$millions) -> 3.1c,Company and financial information (US$millions),3.1c,2,R&D paid for by grants (government or private foundation),"['5,203', '&nbsp;']"
6626,r058,Company and financial information (US$millions) -> 3.1d,Company and financial information (US$millions),3.1d,2,Defense R&D goods or services provided as a prime contractor or subcontractor to the federal government and/or government contractors,"['16,563', '&nbsp;']"
6626,r059,Company and financial information (US$millions) -> 3.1e,Company and financial information (US$millions),3.1e,2,Medical clinical trial Phase I–III services provided to others not owned by the company,"['20,748', 'i']"
6626,r060,Company and financial information (US$millions) -> 3.1f,Company and financial information (US$millions),3.1f,2,"Medical R&D services, other than clinical trials, provided to others not owned by the company","['2,634', '&nbsp;']"
6626,r061,Company and financial information (US$millions) -> 3.1g,Company and financial information (US$millions),3.1g,2,Nondefense custom software development or computer systems designed for others not owned by the company,"['610', '&nbsp;']"
6626,r062,Company and financial information (US$millions) -> 3.1h,Company and financial information (US$millions),3.1h,2,"Prototype development, production, and testing for customer's products","['2,109', '&nbsp;']"
6626,r063,Company and financial information (US$millions) -> 3.1i,Company and financial information (US$millions),3.1i,2,All other R&D services provided to the federal government or to others not owned by the company ,"['7,076', 'i']"
6626,r064,Company and financial information (US$millions) -> 3.2c/3.1j,Company and financial information (US$millions),3.2c/3.1j,2,Worldwide R&D paid for by others and performed by the company and others,"['83,738', '&nbsp;']"
6626,r065,Company and financial information (US$millions) -> 3.2a,Company and financial information (US$millions),3.2a,2,Domestic R&D paid for by others and performed by the company and others,"['72,331', '&nbsp;']"
6626,r066,Company and financial information (US$millions) -> 3.2b,Company and financial information (US$millions),3.2b,2,Foreign R&D paid for by others and performed by the company and others,"['11,407', 'i']"
6626,r067,Company and financial information (US$millions) -> 3.3m(1),Company and financial information (US$millions),3.3m(1),2,Domestic R&D paid for by others and performed by the company and others,"['72,331', '&nbsp;']"
6626,r068,Company and financial information (US$millions) -> 3.3a(1),Company and financial information (US$millions),3.3a(1),2,"Salaries, wages, and fringe benefits","['36,350', '&nbsp;']"
6626,r069,Company and financial information (US$millions) -> 3.3b(1),Company and financial information (US$millions),3.3b(1),2,Stock-based compensation,"['760', '&nbsp;']"
6626,r070,Company and financial information (US$millions) -> 3.3c(1),Company and financial information (US$millions),3.3c(1),2,"Leased or temporary staffing, including on-site contractors","['2,090', '&nbsp;']"
6626,r071,Company and financial information (US$millions) -> 3.3d(1),Company and financial information (US$millions),3.3d(1),2,Expensed equipment (not capitalized),"['453', '&nbsp;']"
6626,r072,Company and financial information (US$millions) -> 3.3e(1),Company and financial information (US$millions),3.3e(1),2,Materials and supplies,"['8,127', 'i']"
6626,r073,Company and financial information (US$millions) -> 3.3f(1),Company and financial information (US$millions),3.3f(1),2,Leased facilities and equipment rental payments,"['831', '&nbsp;']"
6626,r074,Company and financial information (US$millions) -> 3.3g(1),Company and financial information (US$millions),3.3g(1),2,"Depreciation and amortization on R&D property, plant, equipment, and intangible assets","['1,803', '&nbsp;']"
6626,r075,Company and financial information (US$millions) -> 3.3h(1),Company and financial information (US$millions),3.3h(1),2,Royalties and licensing fees,"['343', '&nbsp;']"
6626,r076,Company and financial information (US$millions) -> 3.3i(1),Company and financial information (US$millions),3.3i(1),2,Collaborative R&D payments,"['2,698', '&nbsp;']"
6626,r077,Company and financial information (US$millions) -> 3.3j(1),Company and financial information (US$millions),3.3j(1),2,Contract R&D,"['5,644', '&nbsp;']"
6626,r078,Company and financial information (US$millions) -> 3.3k(1),Company and financial information (US$millions),3.3k(1),2,Other purchased services,"['4,479', 'i']"
6626,r079,Company and financial information (US$millions) -> 3.3l(1),Company and financial information (US$millions),3.3l(1),2,All other costs,"['8,751', '&nbsp;']"
6626,r080,Company and financial information (US$millions) -> 3.4(3),Company and financial information (US$millions),3.4(3),2,Worldwide R&D paid for and performed by others,"['9,230', '&nbsp;']"
6626,r081,Company and financial information (US$millions) -> 3.4(1),Company and financial information (US$millions),3.4(1),2,Domestic R&D paid for and performed by others,"['8,342', '&nbsp;']"
6626,r082,Company and financial information (US$millions) -> 3.4(2),Company and financial information (US$millions),3.4(2),2,Foreign R&D paid for and performed by others,"['887', '&nbsp;']"
6626,r083,Company and financial information (US$millions) -> 3.5(3),Company and financial information (US$millions),3.5(3),2,Worldwide R&D paid for by others and performed by the company,"['74,508', '&nbsp;']"
6626,r084,Company and financial information (US$millions) -> 3.5(2),Company and financial information (US$millions),3.5(2),2,Foreign R&D paid for by others and performed by the company,"['10,519', 'i']"
6626,r085,Company and financial information (US$millions) -> 3.5(1),Company and financial information (US$millions),3.5(1),2,Domestic R&D paid for by others and performed by the company,"['63,989', '&nbsp;']"
6626,r086,Company and financial information (US$millions) -> 3.8a,Company and financial information (US$millions),3.8a,2,Other companies in the United States,"['21,461', '&nbsp;']"
6626,r087,Company and financial information (US$millions) -> 3.8b,Company and financial information (US$millions),3.8b,2,Your company's foreign parent or owner,"['17,563', '&nbsp;']"
6626,r088,Company and financial information (US$millions) -> 3.8c,Company and financial information (US$millions),3.8c,2,Other companies outside the United States,"['1,991', '&nbsp;']"
6626,r089,Company and financial information (US$millions) -> 3.8d/3.11j/3.12c,Company and financial information (US$millions),3.8d/3.11j/3.12c,2,U.S. federal government agencies or laboratories,"['21,941', '&nbsp;']"
6626,r090,Company and financial information (US$millions) -> 3.8e,Company and financial information (US$millions),3.8e,2,U.S. state and local government agencies or laboratories,"['100 - 192', '&nbsp;']"
6626,r091,Company and financial information (US$millions) -> 3.8f,Company and financial information (US$millions),3.8f,2,Foreign government agencies or laboratories,"['123', '&nbsp;']"
6626,r092,Company and financial information (US$millions) -> 3.8g,Company and financial information (US$millions),3.8g,2,"U.S. universities, colleges, and academic researchers","['47', '&nbsp;']"
6626,r093,Company and financial information (US$millions) -> 3.8h,Company and financial information (US$millions),3.8h,2,"Universities, colleges, and academic researchers outside the United States","['3 - 16', '&nbsp;']"
6626,r094,Company and financial information (US$millions) -> 3.8i,Company and financial information (US$millions),3.8i,2,All other organizations in the United States,"['627 - 719', '&nbsp;']"
6626,r095,Company and financial information (US$millions) -> 3.8j,Company and financial information (US$millions),3.8j,2,All other organizations outside the United States,"['32 - 44', '&nbsp;']"
6626,r096,Company and financial information (US$millions) -> 3.11j/3.8d/3.12c,Company and financial information (US$millions),3.11j/3.8d/3.12c,2,Federally funded R&D performed by the company,"['21,941', '&nbsp;']"
6626,r097,Company and financial information (US$millions) -> 3.11a,Company and financial information (US$millions),3.11a,2,Department of Defense,"['15,141', '&nbsp;']"
6626,r098,Company and financial information (US$millions) -> 3.11b,Company and financial information (US$millions),3.11b,2,Department of Energy,"['519', '&nbsp;']"
6626,r099,Company and financial information (US$millions) -> 3.11c,Company and financial information (US$millions),3.11c,2,National Aeronautics and Space Administration,"['4,534', 'i']"
6626,r100,Company and financial information (US$millions) -> 3.11d,Company and financial information (US$millions),3.11d,2,National Institutes of Health,"['519', '&nbsp;']"
6626,r101,Company and financial information (US$millions) -> 3.11e,Company and financial information (US$millions),3.11e,2,Department of Homeland Security,"['124', '&nbsp;']"
6626,r102,Company and financial information (US$millions) -> 3.11f,Company and financial information (US$millions),3.11f,2,Department of Transportation,"['30', '&nbsp;']"
6626,r103,Company and financial information (US$millions) -> 3.11g,Company and financial information (US$millions),3.11g,2,Environmental Protection Agency,"['1', '&nbsp;']"
6626,r104,Company and financial information (US$millions) -> 3.11h,Company and financial information (US$millions),3.11h,2,National Science Foundation,"['8', '&nbsp;']"
6626,r105,Company and financial information (US$millions) -> 3.11i,Company and financial information (US$millions),3.11i,2,Other U.S. federal agencies,"['1,064', '&nbsp;']"
6626,r106,Company and financial information (US$millions) -> 3.12c/3.8d/3.11j,Company and financial information (US$millions),3.12c/3.8d/3.11j,2,Federally funded R&D performed by the company by type of agreement,"['21,941', '&nbsp;']"
6626,r107,Company and financial information (US$millions) -> 3.12a,Company and financial information (US$millions),3.12a,2,Contracts,"['20,844', '&nbsp;']"
6626,r108,Company and financial information (US$millions) -> 3.12b,Company and financial information (US$millions),3.12b,2,Grants and all other agreements,"['1,097', '&nbsp;']"
6626,r109,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Domestic R&D paid for by others and performed by the company,"['&nbsp;', '&nbsp;']"
6626,r110,Company and financial information (US$millions) -> 3.16,Company and financial information (US$millions),3.16,2,Performed at largest domestic location,"['31,436', '&nbsp;']"
6626,r111,Company and financial information (US$millions) -> 3.18,Company and financial information (US$millions),3.18,2,Performed at second-largest domestic location,"['5,354', '&nbsp;']"
6626,r112,Company and financial information (US$millions) -> 3.19,Company and financial information (US$millions),3.19,2,Domestic R&D paid for by U.S. federal government agencies or laboratories and performed by others,"['2,133', '&nbsp;']"
6626,r113,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Projected R&D to be paid for by others and performed by the company in 2020,"['&nbsp;', '&nbsp;']"
6626,r114,Company and financial information (US$millions) -> 3.20,Company and financial information (US$millions),3.20,2,Worldwide R&D to be paid for by others and performed by the company,"['85,666', '&nbsp;']"
6626,r115,Company and financial information (US$millions) -> 3.21,Company and financial information (US$millions),3.21,2,Domestic R&D to be paid for by others and performed by the company,"['66,881', '&nbsp;']"
6626,r116,Company and financial information (US$millions) -> 3.22,Company and financial information (US$millions),3.22,2,Domestic R&D to be paid for by the U.S. federal government and performed by the company,"['21,811', '&nbsp;']"
6626,r117,Company and financial information (US$millions) -> 4.1,Company and financial information (US$millions),4.1,2,Total domestic capital expenditures,"['781,625', '&nbsp;']"
6626,r118,Company and financial information (US$millions) -> 4.2/4.3f,Company and financial information (US$millions),4.2/4.3f,2,Domestic capital expenditures for R&D,"['29,106', '&nbsp;']"
6626,r119,Company and financial information (US$millions) -> 4.3a,Company and financial information (US$millions),4.3a,2,Land acquisition,"['237', '&nbsp;']"
6626,r120,Company and financial information (US$millions) -> 4.3b,Company and financial information (US$millions),4.3b,2,Buildings and land improvement,"['3,739', '&nbsp;']"
6626,r121,Company and financial information (US$millions) -> 4.3c,Company and financial information (US$millions),4.3c,2,Equipment,"['15,663', '&nbsp;']"
6626,r122,Company and financial information (US$millions) -> 4.3d,Company and financial information (US$millions),4.3d,2,Capitalized software,"['5,475', '&nbsp;']"
6626,r123,Company and financial information (US$millions) -> 4.3e,Company and financial information (US$millions),4.3e,2,All other capital expenditures for R&D,"['3,992', '&nbsp;']"
6626,r124,Company and financial information (US$millions) -> 5.1,Company and financial information (US$millions),5.1,2,Worldwide R&D paid for and performed by the company and others directed toward business areas or product lines new to the company,"['67,132', '&nbsp;']"
6626,r125,Company and financial information (US$millions) -> 5.2/2.10(1),Company and financial information (US$millions),5.2/2.10(1),2,Domestic R&D paid for and performed by the company,"['428,968', '&nbsp;']"
6626,r126,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
6626,r127,Company and financial information (US$millions) -> 5.4b,Company and financial information (US$millions),5.4b,2,Basic research,"['25,916', '&nbsp;']"
6626,r128,Company and financial information (US$millions) -> 5.4a,Company and financial information (US$millions),5.4a,2,Applied research,"['59,697', '&nbsp;']"
6626,r129,Company and financial information (US$millions) -> 5.3b,Company and financial information (US$millions),5.3b,2,Development,"['343,355', '&nbsp;']"
6626,r130,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Application areas,"['&nbsp;', '&nbsp;']"
6626,r131,Company and financial information (US$millions) -> 5.5,Company and financial information (US$millions),5.5,2,Energy applications,"['24,054', 'i']"
6626,r132,Company and financial information (US$millions) -> 5.6,Company and financial information (US$millions),5.6,2,Environmental protection applications,"['10,405', 'i']"
6626,r133,Company and financial information (US$millions) -> 5.7,Company and financial information (US$millions),5.7,2,Defense applications,"['13,290', 'i']"
6626,r134,Company and financial information (US$millions) -> 5.8,Company and financial information (US$millions),5.8,2,Health or medical applications,"['108,075', '&nbsp;']"
6626,r135,Company and financial information (US$millions) -> 5.9,Company and financial information (US$millions),5.9,2,Agricultural applications,"['8,078', '&nbsp;']"
6626,r136,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
6626,r137,Company and financial information (US$millions) -> 5.10,Company and financial information (US$millions),5.10,2,Software products and software embedded in other projects or products,"['189,553', '&nbsp;']"
6626,r138,Company and financial information (US$millions) -> 5.11,Company and financial information (US$millions),5.11,2,Biotechnology,"['62,952', '&nbsp;']"
6626,r139,Company and financial information (US$millions) -> 5.12,Company and financial information (US$millions),5.12,2,Nanotechnology,"['21,626', 'i']"
6626,r140,Company and financial information (US$millions) -> 5.13,Company and financial information (US$millions),5.13,2,Artificial intelligence,"['14,038', 'i']"
6626,r141,Company and financial information (US$millions) -> 5.15c,Company and financial information (US$millions),5.15c,2,Foreign R&D paid for and performed by the company,"['93,944', '&nbsp;']"
6626,r142,Company and financial information (US$millions) -> 5.15a,Company and financial information (US$millions),5.15a,2,Research,"['14,324', '&nbsp;']"
6626,r143,Company and financial information (US$millions) -> 5.15b,Company and financial information (US$millions),5.15b,2,Development,"['79,620', '&nbsp;']"
6626,r144,Company and financial information (US$millions) -> 5.16/3.5(1),Company and financial information (US$millions),5.16/3.5(1),2,Domestic R&D paid for by others and performed by the company,"['63,989', '&nbsp;']"
6626,r145,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
6626,r146,Company and financial information (US$millions) -> 5.18b,Company and financial information (US$millions),5.18b,2,Basic research,"['6,324', '&nbsp;']"
6626,r147,Company and financial information (US$millions) -> 5.18a,Company and financial information (US$millions),5.18a,2,Applied research,"['14,333', '&nbsp;']"
6626,r148,Company and financial information (US$millions) -> 5.17b,Company and financial information (US$millions),5.17b,2,Development,"['43,332', '&nbsp;']"
6626,r149,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Application areas,"['&nbsp;', '&nbsp;']"
6626,r150,Company and financial information (US$millions) -> 5.19,Company and financial information (US$millions),5.19,2,Energy applications,"['2,108', 'i']"
6626,r151,Company and financial information (US$millions) -> 5.20,Company and financial information (US$millions),5.20,2,Environmental protection applications,"['1,390', 'i']"
6626,r152,Company and financial information (US$millions) -> 5.21,Company and financial information (US$millions),5.21,2,Defense applications,"['20,041', '&nbsp;']"
6626,r153,Company and financial information (US$millions) -> 5.22,Company and financial information (US$millions),5.22,2,Health or medical applications,"['25,691', 'i']"
6626,r154,Company and financial information (US$millions) -> 5.23,Company and financial information (US$millions),5.23,2,Agricultural applications,"['627', '&nbsp;']"
6626,r155,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
6626,r156,Company and financial information (US$millions) -> 5.24,Company and financial information (US$millions),5.24,2,Software products and software embedded in other projects or products,"['11,306', '&nbsp;']"
6626,r157,Company and financial information (US$millions) -> 5.25,Company and financial information (US$millions),5.25,2,Biotechnology,"['14,841', '&nbsp;']"
6626,r158,Company and financial information (US$millions) -> 5.26,Company and financial information (US$millions),5.26,2,Nanotechnology,"['1,858', 'i']"
6626,r159,Company and financial information (US$millions) -> 5.27,Company and financial information (US$millions),5.27,2,Artificial intelligence,"['1,313', 'i']"
6626,r160,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Federally funded R&D performed by the company,"['&nbsp;', '&nbsp;']"
6626,r161,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
6626,r162,Company and financial information (US$millions) -> 5.30b,Company and financial information (US$millions),5.30b,2,Basic research,"['2,313', 'i']"
6626,r163,Company and financial information (US$millions) -> 5.30a,Company and financial information (US$millions),5.30a,2,Applied research,"['4,883', '&nbsp;']"
6626,r164,Company and financial information (US$millions) -> 5.29b,Company and financial information (US$millions),5.29b,2,Development,"['14,745', '&nbsp;']"
6626,r165,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
6626,r166,Company and financial information (US$millions) -> 5.31,Company and financial information (US$millions),5.31,2,Software products and software embedded in other projects or products,"['5,089', 'i']"
6626,r167,Company and financial information (US$millions) -> 5.33c,Company and financial information (US$millions),5.33c,2,Foreign R&D paid for by others and performed by the company,"['10,519', 'i']"
6626,r168,Company and financial information (US$millions) -> 5.33a,Company and financial information (US$millions),5.33a,2,Research,"['2,742', '&nbsp;']"
6626,r169,Company and financial information (US$millions) -> 5.33b,Company and financial information (US$millions),5.33b,2,Development,"['7,778', 'i']"
6626,r170,Employees (thousands),Employees (thousands),,1,,"['', '']"
6626,r171,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Worldwide,"['&nbsp;', '&nbsp;']"
6626,r172,Employees (thousands) -> 1.8/1.9(3),Employees (thousands),1.8/1.9(3),2,Total employees,"['32,296', '&nbsp;']"
6626,r173,Employees (thousands) -> 6.1b(3),Employees (thousands),6.1b(3),2,Non-R&D employees,"['29,620', '&nbsp;']"
6626,r174,Employees (thousands) -> 6.1a(3),Employees (thousands),6.1a(3),2,R&D employees,"['2,676', '&nbsp;']"
6626,r175,Employees (thousands) -> 6.4a(3),Employees (thousands),6.4a(3),2,Female,"['745', '&nbsp;']"
6626,r176,Employees (thousands) -> 6.4b(3),Employees (thousands),6.4b(3),2,Male,"['1,931', '&nbsp;']"
6626,r177,Employees (thousands) -> 6.5a(3),Employees (thousands),6.5a(3),2,Researchers,"['1,815', '&nbsp;']"
6626,r178,Employees (thousands) -> 6.5b(3),Employees (thousands),6.5b(3),2,Technicians,"['614', '&nbsp;']"
6626,r179,Employees (thousands) -> 6.5c(3),Employees (thousands),6.5c(3),2,Support staff,"['246', '&nbsp;']"
6626,r180,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Domestic,"['&nbsp;', '&nbsp;']"
6626,r181,Employees (thousands) -> 1.9(1),Employees (thousands),1.9(1),2,Total employees,"['21,213', '&nbsp;']"
6626,r182,Employees (thousands) -> 6.1b(1),Employees (thousands),6.1b(1),2,Non-R&D employees,"['19,381', '&nbsp;']"
6626,r183,Employees (thousands) -> 6.1a(1),Employees (thousands),6.1a(1),2,R&D employees,"['1,832', '&nbsp;']"
